"genes","ERR2984230","ERR2984231","ERR2984232","ERR2984233","ERR2984242","ERR2984243","ERR2984244","ERR2984245"
"SLC39A3|SLC39A3",192,231,194,168,355,250,234,149
"SGTA|SGTA",1103,959,1160,883,2429,924,1093,1052
"GADD45B|GADD45B",112,149,209,203,403,214,154,176
"GNG7|GNG7",1226,1036,1249,1021,2569,1159,1395,1202
"LOC107055350|LOC107055350",39,21,14,6,82,25,45,53
"MAP1S|MAP1S",724,507,787,320,1560,498,487,457
"LOC101748987|LOC101748987",113,80,87,31,146,116,70,62
"JAK3|JAK3",165,111,118,63,222,173,119,86
"CCDC124|CCDC124",571,524,583,485,1001,415,408,279
"OCEL1|OCEL1",22,26,32,11,31,37,33,23
"KCNN1|KCNN1",1598,1548,1794,1377,3650,1499,1061,1100
"OCLN|OCLN",300,170,286,141,518,365,358,249
"NR2F6|NR2F6",4272,7043,7764,5575,12063,8376,4908,4653
"USHBP1|USHBP1",49,8,23,26,99,50,22,38
"BABAM1|BABAM1",581,966,651,847,1047,733,578,501
"DDA1|DDA1",1588,1646,1725,1582,3361,1709,2088,1649
"LOC112530451|LOC112530451",56,27,34,17,43,22,50,31
"GTPBP3|GTPBP3",20,14,35,32,50,36,5,17
"PLVAP|PLVAP",1261,819,882,784,2869,1707,852,864
"LOC107055361|LOC107055361",1195,4382,1325,1743,1506,2605,2534,1301
"NDUFA13|NDUFA13",1478,2464,1704,2622,2395,1582,1606,1033
"GATAD2A|GATAD2A",1940,1558,2137,1276,3878,1591,1771,1480
"SUGP1|SUGP1",478,380,305,330,847,387,410,415
"NCAN|NCAN",16,4,0,6,46,10,23,10
"TMEM161A|TMEM161A",602,504,628,518,1332,563,607,494
"NR2C2AP|NR2C2AP",740,703,652,906,905,598,550,521
"BORCS8|BORCS8",849,647,661,854,1392,727,1297,894
"RFXANK|RFXANK",829,633,794,837,1110,751,821,639
"LOC107055363|LOC107055363",41,47,33,32,61,35,61,42
"TMEM221|TMEM221",545,171,486,85,586,308,298,327
"MEF2B|MEF2B",17,17,60,13,31,18,9,16
"SLC25A42|SLC25A42",1478,1042,1252,768,3346,1031,1990,995
"ARMC6|ARMC6",599,514,677,536,1228,640,632,564
"SUGP2|SUGP2",873,524,602,331,1813,671,779,1033
"HOMER3|HOMER3",306,217,172,164,564,265,263,200
"DDX49|DDX49",422,418,507,413,804,339,409,421
"CERS1|CERS1",86,20,52,0,121,58,41,27
"GDF3|GDF3",98,54,72,31,173,68,49,44
"LOC101748347|LOC101748347",105,58,67,63,138,71,76,89
"C19orf60|C19orf60",86,140,138,117,194,111,89,78
"FKBP8|FKBP8",5063,5736,6161,5653,11358,4738,3669,3567
"KXD1|KXD1",224,332,344,322,399,293,228,214
"ISYNA1|ISYNA1",138,139,173,78,308,131,63,107
"ELL|ELL",1080,715,1003,716,2304,936,980,881
"SSBP4|SSBP4",654,627,806,439,1215,498,467,361
"LOC112530443|LOC112530443",67,80,39,116,88,50,94,47
"GDF15|GDF15",91,115,135,39,149,93,96,44
"PGPEP1|PGPEP1",1901,2505,2551,1672,3831,1364,2324,1675
"LOC107055358|LOC107055358",122,186,147,142,242,171,95,89
"JUND|JUND",732,1561,1883,923,1468,739,652,363
"PDE4C|PDE4C",493,294,255,290,810,332,368,285
"RAB3A|RAB3A",165,141,200,104,339,167,158,102
"MPV17L2|MPV17L2",229,395,295,353,493,313,338,236
"IFI30|IFI30",1150,684,749,793,1860,1767,921,1111
"PIK3R2|PIK3R2",1135,703,1173,453,2217,938,1394,1038
"MAST3|MAST3",239,76,101,67,330,99,126,133
"IL12RB1|IL12RB1",31,35,35,24,47,45,36,33
"ARRDC2|ARRDC2",591,446,374,510,1171,886,763,1394
"LOC425795|LOC425795",383,311,460,263,866,337,451,403
"INSR|INSR",1603,1015,1337,777,3456,1507,1751,1567
"USE1|USE1",363,252,324,276,508,267,217,242
"F2RL3|F2RL3",23,24,26,16,42,18,28,17
"MYO9B|MYO9B",1214,758,879,629,2327,1020,1088,1139
"CPAMD8|CPAMD8",299,288,366,218,771,244,348,303
"SIN3B|SIN3B",589,369,437,330,1022,427,609,598
"LOC112530461|LOC112530461",20,11,5,4,33,5,24,24
"TMEM38A|TMEM38A",845,628,643,641,1441,667,1014,791
"SMIM7|SMIM7",705,520,654,593,1311,703,793,696
"C28H19ORF44|C28H19ORF44",124,98,107,51,307,173,213,209
"MED26|MED26",360,248,333,214,698,233,268,279
"LOC107055373|LOC107055373",129,116,123,115,224,125,155,122
"SLC35E1|SLC35E1",215,195,305,109,521,256,247,229
"CHERP|CHERP",953,673,933,647,1819,773,906,706
"EPS15L1|EPS15L1",504,311,338,272,1145,407,477,479
"KLF2|KLF2",221,77,158,45,240,183,106,84
"AP1M1|AP1M1",1310,850,1265,777,2450,1027,993,1199
"TPM4|TPM4",20,14,18,11,48,31,11,9
"FAM32A|FAM32A",1265,1289,1376,1290,2161,1292,1580,1146
"RAB8A|RAB8A",1790,1320,1680,1277,3201,1216,1068,1247
"PTPRS|PTPRS",926,515,647,240,2081,492,542,830
"KDM4B|KDM4B",928,501,554,350,1764,688,790,862
"UHRF1|UHRF1",261,217,280,101,540,142,125,156
"TICAM1|TICAM1",766,467,681,453,1554,630,559,523
"FEM1A|FEM1A",2197,1415,2361,1151,4624,1649,2029,1735
"DPP9|DPP9",957,699,961,582,2035,766,891,822
"TNFAIP8L1|TNFAIP8L1",236,130,162,132,314,245,161,138
"FCER2|FCER2",617,283,306,301,927,664,331,432
"CLEC17A|CLEC17A",152,161,92,134,185,146,130,91
"LOC107050724|LOC107050724",281,241,240,151,496,253,297,223
"LOC107050443|LOC107050443",645,313,364,151,1195,368,403,410
"QTRT1|QTRT1",125,130,69,105,212,100,109,83
"TYK2|TYK2",626,431,406,239,1193,441,442,445
"LOC107050964|LOC107050964",196,208,260,187,423,364,264,179
"MECP2|MECP2",89,51,47,28,152,57,54,63
"ZNF653|ZNF653",169,48,120,92,319,144,167,149
"CNN1|CNN1",11,6,48,10,39,34,14,5
"GMIP|GMIP",377,148,220,181,407,268,300,241
"NXNL1|NXNL1",3,5,14,21,10,22,24,7
"BRD4L|BRD4L",2206,1145,1969,803,4170,1246,1501,1327
"HUC|HUC",26,23,8,25,36,16,27,14
"LOC112530984|LOC112530984",98,101,156,67,218,355,126,113
"ILF3|ILF3",2036,1213,1958,865,3785,1275,1187,1107
"DNM2L|DNM2L",1107,440,760,338,1809,680,620,613
"SPC24|SPC24",23,36,24,22,36,17,6,8
"KEAP1|KEAP1",568,549,748,377,1509,660,538,332
"CDC37|CDC37",1460,1271,1502,1364,3089,1364,1439,1154
"TRAPPC5|TRAPPC5",507,390,349,388,866,399,380,383
"BCAP31|BCAP31",1732,1644,1678,1972,3378,1919,1640,1563
"TAZ|TAZ",791,1169,755,1201,1456,906,713,646
"WDR13L|WDR13L",215,211,214,130,576,455,272,187
"SUV39H1|SUV39H1",59,63,60,62,90,44,55,29
"SUV39H1_1|SUV39H1",455,615,452,611,837,723,529,486
"TBC1D25|TBC1D25",244,254,247,263,662,361,428,360
"GRIPAP1|GRIPAP1",631,659,478,674,1153,525,715,608
"TFE3|TFE3",267,184,186,216,422,176,196,157
"CCDC120|CCDC120",48,18,79,24,160,129,58,53
"LOC112531007|LOC112531007",46,66,82,68,75,47,26,19
"LOC100857622|LOC100857622",3870,5099,7104,7200,9434,4901,1646,2726
"OTUD5|OTUD5",990,762,1214,679,2464,1135,686,732
"LOC112530990|LOC112530990",50,33,22,59,106,29,33,74
"UXT|UXT",253,529,329,601,703,437,335,382
"LOC112530977|LOC112530977",48,87,32,43,33,14,47,24
"ECSIT|ECSIT",287,382,331,433,476,336,258,188
"ELOF1|ELOF1",78,129,107,148,161,134,79,69
"ACP5|ACP5",374,239,310,243,857,559,347,355
"GADD45GIP1|GADD45GIP1",481,741,741,623,1067,608,485,337
"RAD23A|RAD23A",1540,2010,2359,2173,3695,1874,1420,1384
"CALR|CALR",44000,35627,59901,46994,89576,41908,20882,16516
"FARSA|FARSA",1038,1120,1500,1425,2196,961,622,546
"SYCE2|SYCE2",14,27,18,22,62,23,25,29
"GCDH|GCDH",4321,4978,4166,4005,9328,3700,2724,2526
"SLC27A1|SLC27A1",457,340,354,360,892,342,571,395
"PGLS|PGLS",1099,1369,1149,1543,2348,1578,1476,921
"LOC107049411|LOC107049411",66,22,57,40,125,47,73,60
"MRPL4|MRPL4",298,210,269,171,344,173,112,128
"LOC107057631|LOC107057631",202,174,246,226,318,216,205,181
"ILVBL|ILVBL",1529,1260,1591,1074,2870,1295,1234,1016
"PNPLA6|PNPLA6",415,322,193,194,586,232,282,266
"SYDE1|SYDE1",308,113,240,107,470,192,185,202
"LOC112530999|LOC112530999",36,19,9,8,21,12,24,20
"LOC107049166|LOC107049166",48,31,23,39,54,45,30,43
"MCOLN1|MCOLN1",938,559,646,565,1759,711,754,623
"CYP4F11|CYP4F11",5514,5090,5536,4313,11051,5352,4290,2930
"RASAL3|RASAL3",94,65,32,37,57,70,45,53
"PGLYRP2|PGLYRP2",4435,5217,4290,4243,7556,4007,4043,2818
"RASAL3_1|RASAL3",1017,513,893,309,1942,635,577,597
"AKAP8L|AKAP8L",824,611,974,729,1453,527,670,678
"LOC107057625|LOC107057625",678,574,405,363,1059,453,422,437
"GIPC1|GIPC1",640,434,672,335,1312,532,479,373
"LOC107049075|LOC107049075",628,468,621,351,1219,459,675,465
"LOC107050163|LOC107050163",2009,2052,2440,2183,3226,1039,2059,1648
"NDUFB7|NDUFB7",404,859,638,656,1039,1538,635,410
"LOC112530995|LOC112530995",12,0,13,0,20,14,10,12
"LOC107051264|LOC107051264",91,38,56,18,145,48,43,56
"CSNK2B|CSNK2B",24,39,23,41,17,19,18,9
"MEPCE|MEPCE",202,148,316,171,548,178,148,159
"LOC107051077|LOC107051077",11,11,27,6,22,12,10,6
"LOC107051009|LOC107051009",88,110,144,144,174,162,109,93
"LOC107050789|LOC107050789",17,23,23,14,35,27,15,15
"LOC107050919|LOC107050919",26,32,27,26,55,21,50,10
"LOC107050626|LOC107050626",260,112,260,109,351,150,161,132
"PCOLCE|PCOLCE",772,703,891,549,2132,488,603,403
"S1PR2|S1PR2",79,52,48,22,197,65,60,46
"DNMT1|DNMT1",640,360,602,258,1345,480,411,368
"EIF3G|EIF3G",2158,2519,2483,2755,4534,2420,2605,1937
"LOC107051197|LOC107051197",691,965,516,841,1168,415,587,606
"LOC112531000|LOC112531000",23,38,7,17,34,15,8,22
"LOC101751681|LOC101751681",284,117,76,179,329,311,428,125
"OLFM2|OLFM2",290,332,209,198,460,205,167,129
"PIN1|PIN1",781,773,861,919,1385,744,744,631
"C3|C3",199570,125866,190223,108528,416637,135267,167325,113372
"CRIPAK|CRIPAK",159,291,245,182,409,186,760,216
"LPAR2|LPAR2",110,68,74,80,122,37,76,31
"UBL5|UBL5",1561,2437,1741,2445,2498,1215,1585,1143
"FBXL12|FBXL12",499,574,375,494,979,347,347,367
"LOC396477|LOC396477",19820,27034,21644,29252,33918,21750,24984,20459
"LOC107050335|LOC107050335",24,27,18,21,26,32,22,8
"DSN1|DSN1",237,408,244,390,494,219,252,234
"CHCHD5|CHCHD5",415,538,557,468,632,285,297,264
"ATP13A1|ATP13A1",1139,744,1017,659,2203,754,668,748
"MVB12A|MVB12A",1090,755,977,822,1493,769,743,663
"PBX4|PBX4",107,95,56,111,146,79,68,102
"LOC107050018|LOC107050018",236,371,355,291,428,421,262,181
"LOC107050017|LOC107050017",32,15,19,14,43,36,25,24
"BEST2|BEST2",18,17,5,0,26,16,36,17
"HOOK2|HOOK2",323,374,327,407,708,300,176,216
"ASNA1|ASNA1",484,447,399,399,918,480,393,344
"TRIR|TRIR",289,231,250,242,504,344,360,295
"TNPO2|TNPO2",1506,1194,1723,973,2975,956,827,836
"LOC107050519|LOC107050519",13,21,21,22,29,14,16,22
"FBXW9|FBXW9",888,1965,1445,1288,3136,878,870,844
"LOC112531001|LOC112531001",12,25,16,13,29,5,14,16
"DHPS|DHPS",60,58,71,86,122,112,52,52
"LOC107051108|LOC107051108",235,219,226,149,437,223,146,171
"DCAF15|DCAF15",123,127,105,103,244,97,97,50
"LOC101748080|LOC101748080",443,313,349,277,846,454,499,563
"LOC112530970|LOC112530970",15,9,2,16,21,4,11,19
"C30H19orf53|C30H19orf53",380,418,425,570,511,334,457,365
"MRI1|MRI1",1117,1179,1169,954,2152,1297,1082,840
"CCDC130|CCDC130",246,112,129,32,428,122,157,129
"LOC107050978|LOC107050978",163,176,93,125,159,87,177,93
"LOC112530987|LOC112530987",30,118,50,46,68,59,48,26
"LOC112530996|LOC112530996",38,23,24,13,73,20,39,34
"LOC107050215|LOC107050215",21,0,13,13,31,10,7,9
"RABGGTA|RABGGTA",75,57,116,34,295,120,108,115
"LOC112530973|LOC112530973",31,18,27,16,56,22,24,17
"LOC107050008|LOC107050008",56,0,20,6,82,34,75,27
"LOC107049737|LOC107049737",207,104,90,63,389,159,126,170
"LOC107049738|LOC107049738",46,171,108,106,199,101,157,69
"LOC112531067|LOC112531067",74,40,50,34,88,60,33,40
"LOC112531037|LOC112531037",41,45,18,25,83,40,31,42
"ZNF555|ZNF555",402,297,288,257,598,338,349,275
"LOC101747443|LOC101747443",222,147,155,147,367,166,181,174
"LOC112531036|LOC112531036",86,64,31,50,154,57,44,83
"ZNF624|ZNF624",146,75,127,48,299,85,124,122
"LOC112531022|LOC112531022",185,227,132,170,329,186,133,219
"LOC100857615|LOC100857615",44,18,37,22,40,74,131,51
"C31H17orf49|C31H17orf49",230,242,413,200,610,675,275,201
"RNASEK|RNASEK",1277,1253,1722,2076,2388,1610,1331,1350
"LOC107049937|LOC107049937",217,172,128,127,400,87,92,114
"LOC107050721|LOC107050721",3102,1672,2420,1329,5412,2273,2205,1954
"LOC112531056|LOC112531056",221,160,212,66,247,120,110,94
"LOC107050363|LOC107050363",547,526,698,446,1131,526,539,447
"LOC100857358|LOC100857358",1021,396,684,261,1822,498,490,581
"LOC107050371|LOC107050371",684,541,695,406,1370,525,604,464
"LOC112531093|LOC112531093",113,38,120,51,148,58,26,43
"LOC112531158|LOC112531158",158,217,160,268,189,140,106,86
"LOC107049379|LOC107049379",36,41,16,37,220,81,52,19
"LOC101747670|LOC101747670",81,47,68,33,161,92,119,70
"LOC112531131|LOC112531131",84,56,79,40,112,65,55,64
"LOC107050454|LOC107050454",8,0,11,13,24,15,18,11
"TARM1L|TARM1L",24,10,12,9,41,20,22,13
"LOC107049972|LOC107049972",29,8,16,2,77,37,8,68
"LOC112531132|LOC112531132",42,49,49,69,72,46,37,25
"LOC107049370|LOC107049370",14,27,11,31,26,33,36,6
"LOC112531100|LOC112531100",28,3,17,0,25,11,7,10
"LOC100857878|LOC100857878",19,9,9,0,28,15,28,6
"CHIR-AB-502|CHIR-AB-502",145,98,112,108,277,132,226,102
"PLTGP6L1|PLTGP6L1",34,0,16,0,52,0,17,31
"LOC107049575|LOC107049575",12,8,19,5,6,30,37,12
"LOC112531105|LOC112531105",39,20,29,20,66,24,48,27
"LOC112531149|LOC112531149",29,0,17,3,21,14,10,25
"LOC107050774|LOC107050774",28,10,23,2,67,15,32,17
"LOC112531136|LOC112531136",74,27,50,27,130,70,79,57
"LOC107050866|LOC107050866",27,16,26,11,87,44,28,12
"LOC107049967|LOC107049967",54,16,52,20,94,17,49,36
"IGSF1L7|IGSF1L7",18,0,15,0,38,35,5,26
"LOC107049368|LOC107049368",341,49,209,70,695,145,136,168
"LOC425878|LOC425878",24,6,19,0,79,17,13,20
"LOC112529924|LOC112529924",63,29,54,26,104,38,48,37
"LOC426064|LOC426064",1486,1037,1389,1396,2493,1680,1638,1490
"LOC101747860|LOC101747860",1674,706,582,521,2873,676,1228,1215
"SBK3|SBK3",148,108,111,88,218,75,163,168
"LIG1|LIG1",103,156,114,95,211,55,69,69
"ZNF628|ZNF628",793,662,779,379,1326,334,387,298
"LOC101748207|LOC101748207",6590,2138,4631,3099,11090,4893,3779,4160
"LOC769729|LOC769729",733,402,674,522,1198,836,547,607
"LOC426821|LOC426821",288,256,338,207,689,263,285,274
"SULT2B1L2|SULT2B1L2",353,242,366,288,865,305,382,405
"LOC426820|LOC426820",28354,21329,21222,16151,52525,19081,23643,19390
"DMBT1|DMBT1",8396,5185,7603,5018,17683,9111,11373,8857
"LOC107049156|LOC107049156",23,18,11,35,37,43,29,15
"LOC107049467|LOC107049467",23,20,14,20,37,8,25,18
"DHDH|DHDH",434,1185,433,886,779,654,209,253
"LOC107049468|LOC107049468",91,135,58,85,121,76,45,77
"UBE2M|UBE2M",527,850,712,744,1047,526,380,226
"TRIM1BL|TRIM1BL",655,415,578,297,1275,492,423,358
"LOC107049647|LOC107049647",28,19,17,8,53,37,22,44
"ZNF71L|ZNF71L",207,148,131,129,302,141,164,117
"ZBTB45|ZBTB45",101,98,138,99,240,100,99,123
"LOC107049469|LOC107049469",6730,7460,7277,8130,13124,6983,6255,5082
"ZNF629L|ZNF629L",299,157,154,116,728,244,313,240
"LOC101748084|LOC101748084",8666,4261,6233,5289,13946,5391,6742,5453
"CHMP2A|CHMP2A",2072,1281,1585,1101,3960,1761,1802,1650
"THAP7|THAP7",447,526,502,491,725,394,354,310
"SLC27A2|SLC27A2",8256,6229,8402,6407,16619,6717,8898,6303
"DMBT1L|DMBT1L",11765,8263,13243,4955,31177,10023,10715,11605
"SULT2B1|SULT2B1",760,443,607,464,1376,627,841,655
"DMBT1L3|DMBT1L3",2578,1413,3470,842,6829,1967,2059,2384
"LOC107056128|LOC107056128",21,14,26,18,33,9,22,12
"LOC112531167|LOC112531167",372,42,315,44,745,67,262,216
"RYR1L1|RYR1L1",166,115,110,87,309,110,101,85
"LOC107055388|LOC107055388",97,61,45,43,143,92,88,74
"TGM2_1|TGM2",2084,2563,2420,2804,4074,2589,2791,1858
"ACTN4|ACTN4",2526,1357,2573,1127,6482,1754,1889,1430
"ECH1|ECH1",3621,4080,4362,4529,10029,4025,3232,3565
"LOC101749377|LOC101749377",1483,1425,1130,1122,2374,1112,958,897
"PAK4|PAK4",451,244,283,176,657,347,249,197
"SIRT2|SIRT2",1317,1407,1180,1316,2439,1167,1322,1042
"NFKBIB|NFKBIB",403,527,692,500,925,672,476,442
"SARS2|SARS2",256,348,268,316,499,147,224,148
"MRPS12|MRPS12",245,322,352,323,517,538,321,277
"SYCN|SYCN",89,131,131,103,228,56,52,65
"LRFN1|LRFN1",89,88,138,83,208,181,61,32
"SAMD4B|SAMD4B",292,205,336,183,520,306,221,141
"PAF1|PAF1",1243,1017,1028,1012,1986,829,825,757
"MED29|MED29",807,1426,926,1241,1177,1221,827,516
"SUPT5H|SUPT5H",1291,987,1033,843,2204,890,804,838
"LOC107055390|LOC107055390",52,77,81,37,105,66,53,29
"LOC101749950|LOC101749950",160,84,143,75,376,151,154,98
"EHD2|EHD2",106,129,161,69,148,112,62,47
"LOC112530471|LOC112530471",44,13,26,28,24,12,9,18
"ZNF541|ZNF541",52,25,32,18,86,16,20,18
"KPTN|KPTN",184,228,192,170,418,257,197,191
"NAPA|NAPA",1396,1488,1426,1486,2562,1260,1253,1107
"GLTSCR2|GLTSCR2",870,1562,1164,1042,1674,1141,1159,778
"ATP5SL|ATP5SL",136,283,173,200,230,115,181,137
"OTX5|OTX5",114,24,21,63,357,49,122,143
"LOC107049826|LOC107049826",14,10,7,10,11,12,13,5
"SEPW1|SEPW1",1510,1463,2066,1886,3588,1798,1564,1658
"HH3L|HH3L",1054,965,1431,760,1906,1306,858,616
"LOC107050328|LOC107050328",101,30,6,135,234,0,95,68
"B9D2|B9D2",18,19,21,18,53,14,41,43
"BCKDHA|BCKDHA",2160,1727,1821,1260,3589,1461,1504,1191
"EXOSC5|EXOSC5",136,226,179,182,269,144,216,163
"CCDC97|CCDC97",196,211,326,223,413,206,151,143
"HNRNPUL1|HNRNPUL1",355,233,334,150,615,212,213,212
"LOC101748353|LOC101748353",625,420,380,354,1029,446,520,517
"PLD3|PLD3",303,193,223,64,434,273,186,186
"SMARCA4|SMARCA4",888,430,792,365,1729,551,553,551
"LOC101750560|LOC101750560",1100,646,1157,679,2021,853,702,814
"LOC107050662|LOC107050662",356,159,322,142,717,359,278,263
"LOC107051310|LOC107051310",80,32,74,36,166,80,55,53
"LOC107049461|LOC107049461",15,15,12,9,31,18,28,17
"ZC3H4|ZC3H4",429,249,405,163,1035,444,535,322
"SAE1|SAE1",911,995,929,1024,1428,675,603,477
"CCDC9|CCDC9",125,167,116,138,275,168,128,104
"C5AR1|C5AR1",130,69,45,41,175,46,79,59
"DHX34|DHX34",275,215,204,110,436,165,255,189
"LRFN3|LRFN3",135,138,62,73,180,72,106,76
"QPCTL|QPCTL",388,562,687,466,855,418,384,246
"FBXO46|FBXO46",245,267,306,283,489,263,188,171
"OPA3|OPA3",168,186,197,130,323,152,177,135
"VASP|VASP",310,267,336,337,503,323,236,239
"LOC107049603|LOC107049603",18,19,36,13,24,20,18,20
"LOC107049206|LOC107049206",21,6,2,8,46,18,41,27
"HIF3A|HIF3A",17,0,0,5,29,13,0,10
"SNRPD2|SNRPD2",1083,723,982,669,1930,894,692,806
"LOC107050595|LOC107050595",857,2469,1023,2197,1402,869,873,628
"LOC107051250|LOC107051250",84,76,85,70,164,59,67,67
"LOC107050835|LOC107050835",954,710,808,580,1754,514,719,730
"LOC107050762|LOC107050762",370,294,356,243,790,284,319,282
"TBCB|TBCB",282,234,524,142,722,319,258,181
"SDHAF1|SDHAF1",50,173,210,104,224,165,93,54
"ARHGAP35|ARHGAP35",2257,1507,2547,1090,5465,1901,1431,1503
"CLAPS2|CLAPS2",842,912,1035,1039,1318,1062,902,894
"LOC107051508|LOC107051508",305,149,420,137,748,480,272,268
"METTL7A|METTL7A",3360,4195,4316,5160,6091,4456,5285,3765
"FIGNL2|FIGNL2",14,0,12,11,23,11,8,11
"GRASP|GRASP",122,63,65,47,160,73,97,80
"NR4A1|NR4A1",27,12,23,14,0,17,12,3
"TMBIM6|TMBIM6",14175,12523,16625,14005,30149,13404,13950,10114
"KANSL2|KANSL2",436,455,397,310,765,258,289,251
"DDX23|DDX23",1185,1123,1332,979,2410,1048,829,824
"FKBP11|FKBP11",1168,2540,2415,1966,3389,2074,1318,923
"LOC107049909|LOC107049909",86,12,50,18,152,31,43,53
"LOC112529944|LOC112529944",13,11,0,5,17,9,11,10
"DCTN2|DCTN2",1501,1540,1653,1477,3107,1182,1039,906
"LOC112530895|LOC112530895",21,9,0,33,91,28,63,0
"ADPRHL|ADPRHL",215,284,228,386,828,624,406,241
"MARS|MARS",1620,1708,1850,1661,2743,1136,905,917
"DDIT3|DDIT3",57,88,38,50,59,35,34,25
"LOC107051323|LOC107051323",2117,1372,2223,1287,4695,1967,1570,2154
"LOC112530927|LOC112530927",77,53,53,45,114,38,45,45
"LOC107050883|LOC107050883",412,637,430,542,522,305,441,297
"LOC107051531|LOC107051531",144,166,209,125,270,162,138,113
"TSFM|TSFM",179,184,225,196,300,189,147,104
"LRP1|LRP1",13224,8186,10895,4821,29059,7855,9362,8045
"LOC112530959|LOC112530959",411,266,260,92,966,394,379,354
"SLC11A2|SLC11A2",477,326,703,465,1511,404,590,303
"LOC107049895|LOC107049895",152,118,123,79,373,93,111,154
"POU6F1|POU6F1",61,21,23,22,82,53,27,29
"CSRNP2|CSRNP2",91,116,72,90,183,128,87,91
"DAZAP2|DAZAP2",764,407,650,183,1453,477,581,467
"SMAGP|SMAGP",121,277,109,191,161,103,113,46
"BIN2|BIN2",241,177,150,174,248,237,191,175
"GALNT6|GALNT6",29,17,34,13,40,48,30,14
"BCDIN3D|BCDIN3D",116,83,109,96,193,64,98,68
"KRT7|KRT7",141,217,349,189,213,359,231,48
"KRT8|KRT8",5255,4529,7019,5035,11476,3563,2746,1832
"KRT18|KRT18",4585,5083,5641,5158,9143,3220,3864,2355
"ITGA7|ITGA7",37,40,12,25,19,20,34,0
"DNAJC22|DNAJC22",1061,1065,1091,1246,1469,1165,1088,709
"MCRS1|MCRS1",1658,2015,1973,2005,3187,1866,1319,1071
"GDF11|GDF11",115,26,100,31,188,73,59,42
"RDH5|RDH5",177,219,186,205,506,155,194,164
"CD63|CD63",4814,4223,4087,4572,8370,4874,3788,3450
"SARNP|SARNP",1001,853,985,786,1745,680,726,587
"RP11-762I7.5|RP11-762I7.5",734,1103,873,884,1372,906,689,608
"GLI1|GLI1",435,309,347,208,1008,286,307,131
"ATF1|ATF1",799,333,746,222,1514,637,535,629
"STAT6|STAT6",557,497,521,346,1275,503,602,403
"LARP4|LARP4",2691,2109,2687,1745,6178,2037,2249,2131
"LIMA1|LIMA1",1218,586,1182,539,2436,967,601,597
"CERS5|CERS5",1438,1162,1392,1003,3020,1245,1479,1325
"SMARCD1|SMARCD1",823,814,613,559,1646,699,887,601
"RACGAP1|RACGAP1",42,22,26,30,68,13,21,28
"TESPA1|TESPA1",21,0,25,15,26,25,15,11
"PPP1R1A|PPP1R1A",39,31,92,53,194,91,42,31
"GTSF1L|GTSF1L",61,61,29,74,135,71,70,73
"LOC112530905|LOC112530905",45,41,53,30,95,30,35,47
"LOC107050181|LOC107050181",7665,22313,10229,19507,16728,8948,9354,6123
"LOC107050871|LOC107050871",711,878,634,525,1512,326,555,503
"FRMD8|FRMD8",210,146,186,81,378,214,179,192
"LOC112530953|LOC112530953",184,283,109,229,252,81,263,257
"SCYL1|SCYL1",232,219,275,158,490,300,165,183
"TRPT1|TRPT1",15,16,28,22,22,47,38,15
"LOC107051471|LOC107051471",169,118,141,140,397,241,187,77
"STIP1|STIP1",1766,1725,2663,1671,5007,1757,1251,984
"OTUB1|OTUB1",862,808,1033,765,1604,903,572,615
"COX8A|COX8A",1005,1669,1749,1083,2701,1875,1517,981
"NAA40|NAA40",575,750,494,674,1031,512,604,534
"LOC101751955|LOC101751955",68,36,27,27,100,29,28,37
"LOC100859276|LOC100859276",647,502,512,404,1138,517,386,319
"SIPA1L3L|SIPA1L3L",160,156,119,49,226,129,148,85
"EHBP1L1|EHBP1L1",283,223,120,127,399,183,201,193
"SSSCA1|SSSCA1",16,19,0,0,27,15,0,18
"RBM14|RBM14",278,213,260,175,709,323,265,189
"MARK2|MARK2",645,454,797,377,1493,610,474,396
"UQCC3|UQCC3",446,577,520,455,856,416,370,318
"LOC107050177|LOC107050177",615,416,668,563,1031,566,507,483
"KAT5|KAT5",579,662,539,590,1417,495,670,573
"RELA|RELA",284,248,345,183,598,279,278,206
"LOC101750014|LOC101750014",59493,39337,41949,29876,124813,45598,80202,88521
"TMEM223|TMEM223",254,412,323,413,649,332,230,196
"NXF1|NXF1",950,947,752,661,2274,872,1094,863
"STX5|STX5",226,111,270,103,460,132,160,99
"WDR74|WDR74",441,312,460,392,819,369,339,323
"LOC112530965|LOC112530965",46,27,13,41,34,14,20,12
"TAF6L|TAF6L",110,56,75,53,210,68,84,108
"TUT1|TUT1",533,615,630,484,993,405,512,401
"MTA2|MTA2",889,510,993,430,1728,659,514,419
"POLA2|POLA2",204,201,166,170,313,136,126,102
"CAPN1|CAPN1",397,248,315,140,712,254,263,186
"BANF1|BANF1",1916,2563,2168,2263,3481,1710,2057,1337
"MUS81|MUS81",73,88,75,53,175,76,68,60
"SYVN1|SYVN1",911,719,503,714,1620,700,811,650
"LOC107050103|LOC107050103",1873,854,1966,685,4134,1195,824,717
"LOC112530898|LOC112530898",312,261,370,282,577,146,174,142
"MRPL49|MRPL49",393,539,375,492,742,390,353,302
"BBS1|BBS1",27,41,31,35,67,31,48,44
"HNRNPUL2|HNRNPUL2",2923,2482,3402,2109,5791,2055,2121,1807
"LOC100859454|LOC100859454",443,132,393,104,633,258,193,258
"LOC107050543|LOC107050543",29,36,6,24,45,28,25,31
"PNKP|PNKP",67,117,120,87,131,66,40,49
