gene_id,ERR2984230,ERR2984231,ERR2984232,ERR2984239,ERR2984238,ERR2984249
LOC112532316|LOC112532316,1,0,1,49,49,23
EDNRB2|EDNRB2,1928,1812,2493,2421,2821,1503
VAMP7|VAMP7,356,156,195,4206,2837,2381
ZNF185L|ZNF185L,434,474,441,787,467,158
LOC107052076|LOC107052076,18,32,29,3,0,0
POLR1D|POLR1D,314,70,110,293,262,151
SLAINL|SLAINL,1323,1144,1248,308,310,255
IRG1L|IRG1L,741,895,752,0,0,0
KCTD12_1|KCTD12,9828,8272,4652,320,157,165
GLOD5|GLOD5,0,0,0,34,10,24
LOC422308|LOC422308,3295,1951,2599,198,82,122
LOC422304|LOC422304,2660,1888,3025,58,62,31
CETN2|CETN2,711,450,390,1735,796,668
KLF8|KLF8,210,327,217,39,33,35
NSDHL|NSDHL,3972,3271,3614,10039,6198,4202
LOC101749773|LOC101749773,1686,602,800,273,238,228
RRAGA|RRAGA,993,583,756,1734,1137,962
TRNAE-UUC_1,36,33,17,0,0,0
ASB12|ASB12,713,415,484,8,16,0
MTMR8|MTMR8,1282,894,1399,1673,1107,888
AMER1|AMER1,24,7,16,792,636,560
LOC101751268|LOC101751268,95,82,58,274,79,140
RASL11AL|RASL11AL,255,298,311,97,127,29
USP12-like|USP12-like,2754,2888,3487,3174,2304,1788
SLC16A2|SLC16A2,847,840,1093,1800,1982,1727
RLIM|RLIM,363,250,201,1785,1196,1198
ARHGEF9|ARHGEF9,4,0,0,150,88,62
LOC107052080|LOC107052080,494,406,561,26,22,31
VEGFRKDRL|VEGFRKDRL,563,300,350,4826,2580,2247
LOC112532291|LOC112532291,501,289,270,7,3,6
HOXCDX1L|HOXCDX1L,19,25,56,0,0,0
CDX4|CDX4,77,50,67,0,0,0
EPFIP1L|EPFIP1L,343,318,265,1634,1239,1000
CHIC1|CHIC1,5634,3634,5307,606,468,467
LOC112532292|LOC112532292,0,0,0,477,298,232
LOC422320|LOC422320,5,10,10,3211,2065,1887
KIAA2022|KIAA2022,320,154,272,24,23,21
MIR1573|MIR1573,0,0,0,0,0,0
MIR1573,0,0,0,0,0,0
UPRT|UPRT,1336,818,1328,453,272,191
FGF16|FGF16,495,173,238,0,0,0
ABCB7|ABCB7,368,321,261,2459,2010,1496
LOC107052084|LOC107052084,30,39,25,10,32,11
ZDHHC15|ZDHHC15,1959,1167,1566,1142,939,677
ATRX|ATRX,578,269,478,2606,1682,1513
MAGT1|MAGT1,1889,1493,1755,8393,4909,3976
COX7B|COX7B,0,6,0,9425,6327,3892
AMOT|AMOT,234,111,191,852,612,564
TRPC5|TRPC5,13,13,6,5,12,0
DCX|DCX,4,0,0,133,172,65
SERTM2|SERTM2,146,209,156,0,0,0
ALG13|ALG13,6,27,3,233,173,90
CHRDL1|CHRDL1,10839,8230,10910,69,50,23
PGK1|PGK1,1033,814,1102,21896,15038,14395
LOC107052086|LOC107052086,10,5,8,821,476,309
LOC107052085|LOC107052085,97,50,94,4047,2470,1904
TMEM164|TMEM164,1307,858,1073,212,120,113
CAPN6|CAPN6,682,16,21,22,23,28
MIR1606|MIR1606,1616,1205,1541,0,0,0
MIR1606,11,10,3,0,0,0
PAK3|PAK3,1020,684,749,1204,828,793
LOC107052087|LOC107052087,1910,1342,2083,9,13,0
AMMECR1|AMMECR1,1,1,1,1316,1148,1186
ACSL4|ACSL4,217,99,127,1029,533,332
MIR6614|MIR6614,0,0,0,0,0,0
MIR6614,1183,1245,1356,0,0,0
NXT2|NXT2,736,528,635,1044,699,541
IRS4|IRS4,692,484,352,2597,1368,1556
COL4A5|COL4A5,47,50,41,67,57,25
VSIG1|VSIG1,49,34,0,61,37,21
COL4A6|COL4A6,1080,629,1149,18,24,0
ATG4A|ATG4A,631,323,503,1326,1010,726
PSMD10|PSMD10,0,4,2,925,534,381
GAB3|GAB3,1066,510,1031,289,141,140
LOC112532392|LOC112532392,2,0,0,353,178,91
SMARCA1|SMARCA1,1678,823,1581,1786,1163,1183
SYTL2L|SYTL2L,4,13,5,165,142,127
LOC772071|LOC772071,385,274,262,15043,11909,9968
LOC107052090|LOC107052090,11756,7870,11628,3,7,4
RAB39B|RAB39B,33,101,44,1130,1075,1118
TENM1|TENM1,685,1123,972,246,78,121
LOC112532396|LOC112532396,7729,4573,5803,0,0,0
SH2D1A|SH2D1A,150,133,101,189,87,79
STAG2|STAG2,158,141,160,4362,2846,2938
XIAP|XIAP,683,532,602,3344,1937,1929
LOC107052096|LOC107052096,25,21,15,38,16,6
C1GALT1C1|C1GALT1C1,491,303,406,899,943,656
THOC2|THOC2,4,2,7,4707,3918,3494
MCTS1|MCTS1,74,32,61,2227,1507,1054
ATP1B4|ATP1B4,900,584,1293,40,41,8
CUL4B|CUL4B,2,0,0,3138,2272,2270
LAMP2|LAMP2,0,0,0,14670,9603,7713
TMEM255A|TMEM255A,174,51,96,6507,4845,3597
ZBTB33|ZBTB33,0,3,0,3575,2644,2041
NKAP|NKAP,71,81,90,968,774,556
NKRF|NKRF,0,0,0,826,698,551
SEPT6|SEPT6,0,0,0,2921,2034,1745
AKAP14|AKAP14,0,0,2,0,0,0
NDUFA1|NDUFA1,0,0,1,3207,1930,1003
UPF3B|UPF3B,10,0,0,2009,1704,1271
RPL39|RPL39,583,348,493,27311,15617,11892
LOC112532465|LOC112532465,209,138,177,41,23,16
UBE2A|UBE2A,1006,685,600,1033,789,711
C4HXorf56|C4HXorf56,9,10,18,1960,1533,1108
MIR1757|MIR1757,1636,977,1202,2,0,0
MIR1757,170,139,190,1,0,0
SLC25A43|SLC25A43,0,0,0,484,312,310
SLC25A5|SLC25A5,0,0,0,7612,7710,4604
LOC422372|LOC422372,612,165,336,528,603,757
KIAA1210|KIAA1210,624,465,492,134,174,72
LONRF3|LONRF3,7,0,8,5191,3606,2504
PGRMC1|PGRMC1,124,53,66,74913,38792,31835
COMMD5|COMMD5,4361,4247,5145,1473,961,870
FAM199X|FAM199X,1368,932,1449,1274,1141,926
VMA21|VMA21,11,8,21,1742,1080,889
TBC1D8B|TBC1D8B,23,5,9,1833,1773,1494
PASD1|PASD1,121,136,148,82,69,39
GPR50|GPR50,1912,1370,1039,24,19,18
NRK|NRK,772,493,704,1078,491,667
C4HCXorf57|C4HCXorf57,612,553,622,1893,1200,796
RNF128|RNF128,8,6,6,15302,9497,9898
HMGB3|HMGB3,26,32,23,2977,2447,2207
CD99L2|CD99L2,6,26,12,2207,2178,1570
MTMR1|MTMR1,69,86,120,2059,1305,1133
MTM1|MTM1,5,10,0,1227,732,718
MAMLD1|MAMLD1,19,7,4,636,576,460
LOC112532284|LOC112532284,0,0,0,34,54,42
CXorf40B|CXorf40B,9,46,22,3549,2400,2081
TMEM185A|TMEM185A,35,37,0,2307,1586,1247
LOC112532435|LOC112532435,34,100,48,32,8,19
LOC112532367|LOC112532367,101,99,72,7,8,4
IDS|IDS,2,0,0,1207,836,755
MIR7469,1,0,0,1,1,1
LOC107052101|LOC107052101,870,1041,951,129,71,74
MIR7469|MIR7469,719,229,386,2,3,2
LOC112532368|LOC112532368,173,145,154,11,15,17
AFF2|AFF2,146,81,176,1103,600,594
LOC107052103|LOC107052103,0,0,0,0,0,0
LOC112532378|LOC112532378,5,0,6,0,0,0
LOC107053212|LOC107053212,89,54,59,6,0,4
SLITRK2|SLITRK2,822,438,785,846,448,635
FMR1|FMR1,11,52,62,4825,3166,2739
LOC112532277|LOC112532277,14,28,16,1,0,0
TRIM2|TRIM2,2136,1138,1325,1283,581,1070
TLR2A|TLR2A,0,0,0,932,316,254
TLR2B|TLR2B,15,15,9,352,104,123
LOC112532348|LOC112532348,510,331,597,71,47,24
LOC101748935|LOC101748935,20,15,22,15,11,20
SFRP2|SFRP2,97,35,69,85,63,27
MND1|MND1,5,0,0,93,52,39
KIAA0922|KIAA0922,219,90,129,1203,835,1015
LOC101748357|LOC101748357,17,13,57,0,9,12
PLRG1|PLRG1,1718,1309,1695,1917,1352,1105
FGB|FGB,109,107,66,464539,352425,314408
FGA|FGA,0,0,0,380436,319267,298255
LRAT|LRAT,96,149,169,225,282,152
LOC101749696|LOC101749696,140,183,173,0,0,0
NPY2R|NPY2R,3408,1701,3806,15,5,3
LOC100857197|LOC100857197,162,158,155,4808,2800,2842
MAP9|MAP9,736,546,792,816,507,360
GUCY1A3|GUCY1A3,0,0,0,156,66,46
GUCY1B3|GUCY1B3,28,21,0,198,174,92
FGG|FGG,737,530,780,315507,232435,216189
LOC107053208|LOC107053208,349,242,312,0,0,0
LOC112532322|LOC112532322,102,46,48,4,8,0
LOC107053219|LOC107053219,78,41,76,0,0,0
LOC107053206|LOC107053206,1683,1035,1529,0,0,0
LOC107053207|LOC107053207,87,67,119,293,39,138
PDGFC|PDGFC,20,0,8,133,51,35
LOC112532350|LOC112532350,4025,1663,3270,3,0,13
FAM198B|FAM198B,0,0,0,226,96,55
TMEM144|TMEM144,0,0,0,997,705,396
ASIC5|ASIC5,4,0,0,0,0,0
CTSO|CTSO,312,198,302,1883,532,660
TDO2|TDO2,132,178,119,67150,24899,31563
RXFP1|RXFP1,844,737,838,249,144,139
LOC107053204|LOC107053204,1138,693,1093,38,38,19
C4H4ORF46|C4H4ORF46,1015,600,959,1198,836,522
ETFDH|ETFDH,912,569,799,13165,8186,9376
PPID|PPID,7,5,6,4823,3097,2390
FNIP2|FNIP2,0,0,0,7954,6073,5547
C4H4ORF45|C4H4ORF45,0,0,0,3,0,0
RAPGEF2|RAPGEF2,136,151,145,1504,1381,1386
NPY1R|NPY1R,1353,745,1028,5,3,0
FSTL5|FSTL5,11,12,8,4,0,0
NAF1|NAF1,580,397,454,420,285,264
TMA16|TMA16,1239,819,1237,941,626,471
LOC101747446|LOC101747446,3816,2126,3812,51,29,12
MARCH1|MARCH1,3285,4459,3581,247,105,131
APELA|APELA,408,271,262,5044,2844,4483
TMEM192|TMEM192,7,0,0,801,473,503
KLHL2|KLHL2,23,29,69,2214,1510,1110
LOC101747742|LOC101747742,0,0,0,43,26,21
CPE|CPE,88,78,88,153,131,130
LOC107053200|LOC107053200,37,21,69,29,6,14
TLL1|TLL1,30,6,22,123,52,144
LOC422426|LOC422426,668,351,569,1130,801,655
DDX60|DDX60,0,0,0,2965,909,800
LOC101748220|LOC101748220,0,0,0,0,0,0
LOC112532441|LOC112532441,6,4,0,0,0,0
LOC101748439|LOC101748439,11181,9005,14500,10,21,3
MSMO1|MSMO1,262,312,214,48554,27702,16015
PALLD|PALLD,1397,2040,2036,1777,1135,1204
MFAP3L|MFAP3L,141,44,135,0,0,7
HPF1|HPF1,816,383,437,817,521,304
AADAT|AADAT,0,0,0,2042,1440,1074
CBR4|CBR4,510,419,334,449,258,211
SH3RF1|SH3RF1,0,0,0,464,269,249
CLCN3|CLCN3,0,0,0,5047,3546,3043
NEK1|NEK1,0,0,0,628,444,417
LOC112532358|LOC112532358,352,303,403,0,0,0
LOC101750132|LOC101750132,708,488,693,37,36,52
LOC107053226|LOC107053226,26,16,24,0,0,0
LOC112532314|LOC112532314,14,5,15,0,0,0
PCDH10|PCDH10,13,3,30,0,13,0
LOC101750538|LOC101750538,709,426,539,17,7,0
LOC112532419|LOC112532419,334,294,417,0,0,0
LOC112532404|LOC112532404,60,169,31,0,11,0
LOC107056283|LOC107056283,892,543,767,3,4,2
LOC100857117|LOC100857117,58,82,75,2,4,2
PCDH18|PCDH18,0,0,0,137,135,105
NOCT|NOCT,75,43,52,972,426,346
ELF2|ELF2,198,32,127,2003,1290,1245
MGARP|MGARP,604,493,447,6040,3338,2700
NAA15|NAA15,7564,5972,6452,4393,3177,2132
RAB33B|RAB33B,113,88,116,2667,2679,1746
LOC422442|LOC422442,6,4,5,196,120,93
SETD7|SETD7,2133,1312,1994,3889,2695,2081
MGST2|MGST2,1336,1009,1156,33,17,28
MAML3|MAML3,2705,1771,1698,1395,844,680
MIR1575|MIR1575,24,19,8,0,0,0
MIR1575,358,340,494,0,0,0
LOC112532428|LOC112532428,0,0,4,4,10,2
CLGN|CLGN,0,0,0,94,44,8
SCOC|SCOC,0,0,0,2117,1487,1144
LOC101751730|LOC101751730,932,985,1255,13,5,0
MGAT4D|MGAT4D,7,21,21,177,136,88
ELMOD2|ELMOD2,5407,4432,6484,574,534,513
TBC1D9|TBC1D9,1929,1060,1571,1476,1289,995
LOC107051790|LOC107051790,1912,1637,1606,0,0,0
ZNF330|ZNF330,1759,998,1684,1235,943,711
LOC112532278|LOC112532278,429,354,426,0,0,0
RNF150|RNF150,0,2,0,629,377,423
IL15|IL15,1286,1672,1036,4395,2214,1730
LOC112532437|LOC112532437,1070,794,1054,112,11,18
INPP4B|INPP4B,6237,8439,8787,385,144,215
LOC107051785|LOC107051785,11,16,8,0,0,0
LOC112532436|LOC112532436,1685,1001,1383,0,0,0
LOC107051804|LOC107051804,456,275,619,23,0,13
USP38|USP38,621,398,540,3403,2038,1934
GAB1|GAB1,899,801,931,343,230,173
SMARCA5|SMARCA5,1,0,0,2013,1615,1289
OTUD4|OTUD4,0,0,0,1217,1084,893
ANAPC10|ANAPC10,0,0,0,384,231,286
HHIP|HHIP,185,195,179,408,344,221
ABCE1|ABCE1,5153,3877,6842,5605,3699,2862
LSM6|LSM6,424,220,231,709,395,262
SLC10A7|SLC10A7,99,58,84,1149,934,628
LOC107051783|LOC107051783,2118,1869,2352,0,0,0
LOC101749214|LOC101749214,23760,16898,25386,596,773,190
TTC29|TTC29,582,395,542,250,70,108
SMAD1|SMAD1,680,424,575,1426,929,981
LOC107051808|LOC107051808,6,3,0,0,0,0
MMAA|MMAA,1158,612,1031,808,1025,532
ZNF827|ZNF827,64,11,36,1105,794,1042
EDNRA|EDNRA,837,335,618,2322,1255,1057
TMEM184C|TMEM184C,980,1055,1002,2913,1740,1599
PRMT9|PRMT9,6138,3564,6104,1443,936,879
ARHGAP10|ARHGAP10,801,669,701,471,239,234
LOC107051782|LOC107051782,27,22,17,7,0,6
LOC107051779|LOC107051779,1517,1194,1416,0,5,0
LOC107051780|LOC107051780,714,768,989,0,0,0
NR3C2|NR3C2,883,690,924,1552,1056,1194
DCLK2|DCLK2,538,390,532,360,167,282
LOC107051778|LOC107051778,0,0,0,22,19,7
LOC100857543|LOC100857543,426,301,288,37,28,25
LRBA|LRBA,25,44,26,3151,2086,1784
MAB21L2|MAB21L2,1436,1144,1312,682,486,510
FAM160A1|FAM160A1,444,319,454,274,265,181
SH3D19|SH3D19,0,0,0,3850,2983,2950
GATB|GATB,864,781,706,868,622,541
TMEM154|TMEM154,35,11,11,51,84,29
LOC112532458|LOC112532458,52,33,43,14,12,7
RPS3A|RPS3A,0,0,0,78577,46941,34660
LOC107051776|LOC107051776,0,0,0,0,0,0
LOC107051775|LOC107051775,10,0,0,0,12,5
FBXW7|FBXW7,508,284,459,311,294,238
ITPKA|ITPKA,0,0,0,1,1,1
ARFIP1|ARFIP1,9,6,6,3344,2442,1817
FHDC1|FHDC1,2358,1521,1959,152,94,69
SCLT1|SCLT1,0,1,1,324,452,266
C4H4orf33|C4H4orf33,357,254,337,340,235,81
MIR6668|MIR6668,3,0,1,0,1,0
MIR6668,350,293,656,0,1,0
CDKL2|CDKL2,60,44,18,124,45,43
CSGALNACT1|CSGALNACT1,648,468,421,13,23,24
SH2D4A|SH2D4A,7,0,7,377,118,69
PLK4|PLK4,740,178,314,52,50,42
HSPA4L|HSPA4L,287,76,142,2463,1810,1770
INTS10|INTS10,58,16,26,1235,857,700
INTU|INTU,18,0,0,54,26,10
HGSNAT|HGSNAT,49,29,27,3316,2472,2088
POMK|POMK,0,0,0,589,311,241
SMIM19|SMIM19,0,0,0,3250,2424,1602
SLC20A2|SLC20A2,989,541,901,1872,1348,1656
LOC107051772|LOC107051772,201858,189115,260263,1577,1051,921
LOC112532415|LOC112532415,207190,164538,253227,7,5,0
MFSD8|MFSD8,102,92,144,480,375,257
ABHD18|ABHD18,0,0,0,2790,1769,1565
LOC107051771|LOC107051771,2419,1547,2148,50,59,41
LARP1B|LARP1B,350,223,224,1236,1189,883
PGRMC2|PGRMC2,45,24,41,1442,1040,711
PARM1|PARM1,182,55,101,52,42,33
BTC|BTC,10,0,0,18,22,12
JADE1|JADE1,0,0,0,543,561,557
RCHY1|RCHY1,6,0,0,3475,2470,1638
LOC112532417|LOC112532417,32,15,17,0,3,0
GSR|GSR,161704,123277,209577,1725,1205,1029
PPP2CB|PPP2CB,40,20,34,3121,2133,1809
LOC112532416|LOC112532416,2,0,0,14,23,13
PURG|PURG,0,0,0,458,403,377
RBPMS|RBPMS,0,0,0,620,702,346
WRN|WRN,189,59,83,1494,1319,1102
GTF2E2|GTF2E2,9,0,0,989,655,502
SMIM18|SMIM18,0,0,0,4,3,5
DCTN6|DCTN6,388,289,330,1142,910,511
MIR6591|MIR6591,18871,16068,19436,1,1,0
MIR6591,451,212,245,0,0,0
FRAS1|FRAS1,134,43,98,133,133,109
CNOT6L|CNOT6L,8551,3394,7062,3723,2996,2803
MRPL1|MRPL1,17,23,14,1564,817,994
CCNG2|CCNG2,482,323,484,5999,2922,2592
HERC4L|HERC4L,1771,1398,2168,1373,946,710
PIGY|PIGY,4016,2499,2773,1889,1329,1062
HERC3|HERC3,0,0,0,2403,1883,1562
LOC107051768|LOC107051768,1076,593,745,20,16,8
GPRIN3|GPRIN3,0,0,0,351,259,231
FAM13A|FAM13A,2,7,3,4864,3056,3306
SNCA|SNCA,140,127,126,11,18,4
MMRN1|MMRN1,243,262,378,670,1775,331
SMARCAD1|SMARCAD1,17,0,83,494,397,366
CCSER1|CCSER1,167,54,79,146,101,64
GRID2|GRID2,1623,1612,1675,12,13,6
LOC107051766|LOC107051766,282,227,292,0,0,0
SEC24B|SEC24B,0,7,10,1333,1282,965
HPGDS|HPGDS,731,607,618,26740,11355,10623
LOC107051765|LOC107051765,41,35,65,0,0,0
ETNPPL|ETNPPL,62,23,40,1756,654,364
COL25A1|COL25A1,5,5,3,58,17,26
LOC107051764|LOC107051764,0,0,0,648,446,222
OSTC|OSTC,0,0,0,8556,5958,3923
LEF1|LEF1,12,15,0,56,23,19
LOC107051762|LOC107051762,12928,7220,13514,8,4,7
RPL34|RPL34,430,294,377,19303,10676,7300
HADH|HADH,870,759,250,8462,5010,4907
CYP2U1|CYP2U1,768,565,1026,10271,2759,5124
PAPSS1|PAPSS1,732,580,632,782,406,332
SGMS2|SGMS2,4,0,0,5130,3226,2890
DKK2|DKK2,13,0,3,48,24,12
LOC107051761|LOC107051761,283,342,451,0,0,0
AIMP1|AIMP1,294,136,140,1492,1172,821
GIMD1|GIMD1,1979,1369,2177,857,625,511
ARHGEF38|ARHGEF38,408,253,242,128,154,94
LOC112532313|LOC112532313,257,130,181,35,34,15
GSTCD|GSTCD,0,0,0,904,553,514
INTS12|INTS12,0,0,0,667,453,381
TBCK|TBCK,36,36,23,2261,1302,1527
NPNT|NPNT,0,4,0,1821,1908,845
LOC107051760|LOC107051760,2,2,2,35,10,0
TET2|TET2,2,3,2,228,152,214
LOC112532267|LOC112532267,15,0,0,0,6,0
PPA2|PPA2,94,31,111,9591,5730,4247
LOC107051759|LOC107051759,4,3,37,15,17,11
UFSP2|UFSP2,299,421,517,1015,727,447
LRP2BP|LRP2BP,1005,726,832,240,297,116
LOC107051757|LOC107051757,2277,1721,2504,2421,1522,1671
MIR1627|MIR1627,1814,1498,2736,146,64,91
ERR2984226.8081|MIR1627,1150,1459,1586,1,1,1
SNX25|SNX25,19,21,34,1207,879,769
CFAP97|CFAP97,1086,917,1500,855,645,448
SLC25A4|SLC25A4,18,31,67,3618,2357,1947
LOC107051754|LOC107051754,351,309,363,212,150,112
ACSL1|ACSL1,0,0,0,11899,8022,6859
PRIMPOL|PRIMPOL,1,0,0,246,141,113
CENPU|CENPU,1,7,2,706,455,394
CASP3|CASP3,845,803,1046,2202,1253,981
IRF2|IRF2,11,4,0,3202,2162,2095
STOX2|STOX2,59,11,46,158,155,159
ENPP6|ENPP6,63,31,44,511,282,277
LOC107051753|LOC107051753,509,202,362,6,7,15
ING2|ING2,627,391,725,161,99,70
LOC112532382|LOC112532382,0,0,0,0,210,15
LOC112532376|LOC112532376,595,176,335,56,24,35
TRAPPC11|TRAPPC11,0,0,0,1947,1488,1391
RWDD4|RWDD4,589,521,537,4699,3030,2306
CLDN22|CLDN22,1289,1300,1357,42,11,16
CDKN2AIP|CDKN2AIP,35,10,27,1444,1080,914
LOC107051751|LOC107051751,178,121,195,16,17,13
DCTD|DCTD,0,0,0,1240,583,481
WWC2|WWC2,0,0,2,8759,4302,5111
LOC100858925|LOC100858925,6,0,4,173,76,53
TENM3|TENM3,1452,1079,1423,160,62,43
LOC107051752|LOC107051752,7,15,0,148,78,17
LOC112532413|LOC112532413,289,95,135,5,2,0
NEIL3|NEIL3,982,605,1117,30,13,8
LOC112532296|LOC112532296,772,504,566,5,6,7
AGA|AGA,181,162,208,4224,3641,2977
HMGB2|HMGB2,192,136,131,304,206,145
SCRG1|SCRG1,2640,1587,3314,6,0,0
LOC107051748|LOC107051748,247,264,278,0,0,0
GALNT7|GALNT7,622,369,759,265,159,112
SAP30|SAP30,0,0,0,239,151,115
LOC769756|LOC769756,315,338,242,70,60,29
HAND2|HAND2,713,390,392,56,52,23
LOC101749678|LOC101749678,518,258,595,47,23,6
LOC107051747|LOC107051747,0,0,0,21,12,12
LOC112532283|LOC112532283,185,124,92,33,19,27
CEP44|CEP44,55,138,41,584,335,206
FBXO8|FBXO8,583,713,1144,3244,1618,1521
LOC101750640|LOC101750640,1122,691,1164,0,0,0
GLRA3|GLRA3,611,451,661,0,0,0
TRNAM-CAU_6,269,118,125,0,0,0
LOC112532282|LOC112532282,5,0,4,0,0,0
HPGD|HPGD,0,0,0,5892,3044,2360
LOC101750023|LOC101750023,0,0,0,6,0,5
LOC101750070|LOC101750070,927,598,628,0,0,7
VEGFC|VEGFC,6,28,9,687,700,606
WDR17|WDR17,10,28,15,15,21,9
SPATA4|SPATA4,185,208,159,239,242,199
LOC107051745|LOC107051745,1573,977,1495,8,20,13
ASB5|ASB5,309,211,353,2112,1509,1120
SPCS3|SPCS3,136,91,117,5994,4717,2716
EREG|EREG,2077,955,1729,25,129,60
AREG|AREG,19781,25873,25505,32,32,41
MTHFD2L|MTHFD2L,6,8,4,41,58,45
EPGN|EPGN,497,275,434,40,23,11
LOC100859478|LOC100859478,30,50,34,74243,58896,49403
USO1|USO1,0,0,0,9488,9769,6191
LOC107051744|LOC107051744,5,7,0,38,36,10
G3BP2|G3BP2,154,133,163,4665,3894,2751
MIR6632|MIR6632,1,1,1,6,2,0
ERR2984226.8171|MIR6632,1612,1150,1676,1,1,0
PAQR3|PAQR3,59,103,48,870,879,532
BMP2K|BMP2K,252,146,162,2816,1540,1509
LOC112532318|LOC112532318,79,51,77,0,0,0
ANTXR2|ANTXR2,35,7,31,5796,3655,4032
SPP1|SPP1,9,7,8,1427,792,328
RASGEF1B|RASGEF1B,1,0,0,84,42,20
PRKG2|PRKG2,1,0,0,200,127,73
PKD2|PKD2,110,31,52,427,295,294
MEPE|MEPE,568,405,662,4371,4850,1536
AFF1|AFF1,24,7,18,2663,1848,2169
PTPN13|PTPN13,0,0,0,30,15,16
MAPK10|MAPK10,1458,932,1329,6,12,4
LOC112532408|LOC112532408,174,73,193,3,0,0
NUDT9|NUDT9,1323,1152,1419,1006,859,859
KLHL8|KLHL8,1336,484,688,1020,861,845
LOC107051737|LOC107051737,543,644,320,12,7,3
SPARCL1|SPARCL1,1333,869,1925,117,109,46
LOC112532409|LOC112532409,1122,854,971,68,102,24
HSD17B11L|HSD17B11L,31,43,28,352,394,242
HSD17B11|HSD17B11,250,136,171,35089,32364,24086
COPS4|COPS4,20,15,9,2865,1699,1283
ARHGAP24|ARHGAP24,712,442,622,1106,690,787
LIN54|LIN54,588,339,625,513,437,330
LOC107051735|LOC107051735,16,19,27,0,0,0
SEC31A|SEC31A,16,0,0,9023,11294,8043
THAP9|THAP9,406,163,273,1038,1058,607
PLAC8L1|PLAC8L1,0,0,0,20,12,4
PLACL2|PLACL2,1127,1373,1439,324,159,105
COQ2|COQ2,527,706,681,242,130,69
HPSE|HPSE,1415,1070,1597,295,169,75
GPAT3|GPAT3,8,3,9,528,352,238
CDS1|CDS1,261,247,122,506,396,222
HELQ|HELQ,921,565,588,302,223,116
FAM175A|FAM175A,373,408,443,704,483,371
AGPAT9L|AGPAT9L,5,0,0,236,160,143
LOC112532443|LOC112532443,233,267,264,37,17,9
MRPS18C|MRPS18C,409,461,395,683,411,263
SCD5|SCD5,0,0,0,87,60,29
LOC107051736|LOC107051736,0,0,0,87,0,31
TMEM150C|TMEM150C,92,29,49,5554,3746,3409
ENOPH1|ENOPH1,0,0,4,1328,1259,843
HNRNPDL|HNRNPDL,0,0,0,12196,10182,6981
MIR1804|MIR1804,650,569,645,8,9,5
ERR2984226.8244|MIR1804,1764,1076,1883,1,1,1
HNRNPD|HNRNPD,2268,2534,1922,1672,1480,1086
PPM1K|PPM1K,618,844,614,1322,473,441
WDFY3|WDFY3,804,533,1073,5563,3515,3437
LOC107051732|LOC107051732,0,0,0,0,0,4
LOC107051731|LOC107051731,307,109,216,0,0,0
LOC107051733|LOC107051733,1404,882,1119,0,0,0
LOC107051801|LOC107051801,1764,1013,1263,0,0,0
ADGRL3|ADGRL3,0,0,0,394,377,19
MIR1730|MIR1730,316,51,212,0,0,0
MIR1730,36,29,39,0,0,0
REST|REST,259,278,277,2352,1686,1768
IGFBP7|IGFBP7,10,4,5,3943,2435,1508
POLR2B|POLR2B,0,0,0,2177,1672,1733
NOA1|NOA1,5,0,0,2481,2112,1518
SPIK2|SPIK2,7384,4795,9520,67,53,23
HOPX|HOPX,747,468,867,235,117,96
DUSP4|DUSP4,0,0,0,136,142,82
SARAF|SARAF,16,7,0,6016,3973,2614
LEPROTL1|LEPROTL1,1278,552,1736,142,81,52
SRP72|SRP72,241,195,348,5544,5294,3557
LOC107051727|LOC107051727,2941,2613,4668,7,14,10
ARL9|ARL9,34,16,0,685,494,294
TNKS|TNKS,0,0,0,465,560,555
MFHAS1|MFHAS1,3907,7003,5508,647,689,592
ERI1|ERI1,3652,2516,4042,775,516,407
CLDN23|CLDN23,3218,2488,2892,19,26,13
PRAG1|PRAG1,2574,1732,2167,41,46,33
LOC430303|LOC430303,420,174,281,346,530,507
PPP1R3B|PPP1R3B,0,7,5,13791,14831,16186
CL2|CL2,7,0,0,57900,37709,29172
SOWAHB|SOWAHB,0,0,0,13,13,7
SEPT11|SEPT11,641,634,782,723,523,363
LOC112532354|LOC112532354,340,213,340,8,3,3
CCNI|CCNI,1381,697,666,18858,15044,10536
SHROOM3|SHROOM3,948,394,679,41,36,43
CG-16|CG-16,0,5,0,9243,4551,4015
LOC107051726|LOC107051726,449,194,424,211,114,135
STBD1|STBD1,241,183,260,7299,5095,6123
LOC112532331|LOC112532331,90,35,56,32,10,4
SDAD1|SDAD1,33,18,11,903,650,379
LOC101751418|LOC101751418,222,55,125,12,17,20
NUP54|NUP54,0,2,0,2197,1635,1302
PPEF2|PPEF2,2865,2956,3257,165,88,55
SCARB2|SCARB2,14,11,5,3217,2200,2032
NAAA|NAAA,547,1126,946,702,211,180
DCK|DCK,79,70,62,136,106,71
LOC422643|LOC422643,1,1,1,0,0,0
RUFY3|RUFY3,568,330,658,2305,1684,1863
GRSF1|GRSF1,137,89,64,4296,3626,2233
JCHAIN|JCHAIN,455,354,454,10909,420,362
UTP3|UTP3,274,280,311,1719,1420,1108
LOC100858497|LOC100858497,22,12,22,12,33,30
NPFFR2|NPFFR2,0,0,0,28,31,40
COX18|COX18,2529,1597,2214,265,219,132
ADAMTS3|ADAMTS3,6484,4232,5686,887,1266,606
SLC4A4|SLC4A4,105,84,39,2755,2122,2191
