gene_id,ERR2984230,ERR2984231,ERR2984232,ERR2984239,ERR2984238,ERR2984249
ERR2984226.19538|MIR22,0,0,8,1,1,1
WDR81|WDR81,2493,5322,3464,1865,1222,1040
SERPINF2|SERPINF2,0,0,0,33627,18435,17485
SMYD4|SMYD4,4,0,0,941,734,537
RPA1|RPA1,0,0,3,2009,1395,1029
SERPINF1|SERPINF1,969,1071,950,1761,2125,1729
DPH1|DPH1,56,39,18,477,483,295
LOC107054798|LOC107054798,55,119,88,61,61,27
HIC1|HIC1,1147,875,1059,923,842,312
SMG6|SMG6,322,569,541,878,954,631
LOC107054801|LOC107054801,767,344,537,5,17,15
LOC107054800|LOC107054800,0,8,5,6,0,0
MIR1666|MIR1666,26105,11171,43009,0,0,0
MIR1666,273,341,257,0,0,0
MIR1696|MIR1696,5276,3695,5760,0,0,0
MIR1696,55,58,84,0,0,0
SRR|SRR,259,184,211,154,90,122
LOC112530095|LOC112530095,380,306,275,1,4,4
TSR1|TSR1,542,366,573,2446,2439,1869
LOC112530096|LOC112530096,88,38,26,2,2,0
POLDIP2|POLDIP2,3527,2904,3387,6204,4484,3496
TMEM199|TMEM199,0,0,0,890,793,483
SEBOX|SEBOX,0,0,0,119,199,95
SARM1|SARM1,749,700,813,315,640,318
SLC46A1|SLC46A1,2676,1809,1347,1502,987,904
PIGS|PIGS,0,0,2,1418,1091,620
ALDOC|ALDOC,186,135,181,761,613,144
SPAG5|SPAG5,757,609,636,92,98,32
SGK494|SGK494,1701,950,946,0,10,0
LOC107054803|LOC107054803,389,319,260,0,0,0
KIAA0100|KIAA0100,74,9,55,2438,3000,2202
KIF12|KIF12,688,244,441,70,31,26
VTN|VTN,8,4,0,258577,179128,151851
SDF2|SDF2,252,198,214,888,656,425
SUPT6H|SUPT6H,49,83,69,2346,2149,2055
PROCA1|PROCA1,345,174,227,316,210,167
LOC100858814|LOC100858814,19,12,7,0,0,0
RAB34|RAB34,1,1,1,56,62,20
LOC112530100|LOC112530100,275,113,231,0,5,2
RPL23A|RPL23A,1,0,0,22564,13238,8686
LOC112530099|LOC112530099,2,0,0,4,4,3
TLCD1|TLCD1,286,290,393,942,739,459
NEK8|NEK8,130,66,97,212,207,175
TRAF4|TRAF4,77,46,33,617,637,500
FAM222B|FAM222B,426,334,351,276,370,329
ERAL1|ERAL1,119,162,170,1607,1212,776
FLOT2|FLOT2,135,158,166,3524,2642,2263
DHRS13|DHRS13,3891,3058,3904,663,634,351
PHF12|PHF12,15064,6862,13158,2279,2335,1978
PIPOX|PIPOX,1265,705,878,1909,1841,2079
GIT1|GIT1,774,1008,774,517,686,395
ANKRD13B|ANKRD13B,5191,5483,4301,41,23,17
MYO18A|MYO18A,207,182,168,1644,2249,1447
CRYBA1|CRYBA1,0,4,0,1116,765,540
NUFIP2|NUFIP2,50,9,18,3501,2451,2268
LOC112530072|LOC112530072,74,131,102,181,86,48
TAOK1|TAOK1,139,139,185,483,1104,1209
CORO6|CORO6,652,742,907,173,387,201
SSH2|SSH2,455,462,320,247,334,264
EFCAB5|EFCAB5,1238,917,1301,241,302,245
NSRP1|NSRP1,1122,1671,1392,1110,739,775
SLC6A4|SLC6A4,1273,1124,1381,659,337,310
TMIGD1|TMIGD1,4093,4355,4990,4,0,0
BLMH|BLMH,6694,5341,6846,5837,4514,3584
TUSC5|TUSC5,649,621,810,38,30,9
CPD|CPD,87,151,167,9164,7938,6819
GOSR1|GOSR1,50147,45722,67901,2198,1673,1267
ABR|ABR,260,178,169,625,662,382
TIMM22|TIMM22,117,247,368,1100,828,585
SPECC1|SPECC1,4,9,6,104,85,56
ADORA2B|ADORA2B,10,16,8,88,28,18
ZSWIM7|ZSWIM7,5711,3503,5719,356,201,176
TTC19|TTC19,260,207,333,1304,1173,777
NCOR1|NCOR1,30,12,21,2747,2454,3203
PIGL|PIGL,1757,1213,1180,194,185,172
P2RX5|P2RX5,1860,1786,1634,170,52,75
CTNS|CTNS,0,0,0,1223,854,564
TRPV1|TRPV1,120,113,138,1648,1320,1146
EMC6|EMC6,710,751,500,1172,937,460
TAX1BP3|TAX1BP3,2477,1926,1548,1451,1171,725
SHPK|SHPK,377,117,109,1710,1250,754
TRPV3|TRPV3,10,3,3,194,81,80
ASPA|ASPA,0,0,0,1637,932,641
SPATA22|SPATA22,0,0,0,0,0,0
AKAP10|AKAP10,1002,934,920,1530,948,880
NLE1|NLE1,1994,1858,3509,1018,946,710
LOC101749175|LOC101749175,848,634,538,47,30,21
TRPV2|TRPV2,16,21,3,451,319,321
CENPV|CENPV,2586,2447,2371,889,598,481
UBB|UBB,1782,1335,2257,162909,91300,56004
GSG2|GSG2,3,0,0,115,46,48
SLC47A1|SLC47A1,0,0,0,606,679,384
LOC107054806|LOC107054806,71,62,65,0,4,0
ULK2|ULK2,424,562,503,4177,3047,5487
ALDH3A2|ALDH3A2,265,273,277,27375,18025,15422
NXN|NXN,541,395,464,1768,1650,1147
MRM3|MRM3,113,81,40,515,367,230
GLOD4|GLOD4,75,27,73,5774,3655,3100
GEMIN4|GEMIN4,10,4,0,790,648,529
DOC2B|DOC2B,2660,2685,3182,714,1139,51
FAM57A|FAM57A,10,0,86,105,67,42
RFLNB|RFLNB,395,448,266,450,392,201
LOC107054807|LOC107054807,369,210,324,0,0,0
RPH3AL|RPH3AL,1711,1116,1596,926,1076,543
VPS53|VPS53,511,266,460,1139,1223,1002
TEX14|TEX14,0,6,0,110,56,51
LOC112530097|LOC112530097,9,11,8,1,5,5
LOC112530098|LOC112530098,7761,8350,6881,99,90,36
LOC112530089|LOC112530089,0,0,13,14,9,4
RAD51C|RAD51C,139,153,102,422,292,154
PPM1E|PPM1E,1507,1126,1279,1176,752,340
TRIM37|TRIM37,1,1,0,1074,920,637
MIR301B|MIR301B,1,1,0,0,0,0
MIR301B,288,417,284,0,0,0
MIR130C|MIR130C,2870,3104,3807,0,0,0
MIR130C,4183,2848,4489,0,0,0
PRR11|PRR11,3,0,0,36,34,23
SKA2|SKA2,937,644,883,1227,838,505
SMG8|SMG8,388,336,353,724,538,420
GDPD1|GDPD1,840,826,935,361,438,365
YPEL2|YPEL2,2512,2164,2412,3213,1819,2124
MIR1697|MIR1697,2140,1548,1031,0,2,1
ERR2984226.19698|MIR1697,1576,1633,1954,0,1,0
DHX40|DHX40,418,354,327,1408,955,975
CLTC|CLTC,2104,1789,2240,8917,7023,6225
RNFT1|RNFT1,223,123,107,1259,916,644
VMP1|VMP1,1458,1186,1363,5876,4422,3393
RPS6KB1|RPS6KB1,3880,2312,3702,6317,4467,3286
TUBD1|TUBD1,973,639,912,902,515,426
PTRH2|PTRH2,1638,1141,1490,999,727,435
LOC107054808|LOC107054808,0,0,0,290,357,200
MIR21|MIR21,3480,1810,2350,1,1,2
ERR2984226.19713|MIR21,491,328,356,0,0,0
LOC107054809|LOC107054809,194,177,155,404,309,320
INTS2|INTS2,0,0,0,3051,2226,1975
BRIP1|BRIP1,0,0,0,306,148,92
MED13|MED13,957,621,889,2305,1906,2318
TBX2|TBX2,465,529,430,559,309,283
PPM1D|PPM1D,0,0,0,1258,947,575
BCAS3|BCAS3,580,220,312,961,764,752
APPBP2|APPBP2,66,129,50,1825,1338,1221
LOC112530074|LOC112530074,5,2,1,0,0,0
C19H17ORF64|C19H17ORF64,1524,3400,2819,0,0,0
ZNHIT3|ZNHIT3,841,894,1233,1446,1010,710
MYO19|MYO19,175,39,41,1131,1178,1027
PIGW|PIGW,347,695,253,352,231,247
USP32|USP32,9,0,0,1942,1379,1231
CA4|CA4,0,0,4,182,80,364
GGNBP2|GGNBP2,24,78,43,1592,1188,1096
DHRS11|DHRS11,0,0,0,1411,1351,869
AATF|AATF,355,530,533,589,484,314
TADA2A|TADA2A,0,1,0,676,757,638
DUSP14|DUSP14,84,120,108,221,307,231
SYNRG|SYNRG,266,323,240,2325,1687,1646
DDX52|DDX52,451,416,327,608,528,363
HNF1B|HNF1B,0,12,42,587,470,299
MIR6639|MIR6639,656,1002,663,3,5,5
ERR2984226.19766|MIR6639,74,94,114,0,1,1
ACACA|ACACA,5,17,4,54665,58183,51470
C19H17orf78|C19H17orf78,20,23,20,14,7,0
DYNLL2|DYNLL2,140,284,169,469,471,279
SRSF1|SRSF1,65,67,70,9108,7901,5276
VEZF1|VEZF1,61,116,55,1257,1082,927
LOC112530065|LOC112530065,120,100,95,0,0,8
CUEDC1|CUEDC1,14,5,0,420,385,213
MRPS23|MRPS23,38,97,139,934,692,479
LOC107054812|LOC107054812,414,563,536,0,0,0
MSI2|MSI2,335,350,470,1006,1087,697
MIR1585|MIR1585,451,457,263,0,0,0
MIR1585,289,134,185,0,0,0
AKAP1|AKAP1,779,551,779,4475,4648,3770
NF1|NF1,1318,1688,2030,5364,4751,4553
EVI2A|EVI2A,0,4,0,162,47,28
OMG|OMG,16,0,14,24,2,0
KSR1|KSR1,8,0,6,1891,1488,1460
NOS2|NOS2,2715,3677,3397,701,391,358
LYRM9|LYRM9,3953,2805,3457,200,130,115
WSB1|WSB1,2549,2964,4281,31578,21237,20525
LOC107054763|LOC107054763,5,7,5,30,19,19
TNFAIP1|TNFAIP1,202,249,258,1421,1112,1137
LOC112530077|LOC112530077,333,264,321,8,3,0
NLK|NLK,302,202,217,1900,1342,1096
TMEM97|TMEM97,271,261,288,12422,8751,6803
IFT20|IFT20,15,44,30,3207,2322,1629
SGSM2|SGSM2,10,12,14,329,482,428
MNT|MNT,46,71,52,808,859,755
MIR1689|MIR1689,6,0,0,1,2,3
MIR1689,0,0,0,1,1,1
PAFAH1B1|PAFAH1B1,18,0,10,6654,5122,4022
RAP1GAP2|RAP1GAP2,0,0,0,83,95,61
CLUH|CLUH,2,0,0,5453,4963,5230
XAF1|XAF1,1,0,0,4,21,0
TPSNRL|TPSNRL,261,130,181,1449,1647,778
LOC107054813|LOC107054813,9,16,17,67,185,69
WSCD1|WSCD1,647,908,744,13,27,7
KIAA0753|KIAA0753,1048,921,1117,896,410,402
MED31|MED31,153,239,177,1282,949,652
TXNDC17|TXNDC17,98,72,106,3674,2232,1651
PITPNM3|PITPNM3,1975,970,1859,315,205,227
FAM64A|FAM64A,1206,1027,1156,28,14,5
FBXO39|FBXO39,55,22,47,55,57,41
TEKT1|TEKT1,20,0,15,7,15,0
SMTNL2|SMTNL2,12,22,0,165,137,108
LOC112530071|LOC112530071,2,0,0,343,364,264
LOC101751286|LOC101751286,0,0,0,749,762,512
LOC107050955|LOC107050955,0,1,0,107,164,123
LOC107050031|LOC107050031,19,14,3,6,19,12
IGSF1L3|IGSF1L3,2829,3704,2824,645,173,111
L3MBTL1|L3MBTL1,114,72,101,219,254,223
SRSF6|SRSF6,10,12,27,11633,10447,7217
EPB41L1|EPB41L1,496,622,431,181,124,104
AAR2|AAR2,2561,1673,2659,908,581,553
DLGAP4|DLGAP4,594,135,540,601,468,378
LOC112530104|LOC112530104,55,13,27,15,14,15
TGIF2|TGIF2,133,82,106,371,332,180
LOC112530107|LOC112530107,0,0,0,7,0,0
MYL9|MYL9,0,0,0,579,710,206
C20H20ORF24|C20H20ORF24,0,0,0,8755,5387,4145
GGT7|GGT7,0,0,0,118,137,110
NCOA6|NCOA6,0,0,0,2263,1809,2134
LOC112530130|LOC112530130,0,0,0,548,2671,1795
TP53INP2|TP53INP2,0,0,0,1601,182,886
TLDC2|TLDC2,3,8,4,591,311,311
MIR6664|MIR6664,0,0,0,0,0,0
MIR6664,107,72,107,0,0,0
PIGU|PIGU,0,0,0,1287,1261,941
SAMHD1|SAMHD1,334,281,311,869,758,422
RBL1|RBL1,764,477,665,417,495,293
LOC107054815|LOC107054815,115,89,110,0,4,0
CHD6|CHD6,414,343,454,1138,1106,875
RALGAPB|RALGAPB,0,0,0,2220,2326,2076
LOC100858152|LOC100858152,110,59,100,337,246,186
LOC107057310|LOC107057310,18,15,8,4556,2157,1252
SLA2|SLA2,239,153,283,340,175,87
PHF20|PHF20,24,21,18,1483,1173,1001
LOC112530110|LOC112530110,12,0,0,17,11,9
MIR1558|MIR1558,656,518,958,0,0,2
MIR1558,6424,4378,7080,0,0,1
ARHGAP39|ARHGAP39,13,6,8,973,625,732
RBM39|RBM39,1,1,1,7220,5199,4462
ROMO1|ROMO1,15,10,20,3442,1886,1075
NFS1|NFS1,1563,1498,2258,8087,5227,4833
CPNE1|CPNE1,3007,1703,2609,2232,1590,1442
RBM12|RBM12,452,327,682,1745,1252,1243
FER1L4|FER1L4,3,0,9,11,0,6
DDEFL1|DDEFL1,1,0,1,82,76,79
ST3GAL2L|ST3GAL2L,22,14,25,240,174,117
ERGIC3|ERGIC3,637,224,496,3358,2294,1681
CEP250|CEP250,196,171,274,511,485,459
UQCC1|UQCC1,39,47,38,1245,862,530
EIF6|EIF6,791,753,864,4199,3431,1985
MMP24|MMP24,570,387,638,913,440,274
MAP1LC3A|MAP1LC3A,2329,2553,2876,7877,5723,4400
MIR1453|MIR1453,108,146,109,6,0,1
ERR2984226.19916|MIR1453,1002,813,1257,1,0,1
DYNLRB1|DYNLRB1,3824,2535,4456,2674,1659,1117
MANBAL1|MANBAL1,451,321,377,1935,1729,1667
ITCH|ITCH,189,172,197,1921,1197,1232
LOC112530134|LOC112530134,19,0,16,2,1,2
AHCY|AHCY,95,67,92,73449,49612,44889
ASIP|ASIP,0,12,12,0,3,0
EIF2S2|EIF2S2,1437,954,807,3776,2894,2099
RALY|RALY,84,85,78,10,0,0
LOC112530105|LOC112530105,1666,1260,1492,0,0,0
PLIN3L|PLIN3L,461,485,472,0,0,0
CHMP4B|CHMP4B,414,409,574,2939,2132,1461
ZNF341|ZNF341,0,0,28,461,391,266
MIR6674|MIR6674,0,0,0,1,2,0
MIR6674,197,186,266,1,1,0
PXMP4|PXMP4,32,32,26,6044,4176,3056
E2F1|E2F1,681,534,617,1421,1002,597
NECAB3|NECAB3,89,108,91,627,699,302
CBFA2T2|CBFA2T2,112,298,370,48,25,49
SNTA1|SNTA1,965,844,1373,62,23,14
TOX2|TOX2,0,0,0,100,88,66
EDEM2|EDEM2,37,53,114,1605,1317,685
TRPC4AP|TRPC4AP,1708,1454,1935,6774,4743,4079
GSS|GSS,7655,5260,6639,2684,1943,1170
ACSS2|ACSS2,28,66,26,2683,1980,2007
SOGA1|SOGA1,0,0,12,476,570,503
PTPRT|PTPRT,9,0,0,0,0,4
LOC107054894|LOC107054894,185,189,140,0,0,0
LOC769590|LOC769590,0,2,0,5419,3913,3255
LOC107054892|LOC107054892,1369,874,1247,69,101,20
LOC107054891|LOC107054891,147,193,217,0,8,0
LOC101749104|LOC101749104,11,10,9,9,14,7
MYBL2|MYBL2,0,0,0,618,387,369
LOC101749307|LOC101749307,10468,8156,11737,0,0,0
SLC32A1|SLC32A1,466,483,375,0,8,0
IFT52|IFT52,138,50,22,992,599,510
SGK2|SGK2,1514,1290,1444,1688,891,1417
ARHGAP40|ARHGAP40,1476,842,1243,212,80,57
ACTR5|ACTR5,858,747,705,426,429,285
PPP1R16B|PPP1R16B,0,0,15,1015,860,862
FAM83D_1|FAM83D,2,0,5,364,233,182
FAM83D|FAM83D,38,83,77,1243,1044,865
DHX35|DHX35,851,900,831,296,275,337
LOC107054889|LOC107054889,0,0,0,29,21,6
LOC112530119|LOC112530119,95,0,80,104,51,32
LOC107054887|LOC107054887,3,0,0,13,0,0
MAFB|MAFB,12,0,22,840,515,497
LOC112530117|LOC112530117,3,0,0,366,515,309
LOC101750504|LOC101750504,44,27,36,2991,1420,1143
PLCG1|PLCG1,6,0,0,512,300,194
ZHX3|ZHX3,1261,1159,1319,3962,3054,2293
MIR1614|MIR1614,295,383,422,0,0,0
MIR1614,1387,1986,1514,0,0,0
TOP1|TOP1,62,55,17,3227,2355,2182
GHRH|GHRH,11,6,0,24,90,49
LOC107054886|LOC107054886,8745,8424,8536,4,53,0
RPN2|RPN2,110013,111400,75273,19216,11372,8852
MANBAL4|MANBAL4,1542,1112,1494,174,107,92
SRC|SRC,3129,2565,4363,1089,758,574
PIGT|PIGT,6,2,0,1502,1248,1067
BLCAP|BLCAP,11,9,3,3742,2572,2265
LOC107054884|LOC107054884,71,81,55,38,36,49
DBNDD2|DBNDD2,78,69,98,160,229,51
TP53TG5|TP53TG5,22,9,30,0,30,14
SYS1|SYS1,770,602,877,836,519,395
SDC4|SDC4,0,0,0,439,406,256
RBPJL|RBPJL,334,182,346,5,0,0
MATN4|MATN4,3207,2498,3242,0,0,0
PI3|PI3,631,739,771,1672,391,250
KCNS1|KCNS1,25,27,28,11,27,16
STK4|STK4,44,86,81,4663,3271,2440
TOMM34|TOMM34,2,2,2,554,452,307
PABPC1L|PABPC1L,1,1,4,151,105,63
RIMS4|RIMS4,0,0,0,24,24,10
KCNK15|KCNK15,0,0,0,43,30,8
YWHAB|YWHAB,0,0,0,14973,8035,6472
WISP2|WISP2,33,12,46,158,198,66
ADA|ADA,487,482,477,3541,1696,894
PKIG|PKIG,2235,1784,2652,248,176,107
LOC101747703|LOC101747703,464,263,387,0,3,11
TTPAL|TTPAL,0,5,0,594,487,463
SERINC3|SERINC3,1938,1222,1886,14127,7125,5519
HNF4A|HNF4A,7152,5124,8782,5029,3582,3640
LOC107054880|LOC107054880,3411,1646,2714,3359,3137,3011
R3HDML|R3HDML,1438,915,1278,0,9,0
LOC107057318|LOC107057318,1726,1100,1374,1204,1021,682
OSER1|OSER1,2003,1930,1128,899,693,597
GDAP1L1|GDAP1L1,15,16,0,548,545,228
LOC112530126|LOC112530126,28,0,6,5,3,4
LOC112530127|LOC112530127,0,0,0,0,0,0
LOC107054877|LOC107054877,5,6,8,85,77,54
LOC112530125|LOC112530125,1,1,1,0,0,0
SLC13A3|SLC13A3,739,417,337,24,18,12
TP53RK|TP53RK,597,587,427,340,362,230
SLC2A10|SLC2A10,5539,3395,4708,723,652,513
EYA2|EYA2,813,610,823,13,6,4
LOC107054876|LOC107054876,12941,8690,12880,0,0,0
ZMYND8|ZMYND8,324,346,383,3148,2210,1886
NCOA3|NCOA3,997,683,906,757,582,487
SULF2|SULF2,998,756,1551,966,666,566
PREX1|PREX1,4,7,0,1020,675,476
ARFGEF2|ARFGEF2,262,168,348,8331,8044,6886
CSE1L|CSE1L,39,15,15,2304,1324,1188
STAU1|STAU1,632,237,410,3238,2529,2265
SNORD12C|SNORD12C,0,3,0,2,2,0
LOC112529916|LOC112529916,593,415,350,5,7,5
LOC112529917|LOC112529917,0,0,3,8,10,4
LOC112529918|LOC112529918,0,0,0,3,12,0
RPESL|RPESL,0,0,0,274,222,119
KCNB1|KCNB1,0,0,0,13,29,10
TGM3|TGM3,0,0,0,59,18,18
TGM6L|TGM6L,57,58,39,4,0,7
TGM6|TGM6,0,0,3,7,20,13
LOC107054874|LOC107054874,892,1255,1272,4,0,6
EPB42|EPB42,2,0,0,16,13,10
CCNDBP1|CCNDBP1,2568,2405,2836,2937,1976,1627
LOC107054873|LOC107054873,324,460,442,0,0,0
ZNFX1|ZNFX1,103,149,286,1138,1139,826
PHACTR3|PHACTR3,0,4,15,118,28,18
SYCP2|SYCP2,0,0,0,0,0,0
PPP1R3D|PPP1R3D,10,3,6,143,147,153
FAM217B|FAM217B,593,667,656,1889,1610,1393
CDH4|CDH4,299,350,492,200,113,121
LOC107054870|LOC107054870,57,44,30,4,0,0
TAF4|TAF4,0,0,0,698,499,428
LSM14B|LSM14B,3,0,0,1784,1592,1777
PSMA7|PSMA7,1435,1035,1299,5411,3890,2866
MTG2|MTG2,383,467,402,535,572,262
HRH3|HRH3,1583,929,1446,6,55,11
OSBPL2|OSBPL2,63,153,118,3966,3233,2357
ADRM1|ADRM1,492,533,488,3780,3114,2296
LAMA5|LAMA5,0,0,0,651,744,600
RPS21|RPS21,28,39,16,7938,4490,3538
CABLES2|CABLES2,6310,8523,8303,107,75,54
RBBP8NL|RBBP8NL,3,1,2,15,7,0
LOC107054867|LOC107054867,4,3,0,319,93,129
GATA5|GATA5,119,68,75,270,193,165
LOC112530111|LOC112530111,292,280,193,76,20,27
SLCO4A1|SLCO4A1,180,147,301,8604,7142,6773
NTSR1|NTSR1,639,574,696,1137,1227,1509
OGFR|OGFR,1231,1366,1021,2428,1832,1356
MRGBP|MRGBP,208,187,213,55,44,43
TCFL5|TCFL5,0,0,0,55,55,52
COL9A3|COL9A3,1257,965,1153,87,53,14
MIR6681|MIR6681,34,13,17,17,10,17
ERR2984226.20088|MIR6681,103956,106196,119094,1,1,1
SLC17A9|SLC17A9,175,423,225,2905,2626,1176
MIR6567|MIR6567,556,354,475,0,0,0
MIR6567,332,304,397,0,0,0
GID8|GID8,18,10,0,1272,822,742
LOC771200|LOC771200,64,80,136,0,0,0
LOC112530118|LOC112530118,1694,784,1099,0,0,0
MIR1746|MIR1746,1018,1067,942,0,0,0
MIR1746,237,472,311,0,0,0
YTHDF1|YTHDF1,1204,1574,1385,2134,1484,1174
BIRC7|BIRC7,839,505,592,10,15,19
NKAIN4|NKAIN4,41,80,19,54,46,24
ARFGAP1|ARFGAP1,309,130,180,3546,3350,1847
DEPTOR|DEPTOR,174,124,80,30,21,5
COL20A1|COL20A1,611,470,417,0,13,21
CHRNA4|CHRNA4,701,250,265,0,0,0
EEF1A2|EEF1A2,0,0,0,8,19,0
PXDNL|PXDNL,2881,2353,2803,0,10,0
PCMTD2|PCMTD2,8,13,10,1739,1105,1065
PPDPF|PPDPF,4692,3588,4515,45841,25457,17903
LOC107054859|LOC107054859,890,765,886,0,6,0
LOC107054860|LOC107054860,436,218,393,0,0,0
TCEA2|TCEA2,434,380,483,596,369,425
RGS19|RGS19,69,37,51,272,121,117
SOX18|SOX18,70,15,32,79,56,52
LOC100858256|LOC100858256,148,128,90,4,3,3
PRPF6|PRPF6,516,529,447,4033,3069,2519
ZNF512B|ZNF512B,120,66,73,1304,1354,1124
LOC107054857|LOC107054857,2035,1108,1334,22,46,44
UCKL1|UCKL1,59,14,25,1030,1074,611
LOC107054855|LOC107054855,614,1002,783,41,42,45
LOC107054856|LOC107054856,407,496,656,42,49,17
TRNAE-CUC_7,577,474,687,0,0,0
DNAJC5|DNAJC5,482,437,416,62,38,73
TPD52L2|TPD52L2,707,382,168,3039,2139,1543
LIME1|LIME1,43,47,42,88,47,34
ZBTB46|ZBTB46,616,482,855,1048,761,689
SLC2A4RG|SLC2A4RG,0,0,0,172,186,161
ZGPAT|ZGPAT,798,396,660,1057,708,592
ARFRP1|ARFRP1,273,281,361,1002,805,576
TNFRSF6B|TNFRSF6B,40,17,53,28,67,17
RTEL1|RTEL1,241,95,139,186,161,64
MIR1798|MIR1798,321,324,416,0,0,0
MIR1798,54688,50962,68970,0,0,0
STMN3|STMN3,23,29,30,0,0,0
GMEB2|GMEB2,0,0,0,667,548,396
HELZ2|HELZ2,237,376,287,1185,1269,1498
STK35|STK35,948,944,941,178,142,85
PDYN|PDYN,2156,1346,1274,5,4,4
TPPNR1L|TPPNR1L,11400,7437,11617,255,148,123
SIRPA|SIRPA,350,320,397,21,7,7
LOC771545|LOC771545,165,228,218,401,151,151
NSFL1C|NSFL1C,2376,1778,2219,2389,1748,1226
FKBP1C|FKBP1C,34,168,86,8489,4976,3455
SNPH|SNPH,45,49,36,42,30,20
LOC112530133|LOC112530133,0,0,0,12,30,21
RAD21L1|RAD21L1,239,288,170,17,41,0
TMEM74B|TMEM74B,939,600,666,0,0,0
PSMF1|PSMF1,212,136,169,4047,3229,2098
ANGPT4|ANGPT4,36,46,15,422,326,127
LOC112530115|LOC112530115,36,18,11,13,2,4
FAM110A|FAM110A,65,83,18,665,606,370
SLC52A3|SLC52A3,41,61,20,524,830,352
SRXN1|SRXN1,113,117,128,782,670,372
CSNK2A1|CSNK2A1,178,288,167,2865,2209,1876
TBC1D20|TBC1D20,437,419,407,1693,1425,1153
LOC101748049|LOC101748049,0,0,0,0,0,0
SOX12|SOX12,0,0,0,0,3,0
REM1|REM1,0,0,0,28,19,0
ID1|ID1,0,0,0,92,109,50
HM13|HM13,25,18,3,10820,6422,4403
BCL2L1|BCL2L1,453,405,279,1390,927,632
TPX2|TPX2,347,298,332,196,327,139
FOXS1|FOXS1,413,155,285,14,35,3
IRF9|IRF9,1421,1338,667,1227,1096,738
LOC771689|LOC771689,0,0,0,55,62,44
TTLL9|TTLL9,0,0,0,351,381,284
DUSP15|DUSP15,718,502,467,351,387,255
PDRG1|PDRG1,5352,2685,5108,1297,793,476
KIF3B|KIF3B,2427,2050,3068,739,527,528
CCM2L|CCM2L,3021,1964,2735,24,40,18
HCK|HCK,263,301,233,442,305,252
LOC112530123|LOC112530123,379,491,401,14,11,10
TM9SF4|TM9SF4,113,107,111,1581,1518,1287
PLAGL2|PLAGL2,2,1,1,1791,1681,1034
POFUT1|POFUT1,1,0,0,918,736,626
ASXL1|ASXL1,204,81,153,651,524,524
C20H20ORF112|C20H20ORF112,503,438,440,275,250,184
LOC107054851|LOC107054851,287,217,244,56,63,74
COMMD7|COMMD7,155,305,99,1294,687,630
MAPRE1|MAPRE1,1380,687,665,3182,2175,1441
BPIFB3|BPIFB3,1631,913,1316,453,875,187
BPIFB2|BPIFB2,402,388,473,32,176,34
CDK5RAP1|CDK5RAP1,627,297,383,1161,906,673
KIAA1755|KIAA1755,973,582,868,94,41,32
LBP|LBP,746,531,708,4867,2067,1633
TGM2|TGM2,0,0,0,1700,1294,587
VSTM2L|VSTM2L,892,501,801,13,26,9
RPRD1B|RPRD1B,470,482,763,2951,2430,1756
TTI1|TTI1,699,460,567,569,576,374
CTNNBL1|CTNNBL1,191,125,147,1117,895,636
LOC771972|LOC771972,11,0,0,833,732,366
WFDC2L|WFDC2L,864,49,1108,56,119,38
WFDC2|WFDC2,754,589,529,0,0,0
DNTTIP1|DNTTIP1,337,281,368,1307,1113,596
UBE2C|UBE2C,94,231,181,64,91,33
SNX21|SNX21,1123,808,852,800,501,351
WFDC8|WFDC8,280,269,270,58979,62270,32837
SPINT4|SPINT4,278,255,181,151,222,155
LOC107054850|LOC107054850,0,0,0,735,1173,522
LOC771994|LOC771994,1,3,2,60,103,64
CTSA|CTSA,210,163,285,7058,4120,3040
NEURL2|NEURL2,4229,3080,3889,6,0,0
ACOT8|ACOT8,35677,34494,37010,4288,2976,1607
ZSWIM1|ZSWIM1,395,512,385,169,97,64
PLTP|PLTP,16,19,20,183,92,82
PCIF1|PCIF1,668,542,585,2200,1740,1367
LOC107054849|LOC107054849,3,5,0,129,86,51
ZNF335|ZNF335,241,222,224,2528,2945,1812
MMP9|MMP9,357,356,433,45,76,0
SLC12A5|SLC12A5,0,0,0,5,11,12
NCOA5|NCOA5,490,450,404,750,576,513
CD40|CD40,0,0,0,345,310,180
ELMO2|ELMO2,0,0,0,2955,2139,1682
SLC35C2|SLC35C2,3274,2370,2243,5222,5054,3662
SNRPL|SNRPL,2828,1863,2723,1668,1190,747
DDX27|DDX27,72,25,39,1990,1729,1308
EDN3|EDN3,6,5,5,37,11,0
ZNF831|ZNF831,7,0,0,91,47,62
LOC101747896|LOC101747896,974,598,641,321,426,246
PRELID3B|PRELID3B,209,187,121,2024,1765,1415
ATP5E|ATP5E,13052,14695,9327,9532,5206,3325
MIR6597|MIR6597,310,205,231,1,0,1
MIR6597,0,0,0,1,0,1
TUBB1|TUBB1,0,0,0,408,283,231
CTSZ|CTSZ,71,87,65,16385,12404,8277
NELFCD|NELFCD,845,475,719,1101,927,833
GNAS|GNAS,900,695,874,2589,2147,2101
MIR6564|MIR6564,5003,3451,5109,0,0,0
MIR6564,1207,1103,1463,0,0,0
NPEPL1|NPEPL1,6,0,0,3530,3422,2603
STX16|STX16,483,434,336,1915,1534,1225
APCDD1L|APCDD1L,2899,2206,3066,15,17,10
VAPB|VAPB,2,0,0,4327,3487,2897
LOC112530116|LOC112530116,1,0,0,13,15,14
