"genes","CN_2w_2","CN_2w_1","CN_4w_1","HT_3hr_1","HT_3hr_2","HT_3hr_4"
"SERINC4|SERINC4",9,68,86,1,1,1
"HYPK|HYPK",560,3289,1675,5012,2540,2402
"SERF2|SERF2",1225,6140,2956,870,400,432
"CKMT1A|CKMT1A",5,0,6,9234,4644,3677
"PPIP5K1|PPIP5K1",77,142,213,7749,3369,3816
"MAP1A|MAP1A",16,46,109,52,23,24
"TP53BP1|TP53BP1",186,516,900,305,112,76
"TUBGCP4|TUBGCP4",368,1152,1535,2339,982,1329
"LOC112533171|LOC112533171",0,0,0,1482,580,525
"SMPD3|SMPD3",27,43,138,239,108,123
"LOC415616|LOC415616",0,0,0,998,644,446
"PLA2G15|PLA2G15",364,409,1921,929,540,393
"PRMT7|PRMT7",119,341,445,1,0,1
"SLC7A6|SLC7A6",90,144,591,1000,528,466
"TLR21|TLR21",38,46,160,27,12,13
"NDRG4|NDRG4",27,69,64,1785,838,680
"GINS3|GINS3",133,418,548,0,0,0
"CFAP20|CFAP20",197,623,635,28,30,0
"CCDC113|CCDC113",13,33,53,8329,3828,4010
"CSNK2A2|CSNK2A2",771,2921,3499,158,90,65
"MMP15|MMP15",1003,6779,4725,512,251,279
"USB1|USB1",271,1436,1010,36,48,9
"ADGRG3|ADGRG3",0,14,9,2197,763,829
"DRC7|DRC7",8,52,93,21,4,5
"ADGRG5|ADGRG5",23,18,84,902,356,481
"KIFC3|KIFC3",217,926,935,370,184,183
"KATNB1|KATNB1",22,66,117,333,148,215
"CCDC102A|CCDC102A",57,279,226,1008,368,252
"DOK4|DOK4",35,62,95,154,91,89
"GFOD2|GFOD2",61,341,329,1136,541,512
"ENKD1|ENKD1",54,461,311,206,98,85
"MIR6709",0,1,1,114,58,67
"POLR2C|POLR2C",401,1915,1404,2407,1380,1879
"COQ9|COQ9",480,2072,1495,188,87,145
"CETP|CETP",806,5168,5311,501,155,183
"HERPUD1|HERPUD1",2,5,11,9693,4303,3490
"CPNE2|CPNE2",32,103,147,186,66,72
"NLRC5|NLRC5",211,462,936,0,0,0
"LOC107054262|LOC107054262",0,10,12,245,48,68
"FAM192A|FAM192A",348,1577,1348,1268,405,398
"ARL2BP|ARL2BP",30,87,156,24,9,8
"CX3CL1|CX3CL1",26,51,59,820,294,267
"TSNAXIP1|TSNAXIP1",15,58,60,0,0,0
"CENPT|CENPT",48,248,310,958,471,547
"THAP11|THAP11",135,452,473,137,58,81
"RANBP10|RANBP10",588,1364,1585,34288,10815,18430
"NRN1L|NRN1L",0,11,15,121,87,42
"EXOC3L1|EXOC3L1",70,589,529,218,150,103
"PSKH1|PSKH1",151,440,556,0,0,0
"EDC4|EDC4",245,602,906,61,31,18
"NUTF2|NUTF2",349,1884,1237,162,42,102
"LOC107052158|LOC107052158",13,49,18,1217,405,447
"E2F4|E2F4",198,464,584,853,579,500
"ELMO3|ELMO3",225,571,526,866,448,455
"KIAA0895L|KIAA0895L",11,82,68,0,0,0
"LOC112533257|LOC112533257",16,42,60,0,0,0
"TMEM208|TMEM208",300,1457,845,6,12,6
"LCAT|LCAT",724,2672,2328,23,7,12
"LOC415661|LOC415661",1258,3877,2250,147,53,67
"LOC112533303|LOC112533303",370,2634,1016,50,35,22
"LOC769668|LOC769668",2567,13201,5981,53010,26780,17493
"LOC107080643|LOC107080643",1768,12169,7805,0,0,0
"LOC107049164|LOC107049164",238,1464,636,0,0,0
"LOC101747680|LOC101747680",4596,25698,10314,2547,934,823
"LOC415664|LOC415664",232,1327,788,656,215,288
"FAM65A|FAM65A",126,278,500,9,2,4
"LOC107052159|LOC107052159",62,180,209,0,0,0
"CTCF|CTCF",369,1161,1430,917,463,429
"RLTPR|RLTPR",43,90,239,35,43,36
"ACD|ACD",255,1243,826,30,14,23
"LOC100857843|LOC100857843",17,73,56,78,46,64
"EXOSC6|EXOSC6",29,58,47,9,5,3
"ZDHHC1|ZDHHC1",9,14,41,39,35,27
"PLEKHG4|PLEKHG4",45,99,265,126,101,70
"MIR1616|MIR1616",0,0,0,1423,584,436
"LOC107052161|LOC107052161",0,0,0,1350,1169,1233
"AARS|AARS",2978,10175,12255,60,34,45
"SNRKL|SNRKL",45,192,170,0,0,0
"ATP6V0D1|ATP6V0D1",387,1503,1850,21,7,4
"SETD6|SETD6",96,541,469,1629,708,807
"CNOT1|CNOT1",1074,2495,4671,1908,701,859
"SLC38A7|SLC38A7",961,3097,3714,474,152,237
"CMTR2|CMTR2",331,666,883,1093,420,572
"MTSS1L|MTSS1L",14,54,50,4,2,0
"HYDIN|HYDIN",32,52,128,1,1,0
"VAC14|VAC14",179,705,644,3325,788,975
"TRNAG-GCC_2",0,0,0,93,90,82
"TRNAG-GCC_3",0,0,0,929,342,274
"TRNAG-GCC_5",0,0,0,631,186,259
"IL34|IL34",52,166,210,0,0,0
"GOT2|GOT2",3531,11621,11137,0,0,0
"ST3GAL2|ST3GAL2",98,350,257,111,63,57
"FUK|FUK",290,1306,1039,2,1,0
"LOC112533306|LOC112533306",0,0,0,837,340,361
"COG4|COG4",402,1696,1954,4625,2344,2141
"SF3B3|SF3B3",938,3654,4976,483,230,295
"PDPR|PDPR",298,965,942,252,90,94
"MLKL|MLKL",0,27,45,827,411,322
"RFWD3|RFWD3",212,1151,1032,7204,3600,4230
"GLG1|GLG1",574,1115,2443,0,0,0
"FA2H|FA2H",664,3742,2908,245,89,60
"WDR59|WDR59",156,393,482,2187,1104,1141
"MIR1643",0,0,0,36,15,8
"ZNRF1|ZNRF1",76,372,328,9785,3503,4292
"LDHD|LDHD",229,878,757,1269,672,570
"BCAR1|BCAR1",296,1603,1557,396,172,187
"CFDP1|CFDP1",214,1141,850,24,19,10
"NUP93|NUP93",62,272,411,108,40,25
"MT3|MT3",18,247,490,12442,8161,4699
"MT4L|MT4L",574,5663,10044,1232,716,783
"BBS2|BBS2",157,379,556,0,0,0
"OGFOD1|OGFOD1",121,732,691,0,0,0
"NUDT21|NUDT21",385,1564,1366,0,0,0
"LOC107052164|LOC107052164",0,0,0,20,9,9
"GNAO1|GNAO1",12,31,53,5009,972,1403
"AMFR|AMFR",1594,5557,5619,2267,859,889
"CBFB|CBFB",234,794,1049,894,471,419
"C11H16orf70|C11H16orf70",376,1075,1309,9334,4163,4319
"B3GNT9|B3GNT9",89,215,350,4349,2264,3006
"TRADD|TRADD",444,897,1360,34,19,11
"FBXL8|FBXL8",267,941,867,0,0,0
"HSDL1|HSDL1",389,1114,1180,13,27,9
"NECAB2|NECAB2",9,18,15,6031,3305,2944
"MBTPS1|MBTPS1",500,1201,1909,1287,450,528
"RIPK3|RIPK3",176,497,606,1,2,5
"LOC112533280|LOC112533280",0,0,0,2931,1185,1151
"OSGIN1|OSGIN1",2780,4555,6753,1316,558,402
"ESRP2|ESRP2",586,1917,2589,540,149,152
"NFATC3|NFATC3",570,1440,2843,916,427,281
"GALR1L|GALR1L",43,112,130,34923,17365,15219
"DUS2|DUS2",289,940,976,2,1,2
"DDX28|DDX28",165,671,711,1,0,1
"SLC12A4|SLC12A4",586,1535,2661,4,2,2
"LOC107054268|LOC107054268",27,94,116,4,3,0
"LPCAT2|LPCAT2",100,218,537,412,212,193
"CAPNS2|CAPNS2",8,34,49,528,171,171
"LOC107054274|LOC107054274",7,57,36,29,21,10
"LOC101752262|LOC101752262",5,9,16,1650,526,617
"LOC112533281|LOC112533281",19,79,107,1012,379,442
"SLC6A2|SLC6A2",708,1550,2427,4,0,4
"LOC107054270|LOC107054270",6,0,12,1803,701,793
"MMP2|MMP2",70,233,202,0,0,0
"RPGRIP1L|RPGRIP1L",39,50,81,0,0,0
"FTO|FTO",15,12,48,2975,1722,1291
"AKTIP|AKTIP",277,745,1005,699,389,270
"RBL2|RBL2",133,336,659,2424,951,987
"TOX3|TOX3",13,52,27,47,29,11
"CHD9|CHD9",696,1348,3123,0,0,0
"SALL1|SALL1",1484,3478,6166,47,29,23
"NKD1|NKD1",35,53,133,0,0,0
"SNX20|SNX20",18,17,75,3628,1195,1617
"LOC107054276|LOC107054276",121,492,658,4836,2238,2388
"CYLD|CYLD",226,485,1226,6,6,7
"BRD7|BRD7",407,1461,2043,0,1,1
"HEATR3|HEATR3",240,851,1128,34,35,20
"PAPD5|PAPD5",448,1217,1633,0,0,0
"LOC107054281|LOC107054281",0,0,0,687,285,167
"LOC101748556|LOC101748556",0,0,0,183,84,36
"ZNF423|ZNF423",18,63,128,1241,459,562
"LOC107054283|LOC107054283",34,116,128,277,77,86
"SIAH1|SIAH1",150,564,611,4885,1979,2070
"N4BP1|N4BP1",274,786,1425,1072,439,415
"LOC107054285|LOC107054285",1,17,32,2412,642,1000
"LONP2|LONP2",1075,2431,3862,907,492,547
"PHKB|PHKB",342,925,1344,4109,1488,1580
"ITFG1|ITFG1",255,634,961,121,29,44
"CDCA9|CDCA9",98,209,207,253,93,116
"DNAJA2|DNAJA2",1072,2532,3900,6285,2632,2567
"LOC112533278|LOC112533278",0,5,3,93,19,44
"GPT2|GPT2",3425,8609,12868,259,98,165
"C11H16ORF87|C11H16ORF87",53,175,169,0,0,0
"MYLK3|MYLK3",27,91,109,0,0,0
"ORC6|ORC6",77,288,253,3656,2348,1799
"LOC427545|LOC427545",49,96,192,2991,1464,648
"LOC112533291|LOC112533291",0,0,0,1266,969,831
"UQCRFS1|UQCRFS1",1319,5208,4657,0,0,0
"VSTM2B|VSTM2B",0,6,10,27382,10049,7496
"POP4|POP4",49,215,155,188,126,68
"PLEKHF1|PLEKHF1",139,380,341,661,313,330
"CCNE1|CCNE1",79,263,339,2226,1215,857
"LOC100858381|LOC100858381",39,123,187,25650,12339,9109
"LOC415756|LOC415756",93,298,314,188,151,105
"C11H19orf12|C11H19orf12",239,715,877,2129,926,771
"LOC112533252|LOC112533252",28,65,53,2895,1984,1779
"URI1|URI1",558,1939,2261,11,16,11
"LOC107054301|LOC107054301",0,0,0,1183,449,408
"LOC107054302|LOC107054302",0,0,0,2093,835,876
"MIR1789|MIR1789",0,0,0,1579,818,748
"MIR1789",0,0,0,12209,5138,3313
"MIR1791|MIR1791",0,0,0,1606,853,636
"MIR1791",0,0,0,101,44,39
"ZNF507|ZNF507",42,73,174,19,4,6
"LOC112533261|LOC112533261",0,0,0,4352,2541,1853
"DPY19L3|DPY19L3",183,410,618,244,84,122
"LOC112533260|LOC112533260",1,6,8,1064,414,583
"SLC7A9|SLC7A9",0,0,0,986,591,479
"NUDT19|NUDT19",88,359,371,36,22,11
"ANKRD27|ANKRD27",217,565,787,0,0,0
"PDCD5|PDCD5",275,1263,1103,55684,24628,14625
"GPATCH1|GPATCH1",210,518,947,1839,1247,1104
"FAAP24|FAAP24",24,111,114,0,0,0
"RHPN2|RHPN2",762,2057,2747,96,65,47
"LRP3|LRP3",241,709,1404,460,220,219
"SLC7A10|SLC7A10",464,1452,1360,972,468,425
"LOC107054294|LOC107054294",59,80,102,8,8,9
"LOC107054293|LOC107054293",15,15,29,439,247,231
"CEBPA|CEBPA",796,2494,1845,0,0,0
"LOC107054292|LOC107054292",261,391,219,207,118,90
"LOC112533277|LOC112533277",43,69,58,57,26,23
"CEBPG|CEBPG",400,1289,1536,723,369,270
"PEPD|PEPD",1609,4399,4606,0,0,0
"KCTD15|KCTD15",197,515,465,40,11,20
"LOC107054290|LOC107054290",0,9,15,4606,1656,1580
"LOC415780|LOC415780",32,100,91,894,462,429
"LOC112533298|LOC112533298",19,12,53,310,134,70
"SS18L2|SS18L2",157,605,449,47,14,16
"KIAA0355|KIAA0355",138,254,476,1289,695,485
"LSM14A|LSM14A",1022,2774,3933,7085,3283,2075
"WTIP|WTIP",217,594,937,0,9,12
"MIR6589|MIR6589",0,0,0,108,98,49
"PDCD2L|PDCD2L",129,472,409,284,164,143
"UBA2|UBA2",344,831,1402,41,35,16
"GPI|GPI",4006,9986,13289,307,97,71
"RRAD|RRAD",24,80,33,140,64,60
"PDP2|PDP2",2348,4939,6622,2163,1064,1033
"LOC415787|LOC415787",1330,4888,3070,3,2,4
"LOC769704|LOC769704",3955,9361,8795,1,1,1
"CES1L2|CES1L2",4167,17036,9742,2936,1174,1056
"CES1L1|CES1L1",5374,16803,11192,478,241,136
"FAM96B|FAM96B",535,1897,1800,282,207,152
"LOC107054288|LOC107054288",58,182,153,355,130,120
"TERB1|TERB1",25,102,67,5095,1796,997
"MIR1634|MIR1634",3,9,7,256,90,72
"ERR2984226.15159|MIR1634",1,1,1,886,428,497
"DYNC1LI2|DYNC1LI2",347,645,1268,1417,581,639
"CMTM3|CMTM3",346,723,1405,809,270,405
"LOC112533301|LOC112533301",4,6,22,216,123,138
"CKLF|CKLF",229,831,730,193,89,37
"LOC112533302|LOC112533302",6,6,17,63,56,32
"TK2|TK2",310,1033,1527,0,0,0
"LOC101749275|LOC101749275",371,1621,1648,2684,878,786
"CDH11|CDH11",30,76,95,1258,644,582
"LOC107054315|LOC107054315",0,0,0,69,22,17
"ADAMTS18|ADAMTS18",15,17,21,1364,481,473
"NUDT7|NUDT7",203,747,795,394,112,121
"LOC100858311|LOC100858311",40,99,91,1565,804,630
"DYNLRB2|DYNLRB2",26,42,32,82,26,35
"LOC107054308|LOC107054308",0,0,0,127,31,42
"CDYL2|CDYL2",213,724,1002,5905,1498,866
"CMC2|CMC2",93,354,260,651,274,226
"PPP1R3E|PPP1R3E",155,275,406,275,210,99
"CENPN|CENPN",21,53,76,2158,815,932
"ATMIN|ATMIN",185,562,881,99,73,33
"LOC112533296|LOC112533296",0,0,0,1050,448,381
"MAF|MAF",126,441,630,1838,1610,548
"WWOX|WWOX",100,256,311,3900,3463,1403
"PKD1L2|PKD1L2",3,1,4,896,810,229
"BCO1|BCO1",415,395,827,9762,6529,3824
"GCSH|GCSH",1926,8540,7744,6536,5681,2039
"HSD17B2|HSD17B2",4,10,19,1094,1226,325
"SDR42E1|SDR42E1",193,461,526,7350,4944,1254
"GAN|GAN",203,483,899,8815,5467,2318
"CMIP|CMIP",822,2207,2803,157,66,44
"PNAT3|PNAT3",108,225,367,81,47,34
"LOC112533256|LOC112533256",9,8,12,57,28,31
"PNAT10|PNAT10",561,1974,1873,0,0,0
"MPHOSPH6|MPHOSPH6",433,1280,1616,106,68,44
"HSBP1|HSBP1",423,1321,1164,229,98,97
"TLDC1|TLDC1",135,274,337,0,0,0
"COTL1|COTL1",111,157,648,16513,5484,3672
"LOC112533286|LOC112533286",6,2,4,323,129,79
"CDH13|CDH13",50,86,185,3,1,1
"LOC112533251|LOC112533251",245,735,527,27,43,20
"MLYCD|MLYCD",254,812,833,2483,1203,982
"USP10|USP10",615,2170,2782,7131,2264,2703
"HNF4beta|HNF4beta",730,1556,2553,5084,1827,1951
"ZDHHC7|ZDHHC7",299,809,1270,1684,548,823
"FOXF1|FOXF1",0,32,29,125,63,39
"LOC112533263|LOC112533263",3,20,29,75,30,25
"LOC112533285|LOC112533285",0,0,0,621,328,291
"MTHFSD|MTHFSD",94,302,389,0,0,0
"IRF8|IRF8",685,1737,4013,0,1,1
"KIAA0513|KIAA0513",76,155,266,10,0,5
"GSE1|GSE1",191,546,744,223,53,59
"GINS2|GINS2",36,380,166,22017,7290,6906
"COX4I1|COX4I1",3125,12523,9610,1360,524,557
"EMC8|EMC8",315,1076,1102,390,239,204
"FBXO31|FBXO31",953,3696,3446,6013,1922,2060
"KLHDC4|KLHDC4",229,1005,868,1991,1017,1013
"ZCCHC14|ZCCHC14",166,491,729,1598,582,758
"SLC7A5|SLC7A5",172,203,829,3592,1123,1377
"LOC107054328|LOC107054328",4,28,9,1354,432,342
"CA5A|CA5A",1402,1953,3831,4372,1766,1404
"LOC107054327|LOC107054327",24,11,36,728,243,282
"BANP|BANP",63,166,205,2,3,0
"ZNF469|ZNF469",6,20,18,1,1,0
"LOC107054329|LOC107054329",0,0,0,484,178,159
"ZFPM1|ZFPM1",300,1009,1038,943,609,410
"CIDEC|CIDEC",208,1237,407,2844,1784,1136
"ZC3H18|ZC3H18",153,508,608,927,439,410
"CYBA|CYBA",130,530,513,487,168,225
"APRT|APRT",30,114,114,729,371,571
"CTU2|CTU2",125,935,629,572,294,206
"RNF166|RNF166",361,1389,1200,0,0,0
"TRAPPC2L|TRAPPC2L",119,498,348,21,11,14
"SLC22A31|SLC22A31",0,0,0,9215,4024,3199
"CBFA2T3|CBFA2T3",32,93,162,1226,542,601
"ACSF3|ACSF3",97,320,234,1748,766,749
"MIR1785|MIR1785",0,0,0,1207,536,443
"MIR1785",0,0,0,1662,805,775
"ANKRD11|ANKRD11",702,1751,3047,0,0,0
"SPG7|SPG7",971,3549,3861,15,4,13
"SULT2B1L1|SULT2B1L1",20,82,92,3063,1266,1583
"CDK10|CDK10",66,318,214,599,437,331
"MIR6667",0,1,1,12716,5945,6156
"CHMP1A|CHMP1A",148,564,598,3720,1999,2300
"MIR6667|MIR6667",1,2,2,3379,1545,1788
"SPATA2L|SPATA2L",43,165,192,413,275,247
"VPS9D1|VPS9D1",79,182,152,984,488,530
"RPL13|RPL13",3867,20173,14084,1001,421,393
"LOC112533307|LOC112533307",2,0,1,702,267,229
"FANCA|FANCA",16,85,46,48,27,17
"ZNF276|ZNF276",108,436,410,3203,1387,1503
"SPIRE2|SPIRE2",168,865,785,20,8,8
"TUBB3|TUBB3",4,15,6,3208,1276,1824
"DEF8|DEF8",53,379,313,82,48,42
"TCF25|TCF25",438,2145,2097,26,9,12
"CDH3|CDH3",114,364,254,141,50,71
"DBNDD1|DBNDD1",75,340,182,5,0,6
"GAS8|GAS8",68,154,168,479,285,144
"TMCO7|TMCO7",145,742,587,0,0,0
"SNTB2|SNTB2",27,155,143,79,31,50
"CHTF8|CHTF8",6,81,51,127,59,69
"UTP4|UTP4",85,820,458,88,29,46
"CDH1|CDH1",1699,4945,5185,1233,515,692
"TERF2|TERF2",206,679,842,772,259,428
"VPS4A|VPS4A",410,2368,1778,3545,1208,1414
"PDF|PDF",29,139,117,0,0,0
"COG8|COG8",152,718,484,103,42,29
"CYB5B|CYB5B",618,2241,2316,11180,3157,3704
"NFAT5|NFAT5",1001,2087,4205,102,77,45
"LOC101750188|LOC101750188",85,122,283,60,52,72
"NOB1|NOB1",203,1106,627,718,192,322
"NQO1|NQO1",2141,8574,6267,1642,615,899
"WWP2|WWP2",261,1221,1100,2333,1004,1281
"MIR140|MIR140",0,0,0,337,274,244
"DHODH|DHODH",173,1068,567,2388,1058,1106
"ZFHX3|ZFHX3",653,1295,2950,1195,517,417
"PSMD7|PSMD7",868,3658,3387,0,0,0
"LOC107054336|LOC107054336",17,21,21,242,99,82
"LOC112533289|LOC112533289",0,6,7,131,82,61
"PMFBP1|PMFBP1",92,372,402,761,378,344
"LOC107054337|LOC107054337",51,69,151,1892,837,995
"DHX38|DHX38",534,1434,1990,30,7,12
"IST1|IST1",971,3050,3835,7998,3149,2901
"ZNF821|ZNF821",366,1434,1450,15,10,0
"ATXN1L|ATXN1L",382,918,1579,2090,952,1057
"AP1G1|AP1G1",845,1672,3313,0,0,0
"PHLPP2|PHLPP2",737,2145,3248,1559,614,687
"LOC112533310|LOC112533310",3,1,8,347,277,278
"MRVLDC3|MRVLDC3",1156,2624,3661,5452,2116,2841
"LOC101750589|LOC101750589",0,0,0,25,14,14
"TAT|TAT",13070,42058,47154,209,155,138
"ADAT1|ADAT1",359,756,1152,24111,6925,9674
"CHST6|CHST6",243,953,850,144,81,72
"TERF2IP|TERF2IP",344,1002,1227,479,161,255
"KARS|KARS",1546,5224,6793,3307,1189,1374
"GABARAPL2|GABARAPL2",174,631,703,195,94,141
"TMEM231|TMEM231",204,546,695,0,0,0
"LOC107050006|LOC107050006",27,70,69,6123,3448,2832
"POC1A|POC1A",46,217,195,266,95,100
"RRP9|RRP9",222,1253,812,689,251,137
"DUSP7|DUSP7",485,1617,2108,138,146,104
"STAB1|STAB1",488,618,1789,304,175,153
"LOC107054342|LOC107054342",3,14,36,1102,691,515
"LOC107054344|LOC107054344",0,0,0,70,30,15
"NISCH|NISCH",730,1926,2740,356,194,166
"LOC101749582|LOC101749582",7,4,0,3222,1235,1105
"RPL29|RPL29",2293,11996,5872,32,25,26
"TNNC1|TNNC1",1130,1997,1413,0,0,0
"GLT8D1|GLT8D1",238,809,884,757,415,417
"PBRM1|PBRM1",296,772,1507,9,9,8
"LOC112533388|LOC112533388",0,0,0,241,129,142
"NT5DC2|NT5DC2",239,930,725,1283,467,433
"SMIM4|SMIM4",94,354,261,899,734,656
"LOC112533389|LOC112533389",1,3,2,83,36,39
"SPCS1|SPCS1",643,3684,2009,769,310,296
"NEK4|NEK4",133,480,565,21,13,12
"MUSTN1|MUSTN1",0,16,9,149,50,58
"MIR1719|MIR1719",0,2,2,5164,2361,2894
"MIR1719",0,1,1,1229,497,587
"LOC693265|LOC693265",369,1754,1712,2010,784,943
"LOC107054346|LOC107054346",3,7,4,1727,513,679
"LOC107056861|LOC107056861",0,5,6,3423,1712,533
"SFMBT1|SFMBT1",73,144,302,136,31,27
"LOC107056860|LOC107056860",0,4,2,2233,919,774
"LOC107054354|LOC107054354",0,2,2,7617,3319,3365
"LOC107054353|LOC107054353",0,2,2,991,473,397
"RFT1|RFT1",220,799,927,30,8,17
"LOC112533354|LOC112533354",284,1066,1154,228,92,94
"HYAL1|HYAL1",33,106,130,68,25,45
"HYAL2|HYAL2",15,59,96,646,337,439
"PRKCD|PRKCD",168,666,940,753,300,446
"PFKFB4L|PFKFB4L",103,166,500,5817,2382,2671
"TUSC2|TUSC2",66,252,308,0,0,0
"ITIH3|ITIH3",14723,38105,65774,0,0,0
"ZMYND10|ZMYND10",18,167,156,0,0,0
"NPRL2|NPRL2",122,838,794,1380,803,975
"CYB561D2|CYB561D2",161,891,560,23057,9637,8013
"TMEM115|TMEM115",431,2455,1971,1832,971,930
"LOC107054351|LOC107054351",18,89,65,529,311,213
"LOC107049103|LOC107049103",0,1,1,56,17,34
"CACNA2D2|CACNA2D2",58,113,155,11479,4777,4951
"LOC415913|LOC415913",6,28,44,1386,618,691
"HEMK1|HEMK1",85,262,338,90,31,84
"CISH|CISH",167,240,812,8,1,5
"LOC107054371|LOC107054371",0,0,0,1526,514,657
"MAPKAPK3|MAPKAPK3",174,678,940,5482,2698,2961
"RBM15B|RBM15B",114,446,408,12619,6161,9768
"MANF|MANF",1734,9615,7479,3711,1765,2329
"DCAF1|DCAF1",403,954,1597,14630,7478,15297
"GBP4L|GBP4L",593,959,2765,16208,7958,16774
"IP6K1|IP6K1",223,547,801,188,108,149
"RNF123|RNF123",134,382,416,1766,903,1041
"AMIGO3|AMIGO3",5,46,31,1402,847,785
"GMPPB|GMPPB",540,2845,1883,33,7,9
"DAG1|DAG1",365,1707,1677,967,636,630
"CDHR4|CDHR4",0,6,8,21,8,14
"FAM212A|FAM212A",0,5,6,2595,1076,1144
"NICN1|NICN1",116,473,331,111,87,48
"UBA7|UBA7",218,1062,970,0,0,0
"TCTA|TCTA",10,29,13,94,66,49
"AMT|AMT",943,3969,3033,5092,2625,2093
"CAMKV|CAMKV",8,21,15,34,20,13
"BSN|BSN",16,37,75,1032,562,636
"AAREL|AAREL",192,910,759,9,7,4
"MST1|MST1",1254,4683,3525,28,40,23
"MST1R|MST1R",444,1856,2037,0,0,0
"MON1A|MON1A",633,2782,2584,1214,537,706
"RBM6|RBM6",334,769,1067,1197,637,488
"RAD54L2|RAD54L2",245,826,917,398,219,271
"FANCD2|FANCD2",42,133,184,236,131,143
"BRK1|BRK1",376,2347,880,336,176,187
"EMC3|EMC3",419,1982,1949,73,32,28
"GPX1|GPX1",437,2278,1568,1142,514,534
"USP4|USP4",592,1652,2366,629,239,214
"TEX264|TEX264",721,3619,2482,1169,357,575
"LOC107054365|LOC107054365",9,22,51,4092,1687,1692
"RHOA|RHOA",5990,21588,23107,33,13,7
"ALAS1|ALAS1",862,4933,4572,1033,410,527
"TWF2|TWF2",212,821,1141,960,657,664
"PPM1M|PPM1M",30,50,153,3,12,12
"GLYCTK|GLYCTK",1167,4232,3508,827,436,443
"MIR135A1",0,0,0,1184,357,701
"WDR82|WDR82",411,1171,1846,3145,1334,1910
"SEMA3G|SEMA3G",12,86,53,1543,834,857
"DNAH1|DNAH1",0,20,17,177,111,87
"LOC112533360|LOC112533360",0,0,0,1157,795,582
"HAUS3L|HAUS3L",0,7,7,1326,632,677
"BAP1|BAP1",489,2299,2009,706,404,287
"ACY1|ACY1",1039,5832,2973,47,12,24
"PCBP4|PCBP4",134,617,449,507,417,171
"LOC107056877|LOC107056877",772,3792,2385,20,10,10
"GPR62|GPR62",14,102,112,628,314,246
"SEMA3F|SEMA3F",16,77,75,8,5,0
"GNAI2|GNAI2",331,862,1388,132,48,10
"PARP3|PARP3",83,390,333,2915,1170,1044
"RBM5|RBM5",1626,5193,6511,565,410,235
"HYAL3|HYAL3",18,107,83,0,0,0
"SEMA3BL|SEMA3BL",48,189,166,4629,1829,2465
"OASL|OASL",63,325,511,1543,633,772
"SLC38A3|SLC38A3",1829,7424,6652,53,10,13
"LOC112533341|LOC112533341",12,50,41,448,130,194
"SHISA5|SHISA5",746,2889,3728,9,7,6
"LOC107054458|LOC107054458",13,29,65,3559,3343,1474
"ATRIP|ATRIP",153,804,901,891,223,232
"LOC112533358|LOC112533358",73,461,234,328,196,147
"LOC107054457|LOC107054457",0,7,12,165,106,53
"IPPK|IPPK",201,425,819,12150,6176,6372
"CENPP|CENPP",0,20,10,1476,548,494
"ECM2|ECM2",9,39,49,6730,1967,2211
"ASPN|ASPN",7,10,10,9660,3945,3676
"OGN|OGN",9,38,40,983,311,399
"NOL8|NOL8",191,451,723,861,339,351
"IARS|IARS",621,1948,3532,1214,485,447
"ATP2B2|ATP2B2",22,54,91,10181,5886,6176
"TAMM41|TAMM41",88,344,289,67,21,12
"ATG7|ATG7",283,841,977,12,17,4
"VGLL4|VGLL4",156,364,688,28,6,7
"TIMP4|TIMP4",29,41,138,979,364,329
"LOC107054453|LOC107054453",100,271,238,0,0,0
"ISY1|ISY1",192,665,773,0,0,0
"TSEN2|TSEN2",73,218,385,575,409,282
"MKRN2|MKRN2",284,878,1070,2892,1042,699
"CNBP|CNBP",3801,14749,14728,112,69,59
"MKRN2OS|MKRN2OS",64,284,160,266,101,98
"LOC107054452|LOC107054452",9,23,28,2265,1169,1083
"LOC101750189|LOC101750189",0,0,0,545,262,199
"RAB43|RAB43",2833,6364,7904,516,248,332
"EFCC1|EFCC1",48,169,228,156,97,46
"KIAA1257|KIAA1257",27,65,85,0,0,0
"ACAD9|ACAD9",3761,12502,13672,315,168,153
"IQSEC1|IQSEC1",582,1195,2389,0,0,0
"FBLN2|FBLN2",35,25,84,0,0,0
"PTPDC1|PTPDC1",27,37,40,0,0,0
"LOC101751708|LOC101751708",25,67,93,3656,1304,1509
"NUP210|NUP210",955,1480,2900,5003,2411,2395
"HDAC11|HDAC11",254,649,934,0,0,0
"LOC107054447|LOC107054447",0,9,11,141,91,62
"PHF2|PHF2",122,232,410,91,82,63
"LOC112533383|LOC112533383",215,646,771,205,161,148
"MIRLET7D|MIRLET7D",0,0,0,941,479,441
"MIRLET7F1|MIRLET7F1",0,0,0,187,183,65
"MIRLET7F1",0,0,0,215,88,89
"MIRLET7F2|MIRLET7F2",0,0,0,16606,11597,11056
"NINJ1|NINJ1",77,82,214,1765,992,712
"CARD19|CARD19",203,420,1013,19,3,5
"FAM120A|FAM120A",1921,5030,7982,348,196,131
"SUSD3|SUSD3",128,626,608,2957,1438,1288
"FGD3|FGD3",403,1020,2012,282,131,117
"BICD2|BICD2",376,1081,2126,213,165,117
"TKT|TKT",659,2401,2796,891,376,391
"DCP1A|DCP1A",144,343,565,9335,2723,2343
"ACTR8|ACTR8",229,884,1145,50,16,5
"LOC107054444|LOC107054444",0,0,0,558,133,116
