gene_id,ERR2984230,ERR2984231,ERR2984232,ERR2984233,ERR2984242,ERR2984243,ERR2984244,ERR2984245
CDK8|CDK8,194,153,133,152,322,143,129,138
RNF6|RNF6,550,404,461,290,1230,481,501,537
SHISA2|SHISA2,234,257,303,184,490,286,208,146
ATP8A2|ATP8A2,27,8,29,25,76,114,34,15
LOC107052156|LOC107052156,14,11,23,6,57,11,23,15
NUP58|NUP58,300,268,327,213,699,253,227,245
LOC107052157|LOC107052157,17,0,12,0,30,5,4,13
MTMR6|MTMR6,665,338,540,306,1192,546,544,558
AMER2|AMER2,22,94,67,12,66,135,21,25
MIPEP|MIPEP,563,344,598,341,889,395,387,381
SPATA13|SPATA13,7473,4139,5207,2449,15440,5865,10038,9768
TNFRSF19|TNFRSF19,75,40,46,26,105,68,67,43
SACS|SACS,105,28,91,20,206,165,118,151
SGCG|SGCG,861,749,649,814,2023,733,1707,3451
FGF9|FGF9,0,0,0,0,0,0,4,0
LOC112531584|LOC112531584,0,0,0,0,0,0,0,0
MICU2|MICU2,1649,1103,1530,877,2914,1238,1437,1454
ZDHHC20|ZDHHC20,938,681,887,712,1917,845,870,758
SKA3|SKA3,30,51,31,33,34,12,10,20
MRPL57|MRPL57,631,670,677,838,993,628,761,485
SAP18|SAP18,1629,1347,1857,1462,3088,1757,1483,1452
LATS2|LATS2,563,390,515,251,1265,487,596,536
XPO4|XPO4,653,394,703,328,1321,481,501,531
EEF1AKMT1|EEF1AKMT1,486,353,565,437,683,535,362,531
IL17D|IL17D,25,17,10,6,5,27,1,18
IFT88|IFT88,363,411,355,335,661,335,305,357
GJB6|GJB6,27,4,16,8,3,32,18,42
GJB2|GJB2,215,141,200,200,191,272,298,566
GJA3|GJA3,40,17,20,9,47,28,14,27
CRYL1|CRYL1,4293,2962,5022,2401,9913,3548,1915,3021
ZMYM2|ZMYM2,692,440,504,295,1087,485,575,634
PSPC1|PSPC1,789,563,679,466,1421,560,541,543
MIR6641|MIR6641,1,1,5,0,0,0,0,3
MPHOSPH8|MPHOSPH8,589,482,518,430,1133,476,662,736
ERR2984230.3212|MIR6641,1,1,1,0,0,0,0,1
CENPJ|CENPJ,20,12,29,6,44,20,14,0
RNF17|RNF17,9,0,0,0,0,0,0,0
PARP4|PARP4,1465,714,1059,568,2546,1227,1246,1530
ARHGAP20|ARHGAP20,21,18,12,0,32,15,20,38
LOC112531585|LOC112531585,4,0,0,10,4,18,9,7
FDX1|FDX1,2378,2080,3096,2425,5134,2817,2724,2588
C1H11ORF87|C1H11ORF87,20,5,0,5,32,10,17,6
ZC3H12C|ZC3H12C,130,55,114,95,211,79,80,99
RDX|RDX,5454,3806,6317,3164,12967,5048,4452,5134
DDX10|DDX10,376,251,455,306,620,204,251,313
EXPH5|EXPH5,1295,1066,1213,719,3023,1028,1134,1050
KDELC2|KDELC2,482,324,506,355,892,486,564,470
ATM|ATM,680,512,458,257,1360,460,784,755
NPAT|NPAT,398,323,291,198,815,376,377,348
RAB39A|RAB39A,23,7,7,0,26,15,11,0
SLC35F2|SLC35F2,29,24,81,71,57,45,30,67
CUL5|CUL5,933,538,952,441,2064,862,1058,934
ELMOD1|ELMOD1,10,0,0,0,22,8,2,7
ALKBH8|ALKBH8,115,162,206,86,193,137,160,137
CWF19L2|CWF19L2,296,181,309,203,462,215,262,255
ACAT1|ACAT1,14486,13156,17030,15451,35746,13480,10283,10596
LOC112531586|LOC112531586,9,0,0,5,0,9,6,4
LOC112531587|LOC112531587,12,5,7,7,14,16,8,15
GUCY1A2|GUCY1A2,320,290,590,315,413,602,244,621
AASDHPPT|AASDHPPT,116,31,67,67,193,100,100,139
KBTBD3|KBTBD3,22,18,8,0,39,29,9,20
MSANTD4|MSANTD4,356,298,220,282,595,270,299,349
PDGFD|PDGFD,28,27,47,15,32,39,21,16
LOC112531588|LOC112531588,1,0,1,0,3,1,1,0
LOC112531590|LOC112531590,7,0,0,0,0,0,0,0
DYNC2H1|DYNC2H1,340,365,261,163,763,315,285,375
MIR7449,0,0,0,0,0,0,0,0
MIR7449|MIR7449,0,0,0,0,0,0,0,0
DCUN1D5|DCUN1D5,688,617,761,556,1209,686,770,654
TMEM123|TMEM123,21822,18443,20674,15229,38583,20015,20383,22403
BIRC2|BIRC2,3237,2121,3026,1794,6025,3441,3503,3682
LOC101750351|LOC101750351,102,66,59,50,226,104,119,107
YAP1|YAP1,241,58,140,35,458,231,208,195
TRPC6|TRPC6,6,4,0,5,9,5,0,7
PGR|PGR,31,8,74,13,61,151,16,0
TRNAP-AGG_3,0,0,0,0,0,2,0,0
LOC107052378|LOC107052378,0,0,0,0,0,0,0,0
ARHGAP42|ARHGAP42,690,495,671,249,1430,563,621,644
LOC107052371|LOC107052371,0,0,0,0,0,0,0,0
CNTN5|CNTN5,0,0,9,0,0,28,11,5
LOC112531614|LOC112531614,0,0,0,0,0,0,0,0
LOC112531596|LOC112531596,0,0,0,0,0,0,4,0
CCDC82|CCDC82,378,195,237,242,766,428,481,437
MIR6570|MIR6570,0,0,0,0,0,0,0,0
MIR6570,0,0,0,0,0,0,0,0
MAML2|MAML2,172,71,84,74,176,95,96,85
MTMR2|MTMR2,368,263,338,214,714,343,409,372
CEP57|CEP57,190,96,125,76,301,132,124,159
FAM76B|FAM76B,189,150,111,95,344,149,172,150
LOC107052369|LOC107052369,14,0,6,12,20,12,14,5
ENDOD1|ENDOD1,57,43,88,28,84,53,46,18
SESN3|SESN3,1364,683,649,390,2213,827,740,991
CWC15|CWC15,907,884,981,870,1680,923,856,960
LOC107052361|LOC107052361,35,29,37,31,42,28,31,18
AMOTL1|AMOTL1,118,111,184,82,279,83,85,57
FUT4|FUT4,14,2,1,0,37,3,5,5
C11orf97|C11orf97,6,0,0,0,0,7,0,0
MRE11|MRE11,494,437,412,281,887,421,495,620
ANKRD49|ANKRD49,278,234,262,276,478,287,281,327
PANX1|PANX1,95,132,87,71,211,88,117,107
HEPHL1|HEPHL1,19,0,7,0,21,0,59,6
LOC428094|LOC428094,10,7,0,0,15,0,0,6
TM4SF1a|TM4SF1a,3031,2197,3212,1988,6551,2712,4261,2888
SMCO4|SMCO4,195,184,289,136,536,242,201,240
SLC36A4|SLC36A4,172,115,137,99,303,69,101,133
LOC107052349|LOC107052349,9,12,12,10,0,7,8,5
VSTM5|VSTM5,28,10,42,31,70,30,47,34
C1H11ORF54|C1H11ORF54,3986,3222,4215,3434,8577,3356,3472,3384
TAF1D|TAF1D,780,848,489,513,1655,582,600,786
CEP295|CEP295,240,309,132,121,434,176,169,401
MED17|MED17,595,484,669,420,1013,551,469,507
LOC112531644|LOC112531644,1,0,0,0,2,0,1,0
LOC112531637|LOC112531637,8,9,9,7,16,3,7,6
LOC112531631|LOC112531631,3,6,2,0,14,4,0,8
LOC112531628|LOC112531628,2,0,2,1,3,0,0,4
LOC112531633|LOC112531633,1,1,1,1,1,1,1,1
LOC112531629|LOC112531629,1,1,1,1,1,1,1,1
LOC112531635|LOC112531635,162,221,139,59,216,91,134,164
FAT3|FAT3,12,0,9,5,28,10,17,21
CHORDC1|CHORDC1,202,117,236,117,435,175,282,241
NAALAD2|NAALAD2,123,72,81,24,202,114,64,121
FOLH1|FOLH1,158,69,123,81,498,134,145,230
NOX4|NOX4,127,59,71,53,206,77,75,110
MIR1657|MIR1657,0,0,0,0,0,0,0,0
MIR1657,0,0,0,0,0,0,0,0
RAB38|RAB38,3,10,7,11,6,0,10,2
CTSC|CTSC,1890,904,1581,980,3434,1898,1681,1746
LOC107052318|LOC107052318,17,22,5,21,24,10,31,23
TMEM135|TMEM135,1780,1057,2440,1043,5208,2119,1746,1741
FZD4|FZD4,767,365,817,331,2607,1059,1297,1020
LOC107052309|LOC107052309,16,0,0,0,0,0,0,0
PRSS23|PRSS23,261,158,323,146,538,268,188,193
LOC107049151|LOC107049151,0,0,0,0,0,0,0,0
ME3|ME3,23,7,13,8,32,6,15,0
FAM181B|FAM181B,17,2,13,14,21,5,11,6
DDIAS|DDIAS,163,86,69,59,183,88,133,178
PRCP|PRCP,652,327,547,329,1026,590,606,448
RAB30|RAB30,1448,1170,1737,1155,3169,1408,1886,1526
LOC107052306|LOC107052306,99,91,25,60,146,70,72,82
ANKRD42|ANKRD42,19,10,21,15,23,6,21,19
CCDC90B|CCDC90B,171,134,185,138,298,152,182,156
PCF11|PCF11,2660,1584,1366,1118,4942,1983,2857,2712
SYTL2|SYTL2,33,23,71,9,59,40,14,18
EED|EED,162,166,122,166,353,115,172,152
CCDC83|CCDC83,4,0,0,0,0,0,0,0
PICALM|PICALM,790,547,758,476,1458,627,670,594
HIKESHI|HIKESHI,480,539,537,662,1048,533,643,615
DLG2|DLG2,59,24,19,32,77,31,64,32
LOC101751262|LOC101751262,0,0,0,0,0,4,0,0
CCDC89|CCDC89,0,0,0,0,0,3,0,3
TMEM126A|TMEM126A,243,257,315,284,370,237,298,249
CREBZF|CREBZF,310,305,177,219,495,268,287,208
NARS2|NARS2,276,137,219,176,442,174,229,291
LOC112531598|LOC112531598,0,0,0,0,0,0,0,0
TENM4|TENM4,13,19,7,7,29,9,16,0
GAB2|GAB2,165,76,72,29,211,89,138,120
LOC100857685|LOC100857685,1,1,0,0,1,0,1,1
LOC101750591|LOC101750591,80,30,26,28,52,27,64,57
LOC101748083|LOC101748083,11,0,0,0,0,0,9,0
LOC112531599|LOC112531599,18,17,18,22,36,16,44,30
LOC112531600|LOC112531600,55,23,46,33,87,50,88,89
LOC112532751|LOC112532751,42,12,20,24,40,25,54,44
LOC112531601|LOC112531601,20,24,17,16,25,11,28,26
LOC112531602|LOC112531602,12,6,4,10,7,7,13,8
USP35|USP35,49,9,6,8,61,14,0,13
KCTD21|KCTD21,1045,652,695,477,2187,811,965,1085
ALG8|ALG8,364,322,343,304,768,322,357,322
NDUFC2|NDUFC2,2049,3089,2688,2611,3265,2184,1831,1899
KCTD14|KCTD14,189,243,125,161,130,175,170,135
AAMDC|AAMDC,176,94,164,168,349,239,330,247
INTS4|INTS4,1000,673,757,549,1940,726,867,805
RSF1|RSF1,649,347,415,251,1183,552,731,681
AQP11|AQP11,430,227,435,331,1274,349,376,254
LOC107055756|LOC107055756,0,0,0,0,3,0,0,0
CLNS1A|CLNS1A,862,905,1105,778,1646,757,943,895
PAK1|PAK1,63,40,58,48,105,49,56,50
MYO7A|MYO7A,121,14,30,27,171,69,35,103
OMP|OMP,0,0,0,0,0,0,0,0
CAPN5|CAPN5,194,52,113,29,311,95,136,53
TSKU|TSKU,11,29,61,21,161,60,32,87
ACER3|ACER3,811,442,686,286,1604,748,701,871
LRRC32|LRRC32,16,9,18,18,41,31,18,20
EMSY|EMSY,366,201,323,154,645,270,266,325
LOC107052450|LOC107052450,116,138,127,116,356,217,112,140
THAP12|THAP12,366,329,372,235,698,285,300,388
WNT11|WNT11,138,314,92,58,576,106,206,141
THRSPB|THRSPB,4526,13509,9995,11607,10827,12487,817,1877
LOC101748650|LOC101748650,5425,15127,9888,13602,11912,10084,846,2113
THRSP|THRSP,58269,81668,57193,61672,111619,29411,6915,13239
UVRAG|UVRAG,1936,735,1301,991,3633,1881,1501,2115
ART1|ART1,31,5,15,9,57,35,35,16
ART7B|ART7B,126,10,50,34,195,84,0,53
ART7C|ART7C,2093,494,1061,675,3720,1592,1142,1111
MADPRT1|MADPRT1,48,9,36,18,67,32,47,20
LOC107052453|LOC107052453,5,31,10,17,5,16,13,3
LAMTOR1|LAMTOR1,611,651,451,408,916,416,397,340
IL18BP|IL18BP,12,12,25,22,26,9,4,13
RNF121|RNF121,627,587,747,687,1153,614,560,491
LOC107052454|LOC107052454,33,44,39,24,52,44,38,22
TRPC2L|TRPC2L,47,64,48,75,125,44,51,42
NUMA1|NUMA1,3190,2512,2159,1621,6450,2057,2642,2195
LOC107052476|LOC107052476,29,18,0,24,41,16,51,10
LOC112531604|LOC112531604,0,0,0,0,0,0,0,0
WDR73|WDR73,112,89,77,63,160,73,133,60
LOC112531605|LOC112531605,13,4,6,9,13,7,12,9
LOC112531603|LOC112531603,9,2,3,4,4,1,14,7
LRTOMT|LRTOMT,11,9,13,21,37,12,14,11
ANAPC15|ANAPC15,719,1054,684,1197,1225,752,922,735
LOC112532752|LOC112532752,1468,1244,1188,1384,2392,1357,1158,1007
ADAM15|ADAM15,0,0,0,0,10,0,18,0
LOC112531606|LOC112531606,0,0,0,0,3,0,0,0
SLCO2B1|SLCO2B1,1613,1085,1428,1178,4077,1370,2440,1395
LOC107052474|LOC107052474,0,0,0,0,0,5,0,0
TPBGL|TPBGL,4,0,4,0,3,0,0,0
MAP6|MAP6,3,0,0,0,0,0,4,0
DGAT2|DGAT2,68,80,101,73,102,136,106,46
AT2|AT2,3,32,70,2,72,69,8,35
GDPD5|GDPD5,2173,2380,2519,1951,4567,2177,1911,1614
LOC107052466|LOC107052466,27,28,35,33,43,49,40,34
LOC107055678|LOC107055678,6,0,4,0,5,5,0,3
LOC101750794|LOC101750794,0,0,0,0,1,0,1,0
LOC107055677|LOC107055677,19,9,12,25,26,17,26,8
LOC107055625|LOC107055625,10,0,0,0,5,11,3,2
LOC107055626|LOC107055626,11,0,9,5,14,10,5,19
LOC107052467|LOC107052467,66,25,39,55,64,70,59,24
CHRNA10|CHRNA10,8,0,0,0,12,5,8,0
NUP98|NUP98,1081,751,1034,451,2151,732,738,806
LOC107052473|LOC107052473,0,0,0,0,0,0,0,0
LOC107052472|LOC107052472,0,0,0,0,0,0,0,0
KCNE3|KCNE3,44,31,44,49,72,42,9,27
CHRDL2|CHRDL2,22,18,46,16,94,55,62,20
XRRA1|XRRA1,0,0,0,268,0,0,5,8
NEU3|NEU3,257,301,241,277,644,340,402,273
P4HA3|P4HA3,8,11,0,6,16,9,8,0
PPME1|PPME1,994,761,894,517,2099,714,946,807
C2CD3|C2CD3,64,35,46,25,150,28,44,43
LOC107052469|LOC107052469,0,5,3,0,0,0,0,0
UCP3|UCP3,21,21,0,5,25,8,7,4
DNAJB13|DNAJB13,8,7,0,3,18,12,5,0
COA4|COA4,87,98,78,71,108,112,88,124
RAB6A|RAB6A,1650,1746,1833,1723,3404,1088,1660,1146
PLEKHB1|PLEKHB1,219,192,141,157,391,168,246,157
FAM168A|FAM168A,100,149,328,140,711,209,205,240
RELT|RELT,139,348,225,244,450,114,205,107
LOC107055664|LOC107055664,0,0,0,0,0,0,0,0
LOC112531607|LOC112531607,0,3,0,4,0,9,0,5
P2RY2|P2RY2,80,30,63,36,114,78,53,33
FCHSD2|FCHSD2,260,94,171,93,618,216,191,181
MIR1708|MIR1708,0,0,0,0,0,0,0,0
MIR1708,0,0,0,0,0,0,0,0
LOC112531619|LOC112531619,0,0,3,2,3,2,0,0
LOC112531620|LOC112531620,0,2,0,0,5,5,0,1
SERPINH1|SERPINH1,893,617,1101,480,2705,1316,1086,780
LOC101751623|LOC101751623,6,0,0,0,14,5,0,0
PGM2L1|PGM2L1,252,117,149,94,433,159,170,248
LIPT2|LIPT2,169,288,287,298,431,285,383,201
LOC112532801|LOC112532801,10,0,10,9,12,11,21,17
POLD3|POLD3,360,295,315,178,761,393,606,433
RNF169|RNF169,550,402,458,160,1080,419,578,419
SPCS2|SPCS2,2483,3472,3173,4400,4729,2399,2411,1944
PAAF1|PAAF1,220,146,303,214,410,182,297,158
MRPL48|MRPL48,895,975,1258,1255,1939,882,1003,902
LOC112532797|LOC112532797,13,0,8,0,29,11,25,18
LOC112532796|LOC112532796,19,11,6,17,33,11,10,15
ARHGEF17|ARHGEF17,62,29,45,12,88,47,22,32
P2RY6|P2RY6,62,21,23,12,59,41,25,27
RPS3|RPS3,7723,11584,10736,11715,15337,9048,11027,8272
LOC112531621|LOC112531621,2,1,0,0,7,2,1,3
PGAP2|PGAP2,719,1010,871,830,1766,792,757,574
RHOG|RHOG,239,115,174,62,479,215,184,151
MIR1600|MIR1600,2,4,3,3,2,2,2,0
ERR2984230.3497|MIR1600,1,1,1,1,1,1,1,0
DCHS1|DCHS1,38,11,22,0,64,13,8,19
LCMT2|LCMT2,534,374,622,358,815,344,368,363
LOC107049364|LOC107049364,6,0,0,0,0,0,5,0
LOC112531609|LOC112531609,0,0,0,1,0,0,0,0
LOC112531176|LOC112531176,2,0,0,0,4,0,0,0
LOC107050990|LOC107050990,21,10,22,7,48,67,11,10
LOC112531963|LOC112531963,16,9,17,4,27,27,3,8
LOC107057170|LOC107057170,28,0,29,12,56,21,15,14
LOC107055878|LOC107055878,0,8,0,0,0,0,5,0
ABCB8|ABCB8,463,432,527,417,920,730,453,432
ATG9B|ATG9B,168,114,101,39,346,133,172,86
SMARCD3|SMARCD3,736,412,393,259,1396,415,954,737
ABCF2|ABCF2,1198,846,1328,742,2147,801,790,844
LOC426037|LOC426037,0,0,0,0,0,0,0,0
ASB10|ASB10,0,0,0,0,0,0,0,0
GBX1|GBX1,0,0,0,0,0,0,0,0
AGAP3|AGAP3,1093,1124,1111,906,2984,1235,791,809
CHPF2|CHPF2,716,656,799,486,1343,557,682,499
LOC112531696|LOC112531696,25,20,53,45,47,28,3,25
TMUB1|TMUB1,446,587,718,467,1055,664,427,345
FASTK|FASTK,771,686,1088,597,1767,809,654,548
SLC4A2|SLC4A2,657,565,805,407,1569,749,526,603
CDK5|CDK5,559,685,417,593,929,604,597,614
AOC1|AOC1,2266,1803,3078,1332,8545,3334,2106,965
KCNH2|KCNH2,10,9,16,5,19,37,9,6
LOC100859837|LOC100859837,0,0,0,0,0,0,0,0
LOC107052464|LOC107052464,0,6,0,0,1,0,0,8
LOC112531608|LOC112531608,0,0,0,2,4,0,4,3
LOC107052463|LOC107052463,0,2,4,2,12,0,0,0
LOC107049066|LOC107049066,0,0,0,0,0,0,3,0
LOC419080|LOC419080,0,0,0,0,0,0,0,0
OR52R1L1|OR52R1L1,0,0,0,0,0,0,0,0
OR52R1L3|OR52R1L3,0,0,0,0,0,0,0,0
OR52R1L2|OR52R1L2,0,0,0,0,0,0,0,0
OR52R1|OR52R1,0,0,0,0,0,0,0,0
OR51M1L|OR51M1L,0,0,0,0,0,0,0,0
HBE|HBE,0,0,0,0,0,0,0,0
HBE1|HBE1,0,161,127,86,120,95,0,32
HBBR|HBBR,0,0,0,0,0,0,0,0
LOC107052458|LOC107052458,0,0,0,0,0,0,0,0
FOLR1|FOLR1,0,0,11,0,13,64,6,0
OR52B2L|OR52B2L,0,0,0,0,0,0,0,0
LOC101748683|LOC101748683,0,0,0,0,0,0,0,0
FAM160A2|FAM160A2,541,315,426,212,1081,582,597,576
CNGA4|CNGA4,10,17,19,12,45,31,17,31
CCKBR|CCKBR,0,0,0,0,0,0,0,0
APBB1|APBB1,58,31,58,26,106,80,55,41
TRIM3|TRIM3,900,805,821,541,2470,1216,701,767
LOC107052456|LOC107052456,0,10,0,0,6,5,0,0
ARFIP2|ARFIP2,681,678,705,588,1552,591,610,518
LOC107052459|LOC107052459,0,4,0,7,10,4,6,0
LOC419074|LOC419074,378,314,326,227,686,210,253,218
STIM1|STIM1,766,499,909,391,1889,858,878,642
RRM1|RRM1,320,277,586,218,635,257,244,215
OR52L1|OR52L1,10,3,2,5,10,1,4,6
OLFR52I1L|OLFR52I1L,2,5,2,5,19,0,4,0
HBBA|HBBA,1724,6595,4193,3769,5992,2828,852,1457
OR52B2|OR52B2,8,3,5,0,0,7,8,0
RPS11|RPS11,9183,13681,10619,14652,15743,8912,11186,6986
LOC112531624|LOC112531624,4,9,4,10,11,6,5,6
LOC112531623|LOC112531623,10,4,2,6,5,4,5,5
SMPD1|SMPD1,2526,1868,2166,2068,3780,2419,2295,1187
HPX|HPX,215021,252154,208516,223412,311925,169875,245581,108573
TIMM10B|TIMM10B,34,53,109,63,90,149,80,42
RRP8|RRP8,138,191,211,157,255,122,93,78
ILK|ILK,1233,1710,1379,1288,2757,1142,1018,763
TAF10|TAF10,286,437,440,509,518,341,298,157
TPP1|TPP1,3267,2571,3548,2592,8055,5265,3498,2299
LOC107052494|LOC107052494,4,6,23,14,23,18,10,11
GIMAP7L2|GIMAP7L2,0,4,4,0,9,4,0,5
LOC107049096|LOC107049096,230,98,158,61,347,125,164,105
LOC107052493|LOC107052493,12,5,6,17,12,23,13,12
GIMAP7L5|GIMAP7L5,46,62,74,73,71,122,43,63
MIR7461,0,0,0,0,0,0,0,0
MIR7461|MIR7461,0,0,0,0,0,0,0,0
FAM188B|FAM188B,108,102,164,75,378,125,71,131
AQP1|AQP1,137,43,76,30,249,155,109,148
MIR1662|MIR1662,0,0,0,0,1,0,0,0
MIR1662,0,0,0,0,0,0,0,0
LOC112531922|LOC112531922,0,0,0,0,0,4,5,0
VIPR1|VIPR1,723,487,787,402,2181,558,596,530
SEC22C|SEC22C,669,468,408,318,1645,522,1150,727
LOC100858196|LOC100858196,10,22,20,13,39,14,11,30
GIMAP8L1|GIMAP8L1,468,199,277,117,657,184,325,147
LOC107052495|LOC107052495,2,23,13,14,14,16,6,20
LRRC61|LRRC61,3,7,0,0,5,0,11,2
LOC107052491|LOC107052491,117,127,140,105,291,426,156,117
LOC101748436|LOC101748436,15,16,8,13,54,12,6,6
ZNF212|ZNF212,979,770,867,606,1852,621,797,703
ZNF746|ZNF746,129,77,90,70,177,64,69,67
ZNF767|ZNF767,377,261,362,201,659,297,261,272
LOC107052489|LOC107052489,196,180,165,128,364,144,182,92
MIR1749|MIR1749,0,0,0,0,0,0,0,0
MIR1749,0,0,0,0,0,0,0,0
MAP4|MAP4,1745,1266,1280,1301,4101,1056,1531,1083
DHX30|DHX30,1078,674,919,549,2056,698,760,678
MIR6710,0,1,0,0,0,0,0,0
LOC107052497|LOC107052497,0,0,0,0,2,0,0,0
SMARCC1|SMARCC1,809,459,982,426,1704,635,624,540
CSPG5|CSPG5,0,0,0,0,0,0,0,0
SCAP|SCAP,2958,2648,2408,1563,6831,2208,1870,2407
LOC112531695|LOC112531695,0,6,4,0,5,0,0,5
LOC112529948|LOC112529948,10,16,10,11,16,14,0,13
LOC107052478|LOC107052478,7,13,6,0,9,16,11,9
GIMAP5L|GIMAP5L,83,50,56,35,90,75,65,58
LOC101749138|LOC101749138,785,563,537,490,1134,578,632,506
RARRES2|RARRES2,39608,57714,41951,55141,71975,49791,53908,36981
SSPO|SSPO,9,0,4,5,5,9,4,0
LOC420368|LOC420368,156,137,186,89,236,177,102,105
GIMAP1|GIMAP1,108,86,80,74,199,210,135,109
GIMAP7L6|GIMAP7L6,137,135,147,157,262,212,131,146
LOC768735|LOC768735,34,38,37,27,55,56,56,30
LOC101748312|LOC101748312,198,257,187,187,360,162,113,137
LOC426355|LOC426355,83,51,114,45,176,75,54,53
LOC107052490|LOC107052490,86,77,77,87,214,85,86,57
LOC112531692|LOC112531692,264,265,175,183,499,192,219,219
ZNF398L|ZNF398L,230,155,253,176,485,166,254,114
LOC420374|LOC420374,1156,1399,1054,1482,2341,1305,1402,962
CDC25A|CDC25A,170,114,138,102,249,54,107,79
MIR6710|MIR6710,1,1,1,0,1,1,1,1
ELP6|ELP6,338,394,218,249,544,336,309,338
PTPN23|PTPN23,376,210,333,161,914,263,276,186
LOC112531693|LOC112531693,317,136,193,97,428,191,203,132
NKTR|NKTR,1488,938,921,511,2781,996,1530,1274
LOC107052484|LOC107052484,0,0,0,0,0,4,0,0
KLHL40|KLHL40,0,0,0,0,5,0,0,0
HHATL|HHATL,7,16,14,0,50,0,27,14
CCDC13|CCDC13,44,15,21,28,72,41,73,38
CYP8B1|CYP8B1,4797,3201,2037,1618,5325,1110,1055,2099
OBSCN|OBSCN,57,31,29,17,148,17,53,50
LOC769510|LOC769510,68,41,42,21,115,70,60,98
IBA57|IBA57,716,930,1147,662,2097,581,641,674
GJC2|GJC2,28,10,34,35,48,84,41,4
GUK1|GUK1,335,273,323,348,496,273,333,251
C2H1orf35|C2H1orf35,107,104,81,76,203,132,117,99
ZBTB47|ZBTB47,221,143,233,129,334,135,167,111
HIGD1A|HIGD1A,972,920,1105,981,1992,600,720,678
MRPL55|MRPL55,143,201,173,133,179,213,135,89
LOC107052482|LOC107052482,0,0,0,0,0,0,0,0
WNT9A|WNT9A,36,13,68,23,74,34,24,27
LOC107052486|LOC107052486,11,0,4,0,4,0,9,10
ARF1|ARF1,9565,6597,10035,6644,17085,7536,6283,6600
LOC107052480|LOC107052480,0,5,0,3,0,0,0,0
SNAP47|SNAP47,372,294,361,250,953,327,381,424
JMJD4|JMJD4,210,105,126,84,363,168,157,184
ALS2CL|ALS2CL,369,110,151,206,814,373,343,586
MIR1639|MIR1639,2,1,1,0,5,1,1,1
ERR2984230.3662|MIR1639,0,0,0,0,1,0,0,1
MYL3|MYL3,0,8,0,0,0,0,7,0
LOC101752077|LOC101752077,335,248,212,219,781,410,339,212
MIR460A|MIR460A,0,0,0,0,0,0,0,0
MIR460A,0,0,0,0,0,0,0,0
PTH1R|PTH1R,211,36,98,21,359,130,144,134
MIR1706|MIR1706,0,0,0,0,1,1,0,1
MIR1706,0,0,0,0,1,1,0,1
CCDC12|CCDC12,888,1325,1378,1131,2041,938,1269,879
CHDSD|CHDSD,259,39,228,54,376,75,85,25
TNFRSF14|TNFRSF14,59,50,83,48,140,79,58,15
NBEAL2|NBEAL2,2235,1176,1164,955,3268,1596,1965,1674
CATHB1|CATHB1,0,0,0,0,0,0,0,0
CAMP|CAMP,8,0,8,0,16,26,36,7
CATH1|CATH1,15,5,8,0,0,37,36,9
SETD2|SETD2,3023,2592,2564,1472,6338,1675,2110,1855
KIF9|KIF9,35,14,11,19,31,19,60,29
KLHL18|KLHL18,461,257,376,239,883,351,308,314
CATH3|CATH3,11,14,32,0,39,64,55,23
TBRG4|TBRG4,1178,1226,1383,1275,2403,790,684,719
LOC112531990|LOC112531990,4,5,2,6,20,6,9,8
LOC112531989|LOC112531989,8,0,0,6,4,3,4,2
LOC112531993|LOC112531993,1,3,1,2,0,0,0,0
LOC112531992|LOC112531992,1,7,0,11,5,0,2,2
LOC420411|LOC420411,79,157,109,184,199,108,165,96
LOC112531994|LOC112531994,10,7,3,5,10,5,6,10
CCM2|CCM2,546,660,806,423,1405,476,538,476
MYO1G|MYO1G,196,132,113,106,229,143,107,114
GIMAP5|GIMAP5,172,1340,1390,115,211,191,1589,121
LOC101748313|LOC101748313,5,0,6,3,23,13,0,17
ZNF91L|ZNF91L,0,0,0,0,4,0,0,0
CRHR2|CRHR2,1144,150,992,1002,2505,1765,66,1523
LOC101748420|LOC101748420,0,0,0,0,0,0,0,0
GARS|GARS,2831,2413,3241,2159,6412,2331,1494,1803
VILL|VILL,98,74,142,32,176,167,59,41
CTDSPL|CTDSPL,2915,2579,3146,1953,7193,2925,4342,3608
MIR26A1|MIR26A1,0,0,0,0,0,0,0,0
MIR26A1,0,0,0,0,0,0,0,0
PLCD1|PLCD1,859,300,518,211,1412,785,236,295
MAPKKK3L|MAPKKK3L,316,137,298,122,496,229,281,230
LOC112531984|LOC112531984,0,0,0,0,0,0,0,0
DLEC1|DLEC1,1135,1017,493,829,1617,458,1655,819
ACAA1|ACAA1,5118,2941,3076,2631,7249,2938,7758,4981
MYD88|MYD88,673,516,697,420,1336,678,534,505
MIR6610|MIR6610,0,0,0,0,0,0,0,0
MIR6610,0,0,0,0,0,0,0,0
OXSR1|OXSR1,360,231,408,170,792,281,176,273
SLC22A13L|SLC22A13L,1539,1015,1254,1057,3025,992,3439,754
SLC22A13|SLC22A13,105,61,85,30,193,74,102,43
XIRP1|XIRP1,15,28,6,9,47,10,17,8
LOC101749395|LOC101749395,0,0,0,0,10,0,0,0
CSRNP1|CSRNP1,904,521,855,342,1404,546,494,449
GORASP1|GORASP1,3463,2153,4243,2516,9588,4354,4376,4384
WDR48|WDR48,755,437,551,396,1578,622,595,655
SCN11A|SCN11A,0,0,0,0,0,0,0,0
