genes	rank
OSTC|OSTC	-1.04559784666123
NOS1AP|NOS1AP	1.04555108178319
IFNAL5|IFNAL5	-1.04528601458159
PHC2|PHC2	-1.04427626917635
ALDH8A1|ALDH8A1	-1.04412504032617
KIF4A|KIF4A	-1.04301763243834
MRPL58|MRPL58	-1.04293978820698
CENPT|CENPT	-1.04265880526817
AKR1B10L3|AKR1B10L3	-1.04234864799849
EIF2B1|EIF2B1	-1.04233049331161
LOC107057438|LOC107057438	1.0421246540863
UBE2J1|UBE2J1	1.04179034521391
SPG21|SPG21	1.04120201835354
DNAH7|DNAH7	1.04102925324505
TUBG1|TUBG1	-1.04064096294753
ARV1|ARV1	1.0405352821729
VASP|VASP	-1.04047038502178
ZFP64|ZFP64	-1.03947943715577
NFATC3|NFATC3	1.03895204774398
MYOM1|MYOM1	1.03878199001474
SCUBE2|SCUBE2	1.0385132714565
PPP1R9A|PPP1R9A	1.03814691885329
WASHC3|WASHC3	1.03811604031391
LOC107055205|LOC107055205	1.03804411901754
SPATA7|SPATA7	-1.03792254204414
SOAT1|SOAT1	1.03758287512043
PLAU|PLAU	1.03752594126135
JARID2|JARID2	1.03743885216535
FCHO2|FCHO2	1.0370500465085
LOC112532329|LOC112532329	-1.03676587480849
METTL9|METTL9	-1.03668470010615
C19orf60|C19orf60	-1.03642920301756
EREG|EREG	-1.03586073921933
RNF217|RNF217	1.03582854938085
EPS15|EPS15	1.03551592231345
PMVK|PMVK	-1.0354269265629
TADA3|TADA3	-1.03501324012313
LOC112531696|LOC112531696	-1.0348480406577
ACO2|ACO2	-1.03459337076682
LOC112533513|LOC112533513	1.03454024421397
DUSP7|DUSP7	1.03446674973693
ZNF710|ZNF710	1.03439044551143
PDZK1IP1|PDZK1IP1	-1.03415987026505
RPTC15L|RPTC15L	1.0337382321682
DPP7|DPP7	-1.03328881760734
COL8A2|COL8A2	-1.03325974733976
CTSC|CTSC	1.03306030359055
GPAM|GPAM	-1.03303214759824
SF3B1|SF3B1	1.03278552618542
CCDC51|CCDC51	-1.03261706335255
CDA|CDA	-1.03242324687448
MAP2K4|MAP2K4	-1.03174531496598
EDRF1|EDRF1	1.03173449279761
ERR2984230.28009	-1.03149503525361
SLC40A1|SLC40A1	1.03139493764838
WDR31|WDR31	1.03124903353063
CALCOCO2|CALCOCO2	1.03110223851527
RAN|RAN	-1.03096589408903
TLR4|TLR4	1.03091976809707
E2F8|E2F8	-1.03087540658744
LOC100859467|LOC100859467	1.03073367821798
LOC107050830|LOC107050830	1.03070838092418
RBP4A|RBP4A	1.03059649669137
RBMX2|RBMX2	-1.02998525120844
SREBF2|SREBF2	-1.02990032600011
SLC25A6|SLC25A6	1.02988632977361
FZD1|FZD1	1.02952522369252
ASB1|ASB1	1.02947278734846
PMS1|PMS1	1.02913713994764
EXOSC6|EXOSC6	1.02868576594514
FNBP1L|FNBP1L	1.02847591140185
STAGL|STAGL	-1.02839662225284
EIF5B|EIF5B	-1.02833100265504
DLGAP4|DLGAP4	-1.0281414704846
C1H21ORF59|C1H21ORF59	1.02795020583472
ATG101|ATG101	-1.02789146744698
TATDN3|TATDN3	-1.02697174311408
CD7|CD7	1.02688447869837
SLC35F1|SLC35F1	1.02651416459477
GALNT10|GALNT10	1.02638279206964
PTMA|PTMA	-1.02604327042591
CTTNBP2NL|CTTNBP2NL	1.02588269858252
WWP2|WWP2	-1.02585483074705
GMFB|GMFB	1.02497530260556
GFRA3|GFRA3	1.02466047473226
LOC107054200|LOC107054200	1.02449462787772
C6H10ORF88|C6H10ORF88	-1.02440042780116
SCARF1|SCARF1	1.0239759601442
RUVBL1|RUVBL1	-1.02386315734426
GNPAT|GNPAT	-1.02364247344562
PINLYP|PINLYP	1.02359140545292
TMEM181|TMEM181	1.02356539462491
TIMM17A|TIMM17A	-1.02344923710724
ILDR1|ILDR1	1.02318447446168
XPO7|XPO7	1.023122699554
NFKBIE|NFKBIE	-1.02271957876248
CLVS1|CLVS1	-1.02265972426991
ELK4|ELK4	1.02197687581637
LOC107054034|LOC107054034	-1.02185881189537
STX11|STX11	1.0196777357789
LPIN1|LPIN1	1.01959742402544
EXOC3|EXOC3	-1.01918125570122
HSPA4|HSPA4	1.01883430113776
C5H14ORF169|C5H14ORF169	-1.01855633310392
ANKFY1|ANKFY1	1.01840627686216
LOC112532382|LOC112532382	-1.01831772774968
BAHD1|BAHD1	1.01817280212833
MRPL57|MRPL57	-1.0180662772798
CD151|CD151	1.01789432285771
TADA2A|TADA2A	-1.01781077383721
SPI1|SPI1	1.01751721225708
LOC107052611|LOC107052611	-1.01628229864684
BTN3A3L2|BTN3A3L2	-1.01628030914203
SLC22A4|SLC22A4	1.01602645233087
LUM|LUM	-1.01534933512605
ADGRF5|ADGRF5	1.01531862618247
CFAP74|CFAP74	1.01526752847777
FBXL20|FBXL20	1.01523384395502
PCSK5|PCSK5	1.01519686438102
ATRN|ATRN	1.01518682705101
KIF20A|KIF20A	1.01506930228562
TRAF3IP1|TRAF3IP1	-1.01429165162684
FAM26F|FAM26F	1.01422306000051
PTPRE|PTPRE	1.01421253548958
TBK1|TBK1	1.01393447149672
DNAJC11|DNAJC11	-1.01387401896786
PTPRK|PTPRK	1.01375389932699
ZBTB43|ZBTB43	1.01339214448506
TMEM57|TMEM57	-1.01333719605705
COL4A5|COL4A5	1.01296952540448
PDE7B|PDE7B	1.01296949214765
NAA20|NAA20	-1.01257590785413
SNX13|SNX13	1.01191138677185
LOC107049256|LOC107049256	1.01166313695865
ATP6V0D2|ATP6V0D2	-1.01121776891324
PFDN5|PFDN5	-1.01113887697586
TMEM11|TMEM11	-1.01106647787864
LOC112530346|LOC112530346	1.01066799965504
LRAT|LRAT	1.01050137374341
LOC112532313|LOC112532313	1.01003456145423
HNRNPA2B1|HNRNPA2B1	-1.00963679986387
RERGL|RERGL	1.00952306734088
RNF219|RNF219	1.00944833470105
UQCRC1|UQCRC1	-1.00920997522637
RACK1|RACK1	-1.00832303289042
DISP1|DISP1	1.00803291116396
SNIP1|SNIP1	-1.00802420311095
VASN|VASN	-1.00799791507217
TMEM201|TMEM201	1.00793902825429
EYY68_mgp01|ND6	-1.00762128319243
SRSF7|SRSF7	-1.00752644336945
EHD3|EHD3	1.00719227282646
BTBD11|BTBD11	-1.00708036432915
RUBCNL|RUBCNL	1.0069317223852
PIAS4|PIAS4	-1.00663806107981
TAP2|TAP2	-1.00651113127643
CEP162|CEP162	1.00623101920148
FRY|FRY	1.0057199885771
LOC770617|LOC770617	-1.00570022668243
LOC776376|LOC776376	-1.00552436918408
LOC107050958|LOC107050958	-1.00541498736018
TCF20|TCF20	1.00536335651877
RPL4|RPL4	-1.00456371945174
MYRIP|MYRIP	-1.00403249818769
PCGF5|PCGF5	1.0037401043677
LOC107053795|LOC107053795	1.00366850867069
HCK|HCK	-1.00302785837688
ATF7IP|ATF7IP	1.00275796523567
MCAT|MCAT	-1.00239228074703
PIGG|PIGG	1.00232657900155
HDAC10|HDAC10	1.00222210342805
ATM|ATM	1.0018201129527
KIF24|KIF24	1.0017281805337
LOC112533587|LOC112533587	-1.00142925699314
AKR1B1L|AKR1B1L	-1.00117078533654
NT5C3B|NT5C3B	-1.00115340438461
ATP5H|ATP5H	-1.00045966406638
CHRDL2|CHRDL2	0.99985961739137
TRIM9|TRIM9	-0.999724707935688
PDZD11|PDZD11	-0.999693201989293
LOC107049828|LOC107049828	-0.999644839005327
LOC107053354|LOC107053354	0.999401793891883
PRODH|PRODH	-0.999352060480741
HSCB|HSCB	-0.999119076963925
ATG16L1|ATG16L1	-0.998868076200039
NUP188|NUP188	0.998867103672525
AADAC|AADAC	0.998863598218001
ARF1|ARF1	-0.99885198556547
SH3BGRL3|SH3BGRL3	-0.998569308585598
FBXO4|FBXO4	-0.998147203516739
TMBIM4|TMBIM4	0.997007044549641
ARSK|ARSK	0.996863549550461
HMGB3|HMGB3	0.996851621890734
MIER3|MIER3	0.996572860291564
LOC107049937|LOC107049937	-0.996438181515943
RPL36|RPL36	-0.996291029004487
IMPA1|IMPA1	-0.996278044632941
LOC112529922|LOC112529922	-0.996144652772829
MAP7D1|MAP7D1	-0.994697418429518
AVDL|AVDL	-0.994191512896067
YPEL2|YPEL2	0.993998087015612
RTKN|RTKN	0.993591873025317
COPG1|COPG1	-0.992983820170213
REXO2|REXO2	-0.992962901381701
XIAP|XIAP	0.992337301555562
CCNI|CCNI	-0.992310416851861
ZNF746|ZNF746	-0.992287155726579
SCAMP1|SCAMP1	0.992073201563913
PPP1R12B|PPP1R12B	0.991678132152104
BG8|BG8	-0.991596563457228
P4HA2|P4HA2	0.990630253642113
LOC101749469|LOC101749469	0.990583646791359
FAM135A|FAM135A	0.990509094081883
UBE2O|UBE2O	-0.990144434100709
RANBP9|RANBP9	0.98989977385689
LRRC8D|LRRC8D	0.989739041244794
LOC427439|LOC427439	0.989704333312486
MB21D1|MB21D1	-0.989107387327951
FSHR|FSHR	0.988825700095874
COPS9|COPS9	-0.988714061610808
LOC107053677|LOC107053677	0.988689292826575
DDT|DDT	-0.988456005407774
ITIH6|ITIH6	-0.988416629437269
POMT1|POMT1	0.988144532726017
TUBA1C|TUBA1C	-0.987990277482308
RPL35|RPL35	-0.987417539229453
SRGAP1|SRGAP1	0.9872943273975
MLXIP|MLXIP	0.987014341787141
FAM171B|FAM171B	0.986847240787748
LOC107055055|LOC107055055	0.986559829715223
MPC2|MPC2	-0.986302456286451
EPB41L4B|EPB41L4B	0.986241261997014
BNIP2|BNIP2	0.986059669904315
TUBGCP5|TUBGCP5	0.986034043710352
SRSF2|SRSF2	-0.985301494599917
RFLNB|RFLNB	-0.985144209138718
UBA6|UBA6	0.984656848403481
CNOT6L|CNOT6L	0.984503143743478
ADSL|ADSL	0.984336562622147
PGAP3|PGAP3	-0.984153445608356
CCDC13|CCDC13	0.983637230868196
OSTF1|OSTF1	0.983472238032383
LOC107049545|LOC107049545	-0.982697119646398
APC|APC	0.982282135286612
RTKN2|RTKN2	0.982232073444508
DNAH17|DNAH17	-0.982199956335364
MRPL28|MRPL28	-0.982101857516421
NAAA|NAAA	-0.981722687768228
COG1|COG1	-0.981608219683056
FOXRED1|FOXRED1	-0.981392227572076
SLC44A5|SLC44A5	0.981275462361622
HHIPL1|HHIPL1	-0.981055169090204
H3F3B|H3F3B	0.9810104783367
TET2|TET2	0.980556380909358
FGF14|FGF14	0.980482515675223
SEMA3D|SEMA3D	-0.979321088138594
STAB2|STAB2	0.979008835090154
LOXL3|LOXL3	-0.978999081111581
CDHR3|CDHR3	0.978313854508134
GBA2|GBA2	-0.978274619786372
ATXN3|ATXN3	0.978212284287749
TPP2|TPP2	0.97803040116149
SLC25A34|SLC25A34	0.977831757125783
PRPF4|PRPF4	-0.977749704703876
GABARAPL1|GABARAPL1	0.977739744702704
ARMC7|ARMC7	0.977655652500362
LOC107052491|LOC107052491	0.977589061174539
ZC3H12B|ZC3H12B	0.977476248746321
DCLK3|DCLK3	0.977426117827122
LMBR1|LMBR1	0.976569447971791
SLC5A6|SLC5A6	-0.976238309487152
YKT6|YKT6	-0.975957433768524
LOC101748473|LOC101748473	-0.975819392121311
PLK1|PLK1	-0.97552175560804
IQCK|IQCK	0.975452380013806
ARRDC3|ARRDC3	0.974615357825826
LOC112531259|LOC112531259	-0.974345031436515
PEF1|PEF1	-0.973913903814477
SNF8|SNF8	-0.973333788923475
VCPKMT|VCPKMT	-0.973160570176724
NLRC5|NLRC5	0.973098289356883
COA5|COA5	-0.972267492829201
LCT|LCT	-0.972194487838223
ROBO1|ROBO1	0.971445917442684
DBNL|DBNL	-0.971065100304631
PPP1R3C|PPP1R3C	-0.9707621268743
CZH9orf72|CZH9orf72	0.970617731449425
LOC112530976|LOC112530976	-0.970048753921985
MIEN1|MIEN1	-0.969909696779396
PGAP2|PGAP2	-0.96989579421927
RPS6KL1|RPS6KL1	-0.969893978891467
H2AFX|H2AFX	-0.969745545483033
DNAJC9|DNAJC9	-0.969474095701021
WDCP|WDCP	0.969276996178073
MRPL24|MRPL24	-0.969169947059117
TYMS|TYMS	-0.969011031355577
JMJD6|JMJD6	-0.96890737139507
LOC112532752|LOC112532752	-0.968813637130303
COL4A3BP|COL4A3BP	0.968539139381118
LOC107054691|LOC107054691	-0.968202417780942
NHS|NHS	0.967928616837251
MFSD6|MFSD6	0.967820728381539
ARAP3|ARAP3	0.967703578096024
SEC13|SEC13	-0.967683371980778
AQP3|AQP3	0.967121372015372
MUSK|MUSK	0.967013705137588
JADE2|JADE2	0.966828295977089
RBM33|RBM33	0.966814204730592
SAYSD1|SAYSD1	0.966721486986969
CD5|CD5	-0.966643617894359
PAFAH1B1|PAFAH1B1	0.966454802673952
LOC107055074|LOC107055074	-0.966332215943742
SH3KBP1|SH3KBP1	-0.966133659533528
COPS8|COPS8	0.965606950136648
LOC112533226|LOC112533226	-0.965382362786023
CABIN1|CABIN1	0.964373954367612
CASP8|CASP8	-0.964220428275184
LOC107053811|LOC107053811	0.963877581584186
FOXA1|FOXA1	-0.963752596301446
SCRN2|SCRN2	-0.963751687131476
PLEKHH2|PLEKHH2	0.963707790463501
CCDC142|CCDC142	0.963691693334483
MFSD11|MFSD11	0.963335828350538
CEBPA|CEBPA	-0.963046552641183
DNAJC15|DNAJC15	-0.962843856812077
AMT|AMT	-0.962726585053727
PUM2|PUM2	0.962713988300384
FCHSD2|FCHSD2	0.962681873021901
LOC112533095|LOC112533095	0.962680875379338
MGP|MGP	-0.962533075412879
LOC101750152|LOC101750152	-0.962393111368487
MAPK15|MAPK15	0.962310737361574
LOC107053962|LOC107053962	0.961997297195339
ACE2|ACE2	-0.961782467005661
LOC112533491|LOC112533491	-0.961696642495819
DVL3|DVL3	-0.961355146193605
LOC112532437|LOC112532437	-0.961271987409626
HEMK1|HEMK1	0.961188877799265
MAP1LC3A|MAP1LC3A	0.961146040991072
SPIRE2|SPIRE2	0.960948405521059
RAB3IP|RAB3IP	0.960939218165223
PM20D2|PM20D2	-0.960664920504292
AP1G1|AP1G1	0.960529632448932
LOC426097|LOC426097	-0.960440738132839
GOT1|GOT1	-0.960330485855489
PSMF1|PSMF1	-0.960215508095929
TMEM173|TMEM173	0.959941088447915
PSTPIP1|PSTPIP1	0.959776904736702
PLEKHH3|PLEKHH3	-0.959631302959153
ENPEP|ENPEP	0.959361492603532
TRIM27.1|TRIM27.1	-0.959061180004114
IBA57|IBA57	-0.957898181808234
SUDS3|SUDS3	-0.95762644743159
LOC112532993|LOC112532993	0.95722331064549
LOC112533016|LOC112533016	-0.957117425445066
RPUSD3|RPUSD3	-0.956224475943779
SF3A3|SF3A3	-0.955274977165616
LOC101751418|LOC101751418	0.955084646147617
SPATA2|SPATA2	0.954724688464601
LOC112531136|LOC112531136	0.95456846664486
MMP15|MMP15	-0.954546796502971
CPB2|CPB2	0.954378727434818
GPSM1|GPSM1	-0.954081175206417
CANX|CANX	-0.954064274378037
HAO1|HAO1	0.95400720504119
EHHADH|EHHADH	0.953821918256876
FMO3|FMO3	0.953719055368482
LOC417113|LOC417113	-0.953482228946653
HCLS1|HCLS1	-0.953074429975737
LOC107054704|LOC107054704	-0.951771030020381
ACAT1|ACAT1	-0.951423380006677
LOC107052035|LOC107052035	-0.951251847602397
GART-B|GART-B	-0.951167920544618
LOC112529957|LOC112529957	-0.950900583331608
TIGAR|TIGAR	-0.950677098842185
C9orf85|C9orf85	-0.950587822712861
NPL|NPL	0.950539961702293
ERR2984230.28029	-0.94963120344936
GSTT1|GSTT1	0.94926882621182
LOC107052361|LOC107052361	-0.949171833306438
LOC112531883|LOC112531883	0.949093914530399
SLC9A3R1|SLC9A3R1	-0.949035533178969
LOC112531936|LOC112531936	-0.948990700652399
LOC425756|LOC425756	-0.948876071319784
SPIA4|SPIA4	0.948496294336733
VEGFA|VEGFA	0.948472786997079
TIAL1|TIAL1	0.948333909887366
ELMOD2|ELMOD2	0.948304107611751
LOC107051771|LOC107051771	0.948293291683794
KCTD20|KCTD20	0.94821632698425
C5H14orf166|C5H14orf166	-0.94750522548009
SLC25A38|SLC25A38	-0.94738362140024
TNFRSF18|TNFRSF18	0.947131253551188
FAM65C|FAM65C	0.946946130347109
ACTR5|ACTR5	-0.946755916024509
BCDIN3D|BCDIN3D	-0.94669695842252
KANK3|KANK3	-0.946073413846962
LOC107051263|LOC107051263	-0.945902777354368
ADNP|ADNP	0.945802956472087
ZBTB7A|ZBTB7A	-0.945538035950192
WDR20|WDR20	0.945106633870455
LOC107052228|LOC107052228	0.945070770594658
CYP2AC1|CYP2AC1	0.945000317225754
LOC101751866|LOC101751866	0.944965854569578
CACNB4|CACNB4	0.944555172080731
INSIG2|INSIG2	0.944029212778209
EPB41L3|EPB41L3	0.943803120979463
CCDC12|CCDC12	-0.943578071316284
UBR2|UBR2	0.943363048929314
ANKS3|ANKS3	0.943302327109282
LOC101749362|LOC101749362	0.942968897855675
SNN|SNN	-0.94226701753877
HDAC1|HDAC1	0.941816265693415
HIP1|HIP1	-0.941426863101663
SIRT4|SIRT4	-0.941161552277281
BRAT1|BRAT1	0.941150662848736
SDF2|SDF2	-0.941071715470234
LOC101748539|LOC101748539	-0.940864778107648
LOC107051594|LOC107051594	-0.940606362250322
TSPOAP1|TSPOAP1	0.940361512870559
NIPAL3|NIPAL3	0.940258087816332
LOC112530216|LOC112530216	0.940200642495855
CEMIP|CEMIP	0.940024305825043
PPP6R2|PPP6R2	-0.939799000076603
DYX1C1|DYX1C1	0.939671322618924
VPS37A|VPS37A	0.939410308965273
POLR1B|POLR1B	-0.93930182327074
NDUFA6|NDUFA6	-0.938981766908355
MOB1A|MOB1A	-0.938382491525088
ANAPC15|ANAPC15	-0.938092342023605
LOC771972|LOC771972	0.937545486391287
PHF3|PHF3	0.937450593469334
SIDT2|SIDT2	-0.937446781637011
ADM|ADM	0.937424232466187
VCP|VCP	-0.937040655886842
LOC100859602|LOC100859602	0.936957520454819
SPATA18|SPATA18	0.936920782680127
ELP2|ELP2	-0.936422902459221
AP3M2|AP3M2	0.936212775436541
BTG2|BTG2	-0.936060809033154
ALB|ALB	0.935977439392236
LOC112532614|LOC112532614	0.93589300227534
HYKK|HYKK	-0.935578967068773
ATP2C1|ATP2C1	0.935008681666147
SMCHD1|SMCHD1	0.934923149174281
NR4A1|NR4A1	-0.934879148830071
MIPEP|MIPEP	-0.934416583937822
ZNF513|ZNF513	-0.933801926614176
SMARCB1|SMARCB1	-0.933326170912993
KIAA1147|KIAA1147	0.93331751429617
ILVBL|ILVBL	-0.933291764636208
KLHL6|KLHL6	0.933040412312569
LOC100859276|LOC100859276	-0.932732386506694
SLCO2B1|SLCO2B1	0.932339678684666
CARMIL3|CARMIL3	-0.932068538202134
CPEB1|CPEB1	-0.931693879280821
CLSTN1|CLSTN1	0.931401550866395
LOC422894|LOC422894	0.93119286218039
RAMP3|RAMP3	0.930542535103015
LOC107050459|LOC107050459	-0.93040780558457
SLC25A46|SLC25A46	0.930247934198228
SLC35G2|SLC35G2	0.930231363510678
CHTOP|CHTOP	-0.929820972827811
DELE|DELE	0.929695066367778
KDELR2|KDELR2	-0.929479515832259
ZBTB41|ZBTB41	0.929475628061625
PITX3|PITX3	0.929425317875559
TSC22D1|TSC22D1	-0.92872962214688
KDM4C|KDM4C	0.928632396867139
TM9SF2L|TM9SF2L	0.928588854638817
CAMKMT|CAMKMT	-0.928034584134428
IL13RA2|IL13RA2	0.927694640431118
MED30|MED30	0.927662864948675
CD99|CD99	-0.927641489345115
ANKRD54|ANKRD54	-0.9276235603059
ITGAV|ITGAV	0.92755372841921
TRAIP|TRAIP	-0.927473137148768
PELI1|PELI1	0.927302217954534
RER1|RER1	-0.92703571220863
LOC423462|LOC423462	-0.926911707156497
UPP1|UPP1	-0.926760000427062
PHF13|PHF13	0.926630732307918
GUK1|GUK1	-0.926589607958064
MESDC1|MESDC1	-0.926528872512361
PDAP1|PDAP1	-0.926128346785551
SEMA3G|SEMA3G	0.925901739164741
PTK2|PTK2	0.925685990619469
NKTR|NKTR	0.925454162088202
CMTM8|CMTM8	-0.925422010988993
AKAP9|AKAP9	0.925086457128407
SGO1|SGO1	-0.925047119266988
MIR1647|MIR1647	-0.924944016349433
NME7|NME7	-0.924810046013673
PTPN4|PTPN4	0.924321441243451
SCIN|SCIN	0.924250906718527
OST4|OST4	-0.923980242073557
MTF1|MTF1	0.923967512343496
SOCS1L|SOCS1L	-0.923958630218332
DSTN|DSTN	-0.923806435679694
MMP16|MMP16	0.922045243600105
SLC45A1|SLC45A1	0.921947440690867
STIP1|STIP1	-0.921658278180458
TTC9|TTC9	-0.921610962162278
SEMA5B|SEMA5B	0.921422663682718
TRAM1|TRAM1	-0.921362708724069
COPRS|COPRS	-0.921318629048943
CCT7|CCT7	-0.921014438008834
CUX2|CUX2	0.920239115231026
NKAIN4|NKAIN4	-0.920217544918151
YME1L1|YME1L1	0.919945004394822
LOC112530103|LOC112530103	-0.919698681203657
ZYX|ZYX	-0.919552364464802
LOC112530492|LOC112530492	0.919465565049744
HMBS|HMBS	-0.919455929670736
ARID4A|ARID4A	0.919089463190011
COL17A1|COL17A1	0.918986367106008
BCORL|BCORL	0.91869236034755
HERC2|HERC2	0.918417364875612
KCNMA1|KCNMA1	0.918415872513246
HMGCS1|HMGCS1	0.91808562893565
NLE1|NLE1	-0.917969052219075
GMPR|GMPR	0.917700514477958
THSD4|THSD4	0.917680567417799
PCCA|PCCA	-0.917589652805145
SLC25A47|SLC25A47	-0.916736141171213
DUSP16|DUSP16	0.916202901569349
ABLIM1|ABLIM1	0.916029390447884
WDR53|WDR53	-0.915960617347888
ABCA2|ABCA2	0.915490301198367
TOMM6|TOMM6	-0.915481220862367
LEPR|LEPR	0.915290568403463
HIST1H2A3|HIST1H2A3	-0.915118360885989
GLTSCR2|GLTSCR2	-0.915094338199744
STAM2|STAM2	0.914662049594682
TBC1D2B|TBC1D2B	0.914599068794296
ZNF516|ZNF516	-0.91448596105977
BMPR2|BMPR2	0.914408864179245
LATS2|LATS2	0.914286880908662
LOC107053968|LOC107053968	0.914245213488185
ATP9B|ATP9B	0.91416370398095
CDC73|CDC73	0.914023500810372
PI3|PI3	-0.913794674787782
MIEF2|MIEF2	-0.913444045574696
ACVR1B|ACVR1B	0.913319002675189
SMARCA1|SMARCA1	0.912984894025321
NAA40|NAA40	-0.91296894344978
COL5A2|COL5A2	0.912734059956413
MAT2A|MAT2A	-0.912659528129305
LOC107054251|LOC107054251	0.912046877040781
ASXL2|ASXL2	0.912041588139401
ZNF365|ZNF365	-0.912016334006676
RAP2A|RAP2A	-0.911586122586998
DHRSX|DHRSX	0.911412450976504
IFNAL2|IFNAL2	-0.910674950807875
ISPD|ISPD	0.910233472029781
SPATA4|SPATA4	0.910189801188001
LOC107052292|LOC107052292	0.909856023624553
DDHD1|DDHD1	0.909602281018206
GPR183|GPR183	0.909287777875712
LOC101747995|LOC101747995	-0.909143059643105
PDS5B|PDS5B	0.908552582369804
RASAL2|RASAL2	0.908242441859455
TFCP2L1|TFCP2L1	0.907926419917852
TLL1|TLL1	0.906920758958308
FUK|FUK	-0.906793770748492
UQCC1|UQCC1	-0.906666133328393
HTR1D|HTR1D	0.90653402096304
GATC|GATC	-0.906533538866142
GADD45G|GADD45G	-0.90630287724267
SARDH|SARDH	-0.906130559855351
RARB|RARB	0.906032274499722
SPINT4|SPINT4	0.905784173203283
PFDN4|PFDN4	0.905722282781569
LOC112530302|LOC112530302	0.905376305680827
PCDH12|PCDH12	-0.904971171664147
OLFML2B|OLFML2B	-0.904620367743088
FAM149A|FAM149A	0.904540879280077
ZMYND12|ZMYND12	0.904476188224631
METTL25|METTL25	-0.904312258282773
CARD8|CARD8	-0.904030743971551
ACAD9|ACAD9	-0.904021733771328
COX6C|COX6C	-0.903893723120276
DCN|DCN	0.903700189412256
NOCT|NOCT	-0.903482849497538
LOC112533184|LOC112533184	-0.903109062966875
SPIRE1|SPIRE1	0.903019027533851
ENTPD3|ENTPD3	-0.902727039948267
MMD|MMD	0.902718788379138
TBC1D4|TBC1D4	0.902500146193581
NCBP2|NCBP2	-0.902191993836435
SLC25A39|SLC25A39	-0.902150728894183
WDR12|WDR12	-0.902009911206736
OCLN|OCLN	0.901956823267284
ECM1|ECM1	-0.901895080991044
VPS18|VPS18	0.90188339344407
NDUFA4|NDUFA4	-0.901472300224888
C2CD5|C2CD5	0.901390602573841
FUCA1|FUCA1	-0.901102671509758
HMGN4|HMGN4	-0.900854764267247
SYF2|SYF2	-0.90074200308996
CIPC|CIPC	0.90053894133739
ZBTB38|ZBTB38	0.900351534780448
COPS7B|COPS7B	-0.899740330934462
CPEB4|CPEB4	0.899412124293298
BET1L|BET1L	-0.89896741768808
ABCB10|ABCB10	0.898716357167861
NEK11|NEK11	0.89870563389608
TRMU|TRMU	-0.898335880402017
TMEM245|TMEM245	0.898274679863521
PRKCZ|PRKCZ	0.898102679563212
LOC112533159|LOC112533159	-0.897813454577516
FER|FER	0.897494894773779
NR1H4|NR1H4	0.897394423193717
AMOT|AMOT	0.896859982493022
LOC112530015|LOC112530015	-0.896540282827775
ATG12|ATG12	-0.896511771828332
PPIH|PPIH	-0.896483129901065
ERAP1|ERAP1	0.896428502146181
LOC107049379|LOC107049379	0.896347522394793
YWHAE|YWHAE	-0.896209162475658
IKBKAP|IKBKAP	-0.895771614661056
DDX49|DDX49	-0.895680505435383
EFCAB5|EFCAB5	0.895443988174188
ABHD14A|ABHD14A	-0.895418709786268
AASDHPPT|AASDHPPT	0.895267601641082
LYAR|LYAR	-0.895151510844962
SGCD|SGCD	0.89476176122841
FIP1L1|FIP1L1	-0.894335138961569
PLCXD2|PLCXD2	0.89415079538925
TOMM5|TOMM5	-0.893859183001785
KCNE3|KCNE3	-0.893538124459367
ABHD12|ABHD12	0.89302580563597
NSUN4|NSUN4	-0.892937628600939
CD180|CD180	0.892809350537877
ACBD5|ACBD5	0.892686674689089
ITFG1|ITFG1	0.892669508725677
TGM2|TGM2	0.892657913581591
ASCC3|ASCC3	0.892239221476931
THEM4|THEM4	-0.892067745647314
NLK|NLK	-0.891883224454132
ATP2A3|ATP2A3	0.891879150762255
ARHGEF3|ARHGEF3	0.8918276501905
BFAR|BFAR	0.891794980417597
GLG1|GLG1	0.891732072976427
CDCA7L|CDCA7L	-0.891259322761122
AMY1A|AMY1A	0.890959570184686
CPED1|CPED1	0.890805890199385
LYSMD2|LYSMD2	-0.890792709828918
ALDH6A1|ALDH6A1	0.890455857229752
LOC112530399|LOC112530399	-0.890363400804549
MARCH8|MARCH8	0.890171036702259
LOC107053389|LOC107053389	-0.890134536004106
DCAF15|DCAF15	-0.889793172901271
RSFR|RSFR	0.889746452565899
GTF2IRD1|GTF2IRD1	-0.889714119345077
NPNT|NPNT	0.889473912691737
GIF|GIF	-0.889473266817714
AMMECR1|AMMECR1	0.88937908659814
CRAT|CRAT	0.889353687335117
MSTO1|MSTO1	-0.889020338004824
LOC107054855|LOC107054855	0.888987031761468
C11orf24|C11orf24	0.888770577309055
LOC112532217|LOC112532217	-0.888438091656508
LOC112530403|LOC112530403	-0.888147977352436
LCP2|LCP2	0.887971505307653
CNST|CNST	0.887817603500795
KIF5C|KIF5C	0.887462459927861
ZNF598|ZNF598	0.887234690344902
C5H11ORF9|C5H11ORF9	0.88716294149122
SLC3A1|SLC3A1	0.886968875750967
OGFOD2|OGFOD2	-0.886931614594896
COL19A1|COL19A1	-0.886836912750797
ORC1|ORC1	-0.886805222235069
POLR3E|POLR3E	-0.886600766541403
SPTAN1|SPTAN1	-0.886423770597576
PIT54|PIT54	-0.886370031740126
SULT1C3|SULT1C3	0.886279393286304
CYP4B7|CYP4B7	0.886273843978471
LOC107054575|LOC107054575	0.886088355428651
CEP170|CEP170	0.886039476454353
