gene_id,CN_2w_2,CN_2w_1,CN_4w_1,HT_2w_2,HT_2w_1,HT_4w_1
LOC107051719|LOC107051719,0,0,0,0,0,0
LOC101749752|LOC101749752,0,6,7,58,24,22
BBS12|BBS12,16,24,53,40,22,19
CETN1|CETN1,27,78,78,147,69,66
ADAD1|ADAD1,10,19,0,23,5,8
LOC107051715|LOC107051715,13,26,142,40,25,34
IL21|IL21,0,0,0,0,0,0
IL2|IL2,0,0,0,0,0,0
SPATA5|SPATA5,137,486,555,557,468,355
FGF2|FGF2,0,3,7,4,1,1
LOC107051717|LOC107051717,36,130,176,126,82,90
NUDT6|NUDT6,294,1429,1116,2153,1320,1064
TRPC3|TRPC3,0,17,30,48,33,58
BBS7|BBS7,31,88,173,249,242,258
CCNA2|CCNA2,38,257,294,194,262,222
EXOSC9|EXOSC9,198,513,694,1040,1022,679
KIAA1109|KIAA1109,468,1174,2693,2433,2474,3545
NDNF|NDNF,8,8,6,27,24,33
LOC112532347|LOC112532347,0,0,4,8,4,6
TNIP3|TNIP3,10,15,51,69,42,26
PRDM5|PRDM5,0,6,18,10,13,21
MAD2L1|MAD2L1,33,145,124,271,158,130
ANXA5|ANXA5,3689,13811,18941,31514,12431,15640
RPL7L1|RPL7L1,780,3520,3441,5000,3805,2503
LOC107051795|LOC107051795,311,1436,1029,1885,1218,908
MIR7468,0,1,1,1,1,1
MIR7468|MIR7468,2,3,7,3,6,8
PDE5A|PDE5A,111,222,361,572,411,236
LOC107051713|LOC107051713,0,0,0,0,4,0
LOC107051714|LOC107051714,5,7,0,8,0,0
LOC112532406|LOC112532406,0,0,0,1,0,10
LOC107051712|LOC107051712,0,0,0,0,0,0
LOC112532405|LOC112532405,0,0,0,0,0,0
SYNPO2|SYNPO2,36,79,134,261,153,136
METTL14|METTL14,159,684,846,1081,951,486
SEC24D|SEC24D,973,2061,4218,4274,4533,3505
NDST3|NDST3,41,187,190,239,233,156
PRSS12|PRSS12,0,0,7,4,5,10
LOC112532407|LOC112532407,0,0,0,0,0,0
LOC112532452|LOC112532452,1,10,3,3,0,7
LOC107051710|LOC107051710,0,0,7,0,0,0
NDST4|NDST4,0,8,22,12,15,5
LOC112532302|LOC112532302,0,0,0,0,0,0
UGT8|UGT8,201,421,749,1433,1094,813
ARSJ|ARSJ,10,36,69,39,55,39
CAMK2D|CAMK2D,165,179,953,656,319,246
LOC107051707|LOC107051707,0,0,0,0,0,0
ALPK1|ALPK1,9,9,65,32,18,11
TIFA|TIFA,31,37,102,109,52,40
MIR302B|MIR302B,0,0,0,0,0,0
MIR302B,0,0,0,0,0,0
MIR1811|MIR1811,0,0,0,0,0,0
MIR1811,0,0,0,0,0,0
MIR302A|MIR302A,0,0,0,0,0,0
MIR302A,0,0,0,0,0,0
MIR302D|MIR302D,0,0,0,0,0,0
MIR302D,0,0,0,0,0,0
MIR367|MIR367,0,0,0,0,0,0
MIR367,0,0,0,0,0,0
ZGRF1|ZGRF1,0,36,18,33,25,33
LARP7|LARP7,65,270,371,554,319,229
MIR302C|MIR302C,2,0,0,0,0,0
ERR2984226.8405|MIR302C,1,0,0,0,0,0
AP1AR|AP1AR,314,831,953,2738,1325,1266
ANK2|ANK2,11,20,18,28,19,15
LOC112532349|LOC112532349,0,0,0,0,0,0
C4H4ORF32|C4H4ORF32,193,636,821,1302,825,618
LOC112532384|LOC112532384,0,0,0,0,0,0
PITX2|PITX2,12,30,91,119,110,47
ENPEP|ENPEP,520,1318,2938,3343,2890,2068
ELOVL6|ELOVL6,20202,49944,41626,39996,54797,43449
LOC107051706|LOC107051706,109,165,100,59,189,172
LOC112532285|LOC112532285,828,1973,2234,3089,3647,2972
MCUB|MCUB,849,3851,3855,12183,6867,4919
LOC107051705|LOC107051705,116,419,528,1374,697,476
GAR1|GAR1,208,726,809,1111,625,767
CFI|CFI,5273,13522,17400,43297,22159,21256
MIR7466|MIR7466,18,92,95,173,114,97
ERR2984226.8425|MIR7466,1,19,1,37,24,1
CASP6|CASP6,1551,6946,7167,17306,11174,6379
PDLIM5|PDLIM5,251,678,1079,2004,1422,907
BMPR1B|BMPR1B,83,181,342,402,171,206
UNC5C|UNC5C,19,90,175,208,189,104
MIR122B|MIR122B,0,0,0,0,0,0
MIR122B,0,0,0,0,0,0
LOC107053274|LOC107053274,0,4,17,10,6,0
RAP1GDS1|RAP1GDS1,611,2032,2300,3941,2527,2151
LOC107053275|LOC107053275,13,3,5,15,12,18
TSPAN5|TSPAN5,966,3286,2893,6462,4448,4477
LOC112532320|LOC112532320,0,11,5,11,18,4
LOC101748470|LOC101748470,10,20,17,28,23,30
LOC107053273|LOC107053273,12,15,26,14,56,32
EIF4E|EIF4E,1007,3404,4004,6038,4168,3180
LOC101748510|LOC101748510,20,52,48,234,123,78
METAP1|METAP1,402,1022,1440,1802,1521,1333
ADH5|ADH5,2863,11374,9497,19880,12644,12728
ANKRD17|ANKRD17,737,1581,3151,3038,3068,2294
ALB|ALB,1189699,3231291,3809608,7708609,4255450,4096976
TRMT10A|TRMT10A,112,373,407,605,425,341
MTTP|MTTP,1419,2589,3894,4688,3666,4476
C4H4orf54|C4H4orf54,184,351,266,435,286,685
DAPP1|DAPP1,82,329,451,704,365,282
LAMTOR3|LAMTOR3,468,1549,1817,3398,2272,1795
C4H4orf17|C4H4orf17,113,196,216,263,281,238
LOC112529921|LOC112529921,5403,22773,16570,38273,22654,19896
LOC107053271|LOC107053271,22,59,86,68,89,48
LOC107053272|LOC107053272,66,164,204,171,162,157
ADH6|ADH6,6763,25631,21140,44972,25486,25050
ADH1L|ADH1L,2103,8174,6331,13005,8569,6383
ADH1C|ADH1C,32065,85831,99594,199095,111358,111070
DNAJB14|DNAJB14,535,1660,2298,3687,2623,2354
H2AFZ|H2AFZ,486,2421,2224,3649,1902,1454
PPP3CA|PPP3CA,120,296,478,489,281,203
BANK1|BANK1,0,19,62,50,5,22
LOC107053268|LOC107053268,0,6,0,18,26,21
SLC39A8|SLC39A8,170,290,448,1283,1172,636
NFKB1|NFKB1,380,943,1656,2238,1737,1262
MANBA|MANBA,427,1004,1301,1764,1463,1152
SLC9B2|SLC9B2,96,278,471,766,578,544
UBE2D3|UBE2D3,1305,3762,4748,8645,5752,4097
CISD2|CISD2,148,522,499,1103,681,507
CENPE|CENPE,29,20,66,74,92,62
BDH2|BDH2,947,2218,2981,7701,3894,3816
C4H4ORF47|C4H4ORF47,0,0,0,0,0,0
CCDC110|CCDC110,18,91,62,119,65,61
PDLIM3|PDLIM3,13,18,26,34,48,12
LOC112532412|LOC112532412,0,5,4,0,0,0
TLR3|TLR3,208,639,914,1791,1158,781
FAM149A|FAM149A,273,539,751,1477,851,595
SORBS2|SORBS2,467,958,1507,2424,1612,1806
LOC112532411|LOC112532411,1,0,5,0,0,0
CYP4V2|CYP4V2,1499,4108,4816,10405,7375,9866
F11|F11,483,943,1478,3506,1622,2778
FAT1|FAT1,494,748,1298,1648,624,1903
FRG1|FRG1,190,544,820,1319,935,596
ASAH1|ASAH1,749,2328,3583,5500,3510,2333
PDGFRL|PDGFRL,12,60,43,63,69,27
PCM1|PCM1,309,688,1458,1714,1250,1373
FGL1|FGL1,10,26,45,43,42,32
LOC769155|LOC769155,35,129,95,183,130,95
MTUS1|MTUS1,705,1950,2946,4826,2930,2786
MTMR7|MTMR7,210,619,820,1484,910,737
FET1|FET1,0,0,0,0,0,0
SLC7A2|SLC7A2,1922,6165,7780,21423,5972,6930
MIR1605|MIR1605,0,0,0,0,0,0
MIR1605,0,0,0,0,0,0
ZDHHC2|ZDHHC2,15,17,35,35,32,21
VPS37A|VPS37A,141,446,792,921,714,649
CNOT7|CNOT7,851,2424,3413,5622,3671,3326
FGF20|FGF20,4,0,0,0,0,0
MICU3|MICU3,323,844,1020,2092,1096,897
LOC112532334|LOC112532334,0,0,6,3,7,0
TUSC3|TUSC3,249,907,529,1763,928,696
KIAA1456|KIAA1456,10,21,35,144,36,13
DLC1|DLC1,97,273,526,926,645,414
CEP135|CEP135,18,25,53,66,33,26
KIAA1211|KIAA1211,36,81,120,252,142,93
NMU|NMU,0,0,0,0,0,0
EXOC1|EXOC1,188,563,813,1311,965,758
KIT|KIT,0,0,0,16,5,12
KDR|KDR,191,375,869,869,456,403
PDGFRA|PDGFRA,18,47,52,134,60,30
LOC100857440|LOC100857440,0,0,0,0,0,1
CLOCK|CLOCK,662,1844,2679,2711,2640,2342
LOC112532385|LOC112532385,5,10,7,10,0,5
TMEM165|TMEM165,236,767,947,1547,1266,844
SRD5A3|SRD5A3,49,361,293,678,402,343
CHIC2|CHIC2,174,346,699,1203,669,624
LONRF1|LONRF1,305,717,1105,1624,639,887
PAICS|PAICS,10724,28420,32075,55642,20353,21450
PPAT|PPAT,6078,16493,23178,33205,13970,12707
LNX1|LNX1,5,14,4,33,10,8
FIP1L1|FIP1L1,386,1357,1384,2234,1777,1420
RASL11B|RASL11B,0,21,13,39,32,17
LOC422757|LOC422757,78,358,252,516,380,212
LOC112532459|LOC112532459,2,3,3,2,4,2
LOC107053245|LOC107053245,0,0,3,3,0,0
SCFD2|SCFD2,521,1520,1873,3008,1843,1394
USP46|USP46,226,584,913,1371,1099,749
LOC112532304|LOC112532304,9,19,50,82,44,52
SPATA18|SPATA18,19,75,82,178,85,106
SGCB|SGCB,165,538,663,783,874,634
DCUN1D4|DCUN1D4,339,1130,1322,2708,1491,1234
LRRC66|LRRC66,43,226,173,657,263,202
ZAR1|ZAR1,6,0,3,7,0,0
SLC10A4|SLC10A4,4,9,5,0,11,0
LOC107053243|LOC107053243,8,7,24,17,10,21
SLAIN2|SLAIN2,244,711,978,1428,1071,908
LOC112532290|LOC112532290,0,7,0,12,5,8
LOC112532289|LOC112532289,8,6,21,12,15,17
NIPAL1|NIPAL1,11,20,62,57,18,25
TEC|TEC,46,54,161,258,131,109
TXK|TXK,15,37,79,132,51,88
FRYL|FRYL,373,819,2225,1847,1473,1686
OCIAD1|OCIAD1,682,2521,2496,4911,3328,2380
NFXL1|NFXL1,141,235,392,598,395,399
LOC112532327|LOC112532327,0,0,0,7,5,0
CORIN|CORIN,0,4,11,8,9,18
ATP10D|ATP10D,173,145,987,574,280,222
COMMD8|COMMD8,128,558,556,696,815,403
LOC107053239|LOC107053239,3,8,8,0,9,0
LOC107053241|LOC107053241,0,0,0,0,0,0
GABRA4|GABRA4,0,0,0,0,0,0
GABRG1|GABRG1,0,3,0,4,0,6
GABRA2|GABRA2,0,0,0,0,0,0
LOC107053238|LOC107053238,0,0,0,0,0,0
GUF1|GUF1,88,290,393,662,446,408
GNPDA2|GNPDA2,164,487,688,969,702,447
ATP8A1|ATP8A1,426,1364,2226,2896,1892,549
PHOX2B|PHOX2B,0,0,16,0,0,0
LOC101749278|LOC101749278,0,17,16,17,37,13
BEND4|BEND4,8,16,46,41,31,39
SLC30A9|SLC30A9,510,1240,1587,2456,2073,1476
TMEM33|TMEM33,571,1680,2503,3288,2289,1807
LIMCH1|LIMCH1,42,64,172,204,125,83
APBB2|APBB2,69,184,309,383,246,268
NSUN7|NSUN7,7,0,9,23,7,7
LOC112532444|LOC112532444,0,0,0,0,0,0
LOC101749763|LOC101749763,0,0,0,0,0,0
UCHL1|UCHL1,175,553,888,482,512,395
RHOH|RHOH,32,72,279,209,149,118
RBM47|RBM47,489,1355,1790,3527,2340,1993
LOC107053235|LOC107053235,8,381,223,710,311,144
N4BP2|N4BP2,724,1882,3561,3847,2595,2278
LOC101751352|LOC101751352,79,108,188,285,184,174
PDS5A|PDS5A,503,972,2853,2174,1642,1694
LOC112532324|LOC112532324,0,0,0,0,0,0
LOC112532326|LOC112532326,0,13,14,14,13,15
UBE2K|UBE2K,422,1579,1819,2600,1935,1622
SMIM14|SMIM14,2890,11253,12164,24072,15882,10599
LOC112532325|LOC112532325,6,7,12,12,12,10
UGDH|UGDH,1404,4939,6475,22091,8161,7218
TMEM156|TMEM156,17,26,36,87,24,13
KLHL5|KLHL5,210,759,1070,1522,1044,812
RFC1|RFC1,335,853,1366,1832,1365,1237
WDR19|WDR19,44,127,213,302,190,262
LIAS|LIAS,231,840,908,1547,1224,954
RPL9|RPL9,4480,19727,16245,37082,23305,17188
KLB|KLB,254,907,1155,2576,1483,1053
TLR1A|TLR1A,16,26,133,65,63,23
FAM114A1|FAM114A1,470,665,1319,1647,1784,1232
TLR1B|TLR1B,56,89,498,270,167,104
KLF3|KLF3,714,2073,2489,3285,2137,1856
LOC112532355|LOC112532355,457,409,597,638,342,485
LOC112532356|LOC112532356,8,18,15,14,25,11
LOC112532439|LOC112532439,177,196,275,154,132,196
TBC1D1|TBC1D1,716,1617,2530,2713,2185,1963
RELL1|RELL1,202,572,953,1159,913,767
LOC112532440|LOC112532440,0,0,4,0,0,3
PGM2|PGM2,1919,6881,7213,9017,6107,4294
ARAP2|ARAP2,61,71,362,273,104,59
LOC107053280|LOC107053280,0,0,0,0,0,0
PCDH7|PCDH7,22,100,51,90,189,30
LOC112532264|LOC112532264,0,9,0,0,25,8
TBC1D19|TBC1D19,0,81,132,152,190,67
STIM2|STIM2,276,648,1349,1525,1279,926
RBPJ|RBPJ,105,241,537,807,477,535
SMIM20|SMIM20,322,1251,1096,2596,2037,1359
SLC34A2|SLC34A2,28,13,9,37,314,64
SEL1L3|SEL1L3,284,779,1592,1698,2048,1349
ZCCHC4|ZCCHC4,52,46,47,43,16,67
PI4K2B|PI4K2B,1058,3198,4149,6919,5398,3964
ANAPC4|ANAPC4,336,1011,1193,1843,1211,1064
LGI2|LGI2,5,17,48,30,17,11
SEPSECS|SEPSECS,895,2315,2808,4347,3084,2799
CCDC149|CCDC149,52,86,247,200,310,182
SOD3|SOD3,278,1178,698,1286,1159,537
LOC112532276|LOC112532276,44,292,213,454,239,230
DHX15|DHX15,568,1555,2739,3186,2018,1756
GBA3|GBA3,0,0,0,0,0,0
LOC112532426|LOC112532426,0,0,0,0,0,0
ADGRA3L|ADGRA3L,82,224,369,342,296,199
LOC101750783|LOC101750783,0,0,0,0,0,0
PPARGC1A|PPARGC1A,41,42,86,199,111,104
LOC112532295|LOC112532295,5,18,12,34,24,17
NCAPG|NCAPG,37,41,109,101,74,70
KCNIP4|KCNIP4,0,10,17,0,0,5
PACRGL|PACRGL,16,24,49,41,34,52
SLIT2|SLIT2,13,49,58,134,71,41
MIR218-1|MIR218-1,0,0,0,0,0,0
MIR218-1,0,0,0,0,0,0
LOC112532280|LOC112532280,9,0,34,12,7,12
LCORL|LCORL,113,290,648,951,554,500
FAM184B|FAM184B,13,0,25,63,12,47
MED28|MED28,209,737,509,1162,732,494
CLRN2|CLRN2,0,0,6,7,0,3
LAP3|LAP3,592,2398,2283,4503,2654,2268
QDPR|QDPR,1358,5342,4917,11753,5965,5303
LOC112532307|LOC112532307,0,9,4,18,7,0
LDB2|LDB2,58,130,283,401,213,137
MIR1602|MIR1602,0,0,0,0,0,1
MIR1602,0,0,0,0,0,0
LOC107053290|LOC107053290,0,0,0,0,0,0
FGFBP1|FGFBP1,4,0,0,22,6,3
TAPT1|TAPT1,746,1813,2869,4997,3680,3309
CD38|CD38,45,41,342,268,112,98
PROM1|PROM1,96,136,482,889,402,863
FGFBP2|FGFBP2,0,25,52,66,17,41
LOC107053291|LOC107053291,18,9,10,30,41,20
BST1|BST1,678,408,687,989,1841,1033
FBXL5|FBXL5,1298,2845,4193,4660,4383,3108
CC2D2A|CC2D2A,55,98,203,241,167,193
LOC101751883|LOC101751883,0,0,4,9,3,11
C1QTNF7|C1QTNF7,29,22,31,70,47,24
LOC112532438|LOC112532438,0,0,0,0,0,0
LOC107053293|LOC107053293,8,34,32,40,29,22
LOC107053292|LOC107053292,0,8,31,8,18,5
CPEB2|CPEB2,601,2473,2094,5213,3518,2495
LOC107053295|LOC107053295,0,0,0,0,0,0
RAB28|RAB28,58,181,182,451,298,260
BOD1L1|BOD1L1,333,746,1527,1433,1297,1233
HS3ST1|HS3ST1,15,55,93,126,69,37
LOC101747852|LOC101747852,6,6,12,15,6,11
CLNK|CLNK,11,47,108,125,87,82
ZNF518B|ZNF518B,173,488,613,952,648,467
WDR1|WDR1,910,3546,4879,6931,4120,3251
OTOP1|OTOP1,0,6,21,28,14,0
SLC2A9|SLC2A9,1635,6734,5781,11221,5627,4347
NSG1|NSG1,0,8,20,20,19,6
ZBTB49|ZBTB49,103,286,324,556,352,314
TMEM128|TMEM128,178,484,551,1156,670,404
LYAR|LYAR,269,851,1238,1192,1306,618
MSX1|MSX1,0,0,0,0,0,0
STX18|STX18,184,601,773,1279,799,578
EVC2|EVC2,77,104,139,356,194,304
CRMP1|CRMP1,11,46,74,147,88,58
EVC|EVC,112,202,155,355,358,367
C4H4ORF50|C4H4ORF50,4,13,22,9,11,18
MIR1701|MIR1701,0,0,0,0,0,0
MIR1701,0,0,0,0,0,0
JAKMIP1|JAKMIP1,4,0,37,38,13,15
LOC112532319|LOC112532319,0,0,0,0,0,0
WFS1|WFS1,466,900,1716,2668,1843,1677
TBC1D14|TBC1D14,601,1425,2541,3672,2311,2439
LOC112532310|LOC112532310,23,23,45,51,41,38
PPP2R2C|PPP2R2C,43,60,71,264,101,113
LOC107053299|LOC107053299,0,0,0,0,3,0
LOC107053298|LOC107053298,5,16,30,55,48,32
KIAA0232|KIAA0232,1125,2921,5025,10244,6062,5626
LOC107053300|LOC107053300,0,5,0,0,0,0
MAN2B2|MAN2B2,1150,3135,4475,8871,5294,4819
LOC770881|LOC770881,7,3,35,20,18,26
TADA2B|TADA2B,75,245,306,494,385,255
GRPEL1|GRPEL1,651,2675,2336,4057,2869,2040
AFAP1|AFAP1,8,8,51,56,36,18
HTRA3|HTRA3,0,8,28,36,15,5
SH3TC1|SH3TC1,138,189,440,613,249,352
ABLIM2|ABLIM2,7,14,25,69,43,6
SORCS2|SORCS2,10,18,41,55,113,35
LOC101750928|LOC101750928,0,0,0,0,0,0
TRMT44|TRMT44,73,201,248,368,316,199
ACOX3|ACOX3,234,413,673,1656,855,914
CPZ|CPZ,1,0,0,0,0,0
ADRA2C|ADRA2C,9,44,73,97,70,48
DOK7|DOK7,0,18,27,14,13,6
LOC101751220|LOC101751220,9,0,10,8,0,13
LRPAP1|LRPAP1,358,940,1293,2361,1541,1045
RGS12|RGS12,113,252,405,624,383,395
HGFAC|HGFAC,3101,5750,8936,17619,10492,11949
GRK4|GRK4,90,200,469,529,307,275
HTT|HTT,400,1013,1863,2036,1584,1493
NOP14|NOP14,162,504,665,881,698,473
MFSD10|MFSD10,14,48,82,143,54,32
ADD1|ADD1,338,910,1460,2106,1534,1395
LOC101747497|LOC101747497,0,6,53,9,35,8
TNIP2|TNIP2,49,106,295,289,205,153
SH3BP2|SH3BP2,318,767,1025,1425,1064,972
FAM193A|FAM193A,231,572,871,1063,782,758
RNF4|RNF4,525,2024,2427,2694,2379,1566
ZFYVE28|ZFYVE28,72,201,343,240,405,281
MIR6661|MIR6661,0,0,2,0,0,1
MIR6661,0,0,1,0,0,0
LOC107053323|LOC107053323,0,0,0,0,0,0
MXD4|MXD4,449,1163,1461,2858,1751,1433
NAT8L|NAT8L,17,9,21,42,22,18
LOC422894|LOC422894,30,119,139,241,162,96
LOC422895|LOC422895,9,10,40,33,43,0
POLN|POLN,63,277,156,354,108,90
LOC107053322|LOC107053322,0,0,7,7,12,0
HAUS3|HAUS3,51,174,221,271,186,132
NELFA|NELFA,403,908,1619,2606,1506,1332
WHSC1|WHSC1,58,145,166,171,180,168
LOC112532453|LOC112532453,0,0,0,0,0,0
LOC112532422|LOC112532422,0,0,5,0,0,0
LOC112532421|LOC112532421,0,0,0,0,0,0
DRCC1|DRCC1,26,51,108,171,84,57
LOC107053320|LOC107053320,5,15,10,24,6,9
LETM1|LETM1,541,1880,2708,3823,2630,2077
LOC112532363|LOC112532363,0,15,13,19,9,5
LOC112532364|LOC112532364,14,38,21,112,56,41
LOC112532373|LOC112532373,0,0,0,0,4,0
LOC112532374|LOC112532374,0,0,0,4,0,0
LOC112532305|LOC112532305,0,20,12,19,2,2
FGFR3|FGFR3,719,2124,2186,3899,3078,2363
TACC3|TACC3,109,183,567,687,438,353
SLBP|SLBP,10,50,57,79,50,30
TMEM129|TMEM129,544,1964,2227,4225,2683,2004
LOC422901|LOC422901,214,1019,1209,2073,1308,1053
LOC107053318|LOC107053318,5,8,8,3,3,5
FAM53A|FAM53A,154,567,713,1175,516,370
UVSSA|UVSSA,90,255,391,545,474,337
MAEA|MAEA,316,784,1114,1686,1038,862
TMED11|TMED11,7,28,27,35,42,48
SPON2|SPON2,17,25,31,44,25,20
RNF212|RNF212,10,8,10,10,6,18
LOC112532434|LOC112532434,0,4,5,0,0,0
LOC112532433|LOC112532433,2,0,0,8,0,6
CTBP1|CTBP1,1161,3117,4637,6156,4200,3360
LOC112532425|LOC112532425,0,0,9,13,50,6
LOC101749862|LOC101749862,0,45,94,106,27,94
ATOH8|ATOH8,41,137,167,187,214,134
LOC107053315|LOC107053315,211,752,488,880,977,743
FGFRL1|FGFRL1,786,2500,3426,5014,3785,4804
MIR6705|MIR6705,1,1,2,2,2,1
ERR2984226.8895|MIR6705,1,1,0,0,0,0
LOC107053313|LOC107053313,0,6,18,9,6,0
ST3GAL5|ST3GAL5,272,1648,1141,2138,1585,1039
POLR1A|POLR1A,272,1050,1786,1897,1359,1177
PTCD3|PTCD3,366,1561,1673,2542,1959,1670
LOC112532460|LOC112532460,17,6,2,4,10,5
KDM3A|KDM3A,426,988,1797,2490,1748,1641
IMMT|IMMT,1129,4528,4766,5910,4398,3641
MRPL35|MRPL35,344,1523,1033,2148,1279,906
REEP1|REEP1,97,230,429,385,370,181
CHMP3|CHMP3,524,2119,2115,3725,2809,1985
LOC112532336|LOC112532336,0,4,34,18,13,16
LOC771798|LOC771798,4,14,15,18,33,18
CD8A|CD8A,58,126,384,299,145,159
LOC100857817|LOC100857817,0,0,0,17,5,9
LOC100857839|LOC100857839,11,3,5,29,0,26
LOC101752184|LOC101752184,0,0,14,0,16,5
TCD8AL5|TCD8AL5,0,0,8,7,0,0
LOC107049163|LOC107049163,0,4,18,13,3,17
LOC107049168|LOC107049168,0,0,5,7,0,0
LOC107049200|LOC107049200,4,6,19,21,0,9
RMND5A|RMND5A,654,1387,2255,3858,3020,2480
RNF103|RNF103,762,1789,2706,4520,3861,4104
CD8B|CD8B,14,59,66,141,45,37
LOC422926|LOC422926,99,28,36,106,101,37
LOC101748113|LOC101748113,0,0,13,11,0,0
TCD8AL3|TCD8AL3,0,9,63,32,27,19
LOC112532335|LOC112532335,0,3,1,0,0,0
LOC777408|LOC777408,0,13,2,19,11,4
TCD8AL4|TCD8AL4,0,34,27,88,65,10
LOC771880|LOC771880,7,16,54,60,20,22
LOC107053310|LOC107053310,0,0,5,5,5,0
LOC107056302|LOC107056302,0,0,6,6,4,0
LOC107056303|LOC107056303,0,6,2,18,0,10
LOC112529934|LOC112529934,12,11,25,41,8,6
LOC112532337|LOC112532337,0,0,7,9,0,0
LOC100858172|LOC100858172,0,9,14,16,7,5
LOC101749090|LOC101749090,0,0,13,20,9,4
LOC107049196|LOC107049196,7,7,19,0,5,6
LOC422924|LOC422924,8,10,40,53,12,15
SMYD1|SMYD1,62,223,440,352,226,202
THNSL2|THNSL2,645,2731,2224,4945,3849,2455
FABP1|FABP1,11980,55452,61227,57055,52535,23757
HRH2L|HRH2L,56,417,265,643,423,185
EIF2AK3|EIF2AK3,738,1774,2686,5103,3726,2484
RPIA|RPIA,1419,5341,4594,7830,6946,4673
SUCLG1|SUCLG1,697,2550,2846,5101,3110,2755
ADRA1D|ADRA1D,7,28,14,24,17,0
RNF24|RNF24,51,217,137,235,208,125
SMOX|SMOX,130,183,276,462,835,1094
MIR103A2|MIR103A2,0,0,0,0,0,0
MIR103A2,0,0,0,0,0,0
PANK2|PANK2,98,279,320,615,431,332
CTNNA2|CTNNA2,0,9,0,6,9,0
LRRTM1|LRRTM1,0,0,0,0,0,0
LOC101748980|LOC101748980,0,0,0,3,0,0
MAVS|MAVS,322,1063,1362,2076,1672,1245
PTPRA|PTPRA,250,635,987,1279,913,757
OXT|OXT,0,0,0,0,0,0
MRPS26|MRPS26,552,2422,2106,4142,2701,2039
UBOX5|UBOX5,95,312,370,666,443,417
FASTKD5|FASTKD5,81,298,352,457,337,272
LOC101750242|LOC101750242,5,12,8,21,0,16
LZTS3|LZTS3,1367,3252,4667,5443,4998,5220
DDRGK1|DDRGK1,433,1400,1666,2627,1863,1517
MIR146C-1|MIR146C-1,4,0,1,0,1,0
ERR2984226.8971|MIR146C-1,1,0,0,0,0,0
LOC101750579|LOC101750579,5,9,7,13,9,0
SLC4A11|SLC4A11,33,38,310,159,60,96
C4H20ORF194|C4H20ORF194,310,438,918,1120,622,977
MIR1684|MIR1684,0,0,0,0,0,0
MIR1684,0,0,0,0,0,0
TRNAL-CAG_2,0,0,0,0,0,0
LOC112532395|LOC112532395,0,0,0,0,0,0
GFRA4|GFRA4,15,11,15,17,31,8
EGR4|EGR4,0,0,0,0,0,0
ADAM33|ADAM33,35,63,181,145,152,84
LOC112532265|LOC112532265,7,0,5,115,0,0
ALMS1|ALMS1,122,281,485,513,418,420
MIR1654-1|MIR1654-1,0,0,0,0,0,0
MIR1654-1,0,0,0,0,0,0
ATRN|ATRN,1204,2673,5556,6866,4607,4657
LOC107053330|LOC107053330,2,3,5,0,1,3
FBXO41|FBXO41,4,21,26,39,22,8
CCT7|CCT7,1197,4159,4275,6273,4301,3537
LOC112532286|LOC112532286,0,3,2,6,9,0
PRADC1|PRADC1,184,1188,842,1748,1414,762
SMYD5|SMYD5,218,437,425,693,643,607
MIR6627|MIR6627,1,1,1,1,1,1
ERR2984226.8991|MIR6627,1,1,1,1,1,1
RAB11FIP5|RAB11FIP5,183,372,746,1054,707,798
SFXN5|SFXN5,255,849,752,1714,1023,1121
LOC107053334|LOC107053334,0,0,0,0,0,0
CYP26B1|CYP26B1,18,55,39,36,56,16
SPR|SPR,1893,10592,6339,14667,11879,8244
EXOC6B|EXOC6B,74,242,417,301,380,325
DYSF|DYSF,87,286,487,403,408,325
DOK1|DOK1,45,153,226,337,171,83
LOC430422|LOC430422,11,33,95,65,51,23
M1AP|M1AP,43,200,177,295,248,179
LOC112532432|LOC112532432,0,9,16,15,20,27
LOXL3|LOXL3,46,267,142,193,197,107
DOCK2L|DOCK2L,102,98,633,342,307,275
LOC101747820|LOC101747820,4,6,20,6,0,3
PCGF1|PCGF1,67,286,244,480,394,212
DQX1|DQX1,359,1776,1307,2454,2355,1360
HTRA2|HTRA2,390,2506,1480,3002,2216,1299
AUP1|AUP1,1673,8049,4558,9957,8659,5454
LOC112532431|LOC112532431,0,3,6,6,7,10
LOC107056270|LOC107056270,9,42,26,25,32,22
TTC31|TTC31,235,812,758,1113,1145,748
CCDC142|CCDC142,12,54,48,49,69,22
LOC101749299|LOC101749299,92,352,273,321,386,250
MOGS|MOGS,143,421,423,414,568,303
WBP1|WBP1,197,1031,718,832,786,374
INO80B|INO80B,101,577,324,637,554,283
RTKN|RTKN,40,162,159,154,226,123
C4H2orf81|C4H2orf81,0,26,24,17,19,13
LOC107056280|LOC107056280,251,1116,1300,786,1156,810
LOC107056274|LOC107056274,532,2911,2571,2337,2325,1825
WDR54|WDR54,50,407,313,263,264,135
LOC107056277|LOC107056277,823,2891,2019,4481,3659,2511
LOC107056275|LOC107056275,32,98,82,87,125,78
LOC112532450|LOC112532450,0,2,3,0,0,2
LOC112532449|LOC112532449,0,2,1,1,3,1
NOP56|NOP56,287,1825,1381,1560,1478,909
LOC112532454|LOC112532454,3,12,3,1,13,2
DCTN1|DCTN1,747,2262,2721,3179,3549,2535
IDH3B|IDH3B,420,1673,1514,2285,1963,1261
CPXM1|CPXM1,6,11,20,10,17,14
