gene_id,CN_2w_2,CN_2w_1,CN_4w_1,HT_2w_2,HT_2w_1,HT_4w_1
HINT2Z|HINT2Z,58,477,176,626,353,163
SPAG8|SPAG8,0,0,0,0,0,0
NPR2|NPR2,16,140,142,126,132,65
RGP1|RGP1,129,486,431,812,755,515
GBA2|GBA2,687,3092,2564,4109,4063,3067
AVD|AVD,8,44,54,87,23,49
TPM2|TPM2,245,610,544,1006,1189,373
TLN1|TLN1,535,1091,2150,2226,1989,1665
CREB3|CREB3,682,2803,2705,3816,3012,2298
APH1AL|APH1AL,112,741,424,1102,712,481
CA9|CA9,14,52,27,164,101,87
LOC107051926|LOC107051926,0,0,0,4,4,0
ARHGEF39|ARHGEF39,10,23,10,41,35,26
MYO3AL|MYO3AL,9,29,89,88,55,67
MRPL17|MRPL17,178,867,492,1030,725,394
PMAIP1|PMAIP1,6,6,19,22,9,5
CCBE1|CCBE1,95,160,245,378,273,181
LOC112530596|LOC112530596,0,0,0,0,0,0
PDZD2|PDZD2,29,47,117,179,104,58
GOLPH3|GOLPH3,466,1624,2009,2743,2316,1748
LOC107051928|LOC107051928,0,0,0,0,5,0
MTMR12|MTMR12,138,319,476,658,396,391
ZFR|ZFR,217,549,814,1222,926,726
LOC112530786|LOC112530786,0,0,0,0,0,0
SUB1|SUB1,569,1592,2083,3917,2646,1831
LOC101748116|LOC101748116,2,0,4,7,0,12
LOC112530658|LOC112530658,0,14,146,508,112,106
NPR3|NPR3,158,227,293,198,184,139
TARS|TARS,796,2305,3318,3611,2815,2307
RXFP3|RXFP3,8,2,16,19,9,6
ADAMTS12|ADAMTS12,28,90,101,145,154,94
AMACR|AMACR,765,2147,2222,4464,2846,2556
LOC107051929|LOC107051929,0,0,0,6,0,0
C1QTNF3|C1QTNF3,0,0,14,31,27,21
RAI14|RAI14,43,50,190,164,133,71
RAD1|RAD1,59,229,240,404,347,193
BRIX1|BRIX1,146,643,745,1073,746,488
DNAJC21|DNAJC21,138,232,439,551,666,321
AGXT2|AGXT2,192,603,624,1401,575,926
PRLR|PRLR,310,588,1051,4803,2514,1974
LOC112530521|LOC112530521,0,0,0,0,0,0
SPEF2|SPEF2,16,41,87,174,92,63
MIR6613|MIR6613,1,1,1,1,1,1
ERR2984226.24509|MIR6613,1,1,1,1,1,1
IL7R|IL7R,74,94,220,981,270,377
CAPSL|CAPSL,531,1946,2629,4564,2696,1814
LMBRD2|LMBRD2,151,234,648,558,488,508
SKP2|SKP2,478,1185,1149,1390,1204,674
RANBP3L|RANBP3L,1,0,4,4,5,0
LOC107051931|LOC107051931,13,13,22,30,14,28
NADK2|NADK2,5137,10181,16417,23376,18216,20867
LOC427439|LOC427439,380,766,1491,1542,1230,1233
CZH5ORF42|CZH5ORF42,50,95,134,376,100,101
NUP155|NUP155,270,701,1225,1581,859,759
WDR70|WDR70,72,174,352,490,322,298
EGFLAM|EGFLAM,12,18,25,47,55,22
LIFR|LIFR,26,27,173,62,41,22
OSMR|OSMR,111,188,635,344,272,168
RICTOR|RICTOR,208,466,725,957,715,604
FYB|FYB,213,179,1326,970,528,423
DAB2|DAB2,107,105,364,437,205,229
LOC101751782|LOC101751782,0,0,3,0,0,0
PTGER4|PTGER4,8,11,46,43,15,24
TTC33|TTC33,108,290,348,665,343,325
PRKAA1|PRKAA1,271,460,968,1099,875,761
RPL37|RPL37,2469,13229,7546,16051,9001,7903
LOC112530791|LOC112530791,1,2,9,6,6,3
C7|C7,170,470,1370,1495,1095,643
C6|C6,1031,2144,3575,5321,3348,5730
PLCXD3|PLCXD3,0,13,66,115,76,21
OXCT1|OXCT1,130,138,3708,2198,3190,239
CZH5ORF51|CZH5ORF51,26,93,128,254,212,68
FBXO4|FBXO4,50,168,199,362,394,212
GHR|GHR,6663,15180,33900,44462,29994,25825
LRP1_1|LRP1,16,23,90,103,54,77
ZNF131|ZNF131,52,184,351,399,259,225
LOC107049314|LOC107049314,8,5,16,44,20,22
CCDC152Z|CCDC152Z,10,14,12,40,22,15
SELENOP1|SELENOP1,11824,28763,33597,68730,35199,32042
LOC107051936|LOC107051936,0,11,15,30,22,14
CCL28|CCL28,8,47,45,93,83,24
CZH5ORF34|CZH5ORF34,55,206,183,283,238,213
TMEM267|TMEM267,23,42,85,127,109,45
NIM1KZ|NIM1KZ,80,406,561,1973,1366,922
HMGCS1|HMGCS1,9528,21873,25623,78545,56613,33734
PAIP1|PAIP1,345,757,1293,2180,1452,1129
FGF10|FGF10,6,24,42,75,49,19
NNT|NNT,4454,12122,19639,29476,17911,13813
MRPS30|MRPS30,121,458,385,661,426,489
EMB|EMB,100,128,350,473,281,102
PARP8|PARP8,47,45,193,174,91,80
ISL1|ISL1,0,0,0,0,0,0
ITGA1|ITGA1,76,19,330,191,62,95
PELO|PELO,182,684,847,1081,940,620
ITGA2|ITGA2,23,89,157,205,99,98
LOC107051939|LOC107051939,0,0,11,9,0,0
LOC101748752|LOC101748752,680,2411,3723,5959,4143,3202
MOCS2|MOCS2,724,2341,1101,5258,2443,1882
FST|FST,359,982,1091,2352,1689,1671
NDUFS4|NDUFS4,512,1872,1266,2733,1742,1174
ARL15|ARL15,91,215,310,523,299,241
LOC107051941|LOC107051941,15,26,52,60,44,34
HSPB3|HSPB3,0,0,0,0,0,0
MIR1631|MIR1631,2,0,0,0,0,0
ERR2984226.24613|MIR1631,1,0,0,0,0,0
FREM3|FREM3,82,133,196,166,182,163
GZMK|GZMK,132,189,669,577,337,210
GZMA|GZMA,122,225,862,419,645,209
CDC20B|CDC20B,3,0,0,0,0,0
GPX8|GPX8,5,0,0,11,8,0
CCNO|CCNO,7,0,0,0,0,0
SLC38A9|SLC38A9,194,417,670,872,650,464
DDX4|DDX4,0,0,7,18,14,24
DHX29|DHX29,213,505,995,1098,967,1017
SKIV2L2|SKIV2L2,248,720,1291,1959,1181,1087
PLPP1|PLPP1,988,3151,3055,6626,3381,3314
IL31RA|IL31RA,75,148,435,296,181,167
IL6ST|IL6ST,1753,4537,8171,11004,6208,5592
LOC770078|LOC770078,0,23,7,65,20,16
ANKRD55|ANKRD55,0,0,7,27,10,21
LOC107051943|LOC107051943,3,0,0,4,4,3
LOC107051944|LOC107051944,9,12,21,47,58,40
LOC112530628|LOC112530628,0,0,0,4,0,0
LOC107051945|LOC107051945,0,0,0,0,0,0
MAP3K1|MAP3K1,379,776,1476,2279,1357,1581
SETD9|SETD9,72,460,283,1016,428,269
MIER3|MIER3,88,328,543,988,529,591
GPBP1|GPBP1,94,317,465,926,504,411
PLK2|PLK2,1283,3532,3106,2807,2620,2090
RAB3C|RAB3C,0,0,11,0,0,0
DEPDC1B|DEPDC1B,0,0,5,20,13,11
ELOVL7|ELOVL7,40,74,168,209,88,43
PDE4D|PDE4D,42,56,221,172,95,95
LOC101751613|LOC101751613,0,0,0,0,0,0
LOC112530772|LOC112530772,0,0,5,0,14,0
ERCC8|ERCC8,66,159,234,352,273,184
SMIM15|SMIM15,329,1153,1356,2676,1717,1329
NDUFAF2|NDUFAF2,87,357,237,480,357,230
ZSWIM6|ZSWIM6,47,113,186,234,173,127
KIF2A|KIF2A,220,682,901,1387,919,819
DIMT1|DIMT1,69,326,264,420,347,279
IPO11|IPO11,225,619,810,1160,849,595
LOC112530511|LOC112530511,0,0,0,0,0,0
LRRC70|LRRC70,8,16,38,113,50,25
RNF180|RNF180,0,4,0,6,12,0
RGS7BP|RGS7BP,15,19,69,87,38,24
SREK1IP1|SREK1IP1,12,87,106,173,86,62
CWC27|CWC27,86,294,333,445,367,287
ADAMTS6|ADAMTS6,15,17,27,58,36,23
LOC427161|LOC427161,5,0,6,10,15,8
CENPK|CENPK,12,55,28,23,25,24
PPWD1|PPWD1,95,315,360,512,350,295
TRIM23|TRIM23,81,192,411,522,339,315
TRAPPC13|TRAPPC13,102,387,422,840,481,385
SGTB|SGTB,206,525,663,1201,788,555
NLN|NLN,126,394,573,869,541,464
ERBIN|ERBIN,438,1123,2284,3218,1761,1532
SREK1|SREK1,517,1046,1916,2553,1785,1383
CD180|CD180,16,23,135,101,45,14
MAST4|MAST4,101,144,294,358,231,251
PIK3R1|PIK3R1,1352,4524,4068,9272,4961,4284
LOC107051951|LOC107051951,0,41,62,72,47,42
LOC101750551|LOC101750551,66,92,171,176,155,210
SLC30A5|SLC30A5,573,1532,2279,3637,2546,1987
CENPH|CENPH,21,123,52,152,142,78
MRPS36|MRPS36,252,1875,993,2468,1413,883
CDK7|CDK7,163,435,484,817,690,503
SERINC5|SERINC5,263,1148,1352,2052,1704,1020
THBS4|THBS4,0,90,302,155,243,9
MTX3|MTX3,237,716,1030,1250,998,474
CMYA5|CMYA5,0,5,26,14,0,14
PAPD4|PAPD4,182,516,957,1168,850,585
LOC101748033|LOC101748033,0,0,0,4,0,0
HOMER1|HOMER1,103,362,302,586,495,339
JMY|JMY,173,264,468,885,438,688
AP3B1|AP3B1,327,716,1166,1574,954,1403
TBCA|TBCA,993,2824,3257,3503,3808,2597
LHFPL2|LHFPL2,13,0,79,34,24,16
BHMT|BHMT,15898,34331,41512,112097,33361,60315
DMGDH|DMGDH,1469,3198,4701,11666,3992,6994
ARSB|ARSB,212,495,630,1374,780,794
LOC100858739|LOC100858739,18,44,40,62,40,24
SCAMP1|SCAMP1,141,449,694,1090,626,515
WDR41|WDR41,59,154,273,309,246,229
PDE8B|PDE8B,3,21,21,9,6,8
LOC112530794|LOC112530794,0,6,2,27,9,7
LOC107051953|LOC107051953,33,164,157,211,200,153
AGGF1|AGGF1,90,284,375,552,374,388
CRHBP|CRHBP,0,0,0,14,6,3
S100Z|S100Z,22,95,77,46,130,156
F2RL1|F2RL1,206,483,478,1494,932,905
F2R|F2R,43,65,220,183,147,138
LOC100857549|LOC100857549,12,27,13,20,18,9
IQGAP2|IQGAP2,1160,1865,4240,6573,3820,4512
F2RL2|F2RL2,20,11,46,53,27,35
POC5|POC5,17,60,59,99,75,29
ANKDD1B|ANKDD1B,21,55,105,220,106,0
LOC112530774|LOC112530774,0,6,8,18,3,0
POLK|POLK,161,373,642,921,624,475
COL4A3BP|COL4A3BP,308,663,1393,1739,1308,1144
MED18|MED18,161,407,569,620,684,434
HMGCR|HMGCR,2653,6643,4737,19656,11706,8577
ANKRD31|ANKRD31,53,107,84,424,148,68
GCNT4|GCNT4,207,472,615,1353,750,566
FAM169A|FAM169A,5,0,12,4,6,0
NSA2|NSA2,332,1079,1171,2543,2079,1356
GFM2|GFM2,137,392,504,476,462,344
HEXB|HEXB,157,290,644,1092,507,374
ENC1|ENC1,19,66,152,121,112,92
LOC101750462|LOC101750462,0,0,0,0,0,6
ARHGEF28|ARHGEF28,27,52,116,114,127,80
LOC101750669|LOC101750669,5,19,17,22,28,17
ANKRA2|ANKRA2,194,648,829,1652,905,729
UTP15|UTP15,224,715,794,1034,760,587
BTF3|BTF3,462,1829,1468,2944,2062,1444
TMEM174|TMEM174,25,42,48,105,90,88
LOC101748165|LOC101748165,0,2,5,4,0,0
FCHO2|FCHO2,512,1039,2319,3077,2042,1863
LOC101751521|LOC101751521,0,0,0,0,0,0
TNPO1|TNPO1,580,1368,2189,2934,2066,1634
ZNF366|ZNF366,13,10,80,29,9,19
PTCD2|PTCD2,53,223,203,359,262,197
MRPS27|MRPS27,239,767,818,1304,667,609
MAP1B|MAP1B,9,12,7,15,23,8
PGM5|PGM5,23,44,61,96,112,57
LOC112530649|LOC112530649,1,0,1,5,1,4
DOCK8|DOCK8,195,173,1001,687,348,363
LOC101748473|LOC101748473,6,14,22,50,12,27
CBWD1|CBWD1,279,763,949,1489,1090,763
KANK1|KANK1,571,1555,2148,3295,2279,2152
DMRT2|DMRT2,0,0,0,0,11,0
SMARCA2|SMARCA2,1164,2430,4524,5620,4358,4279
VLDLR|VLDLR,103,157,485,336,198,146
PUM3|PUM3,162,635,699,821,850,457
RFX3|RFX3,180,391,634,1656,848,874
LOC769359|LOC769359,0,0,0,6,14,0
GLIS3|GLIS3,8,11,36,88,28,29
LOC107052279|LOC107052279,0,7,17,17,13,14
SLC1A1|SLC1A1,1121,3702,4065,8543,4102,3217
LOC107052290|LOC107052290,3,7,7,8,7,3
LOC107052291|LOC107052291,7,20,45,38,33,18
LOC107052264|LOC107052264,0,2,1,2,1,1
LOC107052295|LOC107052295,10,26,41,37,34,17
LOC107052296|LOC107052296,0,2,2,1,2,1
LOC107052299|LOC107052299,3,12,17,16,13,8
LOC107052293|LOC107052293,2,6,7,6,7,4
LOC112530632|LOC112530632,2,4,2,3,2,3
LOC107052274|LOC107052274,0,1,1,1,1,1
LOC112530581|LOC112530581,27,68,67,65,109,38
LOC107052273|LOC107052273,6,13,24,18,20,14
LOC107052275|LOC107052275,28,50,111,62,78,30
LOC112530634|LOC112530634,3,9,10,9,10,10
LOC107052285|LOC107052285,8,16,26,20,23,12
LOC107052287|LOC107052287,6,13,18,14,18,9
LOC112530666|LOC112530666,2,8,10,7,10,6
LOC107052282|LOC107052282,3,7,12,9,7,7
LOC112530603|LOC112530603,2,9,11,9,11,7
LOC107052280|LOC107052280,8,26,37,27,30,20
LOC101750037|LOC101750037,22,79,124,82,140,57
LOC112530604|LOC112530604,19,49,82,58,100,42
LOC107052260|LOC107052260,66,103,211,99,168,80
LOC100859072|LOC100859072,408,1211,1953,2281,1934,1102
LOC112530611|LOC112530611,117,365,399,501,682,320
LOC107052259|LOC107052259,37,101,136,97,138,55
LOC107052261|LOC107052261,75,263,470,263,349,167
LOC107052262|LOC107052262,10,22,57,23,29,12
LOC112530612|LOC112530612,83,116,438,153,206,119
LOC112530614|LOC112530614,58,90,327,102,140,68
LOC112530615|LOC112530615,22,31,132,38,54,17
LOC112530613|LOC112530613,16,23,84,26,32,12
AK3|AK3,2350,8976,7403,17935,8918,7211
CDC37L1|CDC37L1,517,1587,1726,2913,1913,1536
MIR101-1|MIR101-1,0,0,0,0,0,0
MIR101-1,0,0,0,0,0,0
RCL1|RCL1,622,2447,2706,4055,2832,1944
JAK2|JAK2,336,658,1601,2489,1337,1170
LOC107052271|LOC107052271,4,0,5,0,6,3
CD274|CD274,27,71,343,277,126,90
LOC112530672|LOC112530672,60,197,171,352,193,179
PDCD1LG2|PDCD1LG2,88,102,477,525,235,123
RIC1|RIC1,467,1073,1809,2305,1600,1542
MIR6669|MIR6669,5,8,10,24,7,15
ERR2984226.24825|MIR6669,1,1,1,1,1,1
LOC101750948|LOC101750948,0,0,0,0,0,0
MLANA|MLANA,0,0,0,0,0,0
KIAA2026|KIAA2026,365,774,1147,1770,1421,1277
LOC107052267|LOC107052267,0,0,2,0,0,0
ERMP1|ERMP1,332,885,1495,1934,1341,1133
LOC100858941|LOC100858941,36,88,165,229,196,87
UHRF2|UHRF2,262,920,1310,1835,1486,978
KDM4C|KDM4C,188,459,763,1030,670,526
LOC107052258|LOC107052258,5,0,0,7,6,0
GLDC|GLDC,10519,39604,49829,79959,28726,31129
PTPRD|PTPRD,5,12,18,8,7,8
LOC107052265|LOC107052265,0,0,7,3,0,0
LURAP1L|LURAP1L,39,135,141,347,163,132
MPDZ|MPDZ,72,157,331,363,375,318
LOC107052288|LOC107052288,12,152,663,472,289,67
ZDHHC21|ZDHHC21,104,183,493,537,377,236
NFIB|NFIB,407,1083,1431,2388,2036,1872
LOC107052301|LOC107052301,0,0,0,0,5,0
TRNAH-GUG_6,0,0,0,0,0,0
LOC112530522|LOC112530522,0,0,0,7,5,0
CER1|CER1,0,0,0,0,0,0
FREM1|FREM1,35,93,204,115,163,105
TTC39B|TTC39B,358,898,1336,2183,1389,1264
LOC107052292|LOC107052292,30,39,62,61,82,53
PSIP1|PSIP1,219,719,931,1172,816,692
CCDC171|CCDC171,37,96,101,130,78,64
BNC2|BNC2,8,10,9,26,15,6
LOC112530775|LOC112530775,0,0,0,2,3,4
LOC107052269|LOC107052269,60,185,220,455,232,250
CNTLN|CNTLN,9,29,29,49,31,27
SAXO1|SAXO1,0,0,4,8,0,4
HAUS6|HAUS6,62,413,423,621,401,295
LOC112530787|LOC112530787,1,9,3,6,9,9
DENND4C|DENND4C,356,705,1254,2101,1066,1126
PLIN2|PLIN2,6987,15564,17507,18175,23229,18608
ACER2|ACER2,40,63,131,167,174,97
SLC24A2|SLC24A2,5,15,29,54,16,12
RPS6|RPS6,7063,27437,21016,49370,28214,20858
MLLT3|MLLT3,76,205,324,385,230,267
HACD4|HACD4,8,17,57,70,30,28
FOCAD|FOCAD,118,314,606,635,486,363
LOC107052276|LOC107052276,0,0,0,0,0,0
LOC112530588|LOC112530588,6,5,20,28,10,13
LOC107052314|LOC107052314,0,0,0,6,4,4
RFKL|RFKL,70,231,366,480,322,212
PIP5K1B|PIP5K1B,12,40,71,139,85,92
TJP2|TJP2,579,1673,2522,4100,2936,3140
MIR1556|MIR1556,0,0,3,2,0,2
MIR1556,0,0,1,1,0,1
FXN|FXN,53,157,160,312,265,167
FAM189A2|FAM189A2,37,101,175,266,151,138
APBA1|APBA1,25,17,97,57,44,27
PTAR1|PTAR1,91,116,303,294,236,227
MIR1416|MIR1416,0,0,0,0,0,0
MIR1416,0,0,0,0,0,0
MAMDC2|MAMDC2,9,18,65,65,52,14
SMC5|SMC5,124,300,434,783,531,467
KLF9|KLF9,301,948,1413,1732,1103,1386
LOC107052316|LOC107052316,0,0,4,0,0,0
TMEM2|TMEM2,124,280,697,557,378,386
ABHD17B|ABHD17B,116,378,436,819,508,436
C9orf85|C9orf85,73,249,230,385,240,158
GDA|GDA,60,119,219,293,249,247
ZFAND5|ZFAND5,203,532,605,926,699,612
TMC1|TMC1,0,8,4,20,5,0
LOC101750148|LOC101750148,0,0,0,6,0,0
ANXA1|ANXA1,35,62,188,226,188,56
LOC112530584|LOC112530584,8,16,6,54,8,7
ALDH1A1|ALDH1A1,3560,8323,11570,22514,10833,11174
CZH9ORF40|CZH9ORF40,54,215,209,343,319,212
CARNMT1|CARNMT1,255,894,978,1354,1055,728
NMRK1|NMRK1,177,611,498,1607,1184,818
OSTF1|OSTF1,356,788,1553,1620,1235,1031
LOC112530547|LOC112530547,1,2,1,1,1,1
PCSK5|PCSK5,28,41,128,131,47,34
RFK|RFK,815,2049,1951,3962,3112,2542
GCNT1|GCNT1,31,19,128,186,65,67
LOC107052319|LOC107052319,0,0,0,0,0,0
PRUNE2|PRUNE2,8,5,10,19,22,9
LOC112530518|LOC112530518,0,0,0,4,7,0
VPS13A|VPS13A,153,331,715,828,567,493
GNA14|GNA14,0,0,0,0,0,0
GNAQ|GNAQ,272,526,770,1198,931,700
CEP78|CEP78,154,593,524,1141,626,435
LOC107052307|LOC107052307,0,0,0,0,0,0
PSAT1|PSAT1,13306,43661,57021,103771,41731,35820
TLE4Z1|TLE4Z1,88,208,363,620,421,254
LOC112530660|LOC112530660,2,1,1,3,1,1
TLE1|TLE1,337,759,923,2557,1467,1239
RASEF|RASEF,0,0,21,15,16,5
FRMD3|FRMD3,40,99,137,188,95,118
LOC107052321|LOC107052321,0,0,0,0,0,2
IDNK|IDNK,142,562,511,961,624,557
UBQLN1|UBQLN1,627,2094,2716,4227,2786,2160
GKAP1|GKAP1,523,1480,2145,2870,2088,1499
KIF27|KIF27,48,56,113,142,106,127
CZH9orf64|CZH9orf64,86,412,504,716,545,418
RMI1|RMI1,50,144,212,274,190,152
MIR7-1,0,1,1,1,1,1
HNRNPK|HNRNPK,1010,3277,4154,5316,3312,3083
MIR7-1|MIR7-1,1,5,12,5,4,7
SLC28A3|SLC28A3,10,10,34,41,76,12
NTRK2|NTRK2,7,12,22,53,35,16
AGTPBP1|AGTPBP1,12,23,93,93,76,40
NAA35|NAA35,245,615,967,1203,912,763
GOLM1|GOLM1,498,1572,2260,4042,2484,2043
ISCA1|ISCA1,270,923,908,2217,1113,981
ZCCHC6|ZCCHC6,305,579,987,1519,1042,1066
GAS1|GAS1,35,138,71,169,117,76
DAPK1|DAPK1,170,327,858,755,517,474
LOC101750974|LOC101750974,0,0,0,7,4,5
CTSV|CTSV,2117,3877,5830,13450,8993,9430
CZH9ORF3|CZH9ORF3,53,113,191,262,108,113
LOC107052325|LOC107052325,12,36,36,64,29,46
MIR23B|MIR23B,0,0,0,0,0,0
MIR23B,0,0,0,0,0,0
MIR27B|MIR27B,0,0,0,0,0,0
MIR27B,0,0,0,0,0,0
MIR24-2|MIR24-2,2,0,2,0,3,0
ERR2984226.24978|MIR24-2,1,0,1,0,1,0
FANCC|FANCC,31,121,121,140,59,76
LOC112530773|LOC112530773,12,21,33,9,5,27
PTCH1|PTCH1,78,171,258,271,248,236
LOC112530576|LOC112530576,8,30,12,47,27,14
FBP2|FBP2,61,105,111,376,198,208
LOC107052323|LOC107052323,10,21,12,33,11,10
FBP1|FBP1,13660,50387,40805,109853,56029,54003
LOC107052326|LOC107052326,16,93,38,186,97,47
ERCC6L2|ERCC6L2,119,254,460,619,384,395
HSD17B3|HSD17B3,0,6,16,9,6,0
SLC35D2|SLC35D2,8,8,19,16,9,10
ZNF367|ZNF367,41,168,159,239,170,86
HABP4|HABP4,9,12,24,30,12,28
CDC14B|CDC14B,205,397,645,1114,714,489
AAED1|AAED1,8,38,24,22,29,21
LOC107052328|LOC107052328,0,0,0,0,0,0
LOC770548|LOC770548,0,0,0,0,0,0
CNTNAP4|CNTNAP4,0,0,0,0,0,0
SPIN1Z|SPIN1Z,333,750,1356,2303,1335,1184
LOC101747883|LOC101747883,0,6,4,11,20,17
NXNL2|NXNL2,84,492,591,1560,979,574
S1PR3|S1PR3,0,8,8,10,12,8
SHC3|SHC3,0,0,0,0,0,0
LOC107052331|LOC107052331,0,0,0,0,0,0
CKS2|CKS2,4,0,6,8,0,12
SEMA4D|SEMA4D,412,824,1125,1905,1283,1339
SECISBP2|SECISBP2,332,861,1173,1451,1160,906
GADD45G|GADD45G,516,1035,668,645,1652,1451
LOC101748847|LOC101748847,0,0,0,0,5,4
LOC112530679|LOC112530679,0,0,5,7,0,0
SYK|SYK,20,34,188,118,38,61
TPPP2|TPPP2,16,16,17,64,19,23
AUH|AUH,394,1089,1353,2610,1336,1452
NFIL3|NFIL3,378,899,1366,2283,1181,1095
SPTLC1|SPTLC1,1019,1991,2784,4461,2901,2121
LOC101749363|LOC101749363,94,178,317,357,271,244
CDC42SE2|CDC42SE2,82,109,410,405,187,142
LOC101749463|LOC101749463,0,0,0,0,0,2
ACTL7A|ACTL7A,0,3,4,2,12,5
LYRM7|LYRM7,85,273,306,629,336,253
MIR1456,0,0,0,1,1,0
MIR1456|MIR1456,1,1,1,4,4,1
HINT1Z|HINT1Z,610,2893,1708,4315,2280,1626
CHSY3|CHSY3,3,0,7,13,9,21
ADAMTS19|ADAMTS19,4,0,31,10,14,16
ISOC1|ISOC1,246,594,522,1365,790,656
LOC107052339|LOC107052339,0,0,0,6,0,0
SLC27A6|SLC27A6,9,22,36,80,97,31
YTHDC2|YTHDC2,345,578,1285,1274,984,881
LOC112530796|LOC112530796,6,13,24,23,20,20
MCC|MCC,89,204,429,462,337,273
DCP2|DCP2,14,37,117,99,66,76
LOC101748231|LOC101748231,0,0,0,0,0,0
REEP5|REEP5,133,400,404,775,353,231
SRP19|SRP19,284,1601,1691,2125,1571,974
APC|APC,286,682,1512,1729,1391,1214
LOC112530585|LOC112530585,0,0,0,0,0,0
EPB41L4A|EPB41L4A,527,1213,1928,2767,1724,1529
LOC112530790|LOC112530790,0,3,5,3,6,4
LOC107052340|LOC107052340,97,391,239,586,309,303
NREP|NREP,389,1370,562,1450,1017,300
STARD4|STARD4,684,2050,1751,7710,5322,3696
CAMK4|CAMK4,0,19,6,8,18,11
WDR36|WDR36,141,637,589,608,731,406
SLC25A46|SLC25A46,139,318,572,728,523,533
MAN2A1|MAN2A1,1118,2360,5357,7887,4017,3527
PJA2|PJA2,151,333,646,854,577,462
LOC101749818|LOC101749818,3,0,0,3,0,0
FER|FER,116,182,462,503,338,294
LOC107052341|LOC107052341,0,0,0,0,0,0
FBXL17|FBXL17,192,411,608,1066,696,704
EFNA5|EFNA5,12,16,34,60,35,24
LOC112530644|LOC112530644,0,9,5,13,6,12
LOC100857299|LOC100857299,2,1,2,6,2,2
NUDT12|NUDT12,231,604,698,1422,717,625
CZH5ORF30|CZH5ORF30,24,52,86,154,89,37
PPIP5K2|PPIP5K2,523,1312,2009,3049,1765,1788
GIN1|GIN1,38,157,247,346,169,182
PAM|PAM,831,1993,2994,5898,3918,3764
SLCO4C1|SLCO4C1,0,0,13,17,0,7
ST8SIA4|ST8SIA4,7,14,82,43,29,23
FAM174A|FAM174A,260,688,583,1297,946,799
CHD1Z|CHD1Z,182,322,733,878,607,678
RGMB|RGMB,50,151,239,414,300,205
RIOK2|RIOK2,91,334,423,514,454,302
LNPEP|LNPEP,259,404,1113,1316,662,663
LOC112530577|LOC112530577,0,2,0,2,1,0
LOC107052345|LOC107052345,0,0,3,0,0,4
SHB|SHB,149,520,632,622,682,387
RNF38|RNF38,287,736,947,1180,877,832
LOC101752070|LOC101752070,183,322,213,710,102,261
TRIM14|TRIM14,157,468,429,645,260,299
NANS|NANS,350,1157,1224,2178,1246,1005
CLTA|CLTA,722,3032,2867,6129,2812,2217
GNE|GNE,1163,3200,4747,6458,5327,4511
LOC101752249|LOC101752249,0,0,5,0,0,0
PCGF3|PCGF3,1161,3816,5064,9629,6451,4246
MFSD7|MFSD7,66,356,527,1107,797,599
LOC100857745|LOC100857745,2,11,25,53,22,10
PIGG|PIGG,125,505,518,909,549,514
GAK|GAK,261,543,1039,1496,971,853
PDE6B|PDE6B,10,11,25,41,23,33
LOC107052350|LOC107052350,0,15,14,22,10,0
TMEM175|TMEM175,305,1003,1225,2369,1331,1205
ATP5I|ATP5I,1114,4957,3070,5992,4697,2863
RBP4|RBP4,9,18,19,31,25,28
SLC26A1|SLC26A1,0,13,16,14,0,6
IDUA|IDUA,313,529,821,1344,1136,807
CHRNA6|CHRNA6,5,23,26,62,48,29
CHRNB3|CHRNB3,50,92,168,120,79,54
KIAA1683|KIAA1683,31,18,74,30,39,37
LOC112530548|LOC112530548,0,8,17,8,12,8
THAP1|THAP1,89,362,416,679,351,300
LOC770141|LOC770141,115,220,442,455,365,506
RNF170|RNF170,501,1649,1481,3130,2126,1693
HOOK3|HOOK3,353,1088,1614,2465,1326,1306
LOC107052351|LOC107052351,2,5,8,4,0,0
KCMF1|KCMF1,203,668,899,1379,1000,951
FNTA|FNTA,127,436,704,1152,610,482
FUT10|FUT10,7,13,57,85,32,50
PSD3|PSD3,127,250,683,918,528,547
NIPSNAP3L|NIPSNAP3L,1386,4790,3834,13933,6801,6945
ABCA1|ABCA1,465,457,2282,1696,1314,1770
SLC44A1|SLC44A1,153,275,716,626,470,446
FSD1L|FSD1L,12,34,51,63,40,26
FKTN|FKTN,111,584,748,1140,835,584
TMEM38B|TMEM38B,317,467,464,1064,775,979
LOC101750827|LOC101750827,4,0,3,8,0,0
MIR6565,0,0,0,0,0,0
MIR6565|MIR6565,1,1,0,0,1,1
RAD23B|RAD23B,3733,9407,15859,28738,20937,15503
LOC107052353|LOC107052353,70,116,320,332,316,194
KLF4|KLF4,4,26,45,47,20,25
LOC107049637|LOC107049637,0,0,0,6,0,0
PHAX|PHAX,167,508,744,1393,1008,705
LMNB1|LMNB1,16,38,130,62,55,31
MEGF10|MEGF10,0,11,3,4,7,0
CZH5ORF63|CZH5ORF63,112,535,379,701,525,362
PRRC1|PRRC1,558,1647,2196,3058,2424,1666
LOC112530573|LOC112530573,0,0,0,0,0,2
SLC12A2|SLC12A2,36,116,294,362,276,154
ERAP1|ERAP1,458,965,2098,2657,2031,1217
CAST|CAST,55,172,227,388,249,178
ELL2|ELL2,225,912,760,1505,1183,775
GLRX|GLRX,111,384,412,524,446,260
RHOBTB3|RHOBTB3,43,156,135,348,255,129
RFESD|RFESD,12,67,108,102,105,31
