gene_id,ERR2984226,ERR2984227,ERR2984230,ERR2984246,ERR2984239,ERR2984238,ERR2984244,ERR2984249
LOC112533043|LOC112533043,1,0,0,0,1,1,0,0
IMP4|IMP4,116,816,450,385,912,647,213,401
CCDC61|CCDC61,217,1407,901,918,2064,1408,415,652
GPC2|GPC2,65,180,101,278,439,582,130,204
DUSP28|DUSP28,21,60,69,63,11,90,27,66
CLDN15|CLDN15,3839,15495,9214,12974,31315,20047,14480,12299
C3orf70|C3orf70,44,77,30,143,202,106,75,77
VPS8|VPS8,269,665,517,1163,1584,1046,458,987
LOC112532983|LOC112532983,0,0,0,6,3,0,0,0
LOC107051869|LOC107051869,19,33,24,32,146,55,66,67
EHHADH|EHHADH,2722,8861,4097,7089,20940,10898,7546,8440
LOC112532993|LOC112532993,10,18,20,10,34,58,48,33
EPHB1|EPHB1,91,393,203,457,639,405,237,358
MAP3K13|MAP3K13,1559,4320,2778,5296,7169,6089,3382,4989
LOC107051868|LOC107051868,2,14,7,11,11,12,0,7
ANAPC13|ANAPC13,79,434,241,366,456,313,183,191
CEP63|CEP63,56,312,137,283,435,399,119,259
TMEM41A|TMEM41A,490,2730,1321,1980,2537,2719,921,1463
DZIP1L|DZIP1L,28,88,31,34,83,77,50,95
LOC101749865|LOC101749865,2,0,0,0,0,0,0,0
A4GNT|A4GNT,4,0,0,9,9,0,0,0
LOC101749477|LOC101749477,90,112,81,284,277,92,160,163
CRYGS|CRYGS,4,19,0,11,14,9,0,0
TBCCD1|TBCCD1,73,533,282,514,742,636,169,287
PROCR|PROCR,13,36,42,51,109,61,16,43
DNAJB11|DNAJB11,1258,7173,2733,5921,8929,5516,1805,3129
C9H21orf2|C9H21orf2,103,487,317,296,834,773,274,459
PFKL|PFKL,1019,3028,1942,2488,3387,3660,927,2850
TRA2B|TRA2B,606,1748,1222,2077,3632,2278,1594,2655
IGF2BP2|IGF2BP2,370,758,625,1096,1743,2010,857,1806
AMOTL2|AMOTL2,71,311,109,263,234,255,87,196
SENP2|SENP2,92,303,217,391,670,468,243,348
RYK|RYK,302,1032,580,1128,1793,1331,617,938
SLCO2A1|SLCO2A1,343,548,640,1070,1455,1223,753,1471
SRPRB|SRPRB,933,4286,2450,4985,6633,5256,2119,3562
AQP12A|AQP12A,0,0,4,5,6,0,5,0
NRROS|NRROS,105,130,100,437,357,200,227,134
PAK2|PAK2,744,2096,1621,3157,3871,2649,1160,2147
CEP19|CEP19,18,30,29,38,75,74,40,49
FBXO45|FBXO45,453,1852,1364,2131,2863,2273,888,1585
WDR53|WDR53,258,915,491,931,1493,982,417,826
LOC107051864|LOC107051864,12,56,26,70,119,58,49,66
RNF168|RNF168,240,864,460,957,1600,1166,867,1091
UBXN7|UBXN7,305,610,323,1380,1364,1058,946,1074
TM4SF19|TM4SF19,57,173,84,121,278,203,120,63
NEU4|NEU4,0,0,0,0,0,0,0,0
GAL3ST2|GAL3ST2,10,7,0,23,39,32,6,19
D2HGDH|D2HGDH,388,1194,561,1218,1840,1573,694,1106
ING5|ING5,585,1746,1164,2062,3155,2867,1108,1726
DTYMK|DTYMK,176,656,285,502,862,509,241,436
ATG4B|ATG4B,346,1164,667,1419,2340,1999,923,1444
KLHL30|KLHL30,0,3,0,0,5,0,0,0
THAP4|THAP4,364,1248,845,855,2617,2027,793,1337
ILKAP|ILKAP,147,867,600,949,1211,1173,316,647
KIF1A|KIF1A,30,53,65,70,105,66,40,93
MTERF4|MTERF4,69,157,80,150,175,228,85,76
PASK|PASK,12,17,0,0,26,24,12,18
SNED1|SNED1,133,521,234,625,777,785,267,533
MIR1704|MIR1704,1,1,1,1,0,2,1,0
ERR2984226.13555|MIR1704,1,0,1,1,0,1,0,0
AGXT|AGXT,1294,5026,3130,2667,6629,5234,1523,4033
C9H2orf54|C9H2orf54,18,71,52,65,123,80,20,54
LOC107051862|LOC107051862,5,82,22,38,57,47,11,35
PPP1R7|PPP1R7,135,560,366,623,1159,662,344,609
BOK|BOK,32,114,49,109,202,161,66,85
ETV5|ETV5,71,236,128,271,475,301,168,329
DGKG|DGKG,6,23,14,28,36,23,0,9
HDLBP|HDLBP,16490,58658,33223,61440,95750,67922,28970,64922
SEPT2|SEPT2,291,359,294,1805,1666,639,609,595
MIR1612|MIR1612,1,0,0,1,1,0,0,0
ERR2984226.13572|MIR1612,0,0,0,0,0,0,0,0
FARP2|FARP2,641,2415,1763,2669,4402,3214,1498,2553
STK25|STK25,932,2660,1408,4270,5185,4740,3036,4154
LOC107051860|LOC107051860,7,5,5,33,23,15,26,26
PTTG1IP_1|PTTG1IP,155,282,230,447,1030,607,351,516
TF|TF,205872,719255,437176,778639,1860854,954077,565448,817788
SUMO3|SUMO3,944,3806,2345,2730,6847,4635,1411,3009
OTOS|OTOS,0,9,6,0,12,4,9,6
MIR1608|MIR1608,2,8,3,3,5,8,2,0
ERR2984226.13583|MIR1608,1,1,1,1,1,1,1,0
TSPEAR|TSPEAR,41,163,126,195,332,232,118,173
UBE2G2|UBE2G2,258,1058,619,977,1808,1269,728,980
ADIPOQ|ADIPOQ,20,33,40,52,108,81,0,28
COPS9|COPS9,221,1105,695,704,1671,1051,528,633
GPR35L|GPR35L,64,40,44,169,127,82,111,70
GPR35|GPR35,0,22,10,40,28,24,14,21
LOC101748451|LOC101748451,11,23,11,44,66,55,11,11
LOC112532978|LOC112532978,0,0,9,25,6,4,4,11
GPR55|GPR55,0,0,0,40,38,22,0,16
ITM2C|ITM2C,17,50,42,125,160,124,37,63
ST6GAL1|ST6GAL1,2300,6411,6888,8502,22639,12231,7308,12215
LOC107051858|LOC107051858,255,438,828,586,1060,1391,166,734
LOC112532977|LOC112532977,5,5,4,8,25,6,8,9
LOC101747982|LOC101747982,115,124,121,291,255,372,54,166
CAB39|CAB39,714,2033,1514,3096,4695,3218,1599,2607
HES6|HES6,0,0,0,3,0,0,0,2
MIR1577|MIR1577,0,0,0,0,0,0,1,0
MIR1577,0,0,0,0,0,0,1,0
LOC107051857|LOC107051857,20,86,43,89,144,77,32,58
FOXL2|FOXL2,4,0,0,0,2,0,3,0
MRPS22|MRPS22,274,1274,704,1314,1919,1369,585,827
LOC101748697|LOC101748697,0,0,9,8,21,7,0,5
VAMP2|VAMP2,0,10,0,12,16,0,12,18
PIK3CB|PIK3CB,75,178,166,438,504,262,194,240
LOC112533017|LOC112533017,0,0,0,0,0,3,0,0
PER2|PER2,907,2050,453,3356,4870,1819,313,1789
COPB2|COPB2,1567,3803,2268,6425,7480,6674,3142,4642
SLC25A36|SLC25A36,105,151,137,587,476,279,321,272
CLSTN2|CLSTN2,0,0,0,16,33,23,12,11
LOC107051856|LOC107051856,0,0,0,0,0,0,0,0
LOC107051855|LOC107051855,12,18,17,47,115,78,28,47
PXYLP1|PXYLP1,675,2199,1447,2354,4786,3066,1823,2335
SGPP2|SGPP2,17,54,11,77,262,101,71,61
EPHA4|EPHA4,67,211,65,199,231,127,57,124
LOC107051851|LOC107051851,0,0,0,0,0,0,0,0
LOC101749943|LOC101749943,0,0,0,4,0,12,4,0
MOGAT1|MOGAT1,36,181,141,155,491,152,113,229
FARSB|FARSB,337,1071,551,915,1314,1291,445,807
KCNE4|KCNE4,9,30,31,53,45,61,14,26
ACSL3|ACSL3,426,1153,807,1257,2455,1595,892,1270
LOC107051850|LOC107051850,0,0,0,2,1,0,0,0
SCG2|SCG2,106,272,245,640,833,911,390,522
AP1S3|AP1S3,213,899,636,1082,1819,1349,645,892
SERPINE2|SERPINE2,57,115,57,302,463,227,133,154
WDFY1|WDFY1,429,885,712,1686,2155,1426,1152,1226
FAM124B|FAM124B,14,17,14,96,25,22,55,48
LOC112532998|LOC112532998,7,0,0,0,0,0,0,0
CUL3|CUL3,748,2351,1411,3192,5054,3732,1908,2738
GUCY1B4|GUCY1B4,13,25,5,70,56,37,42,46
NYAP2|NYAP2,0,0,0,0,0,9,0,0
DOCK10|DOCK10,268,183,165,1557,986,503,493,442
RHBDD1|RHBDD1,103,308,117,405,679,408,315,315
LOC107051846|LOC107051846,308,917,788,928,1675,1212,544,1128
LOC107051845|LOC107051845,6,21,26,28,55,36,31,38
MRPL44|MRPL44,220,1274,684,771,1594,1025,510,682
COL4A4|COL4A4,21,15,27,81,47,78,38,24
LOC107051843|LOC107051843,0,0,0,0,0,0,0,0
LOC107051841|LOC107051841,0,0,0,0,0,0,0,0
COL4A3|COL4A3,5,8,4,47,5,18,27,0
MFF|MFF,408,1821,1022,2256,3229,2285,1181,1703
CCL20|CCL20,5,7,13,17,25,7,15,5
DAW1|DAW1,8,0,4,11,17,17,0,11
PID1|PID1,35,100,46,130,100,109,34,32
DNER|DNER,0,3,0,3,0,0,0,0
AGFG1|AGFG1,852,2652,1717,3370,4410,3488,2129,3248
THT2L|THT2L,8,11,16,34,27,8,15,18
SLC19A3|SLC19A3,36,42,31,109,151,96,90,70
LOC107051836|LOC107051836,0,0,0,0,0,0,1,0
ZBTB38|ZBTB38,463,875,780,1667,2185,1655,1127,1446
TRIP12|TRIP12,1270,2425,2049,5346,6453,4559,3967,4649
RASA2|RASA2,204,541,412,1001,1547,801,628,818
RNF7|RNF7,412,1314,734,1092,2563,1846,1051,1512
GRK7|GRK7,8,14,101,103,412,26,83,10
ATP1B3|ATP1B3,200,573,453,865,1354,794,495,722
LOC107051833|LOC107051833,4,0,0,0,4,7,0,14
TFDP2|TFDP2,72,242,102,304,367,235,110,245
GK5|GK5,239,723,422,982,1256,1000,351,641
PLS1|PLS1,4,29,12,10,22,18,27,7
ATR|ATR,99,232,142,329,532,371,184,220
XRN1|XRN1,451,772,664,1601,2664,1796,1553,1542
TRPC1|TRPC1,125,516,419,636,777,705,684,509
PCOLCE2|PCOLCE2,54,128,107,188,322,302,111,105
LOC107051834|LOC107051834,4,8,6,8,12,15,0,0
LOC112532995|LOC112532995,0,0,72,6,89,0,0,0
LOC112532996|LOC112532996,0,0,0,0,0,0,0,0
C9H3orf58|C9H3orf58,36,121,36,273,323,227,148,135
SLC9A9|SLC9A9,18,24,11,187,180,92,85,73
LOC101749016|LOC101749016,0,11,9,29,14,6,12,21
LOC112533032|LOC112533032,0,0,0,0,0,0,0,0
U2SURP|U2SURP,875,2044,1584,3270,4227,3423,1906,2532
MIR1458,0,1,1,1,1,1,1,1
PAQR9|PAQR9,4527,9904,9673,17923,28216,19455,10916,16737
MIR1458|MIR1458,1,2,2,4,6,2,2,3
CHST2|CHST2,109,222,213,284,481,289,119,210
PLSCR1|PLSCR1,116,486,287,672,1596,606,478,478
PLSCR5|PLSCR5,0,0,0,3,0,0,0,3
LOC107054108|LOC107054108,0,0,0,0,0,0,0,0
AGTR1|AGTR1,16,8,4,19,41,46,15,17
PLOD2|PLOD2,1524,4375,2794,7222,14412,8806,4988,7498
NCBP2|NCBP2,644,2169,1266,2127,2922,2339,1012,1459
CPB1|CPB1,2,0,0,15,15,10,0,3
PIGZ|PIGZ,0,12,11,13,30,34,13,9
MELTF|MELTF,1405,3757,2738,4274,7865,5154,2025,4370
APOD|APOD,0,12,26,33,22,15,18,6
BDH1A|BDH1A,93,253,258,473,774,266,158,199
BDH1B|BDH1B,176,455,288,561,1314,483,343,363
DLG1|DLG1,511,879,559,1457,2055,1302,788,1143
PPP1R2|PPP1R2,356,1065,858,1356,2346,1654,806,1150
FAM43A|FAM43A,51,79,37,117,112,86,32,48
LSG1|LSG1,251,925,557,908,1421,1084,446,857
ACAP2|ACAP2,73,207,145,355,470,331,273,259
XXYLT1|XXYLT1,324,1481,818,1373,2314,1725,809,1164
HES1|HES1,11,56,29,74,91,68,34,33
LRRC15|LRRC15,40,52,37,146,104,95,47,28
CPN2|CPN2,20,8,54,66,98,67,13,14
LOC101750501|LOC101750501,3,0,0,7,14,16,14,9
ATP13A3|ATP13A3,1095,2780,1658,4114,4374,4893,2243,3015
GP5|GP5,56,202,28,138,362,207,55,68
ATP13A4|ATP13A4,4,0,6,12,26,8,0,9
OPA1|OPA1,965,2119,1219,3121,4175,2821,2092,2764
MB21D2|MB21D2,15,47,48,35,171,63,41,69
FCGBP|FCGBP,0,0,9,0,0,0,0,0
ATP13A5|ATP13A5,277,40,32,37,218,39,17,25
HRASLS|HRASLS,480,901,554,467,1875,608,252,325
FGF12|FGF12,0,15,0,19,23,6,0,6
LOC107054101|LOC107054101,0,0,0,0,4,5,0,0
UTS2B|UTS2B,0,0,0,0,0,0,0,0
CCDC50|CCDC50,806,1713,1359,3535,4568,3047,2184,2512
IL1RAP|IL1RAP,906,3348,1662,4096,7379,4308,2969,3866
MIR1762|MIR1762,0,0,0,0,0,0,0,0
MIR1762,0,0,0,0,0,0,0,0
LOC101751159|LOC101751159,30,25,15,82,32,31,52,34
P3H2|P3H2,47,175,69,224,284,208,133,144
TP63|TP63,12,16,17,47,63,36,40,43
LOC107054098|LOC107054098,91,211,100,204,198,191,170,203
CLDN1|CLDN1,4197,12847,8864,12321,36445,23004,16791,20017
MIR1653|MIR1653,5,9,6,10,17,23,10,20
ERR2984226.13776|MIR1653,1,1,1,1,1,1,1,1
LOC101751200|LOC101751200,0,6,0,0,14,10,6,19
LOC107054097|LOC107054097,0,0,4,5,19,12,9,12
LPP|LPP,277,250,256,823,686,640,533,808
LOC112533004|LOC112533004,14,12,33,82,48,30,4,16
BCL6|BCL6,392,2120,1889,1456,1579,1634,1034,1305
RTP2|RTP2,106,420,79,96,646,297,128,200
PDCD1|PDCD1,9,18,36,64,45,22,16,16
MASP1|MASP1,626,1768,1069,1587,3743,2612,1341,1851
LOC100857766|LOC100857766,0,0,2,6,10,5,5,0
PCYT1A|PCYT1A,251,1093,663,1348,1774,1711,595,1170
TCTEX1D2|TCTEX1D2,34,74,93,57,141,60,51,51
SLC51A|SLC51A,1696,7513,5751,5003,14257,8579,3389,5712
TFRC|TFRC,489,1719,713,2238,1426,1237,570,1014
MUC4|MUC4,0,13,15,25,28,54,8,27
MUC4L|MUC4L,0,0,0,8,0,4,0,0
TNK2|TNK2,331,1853,732,1416,2298,2004,342,1455
LOC424918|LOC424918,34,134,124,158,203,220,37,130
RUBCN|RUBCN,262,765,466,1063,1253,980,489,864
FYTTD1|FYTTD1,410,1201,921,1543,2440,1726,1083,1569
LOC424919|LOC424919,24,237,95,209,163,144,49,130
LRCH3|LRCH3,241,567,424,1206,1001,973,551,851
C2orf72|C2orf72,510,1909,1104,1001,3042,1406,952,1921
RPL35A|RPL35A,3106,20176,8456,8268,21171,11123,6992,7944
B3GNT7|B3GNT7,10,13,11,39,32,18,3,30
ARMC9|ARMC9,28,76,56,87,171,111,48,112
HTR2B|HTR2B,11,0,7,33,7,27,13,17
MIR6558|MIR6558,0,0,0,0,0,0,0,0
MIR6558,0,0,0,0,0,0,0,0
PSMD1|PSMD1,1245,3844,2390,4986,7879,7244,3633,6088
NMUR1|NMUR1,0,8,0,0,9,6,0,0
LOC112533012|LOC112533012,0,7,10,18,33,30,21,8
SNORD20|SNORD20,0,0,0,2,0,0,0,1
SNORD20,0,0,0,1,0,0,0,1
LOC112533089|LOC112533089,0,2,0,2,1,2,2,2
NCL|NCL,2334,8086,4678,9268,12190,9850,5348,8527
LOC112533087|LOC112533087,1,4,3,7,6,12,2,6
COPS7B|COPS7B,138,386,259,467,737,544,197,377
LOC107054075|LOC107054075,18,33,9,82,107,60,23,66
PDE6D|PDE6D,48,235,121,177,419,303,87,184
PTMA|PTMA,1458,6140,3464,5273,8609,6364,2197,3538
NPPC|NPPC,55,230,98,167,269,243,77,17
ALPP|ALPP,25,96,36,130,200,77,24,68
CHRND|CHRND,0,0,0,0,0,0,0,0
SLC12A9|SLC12A9,111,469,295,534,816,747,365,487
CYP2AB4|CYP2AB4,0,0,0,0,0,0,0,0
CYP2AB5|CYP2AB5,0,0,0,0,0,0,0,0
EIF4E2|EIF4E2,225,844,512,886,1418,991,558,690
MIR1755|MIR1755,4,2,1,3,1,2,2,3
ERR2984226.13826|MIR1755,1,1,0,1,1,1,1,1
DIS3L2|DIS3L2,735,2244,1311,1854,3254,2326,852,1685
ALPI|ALPI,58,254,177,213,282,211,65,176
EIF2B5|EIF2B5,235,575,375,1340,1062,917,529,716
DVL3|DVL3,245,1086,589,1110,1584,1391,499,1075
CYP2AB1|CYP2AB1,0,0,9,8,9,10,4,0
RNPEPL1|RNPEPL1,452,829,751,1207,2549,1466,1606,1451
ABCC5|ABCC5,1718,3822,2880,5833,6980,7489,4386,6491
CAPN10|CAPN10,431,2062,1266,1653,6037,2613,1362,2468
LOC107054095|LOC107054095,18,51,39,62,199,73,48,77
LOC101747338|LOC101747338,113,501,242,480,644,603,217,547
LOC112533016|LOC112533016,127,607,420,458,833,639,240,399
VWA5B2|VWA5B2,51,293,216,412,376,459,271,296
CAMK2N2|CAMK2N2,0,14,6,6,7,20,0,0
ALG3|ALG3,171,640,396,429,793,846,246,477
LOC431092|LOC431092,4,21,12,21,19,36,0,6
MUL1L|MUL1L,165,841,340,488,981,714,272,453
ECE2|ECE2,18,94,62,76,131,102,44,74
AP2M1|AP2M1,1920,6386,3464,7516,12152,8730,4245,6406
LOC112532997|LOC112532997,5,8,5,26,25,9,6,9
ABCF3|ABCF3,696,3439,1929,3177,5380,3932,1767,2821
PSMD2|PSMD2,1229,4515,2585,4095,5966,5670,2010,4097
FAM131A|FAM131A,5,0,0,15,19,9,14,6
CHRD|CHRD,17,129,71,144,163,112,48,42
HSPB7L|HSPB7L,0,0,0,4,0,0,0,0
CLCN2|CLCN2,73,303,170,286,542,604,139,427
THPO|THPO,88,313,150,152,443,383,171,165
POLR2H|POLR2H,233,891,491,555,1285,836,302,590
EPHB3|EPHB3,67,313,192,374,376,436,108,275
LOC107054090|LOC107054090,43,159,129,247,279,263,192,277
LOC112533022|LOC112533022,0,0,0,0,0,0,0,0
EIF4G1|EIF4G1,2437,8002,4349,9576,10828,11393,3103,8357
LOC112533094|LOC112533094,0,0,0,2,0,0,0,0
LOC112533093|LOC112533093,1,2,3,2,2,1,0,0
SENP5|SENP5,734,2121,1443,2923,4313,3510,1593,2580
LAMP3|LAMP3,22,0,12,96,43,19,36,45
MCF2L2|MCF2L2,22,31,28,95,36,31,96,58
B3GNT5|B3GNT5,60,56,42,420,201,112,131,113
MCCC1|MCCC1,588,1829,1234,2256,4519,2304,1794,2366
DNAJC19|DNAJC19,374,1500,1076,1315,2476,1857,897,1225
DCUN1D1|DCUN1D1,361,1660,1000,2117,2389,1634,1120,1380
ATP11B|ATP11B,876,1657,1426,2803,4112,3509,1898,2556
FXR1|FXR1,589,1692,1111,2217,2925,2089,1524,1673
LOC101749252|LOC101749252,4,5,4,5,21,10,6,0
CCDC39|CCDC39,381,807,670,1309,2035,1534,921,1197
TTC14|TTC14,128,215,167,502,522,376,331,402
USP13|USP13,25,28,44,34,56,57,12,24
PEX5L|PEX5L,375,280,281,515,461,475,134,152
NDUFB5|NDUFB5,843,3429,2460,2395,4955,3579,1347,2310
MRPL47|MRPL47,172,785,552,610,1033,745,376,511
ACTL6A|ACTL6A,209,807,325,695,1120,899,437,662
GNB4|GNB4,592,1430,1099,2551,3268,1918,1425,2041
LOC112532991|LOC112532991,0,0,0,0,7,0,0,0
MFN1|MFN1,2264,6362,4529,7332,6819,9260,3186,6592
ZNF639|ZNF639,242,632,469,717,1016,830,337,725
PIK3CA|PIK3CA,167,219,168,605,528,544,392,618
ZMAT3|ZMAT3,170,362,278,704,743,694,395,577
TBL1XR1|TBL1XR1,593,1691,1171,2286,2638,1905,1110,1692
LOC107054080|LOC107054080,6,33,35,40,65,33,22,35
LOC107054117|LOC107054117,164,216,244,371,520,365,257,393
LOC107054119|LOC107054119,6,7,3,17,10,7,8,4
NAALADL2|NAALADL2,832,2206,1319,2893,7492,4161,3237,3515
LOC107054091|LOC107054091,74,155,99,213,353,167,259,218
AHSG|AHSG,72360,245303,204121,308110,357571,338801,166639,253124
FETUB|FETUB,6858,15007,7625,13633,47394,24697,11798,23427
HRG|HRG,16893,26042,22455,37533,70535,70851,24568,74714
KNG1|KNG1,19406,50892,30298,72653,119014,73289,48959,71088
MIR6617|MIR6617,8,34,19,22,52,41,9,10
ERR2984226.13947|MIR6617,1,1,1,1,1,1,1,1
EIF4A2|EIF4A2,9775,25694,15715,35401,58202,40807,30066,34623
LOC112533097|LOC112533097,7,17,4,27,17,22,10,26
LOC112533095|LOC112533095,15,19,17,40,61,60,34,45
LOC112533088|LOC112533088,6,19,9,21,26,25,13,23
RFC4|RFC4,122,678,435,550,894,743,400,482
GHSR|GHSR,8,3,10,25,13,8,7,6
FNDC3B|FNDC3B,250,688,480,1520,2647,1788,1344,1186
PLD1|PLD1,371,1120,926,2155,4134,2718,1163,1967
TNIK|TNIK,103,189,94,532,407,278,136,231
LOC107054123|LOC107054123,0,0,4,6,0,7,0,0
ECT2|ECT2,127,382,182,589,1112,716,474,346
LOC107054120|LOC107054120,171,258,166,448,735,595,408,443
NCEH1|NCEH1,6619,23603,12015,29961,68387,47145,33079,27213
TNFSF10|TNFSF10,3373,6481,5917,9418,29337,11406,22745,16410
SLC2A2|SLC2A2,1528,3419,1688,2769,5774,4352,3295,5174
EIF5A2|EIF5A2,2042,8653,5108,8353,11425,7950,3460,5986
RPL22L1|RPL22L1,502,1426,1052,1089,2216,1409,1223,1652
LOC107054122|LOC107054122,3,0,0,0,0,0,0,0
SKIL|SKIL,105,294,230,497,482,352,228,505
PRKCI|PRKCI,209,677,518,1040,1812,1045,1019,914
LRRC31|LRRC31,50,158,74,116,221,126,65,87
SAMD7|SAMD7,10,48,9,50,18,35,12,32
LRRIQ4|LRRIQ4,5,4,0,3,4,6,0,8
LRRC34|LRRC34,16,56,39,88,136,85,40,46
MYNN|MYNN,306,744,548,1283,1545,1233,708,1117
PHC3|PHC3,108,145,107,562,651,365,264,360
GPR160|GPR160,3,4,3,14,15,9,8,3
SEC62|SEC62,1072,3039,1989,4011,6263,4732,2730,3607
LOC107054125|LOC107054125,4,19,0,30,20,18,19,8
SERPINI1|SERPINI1,46,450,119,477,413,340,86,164
PDCD10|PDCD10,277,589,426,854,1616,1003,785,955
LOC112533026|LOC112533026,0,0,0,0,0,0,0,0
LOC107054134|LOC107054134,0,0,0,0,0,0,0,0
LOC107054133|LOC107054133,14,10,28,34,103,35,13,36
BCHE|BCHE,491,1450,711,1940,3414,2678,2025,2360
LOC107054137|LOC107054137,0,0,0,0,4,0,0,3
SPTSSB|SPTSSB,5,0,10,4,28,21,0,7
LOC101749407|LOC101749407,0,0,0,4,0,0,0,0
LOC107054136|LOC107054136,0,0,0,0,0,0,0,0
SPTSSBL|SPTSSBL,4,26,22,20,30,8,0,14
NMD3|NMD3,285,732,400,868,1129,944,451,746
LOC107054130|LOC107054130,0,1,0,0,0,0,0,0
LOC107054129|LOC107054129,0,0,0,0,4,0,0,0
MECOM|MECOM,42,79,74,144,153,135,117,104
LOC107054128|LOC107054128,0,4,8,6,14,11,0,0
MEGF6L|MEGF6L,8,51,61,91,119,83,52,80
MIR551B|MIR551B,0,0,0,0,0,0,0,0
MIR551B,0,0,0,0,0,0,0,0
LOC107049011|LOC107049011,3525,8997,7702,12542,20665,19757,13519,15350
LOC112533003|LOC112533003,47,40,33,170,101,84,112,108
SMC4|SMC4,95,241,213,489,348,290,173,268
MIR16-2|MIR16-2,0,0,0,0,0,0,0,0
MIR16-2,0,0,0,0,0,0,0,0
MIR15B|MIR15B,0,0,0,0,0,0,0,0
MIR15B,0,0,0,0,0,0,0,0
C9H3orf80|C9H3orf80,3,12,4,20,8,12,1,2
IL12A|IL12A,0,0,0,0,0,0,2,0
IFT80|IFT80,594,1239,1363,2084,1442,960,772,844
B3GALNT1|B3GALNT1,111,418,391,375,707,357,201,378
MIR1692|MIR1692,0,0,0,0,0,0,0,2
MIR1692,0,0,0,0,0,0,0,1
TRIM59|TRIM59,200,694,487,958,1055,881,542,593
PPM1L|PPM1L,393,795,514,1320,2335,1354,1147,1427
ARL14|ARL14,5,0,0,0,12,0,6,8
KPNA4|KPNA4,1030,3134,2030,4999,6252,4144,2529,3283
LOC112533096|LOC112533096,434,934,675,1332,1523,903,307,1122
NLRP1L|NLRP1L,182,373,286,415,740,584,508,562
SCHIP1|SCHIP1,52,195,91,261,183,239,111,147
LOC101750745|LOC101750745,4,8,0,15,5,0,9,5
LOC107054139|LOC107054139,4,0,0,19,0,0,7,0
MFSD1|MFSD1,625,1551,1278,2670,3866,2657,1898,2445
LOC107054140|LOC107054140,0,8,0,7,11,5,0,0
RARRES1|RARRES1,997,1845,1922,3659,5114,3603,2148,2047
LOC101751877|LOC101751877,3,4,4,35,12,5,4,9
PQLC2L|PQLC2L,11,29,43,39,36,28,17,40
MLF1|MLF1,69,225,126,295,305,241,155,168
GFM1|GFM1,908,2577,1773,3618,3955,3163,1868,2643
LXN|LXN,35,49,34,87,160,92,50,43
VEPH1|VEPH1,18,57,50,160,130,114,49,110
PTX3|PTX3,6,0,6,55,14,12,27,14
LOC107054141|LOC107054141,4,15,12,9,56,32,15,22
RSRC1|RSRC1,154,600,260,530,1125,698,518,547
TIPARP|TIPARP,118,301,239,548,609,428,277,333
LEKR1|LEKR1,94,108,110,219,306,335,214,447
CCNL1|CCNL1,415,1337,1070,1780,2241,2172,872,1633
KCNAB1|KCNAB1,0,11,0,8,7,6,4,0
SSR3|SSR3,1842,8407,3996,7174,11307,7388,3700,6669
MIR1658|MIR1658,0,3,2,3,6,0,3,2
MIR1658,0,1,1,1,1,0,1,0
GMPS|GMPS,644,1693,1037,2814,3629,2786,1743,2604
C3orf33|C3orf33,53,312,192,324,650,364,217,320
PLCH1|PLCH1,0,34,20,87,43,36,45,43
SLC33A1|SLC33A1,809,2937,1796,3639,5793,5286,1910,2633
GPR149|GPR149,0,0,0,0,8,0,0,0
DHX36|DHX36,677,1942,1364,2542,3290,3075,1150,2364
LOC112532980|LOC112532980,8,0,0,9,7,8,6,14
ARHGEF26|ARHGEF26,349,976,561,1274,1626,1142,636,1341
RAP2B|RAP2B,166,786,474,569,929,778,281,519
P2RY1|P2RY1,76,127,84,207,170,160,92,118
LOC107054144|LOC107054144,12,35,12,18,51,30,24,30
SUCNR1|SUCNR1,22,133,154,137,557,331,152,266
MIR1754|MIR1754,2,4,1,5,15,11,5,6
ERR2984226.14077|MIR1754,1,1,1,1,1,1,1,1
MBNL1|MBNL1,963,3587,2163,4566,5936,4509,2283,3123
AADAC|AADAC,3191,12332,5039,10596,21543,13899,7789,10523
MED12L|MED12L,55,142,76,161,189,245,90,187
P2RY12|P2RY12,20,66,30,127,100,59,35,38
MIR1793|MIR1793,0,0,0,0,0,0,0,0
MIR1793,0,0,0,0,0,0,0,0
IGSF10|IGSF10,13,36,9,66,66,47,13,62
P2RY13|P2RY13,33,49,49,123,141,69,39,38
GPR87|GPR87,3,0,0,8,0,0,0,0
P2RY14|P2RY14,10,26,8,48,61,23,14,12
GPR171|GPR171,12,26,12,55,86,38,11,26
CLRN1|CLRN1,0,5,0,15,9,0,0,8
MINDY4B|MINDY4B,0,13,9,14,6,7,5,9
FAM194A|FAM194A,0,26,0,0,13,20,0,28
MIR6556|MIR6556,0,0,0,0,0,0,0,0
MIR6556,0,0,0,0,0,0,0,0
LOC101750121|LOC101750121,0,7,4,15,19,6,2,2
LOC112532988|LOC112532988,0,0,0,0,0,0,0,0
TSC22D2|TSC22D2,177,525,340,758,1011,684,344,686
LOC107054147|LOC107054147,7,14,10,12,29,38,6,0
SIAH2|SIAH2,97,339,180,379,465,398,128,298
SELENOT|SELENOT,764,3474,2048,3157,5639,3925,1605,2462
EIF2A|EIF2A,513,2990,1368,2555,3925,2626,960,1425
SERP1|SERP1,3330,19500,8721,14697,23699,14372,5454,9889
LOC107054149|LOC107054149,0,7,0,8,14,0,9,6
