gene_id,ERR2984226,ERR2984227,ERR2984230,ERR2984246,ERR2984239,ERR2984238,ERR2984244,ERR2984249
VPS18|VPS18,83,181,108,410,424,359,259,350
SPINT1|SPINT1,443,1266,886,1771,3103,2365,1608,1923
LOC112532537|LOC112532537,0,0,12,7,3,0,3,0
LOC107053444|LOC107053444,6,16,4,11,11,19,9,12
DLL4|DLL4,179,378,231,552,1016,649,641,473
LOC112532473|LOC112532473,0,0,0,0,0,0,0,0
CHAC1|CHAC1,59,65,92,90,75,106,169,105
MIR6544|MIR6544,1,1,1,1,1,1,1,1
LOC112532474|LOC112532474,0,15,0,14,55,23,46,34
INO80|INO80,372,1009,621,1705,2277,1582,906,1523
ERR2984226.9788|MIR6544,0,0,0,0,0,0,0,0
CHP1|CHP1,1250,4330,2479,4535,7419,5260,3016,3575
OIP5|OIP5,9,28,23,69,93,56,68,33
NUSAP1|NUSAP1,21,18,46,75,95,79,35,74
OIP5-AS1|OIP5-AS1,1906,5179,3601,7109,10267,7270,4570,5792
LOC101747844|LOC101747844,5,43,13,15,32,13,40,11
NDUFAF1|NDUFAF1,726,2411,1609,2768,4312,2800,1552,2034
RTF1|RTF1,456,1372,982,1969,2832,1893,1295,1626
ITPKA_1|ITPKA,185,233,186,783,960,663,1051,825
LTK|LTK,27,21,10,40,75,33,65,60
RPAP1|RPAP1,214,445,252,856,782,660,435,673
LOC771422|LOC771422,0,0,0,5,0,0,11,0
TYRO3|TYRO3,1112,4243,2502,4741,8173,4827,3156,3935
MGA|MGA,552,1595,1165,2714,2608,2525,1570,2128
MIR6685|MIR6685,0,0,0,0,3,2,0,0
MIR6685,0,0,0,0,1,1,0,0
LOC112532493|LOC112532493,0,0,0,0,0,0,0,0
EHD4|EHD4,48,109,106,373,472,211,163,126
PLA2G4EL1|PLA2G4EL1,0,0,0,0,0,0,0,0
MAPKBP1|MAPKBP1,99,267,136,561,385,441,289,434
PLA2G4B|PLA2G4B,62,173,141,194,544,324,243,245
JMJD7|JMJD7,268,696,352,779,1618,961,715,700
ACOT1L|ACOT1L,617,1874,755,1937,3367,2069,2117,1477
PLA2G4F|PLA2G4F,6,35,11,35,90,44,28,44
VPS39|VPS39,314,650,530,1062,1485,1038,807,884
CAPN3|CAPN3,16,17,0,11,9,0,13,13
ZNF106|ZNF106,314,705,393,980,1633,1144,771,1055
TMEM87A|TMEM87A,829,2523,1410,3478,4617,3380,1840,2919
GANC|GANC,825,2781,1600,3651,4061,3834,1838,2735
SNAP23|SNAP23,844,2157,1538,3070,5773,3558,2378,2922
LRRC57|LRRC57,78,309,227,458,675,488,256,392
HAUS2|HAUS2,95,296,233,353,772,425,335,356
TTBK2|TTBK2,60,80,84,143,302,179,187,189
STARD9|STARD9,43,183,22,258,71,78,112,177
CDAN1|CDAN1,431,638,576,923,1603,1296,820,1317
LOC423240|LOC423240,32,132,108,111,228,131,48,76
TMEM62|TMEM62,182,469,454,756,1044,922,522,817
ROM1|ROM1,37,81,43,94,94,127,71,89
UBR1|UBR1,514,1163,883,2393,2829,1957,1739,2050
PTGR2|PTGR2,365,1463,576,1713,2062,2268,1312,1177
ACOT4|ACOT4,283,819,512,888,2209,1174,637,1028
C5H14ORF169|C5H14ORF169,70,349,175,300,463,396,89,239
MIR6587|MIR6587,2,2,2,2,2,2,2,2
ERR2984226.9850|MIR6587,1,1,1,1,1,1,1,1
ELMSAN1|ELMSAN1,182,525,348,943,1298,971,568,746
DNAL1|DNAL1,22,64,84,106,162,132,80,112
LOC112532548|LOC112532548,0,0,0,0,0,6,0,0
LOC112532547|LOC112532547,19,88,84,85,149,79,50,57
ACOT2L|ACOT2L,213,515,291,630,1132,612,316,788
NUMB|NUMB,808,2259,1461,2447,4303,4235,1988,3867
PAPLN|PAPLN,663,1338,353,1835,3595,3334,2781,3493
LOC107053443|LOC107053443,58,76,58,185,295,302,227,293
PSEN1|PSEN1,1019,2210,1595,3577,7833,4526,4472,4712
RBM25|RBM25,493,1570,1046,2242,2740,2162,1451,1680
DCAF4|DCAF4,105,583,451,674,1069,945,393,756
ZFYVE1|ZFYVE1,243,748,456,1072,1781,1289,1023,1073
DPF3|DPF3,112,255,178,464,478,310,159,243
LOC112532470|LOC112532470,0,0,0,5,0,0,3,0
SIPA1L1|SIPA1L1,77,165,85,351,352,225,212,266
RGS6|RGS6,14,22,11,51,85,73,18,58
MAP3K9|MAP3K9,70,167,96,133,501,283,182,272
TTC9|TTC9,14,68,38,75,199,113,19,71
LOC100857840|LOC100857840,5,18,17,11,28,40,6,21
MED6|MED6,405,1721,729,1447,3055,1903,1060,1518
LOC112532556|LOC112532556,0,0,0,0,0,0,0,0
PCNX1|PCNX1,715,1470,1228,3271,3734,2958,2266,3225
SYNJ2BP|SYNJ2BP,254,917,460,947,1339,1179,641,770
COX16|COX16,58,225,87,133,261,196,66,120
SLC8A3|SLC8A3,47,90,87,83,100,95,72,122
SMOC1|SMOC1,52,49,47,66,41,92,78,95
MIR1710|MIR1710,4,0,0,0,0,0,0,0
ERR2984226.9902|MIR1710,1,0,0,0,0,0,0,0
SRSF5|SRSF5,1222,4024,3238,5177,7146,5498,2066,4058
SUSD6|SUSD6,693,1819,1303,2958,3747,2504,2001,2543
PLEKHD1|PLEKHD1,80,269,192,497,424,469,193,196
CCDC177|CCDC177,4,7,6,8,11,10,6,15
SLC39A9|SLC39A9,1317,4315,2048,5301,6986,5545,2860,4647
ERH|ERH,686,2473,1415,2431,4082,2621,1364,2170
GALNT16|GALNT16,94,265,148,414,493,466,139,432
EXD2|EXD2,196,697,416,748,1159,1020,556,956
DCAF5|DCAF5,248,638,407,764,1475,1188,545,1094
ACTN1|ACTN1,373,1243,463,1522,1660,1264,558,833
LOC112532527|LOC112532527,7,29,12,52,32,51,16,24
LOC107053484|LOC107053484,25,63,30,38,91,73,27,40
SRSF5A|SRSF5A,1809,5079,4070,7217,11338,9937,5197,6859
ZFP36L1|ZFP36L1,1588,4527,1601,4324,3977,4250,1693,3192
LOC101749472|LOC101749472,0,11,0,16,16,38,0,7
PLEKHH1|PLEKHH1,19,16,30,104,50,39,25,47
LOC112532518|LOC112532518,0,0,0,0,0,0,0,0
LOC107053490|LOC107053490,0,4,0,4,0,0,0,0
TMEM229B|TMEM229B,589,1941,1056,2675,3190,3776,1167,2082
PIGH|PIGH,194,662,486,753,1549,1055,668,970
RAD51B|RAD51B,235,742,445,783,2182,859,527,704
LOC112532528|LOC112532528,0,0,0,0,0,0,0,0
LOC112532529|LOC112532529,0,0,0,0,10,6,6,0
LOC101749146|LOC101749146,16,64,47,63,108,69,82,93
LOC107053486|LOC107053486,11,0,7,5,11,4,7,0
ARG2|ARG2,0,29,24,25,48,18,10,26
VTI1B|VTI1B,149,568,430,644,1048,736,312,552
LOC423277|LOC423277,16,70,23,37,133,100,46,48
ZFYVE26|ZFYVE26,477,1073,776,1586,2107,1578,1128,1566
RDH12|RDH12,475,1164,438,1044,2110,1288,588,770
MPP5|MPP5,153,534,314,743,1002,631,486,542
EIF2S1|EIF2S1,639,2640,1382,2783,3804,2547,1135,1815
ATP6V1D|ATP6V1D,675,2530,1396,2692,4353,2855,1563,1928
BMF|BMF,86,91,152,476,1034,325,1266,714
GPHN|GPHN,805,1909,1321,2435,3565,2337,2021,2959
LOC107053491|LOC107053491,9,0,0,0,7,0,3,6
GPR176|GPR176,5,27,27,63,35,79,5,17
THBS1|THBS1,63,225,80,251,216,387,189,135
EIF2AK4|EIF2AK4,521,1545,1256,2865,4263,2905,1620,2069
SRP14|SRP14,308,2110,995,1802,2441,1911,579,1065
LOC107053492|LOC107053492,15,73,49,129,184,164,57,103
KATNBL1|KATNBL1,83,351,227,402,720,465,206,291
LOC107053493|LOC107053493,0,0,0,0,0,0,0,3
LOC107053494|LOC107053494,4,0,0,0,10,7,0,7
LOC112532477|LOC112532477,52,105,122,175,274,164,54,146
LOC107053496|LOC107053496,0,0,0,7,0,0,0,0
EMC7|EMC7,596,1789,1024,2003,3024,2236,1221,1705
CHRM5|CHRM5,6,32,16,20,36,27,2,21
AVEN|AVEN,74,261,204,285,629,383,180,314
MIR6683|MIR6683,1,1,1,1,1,1,1,1
ERR2984226.9991|MIR6683,1,1,1,1,1,1,1,1
LOC107053497|LOC107053497,0,0,0,0,0,0,0,0
GREM1|GREM1,0,7,0,7,12,12,0,0
LOC112532584|LOC112532584,0,0,4,0,0,0,0,5
SCG5|SCG5,46,22,105,174,297,327,10,36
FMN1|FMN1,0,8,0,27,30,23,5,14
RYR3|RYR3,0,9,21,33,69,50,61,34
LOC112532478|LOC112532478,23,37,35,66,104,59,41,33
RASGRP1|RASGRP1,48,47,70,342,216,92,157,108
ARHGAP11A|ARHGAP11A,547,1575,1298,2356,3099,2443,1186,2020
LOC107053598|LOC107053598,0,0,0,0,0,0,0,0
FAM98B|FAM98B,240,762,464,899,1235,894,487,683
SPRED1|SPRED1,287,578,523,1194,1543,1146,682,912
LOC112532485|LOC112532485,57,105,80,105,286,177,68,73
LOC107053499|LOC107053499,24,35,24,59,49,46,41,25
MEIS2|MEIS2,67,97,63,215,221,145,137,94
LOC112532577|LOC112532577,0,0,0,7,0,0,7,0
LOC107053500|LOC107053500,25,19,19,50,34,25,47,21
C5H15orf41|C5H15orf41,219,451,279,612,857,559,365,434
MIR1718|MIR1718,0,0,0,0,0,0,0,0
MIR1718,0,0,0,0,0,0,0,0
LOC112532576|LOC112532576,0,2,0,0,0,0,2,0
ACTC1|ACTC1,0,0,0,0,0,8,0,0
DPH6|DPH6,105,257,149,376,544,316,231,207
LOC112532588|LOC112532588,0,0,0,0,0,0,0,0
LOC107053502|LOC107053502,10,13,23,19,7,14,34,8
AQR|AQR,432,1161,827,2005,2513,1859,1183,1442
LOC112532482|LOC112532482,0,0,0,0,0,0,0,0
STXBP6|STXBP6,367,823,534,952,1069,937,780,453
LOC112532568|LOC112532568,0,0,0,5,10,0,4,3
NOVA1|NOVA1,30,48,34,132,150,49,117,54
MIR3532|MIR3532,0,0,0,0,0,0,0,0
MIR3532,0,0,0,0,0,0,0,0
FOXG1|FOXG1,0,14,0,31,22,22,26,17
PRKD1|PRKD1,60,136,154,288,549,293,262,362
LOC101747910|LOC101747910,0,8,0,6,6,6,0,26
G2E3|G2E3,156,284,182,642,821,591,502,472
LOC107053509|LOC107053509,19,64,101,51,242,32,11,37
SCFD1|SCFD1,493,1245,598,1637,2138,1896,733,1253
LOC112532476|LOC112532476,38,88,41,109,111,122,51,62
COCH|COCH,3144,8715,5495,11189,16986,10620,8084,10880
LOC101748151|LOC101748151,90,210,116,393,297,281,246,276
STRN3|STRN3,608,1302,1046,2115,2965,1873,1174,1629
AP4S1|AP4S1,60,96,68,136,319,179,142,156
LOC101748199|LOC101748199,9,33,26,20,111,60,27,25
DTD2|DTD2,95,415,135,166,879,459,210,499
NUBPL|NUBPL,156,413,211,405,848,530,276,567
HECTD1|HECTD1,1130,2279,1769,4229,5617,4271,3556,4466
LOC107053511|LOC107053511,51,126,43,65,343,170,153,220
HEATR5A|HEATR5A,165,397,176,746,1183,699,372,1011
ARHGAP5|ARHGAP5,308,689,544,1330,1661,1192,805,983
AKAP6|AKAP6,21,19,24,130,101,41,80,15
NPAS3|NPAS3,5,7,9,31,6,19,8,14
LOC112532533|LOC112532533,15,22,40,55,102,118,22,63
LOC107053512|LOC107053512,0,0,0,0,0,0,0,0
EGLN3|EGLN3,1983,4773,4167,7734,8768,7266,3827,8153
SPTSSA|SPTSSA,440,1626,725,1201,3022,1403,901,1213
EAPP|EAPP,121,472,277,588,920,591,256,474
SNX6|SNX6,354,1328,783,1561,3085,1769,1029,1448
CFL2|CFL2,569,2260,1396,2202,3643,2581,1218,2228
BAZ1A|BAZ1A,542,1265,843,2358,2555,1982,1254,1876
LOC112532557|LOC112532557,0,0,1,0,0,0,0,0
LOC100859161|LOC100859161,16,52,40,57,103,68,31,72
SRP54|SRP54,640,2172,1489,3389,4741,3794,2003,2634
PPP2R3C|PPP2R3C,158,479,357,759,999,774,252,409
FAM177A1|FAM177A1,390,735,652,1208,1699,1474,597,1208
LOC107053514|LOC107053514,3,14,22,28,27,21,7,11
MRPP3|MRPP3,221,579,328,932,1016,865,364,561
NFKBIA|NFKBIA,156,580,591,1029,1633,989,1223,612
LOC112532558|LOC112532558,17,28,13,16,15,30,21,28
PSMA6|PSMA6,835,3593,1536,2977,4836,3625,1681,2395
BRMS1L|BRMS1L,193,708,463,893,1578,968,510,776
MBIP|MBIP,95,221,184,289,484,430,163,273
NKX2-1|NKX2-1,0,0,0,0,0,0,0,0
LOC112532497|LOC112532497,0,0,0,0,0,0,0,0
INSM2|INSM2,0,0,0,0,0,0,0,0
RALGAPA1|RALGAPA1,270,559,383,1004,1017,968,535,900
SLC25A21|SLC25A21,146,299,228,307,755,517,254,363
MIPOL1|MIPOL1,119,313,205,474,738,396,317,424
FOXA1|FOXA1,549,1407,966,1501,2641,2043,909,1719
TTC6|TTC6,0,16,12,17,114,25,29,0
LOC101752122|LOC101752122,6,62,19,254,472,239,104,114
LOC112532542|LOC112532542,19,172,35,133,583,305,64,159
SSTR1|SSTR1,307,1646,606,3559,6922,3809,1885,3031
GEMIN2|GEMIN2,141,587,323,549,1001,704,382,525
TRAPPC6B|TRAPPC6B,65,290,229,292,531,379,180,246
SEC23A|SEC23A,1830,5651,3291,7516,10751,7986,4183,5659
FBXO33|FBXO33,294,584,491,1008,1652,907,755,886
ZNF410|ZNF410,138,540,382,704,930,750,268,504
FAM161B|FAM161B,32,66,49,106,164,113,66,144
MIA2|MIA2,1995,3512,4685,7562,20799,13942,12042,10541
PNN|PNN,751,2156,2231,3806,3743,3741,2062,2665
LOC107053516|LOC107053516,10,22,16,9,37,31,31,19
COQ6|COQ6,90,470,249,320,734,475,188,279
ENTPD5|ENTPD5,1047,2974,2097,3937,7124,5189,3379,4281
LIN52|LIN52,419,1488,974,2002,3526,1712,1196,1456
BBOF1|BBOF1,111,226,117,629,1221,553,143,341
ALDH6A1|ALDH6A1,4542,11573,7520,18158,29843,13754,11898,19790
VRTN|VRTN,4,7,0,4,7,11,4,10
SYNDIG1L|SYNDIG1L,8,26,11,14,14,82,10,26
ACSS1L|ACSS1L,143,302,285,883,1155,1297,1103,1632
ABCD4|ABCD4,749,2398,1472,2658,5460,4192,2046,2798
MIR6598|MIR6598,0,0,0,0,2,0,0,0
MIR6598,0,0,0,0,1,0,0,0
LTBP2|LTBP2,0,18,12,16,45,88,17,33
ISCA2|ISCA2,146,414,253,491,684,620,317,468
NPC2|NPC2,1360,10040,2774,5797,10999,11423,3066,4253
AREL1|AREL1,437,1220,736,1828,2269,2105,1259,1604
FCF1|FCF1,311,1559,845,1283,2138,1531,561,942
YLPM1|YLPM1,288,688,595,1297,1451,1169,730,1222
PGF|PGF,0,25,25,23,55,51,10,18
EIF2B2|EIF2B2,169,682,362,691,1180,818,391,632
RPS6KL1|RPS6KL1,28,407,150,201,260,255,89,166
DLST|DLST,1015,3976,2171,3808,5649,4837,2422,3865
MLH3|MLH3,260,680,469,925,1444,1044,586,856
ACYP1|ACYP1,56,208,99,124,351,213,76,132
BATF|BATF,12,48,53,70,103,54,30,48
FOS|FOS,48,328,98,194,312,362,215,96
LOC112532480|LOC112532480,9,0,0,5,14,16,20,8
JDP2|JDP2,73,124,78,147,242,230,104,188
FLVCR2|FLVCR2,11,44,36,113,54,32,34,21
ZC2HC1C|ZC2HC1C,594,3218,1985,2219,5747,2975,978,2070
NEK9|NEK9,740,2680,1547,3168,4516,3855,1707,2888
TMED10|TMED10,2764,10060,6139,11591,19018,13051,5810,9819
LOC107053517|LOC107053517,5,10,4,8,25,9,3,9
TGFB3|TGFB3,82,501,366,506,373,726,112,288
IFT43|IFT43,11,46,60,51,86,72,28,55
LOC112532503|LOC112532503,0,4,0,7,4,7,3,6
TTLL5|TTLL5,323,1143,740,1706,1640,1367,567,913
C5H14orf1|C5H14orf1,1808,11340,5784,6003,14165,9413,2576,4145
GPATCH2L|GPATCH2L,80,69,44,345,123,176,262,326
LOC112532504|LOC112532504,151,428,398,616,902,726,379,510
LOC107053520|LOC107053520,10,15,14,20,45,36,22,23
C5H14orf4|C5H14orf4,190,642,387,632,980,715,334,540
LOC112532559|LOC112532559,16,61,16,33,56,47,27,82
CIPC|CIPC,216,491,321,756,981,766,487,672
MIR6645|MIR6645,0,1,0,1,1,2,1,1
MIR6645,0,0,0,0,0,0,0,0
NGB|NGB,0,8,8,0,21,30,10,16
TMEM63C|TMEM63C,44,241,89,206,241,469,219,256
ESRRB|ESRRB,0,3,3,12,5,4,0,0
LOC107053519|LOC107053519,64,251,99,172,384,285,156,175
ANGEL1|ANGEL1,1156,4172,1867,4829,7695,5910,2967,4026
LRRC74A|LRRC74A,0,0,0,0,0,0,0,0
VASH1|VASH1,481,1327,1453,2569,3305,2446,1322,1836
SAMD15|SAMD15,7,8,9,0,18,22,5,5
NOXRED1|NOXRED1,9,21,20,37,82,74,27,21
LOC772017|LOC772017,0,27,8,26,44,23,20,21
TMED8|TMED8,465,1179,606,1963,3547,1813,1201,1552
POMT2|POMT2,314,848,423,1045,1228,1069,551,955
GSTZ1|GSTZ1,2635,10326,4766,8275,22645,8932,3145,7828
ISM2|ISM2,56,231,81,198,261,135,87,174
VIPAS39|VIPAS39,378,1513,882,1694,2301,1815,735,1275
LOC107053522|LOC107053522,16,30,32,31,34,34,32,19
AHSA1|AHSA1,728,3134,1651,2716,3996,2689,1013,1967
LOC107053523|LOC107053523,8,11,9,31,25,13,17,14
ALKBH1|ALKBH1,130,510,291,619,954,619,276,472
ADCK1|ADCK1,80,304,165,335,435,366,159,288
SPTLC2|SPTLC2,115,331,194,540,538,527,366,382
SLIRP|SLIRP,259,1837,871,737,1629,948,357,547
SNW1|SNW1,388,1150,791,1524,2380,1694,879,1528
DIO2|DIO2,3933,1521,3586,3555,3117,5557,562,16203
CEP128|CEP128,0,47,34,66,72,56,33,44
TRNAG-CCC_1,0,0,0,0,0,0,0,0
TSHR|TSHR,0,0,0,0,0,0,0,0
LOC112532501|LOC112532501,0,0,0,0,0,0,0,0
GTF2A1|GTF2A1,701,1680,1322,2976,4386,2820,2047,2724
STON2|STON2,857,2279,1664,3402,4405,3736,2244,3245
LOC101748507|LOC101748507,0,0,0,0,0,0,0,0
SEL1L|SEL1L,1456,4278,2359,7534,10937,7414,3803,4549
LOC101748673|LOC101748673,0,0,3,0,5,10,0,0
FLRT2|FLRT2,28,44,44,168,133,88,117,68
GALC|GALC,14,34,25,81,102,36,44,35
GPR65|GPR65,86,72,59,434,299,131,199,135
LOC107053528|LOC107053528,0,0,0,14,15,0,19,27
SPATA7|SPATA7,31,151,81,146,193,343,81,117
PTPN21|PTPN21,487,1217,967,1622,2602,1522,1363,1546
ZC3H14|ZC3H14,360,1208,628,1243,1707,1414,721,1156
EML5|EML5,6,19,9,11,52,46,20,31
LOC112532549|LOC112532549,0,0,0,0,0,0,0,0
TTC8|TTC8,120,149,113,232,534,263,214,154
KCNK13|KCNK13,8,5,4,41,35,17,19,6
EFCAB11|EFCAB11,0,0,12,14,26,0,11,15
LOC107053529|LOC107053529,0,0,0,0,0,0,0,0
TDP1|TDP1,31,111,55,129,272,115,87,84
FOXN3|FOXN3,639,1177,1257,2031,4006,2090,1651,2612
LOC112532560|LOC112532560,0,29,0,1,0,0,0,27
LOC112532561|LOC112532561,0,0,0,0,0,0,0,0
LOC112532562|LOC112532562,0,22,13,39,16,15,15,16
LOC112532490|LOC112532490,0,0,0,0,0,0,0,0
PSMC1|PSMC1,1102,4503,2822,4645,5729,5181,2211,3884
NRDE2|NRDE2,137,336,175,449,520,531,312,432
TTC7B|TTC7B,47,119,79,207,207,168,114,125
CALM1|CALM1,2736,7422,4535,10043,15342,9260,5543,7104
RPS6KA5|RPS6KA5,149,229,187,592,720,425,447,509
GPR68|GPR68,0,24,7,22,66,35,16,19
C5H14orf159|C5H14orf159,436,1082,491,1324,2598,1831,825,1370
CCDC88C|CCDC88C,236,651,297,1521,1312,832,725,905
TC2N|TC2N,13,17,13,55,92,58,63,120
LOC107053533|LOC107053533,0,0,0,5,9,0,0,8
PPP4R3A|PPP4R3A,377,944,563,1746,1943,1551,825,1238
FBLN5|FBLN5,40,72,24,194,169,125,139,124
TRIP11|TRIP11,1380,1699,1961,3792,4727,5324,1822,5298
SLC24A4|SLC24A4,76,84,85,646,395,183,246,143
RIN3|RIN3,86,86,85,403,410,168,202,157
ATXN3|ATXN3,341,574,566,1092,1674,1009,845,1051
CPSF2|CPSF2,314,788,575,1225,1661,1155,918,990
NDUFB1|NDUFB1,1258,5331,2974,3830,8743,5280,3175,3695
GOLGA5|GOLGA5,261,591,475,1068,1659,1177,554,789
CHGA|CHGA,27,18,15,23,67,35,27,58
LGMN|LGMN,1759,3435,3255,8608,10288,5738,5531,4626
LOC112532472|LOC112532472,0,0,3,0,3,3,0,7
ITPK1|ITPK1,291,581,458,1271,1452,1155,666,1029
TMEM251|TMEM251,54,150,152,307,382,254,236,198
LOC101752260|LOC101752260,179,644,431,645,1158,791,380,637
UBR7|UBR7,564,1781,1086,2806,3608,2524,1453,1811
BTBD7|BTBD7,193,662,398,963,1242,1027,486,935
UNC79|UNC79,29,39,31,128,135,106,57,60
MIR1800,0,0,0,0,0,0,0,0
MIR6552|MIR6552,0,0,0,0,0,0,0,0
MIR6552,0,0,0,0,0,0,0,0
MIR1800|MIR1800,1,0,0,0,0,0,0,0
PRIMA1|PRIMA1,9,12,0,47,16,29,21,22
LOC107053538|LOC107053538,0,0,0,0,4,3,0,0
ASB2|ASB2,41,49,42,232,174,114,104,105
DDX24|DDX24,245,1367,533,1433,1294,874,383,710
PPP4R4|PPP4R4,15,62,47,102,166,48,53,86
SERPINA10|SERPINA10,1786,4791,4027,7617,14793,8471,7140,8303
SPIA4|SPIA4,4974,15027,4681,19245,37495,19709,15645,24602
SPIA1|SPIA1,7444,21541,11219,23312,37257,23061,16698,25853
LOC107053540|LOC107053540,0,0,0,0,0,0,0,0
DICER1|DICER1,154,171,101,557,413,324,303,380
SPIA5|SPIA5,1288,3821,1506,3680,16324,5910,7032,8058
SERPINA3/4L|SERPINA3/4L,17,13,9,19,27,17,10,28
SPIA9|SPIA9,3002,7472,4683,9831,16602,9845,7975,10220
SPIA3|SPIA3,233,1599,1986,2885,3252,3078,1732,1728
LOC112532519|LOC112532519,2,12,9,9,38,36,15,23
CLMN|CLMN,912,2171,1537,3689,3932,3128,2125,3381
C14orf132|C14orf132,17,54,262,197,60,73,65,101
BDKRB2|BDKRB2,0,15,10,25,30,6,3,5
LOC107053542|LOC107053542,6,11,83,7,0,6,6,22
BDKRB1|BDKRB1,12,37,205,134,17,21,13,19
SYNE3|SYNE3,467,783,641,1816,2235,1703,1161,1640
LOC112532599|LOC112532599,2,1,1,1,1,1,1,1
GLRX5|GLRX5,694,2285,1560,2383,4771,3290,1885,2278
MIR6590,0,1,1,1,1,1,1,1
MIR6590|MIR6590,1,5,6,11,16,13,11,11
GSKIP|GSKIP,119,282,197,476,823,574,253,348
ATG2B|ATG2B,250,330,227,1142,850,589,775,810
AK7|AK7,15,35,38,49,140,50,25,47
VRK1|VRK1,38,105,77,136,190,103,69,57
PAPOLA|PAPOLA,1061,3131,2109,4736,6187,4515,2558,3277
LOC107053544|LOC107053544,4,0,0,4,0,0,4,0
LOC107053546|LOC107053546,0,0,0,0,0,0,6,0
BCL11B|BCL11B,29,22,22,215,57,29,37,52
HHIPL1|HHIPL1,123,543,285,753,1060,761,361,512
SETD3|SETD3,272,905,496,1444,1741,1248,728,976
CCNK|CCNK,249,745,603,916,1681,1195,345,862
CCDC85C|CCDC85C,304,856,551,1285,1891,1415,1034,1204
PKDCCB|PKDCCB,0,0,0,0,5,0,0,0
CYP46A1|CYP46A1,708,1941,1266,2509,4399,3136,1853,2857
LOC107053548|LOC107053548,0,8,9,13,9,17,3,5
YY2|YY2,557,1408,1040,2249,2956,2334,1224,1855
EML1|EML1,41,57,34,155,198,102,77,83
EVL|EVL,149,235,176,572,646,323,289,286
LOC112532535|LOC112532535,0,0,0,0,0,0,0,0
DEGS2|DEGS2,20,31,28,118,85,82,41,45
SLC25A29|SLC25A29,1156,4472,3669,4756,9508,4540,2815,3212
WARS|WARS,162,354,264,573,830,519,282,418
SLC25A47|SLC25A47,695,1800,2007,2358,2563,2981,1789,1712
WDR25|WDR25,16,88,67,157,243,177,119,151
LOC112532526|LOC112532526,5,0,0,0,11,0,0,5
LOC101749701|LOC101749701,0,0,0,0,0,0,0,0
DLK1|DLK1,0,0,0,0,0,0,0,0
LOC107053550|LOC107053550,8,0,7,3,10,5,6,0
LOC112532523|LOC112532523,0,0,0,0,0,0,0,3
LOC112532524|LOC112532524,11,15,12,0,158,9,164,84
DIO3|DIO3,13,4,7,7,23,5,194,4
LOC423462|LOC423462,10,22,39,61,44,48,13,48
PPP2R5C|PPP2R5C,657,1769,985,2097,3813,2942,1752,2497
DYNC1H1|DYNC1H1,2383,4788,4056,11015,10818,9002,6634,8878
LOC107053551|LOC107053551,0,6,4,8,21,22,16,0
ZNF839|ZNF839,200,487,311,740,894,701,351,586
WDR20|WDR20,267,870,534,1199,1779,1252,832,992
MOK|MOK,14,13,45,49,41,27,19,30
CINP|CINP,49,142,82,106,260,150,74,157
TECPR2|TECPR2,279,805,583,1216,1606,1025,838,1039
HSP90AA1|HSP90AA1,7939,29637,13401,39245,46132,25870,12816,22102
ANKRD9|ANKRD9,1121,9088,3397,3953,4329,2036,319,1839
LOC107053554|LOC107053554,12,78,52,55,196,99,48,50
LOC107053553|LOC107053553,969,3754,1978,2973,3035,2113,522,1913
RCOR1|RCOR1,322,865,541,1841,1801,1463,754,1228
AMN|AMN,110,207,123,71,511,421,41,155
TRAF3|TRAF3,154,372,289,757,1050,899,360,595
LOC423474|LOC423474,53,108,139,237,258,130,119,56
CDC42BPB|CDC42BPB,1574,3530,2552,6201,9149,7440,4807,6752
EXOC3L4|EXOC3L4,698,2428,1271,2935,4860,3850,1450,2942
LOC107053556|LOC107053556,11,33,24,37,41,34,20,35
EXOC3L|EXOC3L,8,23,21,55,50,33,28,20
TNFAIP2|TNFAIP2,448,602,588,2760,1949,989,1133,731
LOC107053557|LOC107053557,0,0,0,7,5,0,4,4
CKB|CKB,62,137,101,227,479,283,78,197
TRMT61A|TRMT61A,79,399,139,326,621,413,150,294
LOC107053558|LOC107053558,0,0,0,5,9,8,2,15
EIF5|EIF5,3356,12796,7898,14170,26118,16366,9461,14045
LOC112532591|LOC112532591,4,16,4,22,12,19,12,23
MARK3|MARK3,503,1507,1072,2046,2643,2187,1030,1783
APOPT1|APOPT1,179,623,544,804,1415,924,405,701
BAG5|BAG5,216,379,372,1146,1193,692,779,644
KLC1|KLC1,158,282,228,939,848,607,423,411
XRCC3|XRCC3,218,860,388,850,1162,828,421,651
ZFYVE21|ZFYVE21,321,953,545,1094,1975,1361,815,982
PPP1R13B|PPP1R13B,266,686,414,1143,1388,1266,653,1049
TDRD9|TDRD9,4,3,0,0,0,7,0,4
RD3L|RD3L,0,0,0,2,0,0,3,0
C14orf2|C14orf2,848,3656,2101,2108,5605,3049,1918,2285
LOC101749505|LOC101749505,0,0,0,0,7,0,0,0
LOC100858688|LOC100858688,4,0,0,0,0,0,0,0
C14orf180|C14orf180,0,0,5,12,14,11,20,7
KIF26A|KIF26A,43,79,64,195,110,122,106,86
LOC101749814|LOC101749814,0,0,0,5,0,5,0,0
ASPG|ASPG,833,2513,1145,2603,4498,3371,1508,2065
LOC107053560|LOC107053560,4,4,9,11,9,13,4,6
LOC107049162|LOC107049162,0,0,0,0,0,0,0,0
LOC112532554|LOC112532554,0,0,0,0,0,0,0,0
SIVA1|SIVA1,30,170,73,112,176,142,54,56
