gene_id,CN_2w_2,CN_2w_1,CN_3hr_3,CN_4w_1,HT_3hr_1,HT_3hr_2,HT_3hr_3,HT_3hr_4
LOC112533327|LOC112533327,0,0,0,0,0,0,0,0
METTL25|METTL25,41,135,121,171,9,0,7,11
LOC112533324|LOC112533324,0,0,6,9,188932,91623,108154,85952
CCDC59|CCDC59,69,402,238,364,507,252,218,219
SLC6A15|SLC6A15,0,0,0,12,11,3,7,4
ALX1|ALX1,0,0,0,0,111,68,69,70
PPFIA2|PPFIA2,27,40,23,19,0,0,0,0
RASSF9|RASSF9,152,401,231,338,19,10,11,0
TMTC2|TMTC2,76,298,162,280,0,0,0,0
KITLG|KITLG,0,0,0,18,2462,1496,1231,1566
LOC107052880|LOC107052880,0,3,5,0,1662,827,665,782
DUSP6|DUSP6,106,233,137,542,23,17,26,13
LOC101751742|LOC101751742,25,20,18,82,5,0,0,0
POC1B|POC1B,58,226,138,335,33,30,75,28
GALNT4|GALNT4,87,283,210,609,10701,6324,7190,6817
LOC107052879|LOC107052879,76,388,231,276,3258,1642,1149,1390
C1H12orf50|C1H12orf50,254,464,222,598,0,0,0,0
C1H12orf29|C1H12orf29,267,883,605,1146,4,6,0,2
CEP290|CEP290,22,49,18,138,181,96,49,78
TMTC3|TMTC3,218,584,413,734,11,0,4,5
LUM|LUM,154,536,350,491,422,270,244,224
EPYC|EPYC,0,0,0,0,85,22,34,28
LOC112533355|LOC112533355,0,0,0,0,0,0,0,0
KERA|KERA,0,0,0,0,0,0,0,0
ATP2B1|ATP2B1,390,911,518,1977,773,332,457,352
LOC112533348|LOC112533348,0,3,0,13,467,197,120,252
DCN|DCN,779,1551,727,2355,16,5,0,13
LOC112533362|LOC112533362,44,39,36,114,4,0,0,3
BTG1|BTG1,3080,10452,7242,10228,617,289,247,250
PLEKHG7|PLEKHG7,0,0,0,0,94,45,47,39
EEA1|EEA1,253,786,620,1520,458,212,182,251
UBE2N|UBE2N,491,1666,946,1792,840,472,404,466
NUDT4|NUDT4,1396,4433,3183,6752,337,213,302,199
SOCS2|SOCS2,102,454,141,717,1163,598,735,696
ERR2984226.621|TRNAM-CAU,1,0,0,0,1660,814,751,837
LOC112533382|LOC112533382,2,0,0,0,156,104,117,114
MRPL42|MRPL42,182,626,394,646,1097,476,431,499
LOC107052984|LOC107052984,285,650,479,1792,2560,1036,968,1532
LOC107052933|LOC107052933,0,8,4,0,12,2,6,0
CRADD|CRADD,150,587,351,693,707,397,381,234
LOC112533381|LOC112533381,6,3,0,21,20,7,6,0
CEP83|CEP83,43,116,85,107,5261,2013,1356,1803
PLXNC1|PLXNC1,375,399,417,2209,97,48,69,96
TMCC3|TMCC3,35,102,106,184,15621,7364,9844,8492
SNAPC3|SNAPC3,88,406,204,287,0,0,0,0
NDUFA12|NDUFA12,565,2979,1592,1765,1993,897,669,891
NR2C1|NR2C1,204,491,346,700,7792,2505,2252,2563
METAP2|METAP2,525,1598,937,1908,2513,1085,1168,1073
VEZT|VEZT,222,630,440,856,24,9,9,9
LOC101751743|LOC101751743,0,0,8,21,1860,1364,766,914
FGD6|FGD6,224,363,264,827,698,421,384,404
LOC107052983|LOC107052983,34,8,55,42,868,967,565,385
LOC112533391|LOC112533391,27,80,46,117,857,485,558,437
NTN4|NTN4,0,18,25,22,10,0,13,0
SNRPF|SNRPF,150,876,521,639,0,6,0,0
USP44|USP44,443,1220,913,1841,142,55,104,68
AMDHD1|AMDHD1,1949,7368,2980,6766,2495,1157,914,1103
HAL|HAL,1467,5299,3406,7452,230,100,194,92
ELK3|ELK3,80,210,190,326,425,223,232,266
LTA4H|LTA4H,582,1632,877,2342,1996,1046,1028,865
CFAP54|CFAP54,0,13,0,0,1021,406,383,458
NEDD1|NEDD1,183,583,387,912,1136,401,623,655
CDK17|CDK17,329,889,653,1433,1333,491,666,539
LOC107052950|LOC107052950,0,0,0,0,124,65,49,95
TMPO|TMPO,269,762,508,1105,76,34,26,56
APAF1|APAF1,176,414,295,811,20,29,6,5
IKBIP|IKBIP,158,445,262,522,2465,1040,989,1160
SLC25A3|SLC25A3,3897,11999,6807,12189,24,29,15,15
LOC112531638|LOC112531638,10,26,14,28,552,385,291,224
ANKS1B|ANKS1B,0,18,12,16,3223,1134,1365,1657
ACTR6|ACTR6,247,907,622,977,0,0,0,0
UHRF1BP1L|UHRF1BP1L,526,1448,889,1960,494,234,190,127
SLC17A8|SLC17A8,5,15,0,19,3364,1454,1285,1835
SCYL2|SCYL2,595,1265,1102,2355,7803,3554,3212,4810
NR1H4|NR1H4,490,1264,787,1531,10141,4705,5403,5302
GAS2L3|GAS2L3,149,247,179,227,37,20,0,0
ANO4|ANO4,9,9,3,14,1783,755,765,717
SLC5A8|SLC5A8,7,0,0,0,0,0,0,0
UTP20|UTP20,268,974,491,1572,1215,488,430,421
ARL1|ARL1,927,3311,1674,3280,1339,752,597,659
NUP205|NUP205,406,964,647,1625,847,459,372,443
C7orf49|C7orf49,18,107,19,66,614,204,242,231
WDR91|WDR91,164,461,375,650,18465,8558,9986,8993
CNOT4|CNOT4,161,189,282,567,59,15,20,21
LOC107053816|LOC107053816,0,6,3,4,9,50,5,11
LOC417937|LOC417937,4,7,13,26,2751,1157,1089,1084
LOC107053813|LOC107053813,4,0,0,5,1353,665,505,548
TMEM140|TMEM140,158,288,178,539,35,19,33,19
ARHGDIB|ARHGDIB,246,506,383,968,2984,1403,1527,1710
OC3|OC3,8,7,0,4,253,55,25,65
MGP|MGP,141,812,402,317,2533,1343,1350,1351
HISTH1|HISTH1,42,83,61,70,39,22,15,17
HIST1H2B7|HIST1H2B7,13,37,42,55,13,19,0,0
WBP11|WBP11,359,941,661,1303,1310,343,415,490
HIST1H2A3|HIST1H2A3,18,86,84,63,3924,1683,2022,1686
HIST1H3G|HIST1H3G,5,17,5,11,2421,966,1160,1330
HIST1H4D|HIST1H4D,76,384,261,269,47,7,13,36
HIST1H110|HIST1H110,183,447,256,281,853,250,267,306
HIST1H46L2|HIST1H46L2,113,454,283,264,5,6,0,2
HISTH2A4L1|HISTH2A4L1,12,61,44,45,0,0,0,0
HIST1H2B8|HIST1H2B8,29,93,77,61,73,35,56,31
HIST2H3L|HIST2H3L,2,10,5,3,716,428,375,352
HIST1H46|HIST1H46,51,237,145,151,616,403,465,416
HSTH2B7|HSTH2B7,6,4,8,9,722,488,413,295
HIST2H4B|HIST2H4B,77,311,174,177,22,9,24,15
H2AFJ|H2AFJ,26,92,72,85,684,349,417,216
HIST1H2BF|HIST1H2BF,47,142,115,107,139,149,113,90
HIST1H3A|HIST1H3A,8,18,7,10,52,53,86,29
HIST1H4B|HIST1H4B,43,173,110,123,2044,745,931,715
HIST2H3D|HIST2H3D,2,28,7,7,56,67,40,37
HIST1H4I|HIST1H4I,68,241,152,185,8,13,10,10
HIST1H103|HIST1H103,5,7,5,4,329,384,400,234
HIST1H111L|HIST1H111L,13,15,12,21,18,18,18,9
HIST1H2BO|HIST1H2BO,0,2,0,9,373,378,413,189
HIST1H2A4L2|HIST1H2A4L2,43,146,123,100,50,84,38,30
HIST1H2A4L3|HIST1H2A4L3,16,75,74,83,108,106,93,63
HIST1H2B5|HIST1H2B5,9,29,38,39,5,4,5,2
HIST1H3H|HIST1H3H,8,52,15,24,218,258,251,180
LOC100857439|LOC100857439,11,38,11,25,8,13,5,7
HIST1H2A4|HIST1H2A4,41,95,104,78,295,298,289,186
HIST2H3|HIST2H3,10,19,7,5,92,104,71,49
HIST1H2A4L1|HIST1H2A4L1,9,33,21,20,170,143,146,103
HIST1H46L6|HIST1H46L6,28,156,97,75,525,623,653,238
HIST1H101|HIST1H101,272,513,353,408,163,181,187,119
HIST1H2B7L2|HIST1H2B7L2,41,78,109,74,18,30,8,10
HIST1H2B7L4|HIST1H2B7L4,13,34,34,33,280,307,272,167
HIST1H2A4L4|HIST1H2A4L4,34,174,130,119,21,11,15,13
HIST1H111R|HIST1H111R,23,37,34,29,1687,562,871,700
APOLD1|APOLD1,16,33,21,100,105,137,115,71
DDX47|DDX47,339,1129,570,1420,10,11,11,12
GPRC5A|GPRC5A,266,1229,764,1442,36,55,23,27
EMP1|EMP1,12,21,8,28,113,119,121,64
HEBP1|HEBP1,3423,10708,5977,13027,1097,1148,996,996
GSG1|GSG1,0,0,0,8,170,133,204,109
FAM234B|FAM234B,633,1859,1626,2650,148,152,228,110
LOC107053796|LOC107053796,0,0,0,0,4,2,0,0
GRIN2B|GRIN2B,3,0,0,11,27,40,22,14
ATF7IP|ATF7IP,407,1023,642,1511,73,114,126,46
TTC26|TTC26,11,44,42,54,41,43,51,40
PLBD1|PLBD1,510,1025,646,2176,21,23,29,16
ERR2984226.754|TRNAR-CCU,1,2,0,0,27,24,36,24
FMC1|FMC1,51,162,107,118,57,49,63,35
UBN2|UBN2,388,866,821,1575,156,191,97,95
LOC112531612|LOC112531612,1,2,0,0,66,61,57,34
GBE|GBE,29,88,81,194,88,54,24,26
LOC417973|LOC417973,32,125,118,453,1708,529,492,433
LUC7L2|LUC7L2,605,2318,1290,2790,18614,7281,5918,6160
POLDIP3|POLDIP3,341,902,684,1312,12,10,4,6
RRP7A|RRP7A,152,848,442,583,0,3,0,0
SOCS1L|SOCS1L,22,45,49,118,3887,1211,1608,1642
NFAM1|NFAM1,8,23,16,153,0,0,0,0
SERHL2|SERHL2,244,820,492,851,0,0,11,0
TCF20|TCF20,370,879,565,1484,97,23,61,35
MIR1581|MIR1581,0,0,0,1,67,43,97,51
MIR1581,0,0,0,0,2413,896,1185,1100
NDUFA6|NDUFA6,337,1651,727,844,2502,1185,1072,1100
CYP2D6|CYP2D6,3349,12784,6482,14319,74,49,44,49
CENPM|CENPM,0,6,12,0,131,75,83,79
TNFRSF13C|TNFRSF13C,6,7,0,7,1525,679,697,531
WBP2NL|WBP2NL,548,1565,895,1972,2132,702,1042,1048
SMDT1|SMDT1,42,284,213,276,0,1,0,1
FAM109B|FAM109B,321,1234,670,1351,182,92,140,64
NAGA|NAGA,588,1778,1088,1612,203,235,168,79
MEI1|MEI1,46,91,41,115,3578,1250,1134,1068
SNU13|SNU13,144,658,226,626,200,118,258,103
XRCC6|XRCC6,95,321,196,299,1,0,3,0
MIR33A|MIR33A,0,2,0,0,1814,851,834,797
MIR33A,0,1,0,0,528,337,357,303
CCDC134|CCDC134,218,1045,471,735,0,2,0,0
SHISA8|SHISA8,3,5,0,19,0,1,0,0
SREBF2|SREBF2,3397,12834,6191,9845,1677,691,918,943
PMM1|PMM1,538,2891,970,2206,26098,10329,12869,13034
DESI1|DESI1,2312,8701,4490,9093,14,0,0,0
POLR3H|POLR3H,185,698,412,621,5,7,8,4
TOB2|TOB2,790,3735,1750,3498,2662,1215,1213,1001
ACO2|ACO2,1824,5830,3562,6101,1129,673,698,639
PHF5A|PHF5A,237,1044,510,814,274,174,171,136
LOC112533440|LOC112533440,33,201,123,86,1810,649,804,794
LOC107053744|LOC107053744,0,9,5,0,2540,1087,1074,1025
LOC101748546|LOC101748546,215,1365,516,981,795,506,409,381
TEF|TEF,134,321,169,605,187,59,158,110
ZC3H7B|ZC3H7B,1050,3023,1946,4679,696,383,271,380
L3MBTL2|L3MBTL2,138,365,270,451,470,198,196,165
CHADL|CHADL,68,308,234,351,3,0,0,0
RANGAP1|RANGAP1,632,2361,1269,2891,1,0,0,0
EP300|EP300,425,862,825,1988,7,6,0,0
LOC107053731|LOC107053731,9,7,0,49,16862,4423,4229,6448
SLC25A17|SLC25A17,170,553,321,487,0,4,0,0
SGSM3|SGSM3,69,403,268,429,3434,1247,872,718
MKL1|MKL1,196,456,349,983,15117,5545,6847,5458
LOC101749129|LOC101749129,39,145,99,130,504,211,306,272
RBX1|RBX1,211,1263,650,876,9949,3584,3471,3241
MIR1683|MIR1683,7,12,7,11,1006,513,595,458
ERR2984226.825|MIR1683,1,1,1,1,158,102,78,30
XPNPEP3|XPNPEP3,101,278,166,365,5974,1833,1307,912
ST13|ST13,1538,5614,3044,5567,5,0,0,0
LOC107053692|LOC107053692,0,0,0,0,1259,518,467,404
LOC107053703|LOC107053703,0,5,0,0,827,382,243,258
FAM83F|FAM83F,0,0,0,0,6023,2589,2937,3123
LOC112533453|LOC112533453,0,0,0,0,4121,1738,1879,2125
GRAP2|GRAP2,72,124,63,385,583,235,363,234
ADSL|ADSL,3878,14890,11149,14039,514,256,286,238
LOC107053687|LOC107053687,0,0,0,5,2301,652,956,950
RPS19BP1|RPS19BP1,163,556,318,679,19,16,6,9
TNRC6B|TNRC6B,678,1946,1540,3248,6,0,0,0
TAB1|TAB1,68,356,155,264,743,339,340,335
LOC107053686|LOC107053686,31,82,19,46,218,71,156,83
MIEF1|MIEF1,280,817,666,1051,874,513,575,530
MGAT3|MGAT3,139,294,212,1051,30,7,15,4
SYNGR1|SYNGR1,556,1815,1005,1847,1,1,1,1
ATF4|ATF4,7006,21264,18289,23669,691,272,282,277
PDGFB|PDGFB,6,32,21,56,9014,3606,3276,2862
CBX7|CBX7,171,269,198,892,1128,488,455,447
RPL3|RPL3,7595,25698,17673,24820,602,226,224,174
SNORD83A|SNORD83A,2,4,3,4,0,0,8,0
ERR2984226.853|SNORD83A,1,1,1,1,0,35,10,0
CBX6|CBX6,111,228,117,633,0,0,0,0
NPTXR|NPTXR,1049,7394,3224,5263,115,136,144,105
LOC112533464|LOC112533464,0,2,0,0,0,0,0,0
GTPBP1|GTPBP1,451,1308,942,1846,730,494,434,404
JOSD1|JOSD1,293,930,652,1267,3515,1145,1545,1674
CBY1|CBY1,19,183,69,99,38166,18278,19758,9657
DMC1|DMC1,0,15,6,6,362,184,186,131
LOC101747255|LOC101747255,0,18,23,22,2748,929,1172,851
KCNJ4|KCNJ4,14,41,50,17,59,74,189,82
CSNK1E|CSNK1E,130,295,160,542,699,318,273,378
DNAL4|DNAL4,152,575,304,508,27462,12774,15956,10968
LOC112533465|LOC112533465,0,0,2,8,1391,628,471,538
FAM20CL|FAM20CL,23933,109046,53504,84049,85,35,44,24
SUN2|SUN2,1533,6257,3993,6743,848,423,523,749
DDX17|DDX17,3233,7677,5616,11735,37266,21751,24301,18749
KDELR3|KDELR3,14,23,21,49,3,0,1,4
TMEM184B|TMEM184B,567,2031,1314,2635,1,0,1,1
MAFF|MAFF,129,529,237,531,899,289,194,231
PLA2G6|PLA2G6,243,620,498,708,6411,2324,1903,1705
SLC16A8|SLC16A8,0,14,11,7,1834,814,1001,822
BAIAP2L2|BAIAP2L2,95,432,224,389,98,37,20,16
PICK1|PICK1,99,321,243,426,59,35,0,15
MICALL1|MICALL1,79,297,210,589,45,27,31,13
LOC107053682|LOC107053682,0,0,0,0,566,258,179,206
SOX10|SOX10,0,9,6,15,24,6,0,8
C1H22orf23|C1H22orf23,0,0,0,0,16770,6710,8200,8580
POLR2F|POLR2F,282,1151,938,1015,52,24,22,16
ANKRD54|ANKRD54,201,746,545,911,3778,1218,1210,1287
EIF3L|EIF3L,1399,3681,2147,3698,510,174,122,181
LOC100858460|LOC100858460,0,16,10,39,931,358,234,382
LGALS1|LGALS1,9,84,55,66,21,0,12,5
NOL12|NOL12,111,887,418,611,608,231,263,215
PDXP|PDXP,51,240,111,235,4,0,5,0
SH3BP1|SH3BP1,37,102,81,207,488,245,277,208
GCAT|GCAT,1454,6704,4221,4401,1225,660,1103,772
H1F0|H1F0,106,490,537,421,0,5,7,0
TRIOBP|TRIOBP,590,2274,1439,2509,647,205,262,236
LGALS2|LGALS2,41,162,100,272,916,452,517,417
GGA1|GGA1,816,2796,1969,3435,665,361,463,415
MFNG|MFNG,27,34,33,270,21,8,6,8
SSTR3|SSTR3,0,8,5,11,137227,66624,70110,59471
LOC112533483|LOC112533483,0,0,0,5,14884,5995,11033,8144
C1QTNF6|C1QTNF6,32,37,24,83,2854,1001,1469,1286
IL2RB|IL2RB,88,171,115,415,0,2,2,2
CDC42EP1|CDC42EP1,1713,6807,4897,6641,8392,3472,3718,2677
LOC107053659|LOC107053659,5,0,9,0,0,0,2,0
CARD10|CARD10,122,271,173,346,48,49,13,24
CYTH4|CYTH4,117,200,191,748,587,265,318,259
RAC2|RAC2,349,687,547,1754,29,49,8,33
TMPRSS6|TMPRSS6,3833,13423,8422,15005,234,145,147,137
KCTD17|KCTD17,33,83,42,133,127,107,61,53
CSF2RB|CSF2RB,14,0,15,71,8978,3180,2586,2144
CRCBL|CRCBL,76,56,84,564,429,251,106,192
LOC107053839|LOC107053839,0,0,0,0,3689,1618,1571,1208
NCF4|NCF4,17,48,42,221,154,149,106,71
PVALB|PVALB,0,0,0,0,4774,1708,2209,1634
CACNG2|CACNG2,0,0,0,10,130,76,64,67
IFT27|IFT27,44,95,129,276,13,0,19,7
TEX33|TEX33,0,14,7,16,722,163,607,320
MPST|MPST,959,2885,1541,3119,10730,5166,4943,3900
TST|TST,1882,8370,4560,5692,15,8,12,6
EIF3D|EIF3D,1229,3702,2605,3987,0,0,0,0
RASD2|RASD2,9,20,19,30,131,66,32,36
MCM5|MCM5,93,778,281,254,541,308,297,372
RBFOX2|RBFOX2,146,780,410,681,1244,925,897,611
LOC107053630|LOC107053630,3,8,0,27,247,155,201,149
FOXRED2|FOXRED2,64,137,73,234,166,54,42,72
TXN2|TXN2,866,3185,1887,2292,26961,11399,17749,14026
MIR1742|MIR1742,0,1,0,0,29,10,11,10
MIR1742,0,1,0,0,76,43,19,43
LOC112533484|LOC112533484,9,20,10,38,452,228,240,231
MYH9|MYH9,2813,5046,3787,12482,185,147,105,161
LOC112533496|LOC112533496,13,22,9,19,0,0,0,0
HMOX1|HMOX1,1294,2123,2077,6905,0,3,0,7
ISX|ISX,7,18,4,11,332,187,293,235
TOM1|TOM1,162,549,554,645,6063,1896,2274,2407
HMGXB4|HMGXB4,111,393,239,414,10770,5227,4820,4678
LOC107053592|LOC107053592,14,52,8,9,6973,2949,3245,2396
LOC107053589|LOC107053589,9,10,14,0,50,23,31,30
LOC112533490|LOC112533490,235,662,447,1275,393,70,59,54
LARGE1|LARGE1,76,208,153,278,786,313,359,388
BPIFCB|BPIFCB,6,29,8,41,18,7,0,15
LOC107053588|LOC107053588,0,0,0,0,198,109,117,76
SYN3|SYN3,14,29,13,41,4203,1738,1960,1808
TIMP3|TIMP3,204,474,224,731,1,0,0,0
FBXO7|FBXO7,496,1267,778,1674,1,0,0,0
ASCL4|ASCL4,2,2,2,2,36,4,10,9
PRDM4|PRDM4,21,120,86,99,13132,5610,5699,5952
RTCB|RTCB,912,3050,1595,4109,1121,399,429,423
PWP1|PWP1,292,1666,667,1480,443,198,362,155
LOC101749091|LOC101749091,0,0,0,12,5,0,7,21
BTBD11|BTBD11,63,74,70,233,10463,6161,6525,6202
MTERF2|MTERF2,97,306,224,263,27,0,28,43
CRY1|CRY1,942,3074,1479,3612,9,6,60,60
TMEM263|TMEM263,395,1330,900,1602,24,0,13,9
RIC8B|RIC8B,314,906,557,1184,942,625,843,1063
POLR3B|POLR3B,144,529,313,730,614,206,328,256
TCP11L2|TCP11L2,215,342,455,903,0,0,0,0
CKAP4|CKAP4,241,605,516,1093,50,26,20,32
C12orf75|C12orf75,7,24,17,87,1758,517,362,372
LOC107049021|LOC107049021,6,0,0,0,0,0,0,0
WASHC4|WASHC4,240,629,506,1107,70,293,8,0
APPL2|APPL2,315,821,616,1261,2658,1113,1188,1102
CHST11|CHST11,4,6,6,24,136,53,69,31
ALDH1L2|ALDH1L2,22,118,66,151,4897,1533,1451,1491
LOC112533513|LOC112533513,0,15,7,16,1118,354,314,318
C1H12ORF45|C1H12ORF45,135,491,326,472,24,7,0,4
SLC41A2|SLC41A2,416,1413,859,1642,125,75,49,77
LOC107053559|LOC107053559,0,0,0,7,502,231,308,222
NUAK1|NUAK1,466,1701,1108,2458,5876,3252,2336,2380
LOC112533504|LOC112533504,21,24,39,43,2064,607,982,681
TXNRD1|TXNRD1,226,655,310,789,1614,491,405,635
TDG|TDG,209,562,464,872,750,315,358,342
C1H12ORF73|C1H12ORF73,132,567,316,450,1480,1012,1112,1725
HCFC2|HCFC2,352,1068,1061,1582,1542,526,555,587
NFYB|NFYB,239,534,411,715,33,37,40,38
ASCL1|ASCL1,19,55,17,48,3573,1357,1245,1411
NT5DC3|NT5DC3,65,187,64,227,46,44,25,33
STAB2|STAB2,404,490,446,1397,0,0,8,0
HSP90B1|HSP90B1,12235,85525,29077,104071,1458,562,595,717
THL|THL,4,11,5,24,1663,650,629,508
IGF1|IGF1,38,154,97,242,34,20,13,15
PARPBP|PARPBP,9,9,12,6,148,62,69,55
PMCH|PMCH,0,0,0,0,414,262,250,219
NUP37|NUP37,125,459,214,453,30,16,7,17
DRAM1|DRAM1,44,69,121,410,2422,1075,994,1002
WASHC3|WASHC3,224,617,422,945,1521,621,394,395
PAH|PAH,5314,11004,6574,13612,1948,884,992,1060
SPIC|SPIC,0,0,0,9,1133,425,572,577
MYBPC1|MYBPC1,0,3,0,5,1035,377,330,357
LOC112533534|LOC112533534,0,0,0,0,479,299,325,270
GNPTAB|GNPTAB,594,1468,936,2413,60,40,33,24
SYCP3|SYCP3,10,127,79,86,269,78,62,61
CHPT1|CHPT1,54,70,43,289,3307,879,618,801
PARP12|PARP12,344,658,752,1527,106371,42906,24027,22666
TBXAS1|TBXAS1,170,274,252,950,15,5,9,7
LOC107053513|LOC107053513,0,0,0,0,219,225,115,103
TMEM213|TMEM213,11,0,0,3,9,0,0,0
ATP6V0A4|ATP6V0A4,18,7,0,19,0,0,0,0
LOC112533565|LOC112533565,0,0,0,0,451,221,215,217
LOC107053481|LOC107053481,0,8,0,12,454,340,156,238
LOC112533564|LOC112533564,0,0,0,0,1413,698,789,806
SVOPL|SVOPL,122,376,226,444,32035,11558,8278,11425
TRIM24|TRIM24,559,1559,1574,2612,0,18,0,4
HIPK2|HIPK2,2204,7576,6254,8984,0,0,0,0
KIAA1549|KIAA1549,373,1006,1172,1560,0,0,0,0
LOC107053508|LOC107053508,16,33,28,124,3186,1069,973,963
LOC418108|LOC418108,165,599,344,617,101,49,55,33
LOC107053480|LOC107053480,116,141,144,182,280,221,132,111
AKR1D1|AKR1D1,1074,1816,2455,3230,2074,1297,1219,1094
KDM7A|KDM7A,411,861,626,1604,1030,547,588,529
SLC37A3|SLC37A3,236,643,383,644,0,7,4,4
RAB19|RAB19,3,42,10,20,9,53,17,0
CGTL|CGTL,4403,8821,10049,15274,39,93,25,32
LOC112533577|LOC112533577,0,19,0,18,0,0,0,0
LOC418114|LOC418114,114,392,217,396,7,0,6,6
ADCK2|ADCK2,121,359,215,309,3112,1861,1715,3045
MKRN1|MKRN1,1026,2730,2061,3542,545,314,436,712
LOC107053476|LOC107053476,7,12,15,43,16043,5753,6694,5207
DENND2A|DENND2A,119,521,305,629,1926,981,1764,830
MRPS33|MRPS33,313,1340,809,982,41,11,13,8
AGK|AGK,169,459,303,546,866,458,413,293
LOC100858131|LOC100858131,4,5,6,6,486,329,161,195
BRAF|BRAF,293,520,579,1004,4274,2467,1194,2049
NDUFB2|NDUFB2,815,3575,2528,2277,1963,789,808,947
KIAA1147|KIAA1147,191,413,266,944,28012,9523,11675,12332
WEE2|WEE2,5,0,0,0,16,29,25,10
SSBP1|SSBP1,211,840,437,664,1245,515,561,756
PTN|PTN,21,58,67,112,36,38,15,40
DGKI|DGKI,5,0,5,10,5472,2355,2520,2546
CREB3L2|CREB3L2,2979,9038,5767,14710,13,13,8,6
CHRM2|CHRM2,423,882,709,1428,682,238,220,213
MIR490|MIR490,0,0,0,0,992,354,389,388
MIR490,0,0,0,0,569,221,350,365
LOC112533635|LOC112533635,0,0,0,4,1177,703,955,791
LOC107053473|LOC107053473,0,0,0,0,22,0,33,15
PKP2|PKP2,0,10,0,16,1511,632,649,642
YARS2|YARS2,106,441,288,479,3186,2105,1814,1902
MTPN|MTPN,1789,4803,2875,7306,9,0,0,0
SLC13A4|SLC13A4,13,88,22,91,756,329,350,387
C7orf73|C7orf73,279,861,474,891,1733,456,487,710
DNM1L|DNM1L,566,1576,989,2368,0,0,0,0
FGD4|FGD4,97,76,77,675,825,411,562,386
KIAA1551|KIAA1551,310,698,610,1577,156,125,69,62
MIR6700|MIR6700,0,0,0,0,10,0,0,0
MIR6700,0,0,0,0,2364,1061,1036,1133
AMN1|AMN1,60,146,139,175,0,0,0,0
ETFBKMT|ETFBKMT,58,250,52,208,0,0,0,0
SINHCAF|SINHCAF,84,390,178,480,0,0,0,0
CAPRIN2|CAPRIN2,42,143,91,142,19303,7981,10857,11964
IPO8|IPO8,222,442,280,935,15,38,14,10
DENND5B|DENND5B,1875,4741,2271,7192,132,93,69,75
ZFP2|ZFP2,0,0,3,0,1343,913,914,853
LOC101748011|LOC101748011,0,0,0,0,11680,5829,6383,5834
DDX11|DDX11,18,64,52,76,3181,1391,1334,1433
TMTC1|TMTC1,29,22,25,236,599,326,273,218
WASHC1|WASHC1,143,393,250,510,440,320,238,288
CCDC77|CCDC77,10,32,9,42,29,10,9,21
LOC112530013|LOC112530013,0,0,4,0,1880,953,1003,926
B4GALNT3|B4GALNT3,0,10,3,28,0,0,0,0
SLC6A13|SLC6A13,0,11,6,9,0,0,0,0
KDM5A|KDM5A,326,869,553,1516,253,135,179,146
LOC107053437|LOC107053437,12,18,6,47,213,119,93,94
SLC6A12|SLC6A12,3136,8086,5399,6688,423,191,182,209
LOC107053441|LOC107053441,20,65,48,50,198,62,37,93
WNT5B|WNT5B,77,351,279,254,11137,3929,3038,3728
FBXL14|FBXL14,158,792,340,602,1307,413,391,677
WNK1|WNK1,727,1777,1340,3361,254,93,98,98
RAD52|RAD52,18,32,25,26,0,0,0,0
ERC1|ERC1,528,1675,1049,2455,0,0,0,0
CECR6|CECR6,6,4,4,40,81,28,65,37
ADIPOR2|ADIPOR2,1883,5167,4239,5430,648,325,374,278
CHUNK-1|CHUNK-1,0,0,0,0,0,0,8,0
LRTM2|LRTM2,11,12,0,7,62,12,38,20
CACNA2D4|CACNA2D4,17,0,26,0,0,0,4,0
IL17RA|IL17RA,192,532,354,930,22,52,12,12
CACNA1C|CACNA1C,21,12,10,41,0,7,14,0
DCP1B|DCP1B,80,148,90,278,26,18,18,17
CECR5|CECR5,1038,3228,1985,3702,1919,730,691,813
CECR1|CECR1,320,1100,683,1135,8603,4572,10082,8924
CECR2|CECR2,53,65,111,186,50,57,151,133
ATP6V1E1|ATP6V1E1,1029,3429,1737,4132,4606,1402,2018,1672
PEX26|PEX26,138,471,329,580,27,7,18,8
USP18|USP18,45,60,156,150,472,221,205,144
LOC107053352|LOC107053352,18,19,9,46,761,370,297,238
AKR1B10L1|AKR1B10L1,240,332,250,893,3188,991,1110,1413
BCL2L13|BCL2L13,464,2320,1192,2082,10,8,22,19
BID|BID,493,2496,1118,1407,1142,486,588,579
LOC107053369|LOC107053369,16,23,0,37,9933,3056,3253,3331
MICAL3|MICAL3,276,434,325,791,0,0,15,15
LOC112530022|LOC112530022,28,33,25,40,0,0,0,0
AKR1B10L3|AKR1B10L3,1525,4033,3255,5273,7,8,21,7
LOC112530028|LOC112530028,18,44,17,57,33,14,9,10
BPGM|BPGM,70,210,133,275,361,202,161,163
AKR1E2|AKR1E2,392,1262,777,1351,5414,1746,2237,2187
AKR1B10L4|AKR1B10L4,210,764,444,674,2168,581,687,500
AKR1B1L|AKR1B1L,207,829,481,827,282,94,81,187
RERG|RERG,19,23,25,40,4981,2662,2561,1862
CALD1|CALD1,359,641,575,1177,0,5,0,0
EPS8|EPS8,147,362,271,671,0,0,0,12
LOC107054197|LOC107054197,6,11,6,20,967,445,493,396
STRAP|STRAP,487,1369,914,2161,0,0,0,0
LOC107054199|LOC107054199,19,84,91,73,212,316,112,166
DERA|DERA,316,952,428,928,25,26,12,17
LOC112530061|LOC112530061,0,5,0,0,887,706,429,525
