gene_id	rank
FBXO47	-0.903089986991944
FBXO48	-2.3541084391474
FBXO5	-1.99563519459755
FBXO6	-2.57978359661681
FBXO7	-3.1152775913959
FBXO8	-3.13161866434913
FBXO9	-3.57852460527499
FBXW11	-3.12024479554637
FBXW2	-2.98989456371877
FBXW4	-3.02734960777476
FBXW5	-2.97034687623009
FBXW7	-2.18752072083646
FBXW8	-2.72672720902657
FBXW9	-2.9484129657786
FCER1G	-2.04139268515822
FCER2	-2.79028516403324
FCF1	-2.8109042806687
FCGBPL	-3.15926633109349
FCHO2	-3.19975517725347
FCHSD1	-2.62940959910272
FCHSD2	-2.41497334797082
FCN2	-1.83250891270624
FCRL4	-2.24797326636181
FDFT1	-3.90449915539782
FDPS	-3.8147801457458
FDX1	-3.37621185028267
FDXR	-3.2332500095411
FECH	-2.09691001300806
FEM1A	-3.34183005692051
FEM1B	-3.06032002868829
FEM1C	-2.53402610605613
FEN1	-2.39093510710338
FER	-2.52762990087134
FER1L6	-2.19033169817029
FERMT1	-3.01703333929878
FERMT2	-3.26528962586083
FES	-2.39967372148104
FETUB	-4.00556657113329
FEV	-0.778151250383644
FEZ1	-1.32221929473392
FEZ2	-2.30319605742049
FFAR4	-3.32056168019524
FGA	-5.31636879040899
FGB	-5.30504596596831
FGD3	-3.11327469246435
FGD4	-2.46982201597816
FGD5	-2.48855071650044
FGD6	-2.74741180788642
FGF1	-2.18184358794477
FGF10	-1.68124123737559
FGF13	-0.602059991327962
FGF14	-1.54406804435028
FGF19	-2.66181268553726
FGF2	-0.477121254719662
FGF23	-2.10380372095596
FGF3	-0.477121254719662
FGFBP1	-0.778151250383644
FGFBP2	-1.07918124604762
FGFR1	-1.79934054945358
FGFR1OP	-2.33645973384853
FGFR1OP2	-3.11159852488039
FGFR2	-3.00646604224923
FGFR3	-3.18892848376085
FGFR4	-3.2145789535705
FGFRL1	-3.43472854177976
FGG	-5.20872076298891
FGGY	-3.14019367857863
FGL1	-1.51851393987789
FGL2	-2.79309160017658
FGR	-2.34830486304816
FH	-3.74162425750381
FHDC1	-1.77085201164214
FHIT	-1.82607480270083
FHL1	-2.33645973384853
FHL2	-1.74036268949424
FHL3	-2.25527250510331
FHL5	-1.47712125471966
FHOD1	-2.21748394421391
FHOD3	-0.903089986991944
FIBIN	-1.47712125471966
FICD	-2.5910646070265
FIG4	-2.47567118832443
FIGN	-2.43136376415899
FIGNL1	-1.54406804435028
FIGNL2	-1.14612803567824
FILIP1	-1.56820172406699
FILIP1L	-2.61489721603313
FIP1L1	-3.04020662757471
FJX1	-0.602059991327962
FKBP10	-2.39445168082622
FKBP11	-3.06744284277638
FKBP14	-2.35983548233989
FKBP15	-2.92685670894969
FKBP1B	-2.26717172840301
FKBP1C	-3.44482519950975
FKBP3	-3.15715443990628
FKBP4	-3.4996870826184
FKBP5	-3.32980452216407
FKBP7	-1.57978359661681
FKBP8	-3.70440792738684
FKBP9	-2.75891189239797
FKTN	-2.61489721603313
FLAD1	-2.5910646070265
FLCN	-3.07077646284343
FLI1	-2.74036268949424
FLII	-3.20709554041922
FLNA_1	-1.56820172406699
FLNA	-1.54406804435028
FLNB	-3.61331316145546
FLOT1	-2.65224634100332
FLOT2	-3.09025805293132
FLRT2	-2.10380372095596
FLRT3	-1.32221929473392
FLT1	-1.99563519459755
FLT3	-1.66275783168157
FLT4	-2.41329976408125
FLVCR1	-2.66745295288995
FLVCR2	-1.6232492903979
FMC1	-1.80617997398389
FMN1	-1.32221929473392
FMNL1	-2.60314437262018
FMNL2	-2.34635297445064
FMO3	-4.48170054862187
FMO5	-2.33041377334919
FMOD	-1.25527250510331
FMR1	-3.37254380075907
FN1	-4.11577687615896
FN3K	-2.57170883180869
FN3KRP	-2.85672889038288
FNBP1	-3.26857797188284
FNBP1L	-3.15320490008428
FNBP4	-3.12548126570059
FNDC1	-1.69019608002851
FNDC10	-2.19033169817029
FNDC3A	-3.60530504614111
FNDC3AL	-3.57252309784964
FNDC3B	-3.0542299098634
FNDC4	-1.77815125038364
FNDC5	-0.477121254719662
FNDC7	-1.25527250510331
FNIP1	-2.29003461136252
FNIP2	-3.60379370413696
FNTA	-2.66745295288995
FNTB	-2.62634036737504
FOCAD	-2.57518784492766
FOLH1	-2.19865708695442
FOPNL	-2.46389298898591
FOS	-2.32837960343874
FOSL2	-1.78532983501077
FOXA1	-3.06818586174616
FOXA2	-2.63548374681491
FOXC1	-0.602059991327962
FOXD3	-0.477121254719662
FOXE1	-0.698970004336019
FOXF1	-1.38021124171161
FOXG1	-0.778151250383644
FOXI1	-1.04139268515823
FOXJ1	-0.602059991327962
FOXJ2	-3.05076631123304
FOXK1	-2.74350976472843
FOXK2_1	-1.82607480270083
FOXK2	-2.40312052117582
FOXM1	-2.49136169383427
FOXN2	-3.17666993266815
FOXN3	-3.19228861256812
FOXN4	-1.49136169383427
FOXO1	-2.77232170672292
FOXO3	-2.86923171973098
FOXO4	-3.1078880251828
FOXO6	-1.30102999566398
FOXP1	-2.94398887507377
FOXP2	-2.78390357927274
FOXP4L	-2.47712125471966
FOXRED1	-3.35140975192544
FOXRED2	-2.11727129565576
FOXS1	-1.20411998265592
FPGS	-2.63548374681491
FPGT	-2.59659709562646
FRA10AC1	-2.48429983934679
FRAS1	-1.96378782734556
FREM1	-2.19589965240923
FREM2	-1.20411998265592
FREM3	-2.13987908640124
FRG1	-2.75434833571102
FRK	-2.90036712865647
FRMD1	-2.07188200730613
FRMD3	-1.94448267215017
FRMD4A	-2.25767857486918
FRMD4B	-2.84633711212981
FRMD6	-2.63548374681491
FRMD7	-1.47712125471966
FRMD8	-2.32221929473392
FRMPD1	-1.46239799789896
FRMPD2	-1.88081359228079
FRMPD4	-0.903089986991944
FRRS1	-3.31196566036837
FRRS1L	-2.6570558528571
FRS2	-2.59217675739587
FRS3	-2.91592721169712
FRY	-2.73479982958885
FRYL	-3.00086772153123
FRZB	-3.03302144468291
FSBP	-1.79239168949825
FSCN1	-1.75587485567249
FSD1L	-1.39794000867204
FSD2	-2.17026171539496
FSHR	-1.11394335230684
FST	-2.9237619608287
FSTL1	-2.6232492903979
FSTL3	-1
FSTL4	-1.25527250510331
FTCD	-3.89437145385624
FTH1	-4.91468685958554
FTL	-2.35983548233989
FTO	-1.64345267648619
FTSJ3	-2.84010609445676
FUBP1	-3.29468662427944
FUBP3	-3.14550717140966
FUCA1	-2.35602585719312
FUCA2	-2.82412583391655
FUK	-2.8992731873176
FUNDC1	-2.64246452024212
FUNDC2	-3.1215598441875
FURIN	-3.7460890430562
FUS	-3.32715451240943
FUT10	-1.79239168949825
FUT11	-1.6232492903979
FUT4	-1.14612803567824
FUT7	-1.60205999132796
FUT8	-1.66275783168157
FXN	-1.83250891270624
FXR1	-3.15289959639375
FXYD2	-1.11394335230684
FXYD6	-1.91381385238372
FYB	-2.78175537465247
FYCO1	-3.16996817399689
FYN	-2.46089784275655
FYTTD1	-3.06781451116184
FYTTD1L	-1.27875360095283
FZD1	-2.18752072083646
FZD2	-2.08635983067475
FZD3	-3.04099769242349
FZD4	-2.88479536394898
FZD5	-3.60573589387675
FZD6	-2.19589965240923
FZD7	-2.10037054511756
FZD8	-1.85125834871908
FZD9	-3.40636983546927
FZR1	-2.78816837114117
G0S2	-3.94704140525522
G2E3	-2.66745295288995
G3BP1	-3.47567118832443
G3BP2	-3.31785448933147
G6PC	-3.86917302732168
G6PC2	-1.7160033436348
G6PC3	-1.85733249643127
G6PD	-1.55630250076729
GAA	-2.58994960132571
GAAGSD	-3.41010207664286
GAB1	-2.46089784275655
GAB2	-2.21748394421391
GAB3	-2.05307844348342
GABARAPL1	-3.11327469246435
GABARAPL2	-2.77085201164214
GABBR2	-1.39794000867204
GABPA	-3.36586221540255
GABPB1	-2.86805636182304
GABPB2	-2.25767857486918
GABRA3	-0.954242509439325
GABRD	-1.32221929473392
GABRP	-1.43136376415899
GABRQ	-0.698970004336019
GADD45A	-1.5910646070265
GADD45B	-2.04921802267018
GADD45G	-3.13798673272353
GADD45GIP1	-2.68214507637383
GADL1	-1.80617997398389
GAK	-2.78175537465247
GAL3ST1	-1.7160033436348
GAL3ST2	-1.27875360095283
GALC	-1.80617997398389
GALE	-3.08742645703629
GALK1	-2.79379038469082
GALK2	-3.22737244228964
GALM	-3.26030994579492
GALNT1	-3.03140846425162
GALNT10	-2.59659709562646
GALNT11	-3.08457627793433
GALNT12	-2.39794000867204
GALNT13	-1.50514997831991
GALNT14	-1
GALNT15	-1.41497334797082
GALNT16	-2.14921911265538
GALNT18	-1.38021124171161
GALNT2	-2.78461729263288
GALNT3	-1.61278385671974
GALNT4	-2.6232492903979
GALNT6	-1.46239799789896
GALNT7	-2.14921911265538
GALNT9	-1
GALR1L	-2.15533603746506
GALT	-2.5705429398819
GAMT	-3.5210072524086
GAN	-2.69810054562339
GANC	-3.38255732190879
GAPDH	-4.6032851435255
GAPVD1	-3.36492603378998
GAR1	-2.8055008581584
GAREM1	-2.4996870826184
GAREM2	-2.18184358794477
GARNL3	-2.96425963019685
GARS	-3.4519398693651
GART-B	-1.99563519459755
GART	-4.32022939671927
GAS1	-1.7481880270062
GAS2	-1.44715803134222
GAS2L1	-2.3384564936046
GAS2L3	-2.07918124604762
GAS6	-2.34242268082221
GAS7	-2.40993312333129
GAS8	-2.19865708695442
GATA2	-1.61278385671974
GATA3	-1.56820172406699
GATA4	-2.70671778233676
GATA5	-2.39093510710338
GATA6	-3.32056168019524
GATAD1	-2.04921802267018
GATAD2A	-3.28780172993023
GATAD2B	-2.31597034545692
GATB	-2.69635638873333
GATC	-2.44247976906445
GATM	-3.81036695368163
GATSL2	-2.02938377768521
GATSL3	-1.49136169383427
GBA2	-3.27369558793009
GBAS	-3.18808437371494
GBE	-2.17609125905568
GBE1	-4.04344087624447
GBF1	-3.42926766643317
GBGT1	-2.23044892137827
GBP	-2.37657695705651
GBP1	-3.08314414314305
GBP4L	-3.00945089579869
GC	-5.31273573876215
GC1	-1.25527250510331
GCAT	-3.580468783951
GCC1	-2.55022835305509
GCC2	-3.066698550423
GCDH	-3.63558426631123
GCFC2	-2.0899051114394
GCG	-1.68124123737559
GCGR	-3.61204174464527
GCH1	-3.06707085604537
GCHFR	-3.65098709438345
GCK	-0.845098040014257
GCLC	-3.10037054511756
GCLM	-3.32139127831169
GCM1	-1.07918124604762
GCN1	-3.39462676427221
GCNA	-1.25527250510331
GCNT1	-1.96378782734556
GCNT2	-2.8488047010518
GCNT4	-2.7664128471124
GCNT7	-2.98587535730839
GCOM1	-2.88536122003151
GCSH	-3.62262842612932
GDA	-2.29225607135648
GDAP1L1	-2.24551266781415
GDAP2	-2.55750720190566
GDE1	-2.71432975974523
GDF10	-1.51851393987789
GDF11	-2.06069784035361
GDF15	-1.95904139232109
GDF2	-1.94448267215017
GDF3	-1.99122607569249
GDF7	-0.698970004336019
GDF9	-0.698970004336019
GDI2	-3.75289315488459
GDPD1	-2.6159500516564
GDPD2	-0.602059991327962
GDPD5	-3.33705972632052
GDPGP1	-0.903089986991944
GEM	-1.20411998265592
GEMIN2	-2.63948648926859
GEMIN4	-2.54406804435028
GEMIN5	-2.81157500587059
GEMIN6	-2.1846914308176
GEMIN7	-1.32221929473392
GEMIN8	-2.60959440922522
GEN1	-2.43775056282039
GET4	-3.03140846425162
GFAP	-1.11394335230684
GFER	-2.77451696572855
GFI1	-1.61278385671974
GFI1B	-0.845098040014257
GFM1	-3.38667728396084
GFM2	-2.45939248775923
GFOD1	-2.53781909507327
GFOD2	-2.39967372148104
GFPT1	-3.4201208480857
GFPT2	-2.07554696139253
GFRA1	-1.66275783168157
GFRA2	-2.9982593384237
GFRA3	-3.76745271809777
GFRA4	-0.698970004336019
GFRAL	-1.77815125038364
GGA1	-3.35044185653506
GGA2	-2.54157924394658
GGA3	-3.33041377334919
GGACT	-3.42504487455139
GGCT	-2.60530504614111
GGCX	-2.96425963019685
GGH	-3.68565218411552
GGNBP2	-2.87273882747267
GGPS1	-2.68124123737559
GGT5	-2.82412583391655
GGT7	-2.09691001300806
GHDC	-2.61066016308988
GHITM	-3.98403198027118
GHR	-4.3230663763639
GHRH	-1.32221929473392
GHRL	-1.14612803567824
GID4	-2.45939248775923
GID8	-2.70586371228392
GIF	-3.29358351349612
GIGYF2	-3.4896772916637
GIMAP1	-2.03342375548695
GIMAP5	-2.23552844690755
GIMAP5L	-1.91907809237607
GIMAP7L5	-1.66275783168157
GIMAP7L6	-2.13672056715641
GIMAP8L1	-2.67024585307412
GIMD1	-2.53147891704225
GIN1	-2.05690485133647
GINM1	-3.26857797188284
GINS1	-1.32221929473392
GINS2	-1.85733249643127
GINS3	-2.55388302664387
GINS4	-3.18012587516405
GIPC1	-2.80617997398389
GIPC2	-2.78746047451842
GIPC3	-1.91381385238372
GIPR	-1
GIT1	-2.52113808370404
GIT2	-3.13353890837022
GJA1	-3.14612803567824
GJA3	-1.60205999132796
GJA4	-2.20682587603185
GJA5	-1.93449845124357
GJA8	-0.698970004336019
GJA9	-2.19312459835446
GJB1	-3.59900923982334
GJB2	-2.33243845991561
GJB6	-1.43136376415899
GJC1	-1.6232492903979
GJC2	-1.44715803134222
GJD4	-1.14612803567824
GK	-4.02391060635092
GK5	-2.70757017609794
GKAP1	-3.07881918309885
GKN2	-1.65321251377534
GLA	-2.35602585719312
GLB1	-3.19672872262329
GLB1L	-2.78746047451842
GLB1L2	-2.57749179983723
GLCCI1	-3.54419211076503
GLCE	-3.22375545365724
GLDC	-4.53454643965407
GLE1	-2.58883172559421
GLG1	-3.19700472802305
GLI1	-2.63848925695464
GLI2	-1.32221929473392
GLI3	-1.68124123737559
GLIPR1L	-2.46239799789896
GLIPR2	-2.06445798922692
GLIS1	-1.04139268515823
GLIS2	-2.54406804435028
GLIS3	-1.63346845557959
GLMN	-2.20139712432045
GLMP	-2.22788670461367
GLO1	-3.31618009889345
GLOD4	-3.37584643630916
GLOD5	-1.30102999566398
GLRA4	-1.14612803567824
GLRX	-2.52244423350632
GLRX2	-2.40654018043396
GLRX3	-3.00603795499732
GLRX5	-3.32592595577147
GLS	-2.94987770403687
GLT1D1	-2.52633927738984
GLT8D1	-2.83884909073726
GLTP	-2.46982201597816
GLTSCR1L	-2.81291335664286
GLTSCR2	-2.93951925261862
GLUD1	-4.36748637616779
GLUL	-4.22282048132217
GLYATL3	-1.77815125038364
GLYATL3W	-2.08278537031645
GLYCTK	-3.45438746714695
GLYR1	-3.1152775913959
GM2A	-3.59824319165362
GMCL1	-2.55509444857832
GMDS	-1.97772360528885
GMEB1	-2.24797326636181
GMEB2	-2.48995847942483
GMFB	-2.80208925788173
GMIP	-2.57634135020579
GMNC	-0.602059991327962
GMNN	-2.01703333929878
GMPPA	-3.15228834438306
GMPPB	-2.94497590841205
GMPR	-2.36921585741014
GMPS	-3.33984878303764
GMSRAL	-3.87256414309065
GNA11	-2.85125834871908
GNA12	-2.85793526471943
GNA13	-3.05499586152914
GNAI1	-2.22271647114758
GNAI2	-2.98227123303957
GNAI3	-3.1078880251828
GNAL	-2.84260923961056
GNAO1	-1.23044892137827
GNAQ	-2.79588001734408
GNAS	-3.07990446766672
GNAT2	-2.75891189239797
GNAZ	-0.602059991327962
GNB1	-3.63628725209851
GNB1L	-2.36361197989214
GNB4	-3.24229290498293
GNB5	-1.84509804001426
GNE	-3.56808433131539
GNG10	-2.38916608436453
GNG11	-2.02118929906994
GNG12	-2.78175537465247
GNG13	-0.903089986991944
GNG2	-2.12710479836481
GNG4	-0.698970004336019
GNG5	-3.42942926438179
GNG7	-3.0884904701824
GNL2	-2.82994669594164
GNL3	-3.24328614608345
GNLY	-3.05076631123304
GNMT	-3.76477371691104
GNPAT	-3.22063101944809
GNPDA1	-2.83569057149243
GNPDA2	-2.66086547800387
GNPNAT1	-3.07077646284343
GNPTAB	-3.16494737262184
GNPTG	-2.89597473235906
GNS	-3.97229542861114
GOLGA1	-2.95085145888855
GOLGA2	-3.25261034056737
GOLGA3	-3.14550717140966
GOLGA4	-3.29070224328785
GOLGA5	-2.86805636182304
GOLGA7	-3.53096768157191
GOLGB1	-3.42862067267194
GOLM1	-3.22375545365724
GOLPH3	-3.1152775913959
GOLPH3L	-1.74036268949424
GOLT1A	-2.43933269383026
GOLT1B	-2.45788189673399
GON4L	-2.95036485437612
GOPC	-2.80955971463527
GORAB	-2.71850168886727
GORASP1	-3.53945249154946
GORASP2	-3.4320066872696
GOSR1	-2.94939000664491
GOSR2	-3.16494737262184
GOT1	-3.7131544018373
GOT2	-4.03558981724346
GP1BA	-3.56181666431896
GP1BB	-1.30102999566398
GP5	-2.06445798922692
GPAA1	-1.76342799356294
GPALPP1	-2.59659709562646
GPAM	-4.63295305642016
GPAT2	-1.51851393987789
GPAT3	-2.20139712432045
GPAT4	-2.79309160017658
GPATCH1	-2.75050839485135
GPATCH11	-2.41497334797082
GPATCH2	-2.45636603312904
GPATCH2L	-2.20139712432045
GPATCH3	-2.17609125905568
GPATCH4	-2.38201704257487
GPATCH8	-2.92788341033071
GPBP1	-2.42324587393681
GPBP1L1	-3.60863298949004
GPC1	-2.05307844348342
GPC2	-2.33445375115093
GPC3	-2.16435285578444
GPC4	-4.03498921628769
GPC5	-2.49554433754645
GPC6	-0.301029995663981
GPCPD1	-2.9434945159061
GPD1L	-2.36735592102602
GPD1L2	-4.1888441465469
GPD2	-2.33445375115093
GPER1	-2.20682587603185
GPHN	-3.26623169668989
GPI	-3.96208508051736
GPKOW	-2.07918124604762
GPLD1	-3.4929000111087
GPN1	-2.79098847508882
GPN2	-2.73078227566639
GPN3	-2.5910646070265
GPR1	-2.53655844257153
GPR107	-3.07554696139253
GPR119	-0.602059991327962
GPR132	-1.6232492903979
GPR135	-0.778151250383644
GPR137B	-2.19589965240923
GPR137C	-2.60745502321467
GPR141	-1.30102999566398
GPR146	-3.80345711564841
GPR15	-0.903089986991944
GPR155	-2.81756536955978
GPR156	-1.92427928606188
GPR157	-2.42813479402879
GPR160	-0.845098040014257
GPR161	-1.7160033436348
GPR162	-1.64345267648619
GPR171	-1.11394335230684
GPR174	-1.98677173426624
GPR176	-1.34242268082221
GPR179	-2.03742649794062
GPR18	-1.43136376415899
GPR180	-2.51054501020661
GPR182	-2.43616264704076
GPR183	-1.98227123303957
GPR19	-1.49136169383427
GPR20	-1
GPR21	-1.25527250510331
GPR27	-2.14921911265538
GPR34	-3.04610478724604
GPR34L	-1.20411998265592
GPR35	-1.44715803134222
GPR35L	-2.04921802267018
GPR37L1	-1.79934054945358
GPR39	-2.46982201597816
GPR50	-1.43136376415899
GPR52	-1.20411998265592
GPR55	-1.14612803567824
GPR62	-1.74036268949424
GPR63	-1.54406804435028
GPR65	-2.37839790094814
GPR68	-1.23044892137827
GPR82	-1.65321251377534
GPR83L	-0.778151250383644
GPR89B	-2.65224634100332
GPRC5A	-2.8228216453031
GPRC5B	-2.41995574848976
GPRC5C	-2.98632377705077
GPRIN2	-0.602059991327962
GPRIN3	-2.48713837547719
GPS1	-2.82151352840477
GPSM1	-2.46089784275655
GPSM2	-2.81291335664286
GPT2	-4.09895506043847
GPX1	-3.26528962586083
GPX2	-1.20411998265592
GPX3	-4.50044231785749
GPX4	-3.78490244988665
GPX7	-1.54406804435028
GRAMD1B	-2.6414741105041
GRAMD1C	-3.21879799811174
GRAMD3	-2.50379068305718
GRAMD4	-2.35602585719312
GRAP	-2.04139268515822
GRAP2	-1.99122607569249
GRASP	-2.08635983067475
GRB10	-2.84385542262316
GRB14	-2.96754797621886
GRB2	-3.58883172559421
GREB1L	-3.80236317430955
GREM1	-0.698970004336019
GREM2	-1.27875360095283
GRHL1	-1.44715803134222
GRHL2	-1.43136376415899
GRHL3	-2.81557774832427
GRHPR	-3.4184670209466
GRIA1	-0.903089986991944
GRIA2	-0.301029995663981
GRID1	-1.20411998265592
GRID2	-1
GRIK4	-2.04921802267018
GRIN2B	-1.04139268515823
GRIN2C	-1
GRIN3A	-1
GRIN3B	-1.49136169383427
GRIP1	-0.954242509439325
GRIP2	-1.43136376415899
GRIPAP1	-2.80002935924413
GRK2	-2.86272752831797
GRK3	-2.9484129657786
GRK4	-2.40483371661994
GRK5	-3.3023309286844
GRK6	-2.51188336097887
GRK7	-1.98227123303957
GRM2	-1.38021124171161
GRM3	-0.477121254719662
GRN	-2.96894968098134
GRPEL1	-3.19312459835446
GRPEL2	-2.55022835305509
GRPR	-1.50514997831991
GRSF1	-3.28284860283464
GRTP1	-2.48572142648158
GRXCR2	-1.27875360095283
GSAP	-2.9576072870601
GSDMA	-2.25042000230889
GSE1	-2.63144376901317
GSG2	-1.36172783601759
GSK3B	-2.78031731214015
GSKIP	-2.47567118832443
GSL	-2.65513843481138
GSN	-2.56348108539441
GSPT1	-3.28555730900777
GSR	-2.72181061521255
GSS	-2.98497712641549
GST2L	-3.65561858354122
GSTA2	-4.06513137214021
GSTA3	-3.0899051114394
GSTA4L	-3.71382642438052
GSTAL1	-3.59933713299249
GSTAL2	-3.18497519069826
GSTAL3	-4.21508211501317
GSTCD	-2.65224634100332
GSTK1	-3.60271094495756
GSTM2	-4.12590396840792
GSTO1	-2.97358962342726
GSTT1	-3.7942091163465
GSTT1L	-2.4456042032736
GSTZ1	-3.70380706527433
GTDC1	-2.40312052117582
GTF2A1	-3.32263271169222
GTF2A2	-2.51454775266029
GTF2B	-2.92634244662566
GTF2E1	-2.46089784275655
GTF2E1L	-0.845098040014257
GTF2E2	-2.57170883180869
GTF2F2	-2.67209785793572
GTF2H1	-2.95808584852109
GTF2H2	-2.72672720902657
GTF2H3	-2.72345567203519
GTF2H5	-3.24129738710999
GTF2I	-2.88309335857569
GTF2IRD1	-2.6170003411209
GTF3A	-2.30102999566398
GTF3C1	-2.91907809237607
GTF3C2	-2.5327543789925
GTF3C3	-2.54032947479087
GTF3C4	-2.61489721603313
GTF3C5	-2.32221929473392
GTF3C6	-2.46089784275655
GTPBP1	-3.11859536522376
GTPBP10	-2.24797326636181
GTPBP2	-2.58319877396862
GTPBP3	-1.30102999566398
GTPBP4	-3.11958577496178
GTPBP6	-1.94939000664491
GTPBP8	-2.75739602879302
GTSE1	-1.72427586960079
GTSF1	-2.30319605742049
GTSF1L	-1.78532983501077
GUCA1A	-0.778151250383644
GUCA2A	-1.50514997831991
GUCD1	-2.8318697742805
GUCY1A2	-2.50514997831991
GUCY1A3	-1.65321251377534
GUCY1B3	-2.26007138798507
GUCY1B4	-1.75587485567249
GUCY2C	-1.72427586960079
GUF1	-2.44247976906445
GUK1	-2.52504480703685
GULP1	-1.27875360095283
GUSB	-3.50609895992844
GVINP1	-3.00774777800074
GXYLT1	-2.46982201597816
GXYLT2	-2.55388302664387
GYG1	-2.61066016308988
GYG2	-1.51851393987789
GYPC	-1.63346845557959
GYS2	-3.44200915914095
GZF1	-2.78175537465247
GZMA	-2.00860017176192
GZMK	-2.14612803567824
GZMM	-2.69460519893357
H1F0	-2.45636603312904
H1FX	-2.92685670894969
H2A2BL	-2.29666519026153
H2AFJ	-1.60205999132796
H2AFV	-2.78746047451842
H2AFX	-1.70757017609794
H2AFY	-2.82930377283102
H2AFY2	-1.70757017609794
H2AFZ	-3.14301480025409
H3F3B	-3.6456187382427
H3F3C	-3.53415307418506
H6PD	-3.25066391946324
HAAO	-3.63668844795328
HABP2	-4.45004885548219
HABP4	-1.23044892137827
HACD1	-2.10720996964787
HACD2	-3.67080228426094
HACD3	-3.66773305253327
HACD4	-1.5910646070265
HACE1	-2.72672720902657
HACL1	-3.5817221599491
HADH	-3.56253076886226
HADHA	-4.01707509637606
HAGH	-3.51666755909904
HAGHL	-2.46538285144842
HAL	-3.78283080520259
HAND2	-1.69019608002851
HAO1	-3.84341966520492
HAO2	-3.44715803134222
HAPLN1	-0.778151250383644
HAPLN3	-1.91381385238372
HARBI1	-2.16731733474818
HARS	-3.15014216184856
HARS2	-2.48855071650044
HAS2	-1
HAT1	-2.45484486000851
HAUS1	-1.30102999566398
HAUS2	-2.34830486304816
HAUS3	-2.19033169817029
HAUS6	-2.34044411484012
HAVCR1	-2.79518458968242
HAX1	-2.51321760006794
HBA1	-3.18695633546541
HBBA	-3.23653726148869
HBEGF	-2.55022835305509
HBM	-2.55870857053317
HBP1	-3.11159852488039
HBS1L	-3.35391623092036
HBZ	-0.602059991327962
HCCS	-3.08278537031645
HCFC2	-3.001733712809
HCK	-2.28330122870355
HCLS1	-3.01241537476243
HDAC1	-2.91381385238372
HDAC10	-2.76417613239033
HDAC11	-2.85491302230786
HDAC2	-3.2895889525426
HDAC3	-2.89817648349768
HDAC4	-2.91009054559407
HDAC7	-2.64345267648619
HDAC8	-2.96284268120124
HDAC9	-2.37839790094814
HDC	-1.49136169383427
HDDC2	-2.4996870826184
HDDC3	-1.76342799356294
HDGF	-3.5087989654039
HDGFRP2	-3.13703745478951
HDGFRP3	-2.07188200730613
HDHD2	-2.55630250076729
HDHD3	-3.11461098423217
HDLBP	-4.61274148445941
HDX	-2.23044892137827
HEATR1	-2.92427928606188
HEATR3	-2.77597433112937
HEATR5A	-2.67117284271508
HEATR5B	-2.57863920996807
HEBP1	-3.93861978150268
HEBP2	-2.20139712432045
HECA	-3.08529057823006
HECTD1	-3.46923274250661
HECTD2	-2.24797326636181
HECTD3	-2.77887447200274
HECTD3L	-3.03059972196595
HECTD4	-3.33585891131982
HECW1	-1.84509804001426
HECW2	-2.0899051114394
HEG1	-3.03462845662532
HELB	-2.98272338766855
HELLS	-2.37839790094814
HELQ	-2.07188200730613
HELZ	-2.98587535730839
HELZ2	-2.98944981766669
HEMGN	-1.53147891704226
HEMK1	-2.37106786227174
HENMT1	-0.954242509439325
HEP21	-1.47712125471966
HEPH	-2.99166900737995
HEPHL1	-1.27875360095283
HERC1	-3.56890541498288
HERC2	-3.61394747678035
HERC3	-3.14736710779379
HERC4	-3.11159852488039
HERC4L	-2.79098847508882
HERPUD1	-0.903089986991944
HERPUD2	-3.10482840365366
HES1	-1.64345267648619
HES4	-3.02036128264771
HESX1	-1.74036268949424
HEXA	-2.57634135020579
HEXB	-2.66745295288995
HEXDC	-1.80617997398389
HEXDCL	-1.41497334797082
HEXIM1	-3.4963760540124
HEY1	-1.77085201164214
HEY2	-2.55388302664387
HEYL	-1.73239375982297
HGD	-4.19950834889679
HGF	-1.98227123303957
HGFAC	-3.93257522349829
HGH1	-1.76342799356294
HGS	-3.0927206446841
HGSNAT	-3.16375752398196
HH3L	-3.02284061087653
HHAT	-1.61278385671974
HHATL	-0.845098040014257
HHEX	-3.39863432453839
HHIP	-2.28330122870355
HHIPL1	-2.62428209583567
HHIPL2	-1.23044892137827
HHLA2	-3.69975103168951
HIBADH	-3.42862067267194
HIBCH	-3.81150797994533
HIC1	-2.80071707828239
HIC2	-2.77451696572855
HID1	-3.17811325231463
HIF1A	-3.12515582958053
HIF1AN	-3.16879202031418
HIF3A	-1.23044892137827
HIGD1A	-2.98766626492627
HIGD2A	-2.52113808370404
HIKESHI	-2.68124123737559
HINFP	-2.29003461136252
HINT1Z	-3.05230909964732
HINT2Z	-2.13353890837022
HINT3	-2.85793526471943
HINTW	-3.65600232068296
HIP1	-2.48000694295715
HIP1R	-3.34733001531695
HIPK1	-3.28936595152003
HIPK2	-3.89498029092797
HIPK3	-3.06929801211553
HIRA	-3.15836249209525
HIST1H101	-2.8992731873176
HIST1H103	-0.954242509439325
HIST1H110	-2.45331834004704
HIST1H111L	-1
HIST1H111R	-1.53147891704226
HIST1H2A3	-1.50514997831991
HIST1H2A4	-1.66275783168157
HIST1H2A4L1	-1.27875360095283
HIST1H2A4L2	-1.81954393554187
HIST1H2A4L3	-1.69019608002851
HIST1H2A4L4	-1.85733249643127
HIST1H2B5	-1.23044892137827
HIST1H2B5L	-2.05690485133647
HIST1H2B7	-1.39794000867204
