gene_id	rank
ANXA5	-3.98095731622962
ANXA6	-3.62169546232928
ANXA7	-2.89872518158949
ANXA8	-1.50514997831991
AOAH	-2.33243845991561
AOC1	-3.35525990552738
AOC3	-2.55266821611219
AOX1	-2.63447727016073
AOX2	-1.23044892137827
AP1AR	-2.95133751879592
AP1B1	-3.19645254170339
AP1G1	-3.35774432518038
AP1M1	-3.11727129565576
AP1S2	-3.25454807710897
AP1S3	-2.70757017609794
AP2A2	-3.35198945543563
AP2B1	-3.13640344813399
AP2M1	-3.73142758705095
AP3B1	-2.83058866868514
AP3B2	-1.85125834871908
AP3D1	-3.30621050816776
AP3M1	-3.37821614974988
AP3M2	-3.48628876096057
AP3S1	-3.37803432245733
AP3S2	-2.89153745767256
AP4B1	-2.70156798505593
AP4E1	-2.87157293554588
AP4S1	-2.04921802267018
AP5M1	-2.05307844348342
AP5S1	-0.301029995663981
AP5Z1	-2.74036268949424
APAF1	-2.71264970162721
APBA1	-1.50514997831991
APBA2	-0.477121254719662
APBA3	-2.4814426285023
APBB1	-1.76342799356294
APBB1IP	-2.22530928172586
APBB2	-2.2718416065365
APC	-2.90417436828416
APC2	-1.04139268515823
APCDD1	-1.36172783601759
APCDD1L	-0.778151250383644
APEH	-3.25285303097989
APELA	-3.21031851982623
APH1A	-2.63848925695464
APH1AL	-2.39269695325967
API5	-3.29710365014926
APIP	-3.26410915630581
APLF	-2.45178643552429
APLN	-0.954242509439325
APLNR	-1.78532983501077
APLP2	-3.83613414946537
APMAP	-3.72566666031418
APOA1	-4.32283927268632
APOA1BP	-2.87448181769947
APOA2	-4.52245727518683
APOA4	-3.3236645356081
APOA5	-3.32035403281767
APOB	-5.89594382847558
APOBEC2	-1.63346845557959
APOC3	-3.8766796104192
APOD	-0.602059991327962
APOF	-3.44294986957786
APOH	-4.98941421829933
APOLD1	-1.77085201164214
APOO	-2.84447717574568
APOOL	-3.2137832993353
APOPT1	-2.72263392253381
APOV1	-6.28971801781081
APP	-3.94758074930432
APPBP2	-2.98811284026835
APPL1	-2.86569605991607
APPL2	-2.86981820797933
APRT	-1.86923171973098
APTX	-2.10720996964787
AQP1	-2.13672056715641
AQP11	-2.63346845557959
AQP3	-2.59217675739587
AQP5	-0.698970004336019
AQP9	-4.22688332839092
AQR	-3.02897770520878
AR	-2.95712819767681
ARAP2	-2.19033169817029
ARAP3	-2.48855071650044
ARCN1	-3.5009222391903
AREG	-1.63346845557959
AREL1	-3.03981055414835
ARF1	-3.98068497436331
ARF3	-2.81157500587059
ARF4	-3.75495958772171
ARF5	-1.60205999132796
ARF6	-2.87737134586977
ARFGAP1	-3.25935492730803
ARFGAP2	-3.06781451116184
ARFGAP3	-3.3040594662176
ARFGEF1	-3.16731733474818
ARFGEF2	-3.68051680938125
ARFGEF3	-1.56820172406699
ARFIP1	-3.20736503746907
ARFIP2	-2.83314711191279
ARFRP1	-2.71096311899528
ARG2	-1.41497334797082
ARGLU1	-3.55714614231836
ARHGAP1	-3.1296898921993
ARHGAP10	-2.42975228000241
ARHGAP11A	-3.17231096852195
ARHGAP12	-2.75891189239797
ARHGAP15	-2.51054501020661
ARHGAP17	-2.99387691494121
ARHGAP18	-2.52504480703685
ARHGAP19	-1.47712125471966
ARHGAP20	-1.32221929473392
ARHGAP21	-3.18582535961296
ARHGAP22	-2.32428245529769
ARHGAP23	-1.77815125038364
ARHGAP24	-2.80413943233535
ARHGAP25	-2.42488163663107
ARHGAP26	-2.41664050733828
ARHGAP27	-2.24303804868629
ARHGAP28	-2.48000694295715
ARHGAP29	-2.93196611472817
ARHGAP30	-2.43136376415899
ARHGAP32	-2.45178643552429
ARHGAP35	-3.35353155907776
ARHGAP36	-1.36172783601759
ARHGAP39	-2.65609820201283
ARHGAP40	-2.00860017176192
ARHGAP42	-2.83884909073726
ARHGAP44	-1.23044892137827
ARHGAP45	-2.70500795933334
ARHGAP5	-2.95472479097906
ARHGAP6	-1.85733249643127
ARHGAP8	-2.07554696139253
ARHGDIA	-3.82568570802176
ARHGDIB	-2.71933128698373
ARHGDIG	-0.903089986991944
ARHGEF1	-1.96848294855394
ARHGEF10	-2.09691001300806
ARHGEF10L	-3.16316137497702
ARHGEF11	-3.13161866434913
ARHGEF12	-3.24551266781415
ARHGEF16	-3.06595298031387
ARHGEF17	-1.79239168949825
ARHGEF18	-3.13893394025692
ARHGEF26	-2.87448181769947
ARHGEF28	-1.84509804001426
ARHGEF3	-2.84447717574568
ARHGEF37	-1.91381385238372
ARHGEF38	-1.95424250943932
ARHGEF39	-1.49136169383427
ARHGEF4	-1
ARHGEF5	-1.30102999566398
ARHGEF6	-2.80002935924413
ARHGEF7	-2.77158748088126
ARHGEF9	-1.93951925261862
ARID1A	-3.11159852488039
ARID1B	-3.09864372581706
ARID2	-2.71683772329952
ARID3A	-2.9106244048892
ARID3B	-2.79726754083072
ARID3C	-3.17840134153376
ARID4A	-2.86628733908419
ARID4B	-2.9106244048892
ARID5A	-2.17026171539496
ARID5B	-2.88986172125819
ARIH1_1	-3.99895644047049
ARIH1	-2.86510397464113
ARIH2	-2.92634244662566
ARL1	-3.35005409357903
ARL10	-2.06818586174616
ARL11	-1.6232492903979
ARL13B	-2.36361197989214
ARL14EP	-2.54900326202579
ARL15	-2.28103336724773
ARL16	-1.86923171973098
ARL2	-1.74036268949424
ARL2BP	-2.13353890837022
ARL3	-2.48855071650044
ARL4A	-2.90363251608424
ARL4C	-2.04921802267018
ARL5A	-3.1264561134318
ARL5B	-2.931457870689
ARL6	-2.21748394421391
ARL6IP1	-3.28465628278852
ARL6IP4	-2.68752896121463
ARL6IP5	-2.94001815500766
ARL8A	-2.931457870689
ARL8B	-3.41010207664286
ARL8BL	-1.07918124604762
ARL9	-2.40312052117582
ARMC1	-3.00987563371216
ARMC10	-1.56820172406699
ARMC2	-1.07918124604762
ARMC3	-1.07918124604762
ARMC5	-1.51851393987789
ARMC6	-2.77742682238931
ARMC7	-2.58883172559421
ARMC8	-2.68124123737559
ARMC9	-1.86332286012046
ARMT1	-3.001733712809
ARNT	-3.05461305455689
ARNT2	-2.15228834438306
ARNTL	-2.94051648493257
ARNTL2	-2.63042787502502
ARPC1A	-3.43104194533589
ARPC1B	-2.92012332629072
ARPC2	-3.54319858563765
ARPC3	-3.27346427262135
ARPC4-TTLL3	-2.72672720902657
ARPC4	-2.95904139232109
ARPC5	-3.4900990050633
ARPC5L	-2.30749603791321
ARPP19	-3.61384182187607
ARPP21	-0.903089986991944
ARR3	-0.954242509439325
ARRDC1	-2.65127801399814
ARRDC2	-2.77158748088126
ARRDC3	-3.27230584440209
ARRDC4	-2.70842090013471
ARSA	-2.59328606702046
ARSB	-2.74115159885178
ARSD	-2.87040390527903
ARSE	-3.3023309286844
ARSG	-1.90308998699194
ARSH	-1.23044892137827
ARSI	-1.50514997831991
ARSJ	-1.66275783168157
ARSK	-2.6159500516564
ART1	-1.49136169383427
ART7B	-2.10037054511756
ART7C	-3.32076922833869
ARTN	-0.602059991327962
ARV1	-2.63948648926859
ARVCF	-3.27623195792183
AS3MT	-3.12548126570059
ASAH1	-3.45408227073109
ASAH2	-2.2380461031288
ASAP1	-2.39794000867204
ASAP2	-1.8750612633917
ASAP3	-3.01828430842653
ASB1	-2.87273882747267
ASB11	-0.301029995663981
ASB12	-1.44715803134222
ASB13	-2.66745295288995
ASB2	-1.85733249643127
ASB3	-2.33445375115093
ASB4	-0.301029995663981
ASB5	-2.9106244048892
ASB6	-2.51851393987789
ASB7	-2.53529412004277
ASB8	-2.51054501020661
ASB9	-3.16106838547117
ASCC1	-2.59988307207369
ASCC2	-2.75739602879302
ASCC3	-2.88479536394898
ASCL1	-1.34242268082221
ASCL3	-1.11394335230684
ASF1A	-2.36172783601759
ASH1L	-3.32325210017169
ASH2L	-2.80821097292422
ASIC2	-0.845098040014257
ASL1	-1.34242268082221
ASL2	-1.89209460269048
ASMTL	-3.25935492730803
ASNA1	-2.68484536164441
ASNS	-2.89376176205794
ASNSD1	-2.72591163229505
ASPA	-2.78958071216443
ASPDH	-2.91009054559407
ASPG	-3.24526583945746
ASPH	-3.19368102954128
ASPHD2	-0.903089986991944
ASPM	-2.2405492482826
ASPN	-0.903089986991944
ASRGL1	-2.46538285144842
ASS1	-2.81291335664286
ASTE1	-1.81291335664286
ASTN1	-1.90308998699194
ASTN2	-0.845098040014257
ASXL1	-2.49276038902684
ASXL2	-3.22349594096239
ASXL3	-1
AT2	-0.477121254719662
ATAD1	-3.05804623039528
ATAD2	-2.60959440922522
ATAD2B	-3.001733712809
ATAD3A	-2.83314711191279
ATAD5	-2.08635983067475
ATE1	-3.17811325231463
ATF1	-2.90254677931399
ATF2	-2.72015930340596
ATF3	-2.01703333929878
ATF4	-4.27188805266048
ATF6	-2.77815125038364
ATF7	-2.5910646070265
ATF7IP	-3.07773117965239
ATG10	-2.2405492482826
ATG101	-2.61489721603313
ATG12	-2.90471554527868
ATG13	-3.59813364581324
ATG14	-2.74585519517373
ATG16L1	-2.85672889038288
ATG2B	-2.81690383937566
ATG3	-2.83250891270624
ATG4A	-2.85064623518307
ATG4B	-3.02775720469055
ATG4C	-2.36172783601759
ATG5	-2.68752896121463
ATG7	-2.82216807936802
ATG9A	-3.32221929473392
ATG9B	-2.22530928172586
ATIC	-4.57977216766427
ATL1	-2.19033169817029
ATL2	-3.32837960343874
ATM	-2.83250891270624
ATMIN	-2.72754125702856
ATN1	-2.49554433754645
ATOH8	-2.07918124604762
ATOX1	-3.20411998265592
ATP10A	-2.12385164096709
ATP10D	-2.64836001098093
ATP11A	-1.77815125038364
ATP11B	-3.23095955574857
ATP11C	-3.88812330729791
ATP13A1	-3.0565237240791
ATP13A2	-3.18836592606315
ATP13A3	-3.43616264704076
ATP13A5	-2.71011736511182
ATP1A1	-3.86799751034495
ATP1B1	-3.42716140292597
ATP1B3	-2.77887447200274
ATP1B4	-0.845098040014257
ATP23	-2.9216864754836
