"genes","logFC","logCPM","PValue","FDR"
"TUBB4B",8.952850055,6.732283965,5.22165420550054e-124,1.07119687197274e-122
"MIR1748",-13.89144725,4.535261572,5.55947940926583e-124,1.13899742838055e-122
"LOC107053280",-13.69392465,4.337619413,6.27198268335739e-124,1.2832806674501e-122
"PMPCA",9.122956904,5.119584756,7.53052590458165e-124,1.53876054949073e-122
"LOC107053350",-14.08837379,4.7322435,8.34034504753182e-124,1.70199954710131e-122
"RHBDF1",14.42634563,5.075543249,8.75446979398335e-124,1.78416782826266e-122
"LOC112530153",-13.68408075,4.327761196,1.04268726564396e-123,2.12222342680151e-122
"HSPA2",14.16801458,4.818152419,1.30721581473237e-123,2.65715110053442e-122
"LOC100858381",-6.721594795,7.673210672,1.49253027843152e-123,3.02987543467494e-122
"DLK1",-13.5577458,4.201348457,1.5044537874133e-123,3.050098617246e-122
"SMPDL3A",13.95462471,4.605604964,1.55347158918498e-123,3.14537541820656e-122
"KIAA1549",13.80613832,4.45780729,1.57041994122802e-123,3.17555657816589e-122
"NBR1",9.808612975,6.535086136,1.66620259743127e-123,3.36486368702029e-122
"SIGMAR1",15.42985197,6.076799397,1.84593852829116e-123,3.7230018307299e-122
"ATIC",7.84193761,10.0339583,1.87011792361482e-123,3.76688260520861e-122
"TRNAL-AAG_1",-13.73840576,4.382101638,1.9829714575296e-123,3.9890305516928e-122
"PAWR",14.01139461,4.662145336,2.10187832480673e-123,4.22276588510912e-122
"LOC112533137",-10.52693672,4.786059554,2.64362722561691e-123,5.30431011075392e-122
"MKKS",14.05194419,4.702533085,2.86127399598949e-123,5.73360961825214e-122
"VPS33B",13.85887883,4.510299532,3.37982600391491e-123,6.75549784976687e-122
"MIR18A",-14.72235676,5.366495764,3.37992111068722e-123,6.75549784976687e-122
"F13B",15.32332763,5.970470778,3.74661571981811e-123,7.47880288102331e-122
"TMED10",8.082451056,7.145800832,4.44094084232813e-123,8.85341411515416e-122
"LOC112530203",-7.898640143,4.825441693,4.64559361276922e-123,9.24954938265831e-122
"CLDN16L",-13.52868504,4.17226704,5.22576013448352e-123,1.03913772495165e-121
"ANKRD11",14.28841901,4.938073542,5.89136251748855e-123,1.169996004431e-121
"PCSK7",14.42367501,5.072921101,6.654832919546e-123,1.31993178442526e-121
"PLEKHM2",10.81082557,4.903172823,7.44929187233847e-123,1.47562405878807e-121
"LOC107053843",-15.79490402,6.439277841,7.92552632948334e-123,1.56796354228328e-121
"SULT1C3",17.05730021,7.702679915,8.05601929307483e-123,1.59175476502304e-121
"B2M",7.264581122,9.023992593,8.86802617954552e-123,1.74997217121742e-121
"MTSS1",7.892357956,6.975006413,9.66427217505513e-123,1.9046822854513e-121
"LOC107049449",-8.330862411,4.688336184,1.06542447140353e-122,2.09713297852215e-121
"LOC107049046",14.84368449,5.491805837,1.25494963087409e-122,2.4670628015287e-121
"LOC112531421",-8.162291974,5.645159555,1.45446509842732e-122,2.85567326774556e-121
"ADGRF5",-6.452290755,6.087404356,1.53362168385184e-122,3.00729094374478e-121
"LOC107055037",-14.14392463,4.787795803,2.18458915177752e-122,4.27838303654162e-121
"AP3S1",9.051908345,5.167398493,2.27617498390411e-122,4.45214100625269e-121
"LOC107053206",-13.75487428,4.39861483,2.57711134105277e-122,5.03443233082545e-121
"ANAPC5",13.98677401,4.637634805,2.71796053898042e-122,5.30292175422153e-121
"LOC107051860",-7.937778563,5.787285128,4.01839935540824e-122,7.83033959606493e-121
"SNX13",14.63287905,5.281503213,4.50852729116794e-122,8.77441794463847e-121
"LOC112533067",-12.79559152,5.89247161,4.94838102391959e-122,9.61841561524371e-121
"NDFIP1",14.93407574,5.581986727,5.04678637016299e-122,9.79744420175212e-121
"LOC112532453",-14.01333505,4.657212831,5.65461241590737e-122,1.09637435246084e-120
"SPP2",18.84365068,9.48847854,5.91942520404979e-122,1.14628968770827e-120
"LOC112533072",-11.04947637,4.642557749,6.16272046955862e-122,1.19191919529399e-120
"MIR1729",-13.56918728,4.212787742,6.21760202076845e-122,1.20103989345279e-120
"PXYLP1",11.52652523,5.09852213,6.74667126845501e-122,1.3016220623384e-120
"SLC9A4",-13.73762613,4.381350553,6.88249004099331e-122,1.32617992735373e-120
"PLCXD1",14.40244924,5.05178764,7.16100229320954e-122,1.37813843637882e-120
"MIR1618",-9.677292556,4.1793874,7.49132873303262e-122,1.43992783434681e-120
"MIR133C",-13.9427842,4.586580289,9.24416133363525e-122,1.77465072516084e-120
"LOC107055095",-13.60283814,4.246460205,1.06757101888414e-121,2.04694566506145e-120
"TLN1",13.69887845,4.35108386,1.09859626443368e-121,2.1038389054118e-120
"PLPP2",14.8320956,5.480248178,1.43661461724643e-121,2.74776842536063e-120
"TP53INP1",11.54152796,5.109338157,1.65024314077597e-121,3.1524915035708e-120
"CHD9",13.94075863,4.591791948,1.79268666901013e-121,3.42040217216044e-120
"LOC112531006",-13.44891615,4.092444965,1.87649604612677e-121,3.57592077417541e-120
"LOC112532056",-10.23253133,4.931432849,2.23767727421815e-121,4.25898183771018e-120
"TK2",13.61286566,4.265529193,2.48628361545944e-121,4.72637044259099e-120
"MIR21",-11.26901894,5.23851429,2.58210990061939e-121,4.90254077590129e-120
"TOR1AIP2",9.703648443,4.732313108,2.66591967639006e-121,5.05549402047139e-120
"MIR1570",-14.60187907,5.245934247,2.96979715763643e-121,5.62488986616889e-120
"SDHA",9.964455631,5.962232024,3.41591706228334e-121,6.46198422366253e-120
"LOC112532733",-15.11169165,5.755878736,3.63970866848263e-121,6.87697081347569e-120
"PPARA",15.93578132,6.582010737,3.80093675895352e-121,7.17288429632612e-120
"LRRC32",-8.12097539,5.848303771,3.95612249308529e-121,7.45669148696682e-120
"AHCTF1",13.67773805,4.330053971,6.24871251315908e-121,1.1763617382521e-119
"TTC30B",-8.719402549,9.032253103,6.45132970874762e-121,1.21303720642111e-119
"FAM20A",8.054715427,7.461770102,7.37052531152321e-121,1.38419889606505e-119
"LOC100857718",-13.50113033,4.144689642,7.68457016488247e-121,1.44143626132596e-119
"LOC100859811",-14.24057728,4.884590728,8.13006437837925e-121,1.52316266366021e-119
"C26H1orf116",13.95452804,4.605516729,8.25275226199041e-121,1.54428757730386e-119
"SLC12A4",9.309396487,4.539950282,9.01098338689812e-121,1.68414413060416e-119
"MIR1679",-14.09455853,4.738406937,9.85008592078689e-121,1.83876153743381e-119
"LOC101750303",-14.57913229,5.223289681,1.03670627356826e-120,1.93294754843962e-119
"LOC112533140",-10.29368125,4.55276824,1.15459408545925e-120,2.15017221902891e-119
"MIR1556",-10.59883621,4.562998284,1.19709699125141e-120,2.22665768109563e-119
"AHSA1",14.21504842,4.865024229,1.46252710924271e-120,2.71712025671735e-119
"LOC107051916",-15.28345146,5.927667591,1.48354198794176e-120,2.75287325924754e-119
"ATP6V1A",14.11617723,4.766521832,1.58993667335118e-120,2.94678370329093e-119
"NME4",13.21428481,7.302257995,1.85694115601658e-120,3.43755178286403e-119
"MIR6600",-13.78503738,4.428770372,1.86610367604084e-120,3.45040572680559e-119
"HIPK3",13.8910734,4.542356522,1.90382838979513e-120,3.5159776082321e-119
"LOC112532490",-13.71456663,4.358241072,1.93373012573434e-120,3.56696363643759e-119
"MIR6707",-13.78655221,4.430318391,2.02079084251868e-120,3.72313952620445e-119
"DDX1",14.01579369,4.666539327,2.17839898393337e-120,4.00876972783004e-119
"TLN2",14.33701587,4.986569913,2.29431545310214e-120,4.21709282455535e-119
"LOC112533453",-14.09823454,4.742169159,2.71997469698778e-120,4.99357810367886e-119
"ABCF2",13.62103323,4.273652999,3.19187573194102e-120,5.85302684335883e-119
"TNNT3",-7.452066937,4.672503337,4.04028585871498e-120,7.40005242673946e-119
"CHRDL1",-8.305607874,7.236311072,5.47532377124144e-120,1.00166217226829e-118
"TRNAR-ACG_2",-13.45697198,4.100506331,5.65816665860422e-120,1.03389531775906e-118
"GSR",-7.521645441,11.27911045,6.02250449256359e-120,1.0991777565653e-118
"RAB3GAP2",8.871736257,4.458501011,6.12561712227223e-120,1.11668635699101e-118
"GLI2",-7.341716204,5.461365237,6.77250309228651e-120,1.23316654666341e-118
"DNTTIP2",9.954658023,4.730887156,7.36142220312055e-120,1.33883175740964e-118
"DDX23",10.85056182,4.421667989,7.60298955831411e-120,1.38115055644608e-118
"IGF2BP1",-14.46581539,5.10981354,7.72318088454935e-120,1.40134729002033e-118
"MIR6582",-10.19928243,4.453935774,7.91892861547346e-120,1.43519044254793e-118
"ZPBP2",-13.41936155,4.062868916,8.01143206668117e-120,1.45026505980084e-118
"DNM1",13.90163029,4.552835303,8.63746244145002e-120,1.56177373214591e-118
"KCNJ8",-6.567762398,7.206229205,9.21754711659182e-120,1.66472540839725e-118
"RAC1",8.620823031,5.696004956,9.40945279737998e-120,1.69741288862249e-118
"ERR2984226.4219",-10.58467629,4.181122214,9.52268124801086e-120,1.71584812753846e-118
"SNX33",14.20684982,4.856827486,9.96204129811864e-120,1.79293683085353e-118
"MIR6645",-14.85640512,5.500625801,1.28248530390978e-119,2.30550826309792e-118
"GNB5",-7.759006153,7.363648394,1.41008074136914e-119,2.53195791319747e-118
"LOC107049969",-8.945636457,4.587172807,1.41953071889295e-119,2.54598646814134e-118
"NECTIN1",14.18365625,4.833683651,1.5429363062689e-119,2.76413128600015e-118
"LOC112532627",-11.52785951,5.77652371,1.6021767391812e-119,2.86695607528972e-118
"MIR7461",-14.09124465,4.735082027,1.73545319512361e-119,3.10187323956002e-118
"MASP1",14.13981228,4.790070419,1.74754247995432e-119,3.11989501300684e-118
"TRNAW-CCA_4",-14.19446945,4.838385345,2.0247039051917e-119,3.61056717038199e-118
"SPTAN1",14.76123166,5.409504455,2.15603029431868e-119,3.84035178426753e-118
"EPHA3",-7.882645413,5.838617725,2.62913703973034e-119,4.67769805123647e-118
"SERINC1",10.34357799,7.026917225,2.73796297122697e-119,4.86575133743764e-118
"RPLP0",12.37479871,8.741963732,2.95611302514186e-119,5.2474380754516e-118
"ARPC3",14.26673622,4.916538002,3.54354869082032e-119,6.28303103104402e-118
"PCNX1",10.10094079,5.116588157,3.93374379655103e-119,6.96693804514447e-118
"GAPVD1",7.858726446,5.103447012,4.02909575327363e-119,7.12769499014847e-118
"KIAA0930",10.2056668,6.188466634,4.113523194721e-119,7.26878246339905e-118
"LOC112530044",-9.470914489,4.37616148,4.16720795077699e-119,7.35528758621819e-118
"UBR3",13.88047312,4.53177531,4.39037975488204e-119,7.74040875152105e-118
"LARP4",7.793889888,5.456675718,4.50524498227453e-119,7.93392519528527e-118
"PPP2R5C",7.095862558,4.99905778,4.53702200665684e-119,7.97537071344996e-118
"LOC100857820",16.29378617,6.939715385,4.5390373513847e-119,7.97537071344996e-118
"SYNGR1",10.27752279,4.372421784,5.44180127975983e-119,9.55079118513153e-118
"TNRC6B",14.23258437,4.882419005,5.92819246744975e-119,1.03927162197118e-117
"LOC112532436",-13.69211592,4.335828313,6.63420588425891e-119,1.16173312500255e-117
"DNM1L",14.02471049,4.675425568,9.75121735717629e-119,1.70564038137336e-117
"CARS",14.00312393,4.653876265,1.00875241565338e-118,1.76248315319215e-117
"C14H16ORF89",-13.42729075,4.070803119,1.4680728283882e-118,2.56212485762475e-117
"LOC777408",-8.889987232,5.778374734,1.5713965487205e-118,2.73937402831881e-117
"CLDN1",11.1928448,8.06846307,1.59317960681279e-118,2.77423772518912e-117
"ATRN",6.903313666,5.802410278,1.70887783511463e-118,2.97237699508194e-117
"TAF13",13.64636349,4.29884996,1.78167066702057e-118,3.09552836560558e-117
"ERC1",13.91769413,4.568839643,1.95728530189353e-118,3.3968511656746e-117
"CREBL2",13.69325366,4.345492784,2.06538707832805e-118,3.58046477904138e-117
"CYP2J19",-13.53522487,4.178824986,2.19505314131817e-118,3.80101072912e-117
"LOC101747276",-9.231569817,5.432276857,2.58073939446163e-118,4.46390406939693e-117
"LOC107054063",-13.53959885,4.18320666,3.41003435329843e-118,5.89178157708785e-117
"ULK3",-9.307480763,11.6039593,3.42610988303963e-118,5.9129865351017e-117
"RANBP3",13.74607293,4.398037375,3.49599547263082e-118,6.02691015514515e-117
"TMEM47",-7.977451346,7.700033322,3.78097594993435e-118,6.51098294811508e-117
"LOC107054481",-10.16841299,4.126037569,3.86260584189228e-118,6.64419478334347e-117
"LOC112530231",-9.449849566,5.321675754,4.88850339065993e-118,8.39958317400684e-117
"DPF3",-7.290196379,9.094286699,5.14519068737784e-118,8.83087364113968e-117
"PPCDC",-6.329597083,8.298585829,6.63871578118659e-118,1.13817012566099e-116
"TRAPPC10",6.4093315,5.609738594,7.38610921611932e-118,1.26491187566801e-116
"MCFD2",9.826890193,7.807769658,8.09403445336093e-118,1.38462305555294e-116
"DPP7",8.197934308,6.060551413,8.75565698295156e-118,1.4961589679659e-116
"LOC107054119",-9.461324884,5.684782878,9.19301564081585e-118,1.56917006821829e-116
"MIR6544",-10.46401164,4.060462017,9.49670300596102e-118,1.61922951472252e-116
"LOC420374",14.14721038,4.797451514,1.02653175809939e-117,1.74836460442995e-116
"MIR1567",-13.63576211,4.279382455,1.249675718951e-117,2.12608943432035e-116
"ARFGAP2",10.13543539,4.23118913,1.34507220307676e-117,2.28588773309766e-116
"SYNDIG1",-13.32662894,3.970072155,1.48998145589555e-117,2.5293899169406e-116
"CD200R1",-7.421011187,6.714065137,1.63144711249143e-117,2.76652154844512e-116
"LOC112532693",-11.32989949,7.785172106,1.71086419510454e-117,2.89803248735029e-116
"LOC107052943",-14.13828739,4.782170113,1.98816764144931e-117,3.36409214630433e-116
"MIR1811",-17.18601868,7.830529142,2.05815440494365e-117,3.47872836922541e-116
"PAR2L",-9.813017005,6.035538059,2.11198309445905e-117,3.5658346491681e-116
"FILIP1",-8.104652693,7.269160788,2.21876078883331e-117,3.74205317422538e-116
"LOC107053369",-7.452274522,6.026885719,2.45694127111596e-117,4.1392672552387e-116
"SLC9A8",14.60199833,5.250746772,2.59672391160167e-117,4.37002779495736e-116
"LOC107053944",14.1077023,4.758088423,2.76815688530763e-117,4.65349616935498e-116
"MFF",10.13907062,4.612491733,2.91478612679126e-117,4.89470024531361e-116
"SAFB",13.59766922,4.250415278,2.98756510446851e-117,5.01150349239325e-116
"NUB1",13.76279865,4.414694153,3.3157238012722e-117,5.55598115407142e-116
"CBX3",14.34155558,4.99110918,3.57652017700585e-117,5.98653269671055e-116
"TGFBR3",-7.809135778,8.156876657,3.59917132068414e-117,6.01796925125143e-116
"LOC112532702",-10.12025514,7.577924214,3.86458615397753e-117,6.45481360841574e-116
"TRNAM-CAU_11",-14.43683278,5.080914973,5.45593039023052e-117,9.1029739879919e-116
"TXNL1",13.57782795,4.230690639,5.68296380117093e-117,9.47160633528488e-116
"PRKAR2A",13.94539273,4.596404073,6.37699344464643e-117,1.06169430475645e-115
"MCM10",-7.417862701,6.334215066,6.80701988387603e-117,1.1320765689227e-115
"MIR6667",-10.80378067,4.400427336,7.37886110154283e-117,1.22586848428409e-115
"LOC112533051",-9.99416621,3.959363743,1.0387954609763e-116,1.72393483651883e-115
"RAB26",-6.926277064,6.298087733,1.12853302053415e-116,1.87086231016056e-115
"TPPP",9.416667948,4.661511856,1.22120657779314e-116,2.02233890145723e-115
"GRK5",9.261712433,5.113485536,1.34884344776547e-116,2.23133144816522e-115
"LOC107052913",-13.33742655,3.980879387,1.45978517981503e-116,2.41229113136277e-115
"CCT7",7.220417057,5.590285708,1.47335025078699e-116,2.43212276005709e-115
"LOC101750761",-7.217738849,5.878536387,1.54940756329131e-116,2.55496157043264e-115
"ASPG",14.41082959,5.060158271,1.91979227308866e-116,3.16236968713227e-115
"PNAT10",14.34033645,4.989889586,2.0164489738439e-116,3.31807212098123e-115
"KIDINS220",14.26683091,4.916558127,2.08708511153461e-116,3.43067372984811e-115
"CTNND1",6.267035949,6.119482092,2.30732242785487e-116,3.78868677435515e-115
"MIR7476",-7.391054646,5.052831046,2.44313326269225e-116,4.00746015135701e-115
"SMO",13.56928931,4.222192591,2.45800281906833e-116,4.02760209025423e-115
"LOC112531004",-9.120643927,4.438043867,2.9629438365261e-116,4.84987122715589e-115
"EIF2S1",14.1289028,4.779220272,3.68355906095785e-116,6.02306450030437e-115
"MIR122B.1",-13.4319839,4.075512858,4.00314057019772e-116,6.53874326329565e-115
"IREB2",13.78851291,4.440251325,4.64613477472052e-116,7.58104887165836e-115
"XPNPEP2",16.03102796,6.677216414,4.84539488790307e-116,7.89789208667639e-115
"VPS36",13.44050664,4.094176374,4.93330437779482e-116,8.03276262562403e-115
"CREB3L2",10.0602435,7.655373843,4.97219405375253e-116,8.08761689705563e-115
"DGKG",-8.69145528,6.561523882,5.40124659381059e-116,8.77632022296287e-115
"MIR30E",-15.33633442,5.980553163,5.50182722957798e-116,8.930418937363e-115
"SERTM1",14.11418863,4.764545171,5.94056231934812e-116,9.6325072018627e-115
"SH3BP4",8.040150875,5.342339078,6.20994845282108e-116,1.00588227543091e-114
"ACVR2A",13.68987358,4.342131539,6.48406780936399e-116,1.04919099308647e-114
"BANF1",14.69329591,5.341811357,7.02461976522456e-116,1.13547647972185e-114
"MAL2",13.46073544,4.114281354,7.09569560820368e-116,1.14577431679717e-114
"SDCBP",15.27035324,5.917608533,8.77215575017228e-116,1.41501060077986e-114
"ABL1",13.492536,4.145891653,9.1348989629146e-116,1.47199667226241e-114
"NGLY1",13.81569959,4.467336019,1.05329422372225e-115,1.69552020485311e-114
"WDR64",-11.03018216,4.130939513,1.46811496208198e-115,2.36082602485778e-114
"FAM189A1",-7.918877262,5.123469454,1.48821925779043e-115,2.39068279531417e-114
"OSBPL8",13.71451769,4.366651629,1.66993492764414e-115,2.67982333589952e-114
"LOC107054966",-14.04644235,4.690307604,1.75372348842251e-115,2.81138146855362e-114
"FYCO1",8.056941651,4.540275273,1.91830202104481e-115,3.07204906562789e-114
"LOC421195",-13.73753192,4.381290043,2.18980323850102e-115,3.50323460480359e-114
"LOC112533447",-7.479739656,5.516460506,2.4629225283967e-115,3.93611976532052e-114
"LOC427933",-13.60130379,4.24492598,2.72563564612803e-115,4.35150249458838e-114
"PFN2",9.024701906,6.529130135,2.80537214652947e-115,4.4742089106188e-114
"PPID",8.557354074,5.12047001,3.61051721776566e-115,5.75241216560001e-114
"LOC107054559",-8.081121097,4.942773901,3.70328012962219e-115,5.89416642943962e-114
"GABRR3",-15.04218383,5.686474086,4.17476284397659e-115,6.63778754844949e-114
"CA2",9.529555849,4.549957305,4.47937676640663e-115,7.11484256564076e-114
"MGRN1",13.45856874,4.112128304,4.85910448934632e-115,7.71010967442197e-114
"TMEM254",10.33029054,6.541962907,5.38045287332534e-115,8.52864854028634e-114
"SMIM19",13.96735868,4.618332189,5.89803546284987e-115,9.33955717386105e-114
"FAM117B",14.4082261,5.057541277,8.21758408361258e-115,1.29993318921847e-113
"ERR2984226.8244",-10.95294877,4.549715155,1.05592097466343e-114,1.66865560528621e-113
"RAD21",11.06819467,4.641987782,1.08980181494361e-114,1.72044855049473e-113
"CCT2",9.463347621,5.767246152,1.15469450166806e-114,1.82104457413168e-113
"ADGRA1L",-8.71895059,8.673499898,1.1601670498986e-114,1.82782144132961e-113
"LOC112532753",-7.128542236,4.577212572,1.21833689062651e-114,1.9175241547816e-113
"LOC107054251",-7.148786425,7.086555676,1.26950166863409e-114,1.99603144057231e-113
"DBT",10.44285022,5.456545357,1.27690301773348e-114,2.00564059856117e-113
"PARP1",8.437847926,5.344555248,1.4883349645408e-114,2.33537928341165e-113
"LOC112530693",-13.95401973,4.597917702,1.66946847134464e-114,2.6169591461098e-113
"ZCCHC2",13.43781115,4.09149624,1.82689166814736e-114,2.86084244105654e-113
"LOC415787",11.16299002,5.63880079,1.84778944242366e-114,2.89065652210141e-113
"MCOLN2",7.056583038,7.477473281,2.89675046087167e-114,4.52370371170077e-113
"LOC112532471",-8.015705527,4.751687132,2.89749768286428e-114,4.52370371170077e-113
"SSTR1",14.87022442,5.518303274,2.95981189263123e-114,4.61635656272974e-113
"SPAG9",13.96104455,4.611974543,3.01713660469293e-114,4.70104951933617e-113
"C4A",6.716463726,10.07199543,3.09384877786592e-114,4.81575060018169e-113
"TRAP1",8.715442492,5.282272647,3.18753843213695e-114,4.95662226197295e-113
"LOC107051323",14.43675789,5.085955428,3.3094606841624e-114,5.14107029357896e-113
"CLDN12",13.90484284,4.556062224,3.45277707744997e-114,5.35835165213045e-113
"PEPD",15.39064279,6.037683598,3.56024440780757e-114,5.51962119056906e-113
"LOC107054626",-8.470726246,4.582383691,4.15283326101916e-114,6.43192800884939e-113
"MIR6660.1",-9.095955957,4.294724859,4.59324078961541e-114,7.10695465457907e-113
"KCNJ2",-7.900620204,4.724693523,5.42321238322045e-114,8.38279846511709e-113
"INO80",13.55862216,4.211590283,5.82280675809503e-114,8.99152384194417e-113
"LOC107051733",-13.43947933,4.083024944,6.43427591693308e-114,9.92589191550688e-113
"WDR45B",13.39191936,4.045894044,6.97756400289789e-114,1.07533320361806e-112
"PRELID1",15.30953513,5.956728438,7.44386193240069e-114,1.14605993117654e-112
"MIR218-2",-13.46018049,4.103684119,7.549128616021e-114,1.16111721047603e-112
"TMED7",6.981268874,4.960520632,8.05839886302608e-114,1.23822235494126e-112
"SLU7",13.45336992,4.106958859,9.08461349808507e-114,1.3945285280871e-112
"LOC112532500",-9.517434083,6.123970708,9.2417409120689e-114,1.41724922270879e-112
"FAM168B",7.243995432,4.843500647,9.35709558150588e-114,1.43352548071346e-112
"MIR3536",-13.54479512,4.18835178,9.64577034670734e-114,1.4762965442057e-112
"MIR6711",-13.25086911,3.894247882,1.154821877444e-113,1.76573059923836e-112
"DHTKD1",15.03044661,5.67811366,1.2071052290902e-113,1.84385916624288e-112
"MIR6603",-13.35250281,3.995944498,1.29958425101552e-113,1.98317321916499e-112
"LOC417328",-10.27526463,6.935256834,1.51565240326826e-113,2.31062694811976e-112
"PTPRF",10.72082665,5.195827032,1.53105613199038e-113,2.33182398163079e-112
"FUT7",-10.08388393,9.258144015,2.49091433467663e-113,3.78999196714497e-112
"MIR6564.1",-13.60692225,4.250531445,2.87208436468759e-113,4.36568053478906e-112
"MIRLET7F2",-16.75262257,7.397053,2.9082199648766e-113,4.41629105994445e-112
"ABHD18",13.72721671,4.379296872,3.31226909646176e-113,5.02495458048589e-112
"ARHGAP21",13.97738729,4.628302916,4.16507732982296e-113,6.31256846771414e-112
"UQCRQ",15.09533433,5.742921596,4.48112047989851e-113,6.78494873051819e-112
"SYDE2",13.88751828,4.538756651,4.56304452498294e-113,6.90227065792653e-112
"HYLS1",-6.258288957,5.448298344,5.93725145694056e-113,8.97223130762155e-112
"LOC112532833",15.14484357,5.792339901,6.07578017231774e-113,9.1726584154894e-112
"LOC101751016",-8.311331403,4.685231337,6.2430115172596e-113,9.41598730294731e-112
"DEDD",13.7507737,4.402737186,6.4050339294321e-113,9.65099589173151e-112
"SLC4A3",-5.972594156,6.435245638,6.68024645621364e-113,1.00559373082403e-111
"CCNF",-7.44658451,8.209393329,7.72117098220488e-113,1.16116256067008e-111
"ZBTB38",9.411551446,4.187554003,7.94165416720824e-113,1.19316639903467e-111
"ECHS1",16.1115666,6.7576797,8.62598263332375e-113,1.29473001880487e-111
"LOC107052228",-8.807409117,7.242421475,9.02606329402554e-113,1.35347429336641e-111
"CYB5A",7.71541569,8.798729652,9.07950639217611e-113,1.36017653562947e-111
"GNAI3",13.49128353,4.144654995,9.52027242020289e-113,1.42483384152218e-111
"MIR1619",-13.45744412,4.101004713,9.70496536306243e-113,1.45107895572712e-111
"LOC107054039",-16.42828916,7.072803429,1.01762176584781e-112,1.52007862237594e-111
"RAB11FIP4",8.644040278,5.412528828,1.043463298325e-112,1.55718371295142e-111
"GNB4",13.97538608,4.626292572,1.06588391256084e-112,1.58911743435484e-111
"RPL36",15.69177568,6.338382399,1.17539166310442e-112,1.75070309973886e-111
"ARFIP1",7.909863459,4.695108712,1.37407130989851e-112,2.04467070515998e-111
"FNBP4",13.97557788,4.626451244,1.59622365065318e-112,2.37297110589455e-111
"VPS35",7.925072304,4.577809005,1.75286176660817e-112,2.60334292939419e-111
"IL23A",-14.34856873,4.992663629,2.0840418387537e-112,3.09225673593703e-111
"TRNAA-AGC_6",-13.29773794,3.941176077,2.08841999114897e-112,3.09579893826182e-111
"FAM13A",9.265051845,5.270916903,2.88420941985105e-112,4.2713768074937e-111
"LOC101750994",-13.18273282,3.826071554,3.82611544177286e-112,5.66090343668581e-111
"EMC7",9.140351431,4.569330338,3.98425801037372e-112,5.88927871305241e-111
"ERR2984226.5336",-12.46471505,6.062135085,4.21792484236604e-112,6.22874941109136e-111
"LOC107052928",-13.58985226,4.233530425,4.26876104250779e-112,6.29784005796927e-111
"LOC107052497",-16.63567882,7.280099838,4.31875297465833e-112,6.3655553323163e-111
"LRRFIP2",7.317171254,4.920941632,5.37297403619731e-112,7.91190779004434e-111
"HSD17B11",6.829875599,8.309567801,5.70260664402417e-112,8.38935982162496e-111
"RHOH",-8.09562583,8.792521028,5.98189585756895e-112,8.79191687950825e-111
"LOC112531863",-13.31344253,3.956894971,7.21520318142264e-112,1.05945618008614e-110
"MIR7458-2",-8.814655853,4.00984991,7.83563010990834e-112,1.1494721529158e-110
"MMR1L3",-11.46390915,8.719773322,8.36073405440625e-112,1.22534792220563e-110
"SMG1",6.714798794,4.850820212,8.52667123024859e-112,1.24849093813903e-110
"PREP",13.73455303,4.386609149,8.82838517203736e-112,1.2914523934636e-110
"TRAPPC11",13.40844964,4.062315444,8.91613016762093e-112,1.30306225664009e-110
"KIF2B",-13.15854698,3.801859101,9.18996329729561e-112,1.34182093214034e-110
"LOC107053873",-8.673927674,6.358438822,9.87261501066673e-112,1.44014224592746e-110
"NF2",10.00562593,4.481239166,1.06005940379593e-111,1.54488507301093e-110
"LOC101750226",-13.31317029,3.956579816,1.072715179563e-111,1.56186526612403e-110
"COQ8A",14.72015941,5.368459257,1.17277824489652e-111,1.70595899982609e-110
"CUX1",8.859750143,4.863870729,1.32676357737635e-111,1.92814706805628e-110
"LOC107052996",-13.28602473,3.929457762,1.4343993017067e-111,2.08262456970488e-110
"LOC112533325",-7.781681146,4.206232605,1.44769182148305e-111,2.09996341642365e-110
"PTS",14.36393217,5.013435581,1.53022257528108e-111,2.21761053547258e-110
"LOC107051801",-13.68109712,4.324826094,1.55929645495171e-111,2.25764058421779e-110
"CYP46A1",7.347950223,5.163007066,1.59641707452715e-111,2.30923586129276e-110
"LOC107049422",-9.593591358,4.801375477,1.64405428051234e-111,2.37593346300807e-110
"LOC112530546",-13.42262749,4.066152377,1.66390216455313e-111,2.40238427658321e-110
"LOC112531170",-14.06876037,4.712739421,1.96395633269337e-111,2.8329796821319e-110
"RIC1",10.13417458,4.229984931,2.15775736105382e-111,3.10965032107386e-110
"MIR1460",-13.52939968,4.173025397,3.1489355323616e-111,4.53388403039101e-110
"CYP26C1",-9.850677374,6.565891321,3.31396964048904e-111,4.76708861328442e-110
"LOC112530263",-16.44133364,7.085725416,3.6768066264171e-111,5.2841352163388e-110
"LOC416695",-13.3328428,3.976261133,3.85167112780219e-111,5.53033112071321e-110
"LOC101751439",-14.25622594,4.900080934,4.02354480672147e-111,5.77178244875636e-110
"CNOT8",9.353505347,4.132632637,4.60096266217206e-111,6.59400639601617e-110
"GLG1",13.94731521,4.598272603,4.73321572111901e-111,6.77730243677721e-110
"SLC25A11",13.77845799,4.430292278,4.89289049386326e-111,6.99948916095434e-110
"MARCH5",14.16630122,4.816499118,5.05426209742912e-111,7.22369261167489e-110
"LOC107056861",-9.140587285,4.809612702,5.2351515607024e-111,7.47535415692583e-110
"ABHD13",8.218386336,4.431633017,5.28790858896242e-111,7.54375950076748e-110
"POLR2B",13.62892858,4.281481276,5.68531686628246e-111,8.10327014396813e-110
