"genes","logFC","logCPM","PValue","FDR"
"VTG2",24.91965682,15.56426561,0,0
"FGA",21.11001908,11.75466977,7.32496576724551e-257,5.69516088403338e-253
"APOB",16.39137301,13.58155895,7.08226602674189e-244,3.67097455719454e-240
"FADS2",19.56231118,10.20704921,1.46059629914801e-241,5.67806811293789e-238
"TRNAG-GCC_6",-19.80363793,10.44822939,6.56942196369083e-234,2.04309023070785e-230
"ALB",13.61606116,15.7212148,1.87692315097826e-230,4.86435916628533e-227
"TRNAY-GUA_8",-19.17251701,9.817100542,2.45973893956156e-228,5.46413435859747e-225
"GAPDH",19.06726538,9.712057131,7.53510923747012e-225,1.46463685803325e-221
"LOC107054080",-14.21424211,13.0661081,2.19920290838523e-224,3.79973391393225e-221
"ERR2984226.20088",-17.11197208,10.70890567,4.72080818871863e-224,7.34085673345747e-221
"LOC112533103",-16.89205147,10.48515631,1.89048219147284e-221,2.67245437067297e-218
"VTG1",12.14679314,14.38638395,2.75482247196462e-218,3.56979078658749e-215
"LOC112532415",-16.18709264,11.61299273,2.10229042511825e-217,2.5146627777376e-214
"ITIH3",18.94981257,9.594621447,1.48556109584143e-216,1.65003393145244e-213
"SERPING1",18.55952222,9.204393454,2.52965064067268e-215,2.62240449749735e-212
"LOC107052239",-17.72720884,8.371754222,2.38192455814313e-213,2.31493292994535e-210
"LOC107054029",-20.17680078,10.82139454,2.53452891112233e-212,2.31834850399719e-209
"MIR1701",-17.55532121,8.199858409,1.39666067470228e-207,1.20655963842336e-204
"RAB3C",-18.8143538,9.458931438,2.85323110035889e-207,2.33514440055688e-204
"MIR1798",-19.13980991,9.78439194,1.91092120942702e-206,1.4857412403295e-203
"FAM180B",-11.31168622,8.696412292,1.54362276581774e-205,1.14301590516504e-202
"MIR6591",-15.00115024,8.099051856,1.00996215455059e-204,7.13859613784623e-202
"DDX3X",17.54055371,8.185696596,1.36577129799017e-204,9.23380160162921e-202
"VTN",14.98660756,10.96619326,2.42631186625502e-204,1.57204789667773e-201
"KIAA1958",17.78844117,8.433498763,7.97482309861483e-204,4.96033996733842e-201
"LOC112533324",-15.08854311,10.41570028,1.12545772850871e-200,6.73110295319633e-198
"LOC112533109",-20.45092984,14.05609175,1.62510194451408e-200,9.35938342118292e-198
"MIR6662",-20.46534928,11.10994552,7.29497741160932e-200,4.05131781251875e-197
"SLC25A1",17.93901973,8.584034656,8.69275861141654e-199,4.66111711750094e-196
"LOC112532319",-16.8221408,7.466633945,2.63868568287536e-198,1.36771874562373e-195
"SLC25A6",17.51702349,8.162174647,3.45194477881062e-198,1.73154004227436e-195
"C2",17.58115906,8.226288123,6.15745215591153e-198,2.99213690701326e-195
"ACP6",-11.18408518,14.87366516,8.16559232959646e-198,3.84772608258258e-195
"AGT",17.97866391,8.623667335,8.6128094204508e-198,3.93909372023559e-195
"IL12A",-16.7666597,7.411148489,1.69200490909006e-197,7.51733609610012e-195
"ERR2984226.14077",-13.72198629,7.318525324,3.5067523773834e-196,1.51472220745311e-193
"MIR155",-16.59013941,7.234613101,1.21402046762389e-193,5.1021671004193e-191
"MIR6673",-17.52248053,8.167014217,1.26316417036094e-192,5.16900074976649e-190
"LOC112533538",-17.45205665,8.096587744,1.87509013493468e-192,7.47632092262415e-190
"LOC112531241",-12.80647139,9.022374764,3.09741721631253e-191,1.2041209428415e-188
"LOC107057078",18.80519035,9.450022116,4.44411070422525e-191,1.68551027928543e-188
"ERR2984226.25704",20.09095186,10.73564987,5.29864478200058e-190,1.96176015143117e-187
"ALDH9A1",18.01063113,8.655626395,5.10172899473607e-189,1.84492757832897e-186
"LMAN1",17.95438218,8.599394256,5.89799607410972e-188,2.0844054307365e-185
"RBP4A",20.19463174,10.8393249,1.04687877485196e-187,3.6175477664329e-185
"EEF1B2",17.05958702,7.704943703,1.40061303695827e-187,4.73468102710893e-185
"OGT",16.74875881,7.394293624,3.38645819026436e-187,1.12041329486406e-184
"LOC112530724",-18.10891458,8.753478181,5.41712053270417e-187,1.75492133924062e-184
"LOC107054876",-16.78181116,7.426303181,1.04486921133744e-186,3.3158604563872e-184
"SERPINC1",11.98536072,9.391339158,3.51066151238776e-186,1.09181573035259e-183
"LOC112533212",-17.19026837,7.834787316,4.62358855275805e-186,1.40974121559584e-183
"LOC112530792",-17.12654298,7.771055936,8.41359427520193e-186,2.47415475743288e-183
"PRPS2",19.27941095,9.924180094,8.4328104272632e-186,2.47415475743288e-183
"LOC112531070",-17.1478918,7.792403906,2.72994921087288e-185,7.86124263501356e-183
"ANGPTL3",17.38260215,8.027805878,1.38622165942323e-184,3.91922669164204e-182
"YME1L1",17.10648856,7.751822311,3.08064546859746e-184,8.55429232798045e-182
"TM4SF4",17.3635694,8.008784764,4.35639340435539e-184,1.18845469188993e-181
"LOC112532187",-17.64408023,8.288626197,6.52339310971879e-184,1.74894418717461e-181
"BZW1",16.6521559,7.297756397,1.59480932906806e-183,4.20326865542514e-181
"TMBIM6",14.15419244,8.241248752,2.12579805548015e-183,5.50935996045272e-181
"P4HB",19.23102298,9.875798142,4.65599348405511e-183,1.18689669962389e-180
"MIR6552",-16.02337928,6.667790571,3.26481062116158e-182,8.18835567081653e-180
"LOC101749307",-16.60536434,7.249840005,4.83254514065973e-182,1.19279487201998e-179
"CALML3",-16.58094437,7.225420444,8.576353155789e-182,2.08378580582061e-179
"LOC107053652",-16.47454862,7.119012008,1.07035801191007e-181,2.56062570541564e-179
"LOC107052037",-16.4455632,13.2509613,3.73996824064958e-181,8.81159183971228e-179
"LOC107049434",-14.20962111,7.307391518,5.73820298235319e-181,1.33177696082973e-178
"CD36",16.91780383,7.563238512,6.13806820132257e-181,1.40363177250832e-178
"ACO1",14.80045607,8.368024879,2.48795719454338e-180,5.60691802538401e-178
"GPAM",9.679076178,9.563391698,5.4394969387316e-180,1.20834539138966e-177
"GPR146",16.4210317,7.066803887,3.28147037534367e-179,7.18688230092874e-177
"TBX20",-15.78700533,6.431382151,6.95162280115098e-179,1.50135742441525e-176
"OLAH",-16.06346035,6.707877875,7.5414618338507e-179,1.60643467830655e-176
"FASN",9.825016591,10.62240138,2.71748677245498e-178,5.7103945015777e-176
"SFTPA2",-9.843749385,8.473044254,4.24340741893861e-178,8.79799804859938e-176
"LOC107055251",-16.92001656,7.564511048,1.1003353194521e-177,2.25134397598424e-175
"CLDN9",-16.18690295,6.831336798,1.69000995897689e-177,3.4129421898819e-175
"DMBT1L",16.97679463,7.622190237,4.4028893641385e-176,8.77755507850688e-174
"SYTL2",-9.914038333,8.266132239,1.37435896381814e-175,2.70522555536355e-173
"SULT",15.07325217,10.6392997,1.82272611755635e-175,3.54292389100016e-173
"LOC107053964",-11.23548739,9.285965076,2.59703460694536e-175,4.98566520222227e-173
"IDH1",17.25362058,7.898886051,1.33021521377298e-174,2.49825974416252e-172
"TRNAP-UGG_3",-15.97679791,6.621204223,1.33347626215749e-174,2.49825974416252e-172
"HSPD1",16.62144844,7.267072872,2.11038444115934e-173,3.90672357857473e-171
"LOC107053987",13.5556283,11.235245,3.08831138074585e-173,5.64979317301153e-171
"AHCY",8.810299003,9.16136225,2.16597700908875e-172,3.91638866178257e-170
"FH",12.66124258,6.749256999,2.59958122728329e-172,4.64637794071899e-170
"LOC107052090",-11.60955438,7.283629621,4.43431677024661e-172,7.83563929287896e-170
"MIR6662.1",-15.51504969,6.159379878,4.49295567879435e-172,7.85005177587103e-170
"FLRT1",-16.07337519,6.717797338,7.30389661222479e-172,1.26195102577884e-169
"SPIK5",16.08068022,12.27927373,7.68799181890484e-172,1.31371728334033e-169
"LOC107052445",-15.32013191,8.927413977,2.96124126707362e-171,5.00514148945595e-169
"VTG3",9.610669039,12.40199798,3.62687552549083e-171,6.06429187326693e-169
"RPS12",17.31051898,7.955761308,4.31359290890841e-171,7.13578401420487e-169
"LOC107054400",-16.3554281,6.999880336,8.01722403736509e-171,1.31229298716871e-168
"MTFR1",15.82288027,6.469249361,1.22703896224548e-170,1.98754748572055e-168
"GOT2",16.51832431,7.164022533,2.00446930484428e-170,3.21335027735346e-168
"HSD11B1b",16.06571853,6.711815957,2.22067292930346e-170,3.52361878068049e-168
"LOC107054045",-15.19067251,5.834933651,4.6408776663964e-170,7.28945936489536e-168
"LOC107054567",-17.14197212,7.786486218,5.11764724221816e-170,7.95794146164923e-168
"MFGE8",13.52690284,9.387142883,5.46639624393274e-170,8.41608530625287e-168
"LOC112532482",-15.159337,5.803594833,6.82155518031371e-170,1.03995277503802e-167
"NDUFV1",15.39650349,6.043476272,1.09976377139179e-169,1.66032297525654e-167
"PGAM1",17.33989775,7.985128109,1.63928536403839e-169,2.45104686642278e-167
"LOC112532324",-15.55154523,6.19588349,2.27581511062806e-169,3.37037380669204e-167
"MIR1551",-15.56729049,6.211631085,5.85323547456557e-169,8.58658600278251e-167
"IDH2",12.80798444,7.830534055,6.84734954396549e-169,9.95105471109003e-167
"MIR6644-2",-15.99641218,6.640814669,9.36008877212268e-169,1.3476794482084e-166
"G6PC",16.70322111,7.348781001,1.19199910942208e-168,1.70051249096453e-166
"PRRX1",-11.24636727,7.327654406,1.2934682548235e-168,1.82849376022776e-166
"MIR1727-1",-12.35486281,5.94832277,1.68646884101636e-168,2.36257571872111e-166
"ERLIN2",15.82185797,6.468228998,2.05241669736308e-168,2.84956068249963e-166
"ABCG4",-9.0067418,7.692790174,3.44141475157638e-168,4.73575215814272e-166
"ARF1",16.59777311,7.243415935,3.63318831338063e-168,4.95579633974287e-166
"LOC112533094",-18.73706898,9.381645889,4.32330845002879e-168,5.83364033895551e-166
"RPS3A",18.4133504,9.058256094,4.35178314674494e-168,5.83364033895551e-166
"LOC107053996",-15.3624907,6.006792278,7.06707630362177e-168,9.39256722404432e-166
"TRNAL-AAG_3",-15.7928845,6.43726236,7.93623265808255e-168,1.04583404943376e-165
"LOC112530314",-11.05940667,5.766985745,8.66235993628419e-168,1.13193022696823e-165
"TRNAK-CUU_2",-16.03730771,6.681718974,1.15542179326574e-167,1.49723407377352e-165
"C3",8.622362199,11.57903959,1.18355105455157e-167,1.52100982630387e-165
"ATP5F1B",10.78975657,8.48911531,1.30409684364153e-167,1.66218900972343e-165
"TRNAC-GCA_2",-12.64209535,5.747064612,1.63202298780113e-167,2.06324857400875e-165
"LOC112533050",-12.15169204,5.752064298,1.89915853045638e-167,2.38160606037071e-165
"FNIP2",15.42615059,6.073076013,3.32238831260953e-167,4.13305106088626e-165
"HNRNPDL",15.99425048,6.64042481,1.09935724677094e-166,1.35674644343556e-164
"LOC107053080",-15.01614256,5.66036421,1.56077629459962e-166,1.91102924260033e-164
"MIR6564",-15.43593813,6.080254656,1.7560256879296e-166,2.13329683182073e-164
"LOC107054488",-12.8637402,7.11458518,1.92328344856891e-166,2.31837656009663e-164
"FGF13",-11.29623816,7.394206027,2.57429039610213e-166,3.07924735841447e-164
"LOC107054028",-21.18089423,11.82549629,2.99318377365792e-166,3.55297768552524e-164
"LOC112531415",-12.93612044,10.39084541,4.48301600234502e-166,5.2811286997322e-164
"NKX2-1",-14.85536323,5.499539085,8.41014182014089e-166,9.83291017317224e-164
"ALDH4A1",15.51340884,6.160198634,9.90214205158647e-166,1.14909185747888e-163
"LOC112531714",-15.46048096,6.10480219,1.12680262864479e-165,1.29790969447604e-163
"LOC112531990",-14.67779653,11.76193395,1.20086765567383e-165,1.3730508857153e-163
"DRP2",-10.11240201,8.201108379,1.60351041151754e-165,1.82004283935019e-163
"ACSL1",15.85902082,6.505348263,2.24382972257731e-165,2.52837334681719e-163
"MIR6549",-17.28211422,7.926627,2.54618156892969e-165,2.84842614365876e-163
"MIR2126",-14.8972477,5.541433808,3.90299663266149e-165,4.33511411699187e-163
"FAM18B1",11.89432139,5.983439904,4.88222055651148e-165,5.38429288324493e-163
"SDR16C5",15.95834108,6.604555006,5.18493263854562e-165,5.67786637530876e-163
"MIR1703",-15.683613,6.327978366,5.54556604198354e-165,6.03031831838071e-163
"TAX1BP1",11.82089086,5.910152228,8.12426509875233e-164,8.77307793649991e-162
"COCH",16.39133245,7.037129435,8.66606711007782e-164,9.29360990080759e-162
"MATN4",-14.84471591,5.488889906,1.16888931062446e-163,1.24494717672673e-161
"VSTM2B",-10.36613699,7.34885217,1.67702161867222e-163,1.7739922564866e-161
"WASHC2C",15.16566003,5.813043351,1.7829959640639e-163,1.87335048926985e-161
"MIR367",-15.56910451,6.213449342,1.89503163527442e-163,1.97770080057162e-161
"CYP27A1",14.09060875,7.660279999,1.97656399507656e-163,2.03939888847451e-161
"EPS8L2",15.0611542,5.708743943,1.98038091420998e-163,2.03939888847451e-161
"LOC112533105",-11.87928537,5.475647385,2.27885259438843e-163,2.33132617386448e-161
"MIR1722",-14.78347998,5.427633859,2.95696297096724e-163,3.00527935938174e-161
"TERAL2",15.40090995,6.047874483,5.30990563291548e-163,5.36162549297635e-161
"ATP5A1Z",16.70775998,7.353327471,1.02187862502828e-162,1.02517500768966e-160
"MIR9-1",-15.08677307,5.731011079,1.7732982400864e-162,1.76761459188099e-160
"CFAP43",-11.01856871,8.613370716,1.99933472009134e-162,1.98023279601403e-160
"TMEM106B",16.70731429,7.352885971,2.66531832590486e-162,2.62314556758358e-160
"LARP1",11.50980001,6.735111635,2.69485986152767e-162,2.63553904696574e-160
"MIR6559",-11.98181453,7.767337699,3.06917484660717e-162,2.98285430404634e-160
"CHAMP1",15.47598232,6.122828908,3.48642909049418e-162,3.36732747560152e-160
"LOC112532396",-15.84632654,6.49072007,7.21005780644062e-162,6.92076536358961e-160
"HDC",-9.975817474,8.735594646,7.71656744417932e-162,7.36151065993794e-160
"EPHX1L",10.60655173,7.953015695,1.36370417804284e-161,1.2930243883272e-159
"LOC112531709",-12.08588049,6.998353227,1.53964018333551e-161,1.45099423338589e-159
"RARRES2",19.44706731,10.09182174,1.58274708609395e-161,1.48263356558801e-159
"ZC3H11A",15.05791998,5.705515269,2.0581981381637e-161,1.91646593104464e-159
"MIR1696",-15.55499264,6.199334597,2.12314375477922e-161,1.96517174921529e-159
"TNIP1",15.35537134,6.00241192,2.30573088406858e-161,2.12154528090334e-159
"LOC107053757",-10.26889207,6.214990971,3.18885346810942e-161,2.91686302524126e-159
"ITGB5",15.35449161,6.001533285,3.94848703763156e-161,3.59058324182285e-159
"SPATS2L",15.66186622,6.30844564,4.03932322021927e-161,3.65183000432614e-159
"PHB2",15.71392681,6.360436697,4.57086121629157e-161,4.10849086204242e-159
"NPW",-16.99294358,7.63745574,4.63402450833089e-161,4.14132650026123e-159
"VCP",11.10366002,6.525716803,5.32538774589964e-161,4.73198739707082e-159
"BAIAP2",12.68814848,6.253596008,5.88130714794142e-161,5.19626853127778e-159
"CYP2W2",9.057049969,8.188269203,7.91580219429739e-161,6.95427819894489e-159
"LAMP2",16.10644383,6.752505744,1.37812211451997e-160,1.20392128543739e-158
"KLC4",15.3748499,6.021858035,2.46847613575764e-160,2.14440245313024e-158
"CEBPB",15.09092992,5.738456846,3.42331924252616e-160,2.95736745673787e-158
"CTDSPL",15.33722812,5.984299656,4.0229103845219e-160,3.45614676681301e-158
"PRDX1",16.81644654,7.461947539,4.41745659483002e-160,3.77425549723114e-158
"ERR2984226.17927",-12.94834488,6.046130321,1.00281398287968e-159,8.52117892556228e-158
"EIF3D",15.30048921,5.947623481,1.05051162753884e-159,8.87796511316789e-158
"NADK",16.05358708,6.699703266,1.41725620161394e-159,1.19126129378901e-157
"LOC396477",18.15039502,8.795361926,1.50805811304797e-159,1.26076901386537e-157
"MIR7468",-12.46932532,6.065913361,1.89573517677189e-159,1.57640010688786e-157
"FAM20CL",11.40936449,10.53656565,1.9188785802368e-159,1.58715754907884e-157
"TRPM7",15.27090844,5.918094584,2.17135122612975e-159,1.78648209345596e-157
"PIGR",12.68597873,10.6605852,2.54504171156007e-159,2.08291571656627e-157
"RBM39",11.75892242,5.848327145,3.09920936882082e-159,2.52317830812376e-157
"LOC107054421",-15.15642461,5.800678864,3.42568938118157e-159,2.7744515561132e-157
"GSTAL3",18.10530212,8.750278158,5.28611952455006e-159,4.25902376200795e-157
"PLA2G12B",15.03669658,5.6843381,1.3339183847258e-158,1.06919746816939e-156
"GHR",9.562635406,8.411460362,1.39083522884627e-158,1.10910193890049e-156
"TBPL2",-17.23668948,7.881216792,1.58293572248069e-158,1.25584951451912e-156
"CROT",15.37556419,6.022571997,1.84213909895085e-158,1.45407426338506e-156
"MIR1654-1",-14.93370616,5.577903598,2.2753750105955e-158,1.78697380882627e-156
"TXLNB",-13.25210306,7.95059439,3.10134866069024e-158,2.42341566199665e-156
"KRT8",15.76125329,6.407704738,3.51643624130363e-158,2.73402917761357e-156
"TRNAD-GUC_7",-14.81643103,5.460597824,4.60018823521608e-158,3.55885209241841e-156
"SERPINF2",17.22296183,7.868244791,7.6466139330369e-158,5.88637854746157e-156
"FN1",17.19937896,7.844653453,7.76575997574625e-158,5.94864865137213e-156
"LOC101747844",-10.96755686,8.56311979,7.98920692737997e-158,6.08981214317443e-156
"GC",7.674527512,11.89105892,8.89527752922587e-158,6.7473934429006e-156
"LOC107054354",-10.84798065,5.559387261,2.08907851293618e-157,1.57695004253192e-155
"FGG",8.000363423,11.36122442,2.13484418935831e-157,1.60371145625709e-155
"LOC112531645",-10.28919446,6.060090859,3.69975199700573e-157,2.76592036314611e-155
"LOC107052039",-14.65123901,5.295356089,6.30383939256092e-157,4.6901771557092e-155
"MIR1718",-15.63839978,6.28276467,1.22669660894411e-156,9.08339631860995e-155
"RDX",15.88291549,6.529217106,1.52298614231781e-156,1.12239026128161e-154
"IYD",15.08982456,5.737354123,1.98995830428433e-156,1.459615643001e-154
"PLXNB2",10.63739912,6.486226388,2.10941909998421e-156,1.53997497674904e-154
"CYP2J21",9.522253959,6.937442682,7.9844623684288e-156,5.80179391724616e-154
"PLS3",15.879823,6.526116168,9.59580207053841e-156,6.94021963706382e-154
"SRSF11",14.86046696,5.508495847,1.17794845417758e-155,8.47433264262273e-154
"LOC112532576",-14.56688438,5.210965571,1.1825917578451e-155,8.47433264262273e-154
"RCAN3",16.0796365,6.725729006,1.28025868006334e-155,9.13212040136924e-154
"FGB",11.39378682,11.92140057,1.43375343751949e-155,1.01803040883233e-153
"MIR6599",-9.569301382,5.330193613,1.74631782908912e-155,1.23432919283345e-153
"PSAP",18.54658823,9.191467501,1.80027136149292e-155,1.26670677245316e-153
"LOC112532776",-17.62571679,8.270257306,1.95345224044193e-155,1.36829650175099e-153
"SEC24A",16.21321932,6.859160438,2.55048700395471e-155,1.77847860589667e-153
"LOC769121",-15.47896989,6.123288259,2.78421617974181e-155,1.93279292834755e-153
"MIR6714",-14.47858622,5.122642492,3.83305556375318e-155,2.64906728961608e-153
"LOC101751662",-9.400964749,5.559834051,4.27233463945617e-155,2.93959308157272e-153
"MIR130C",-15.19865435,5.842924386,5.62339700851118e-155,3.85215081420039e-153
"PRSS3",-14.51768434,5.161748725,6.26229938389638e-155,4.27099804471881e-153
"LOC112531633",-12.68207757,6.278793923,8.883776844107e-155,6.02586549252791e-153
"LOC100857766",-11.62478743,7.354724179,8.91285571242071e-155,6.02586549252791e-153
"LOC107049011",10.81949503,7.590596758,9.28600684087367e-155,6.25096997296908e-153
"COPG1",15.39519894,6.042173122,9.44011244826653e-155,6.32731674873037e-153
"ALDOB",8.475604131,11.22921278,1.08102963385979e-154,7.21459691266941e-153
"MIR2131",-11.74258167,5.338994977,1.26773702093711e-154,8.42449174169747e-153
"HIPK2",16.30852585,6.954379435,1.2822358249287e-154,8.48458173516648e-153
"HINTW",15.88927164,6.535571423,1.5074093354697e-154,9.93229456209908e-153
"MIR7460",-14.76434188,5.408492391,1.90483728980012e-154,1.24979830617687e-152
"LOC112531016",-12.62075849,9.028445481,2.5966035385567e-154,1.69652037918305e-152
"MIR6709",-10.61642893,6.464957234,2.78122693258014e-154,1.80954304609293e-152
"SLC25A13",16.02739912,6.673537154,3.54400375401706e-154,2.29621909895689e-152
"LOC112532706",-14.5650852,5.209170983,4.6466345210184e-154,2.998139701321e-152
"LOC107049052",-11.59871066,6.106968597,5.85855449984777e-154,3.76448439969557e-152
"LOC112532214",-15.04276807,5.686990172,7.14183655111124e-154,4.57018758723374e-152
"UBP1",14.7944836,5.44266935,8.73432828214393e-154,5.56634445849747e-152
"KCTD2",15.5497549,6.196496212,9.80507994098575e-154,6.22322420744197e-152
"LOC776376",10.63432117,7.9597286,1.01269831587086e-153,6.40140602105359e-152
"SFPQ",8.791147413,6.3013781,1.07672581976948e-153,6.77857752931799e-152
"RPL9",11.10752909,8.018564834,1.08887883391981e-153,6.82744591429555e-152
"PSMD7",14.84210301,5.490174904,1.67272246111808e-153,1.0446118180878e-151
"LOC107052675",-16.41554248,7.059986098,1.75509166605505e-153,1.09166701628624e-151
"PLXNA1",11.83368974,5.405736019,2.50483108332537e-153,1.55179774285695e-151
"RPS15A",16.76978707,7.415322901,2.56645007824771e-153,1.58366264749015e-151
"LGI2",-9.848193617,7.503089346,3.66030895678327e-153,2.24971558410988e-151
"HNRNPAB",12.31048576,6.393656125,6.56137304805336e-153,4.01690357863109e-151
"LOC112533227",-13.04348097,7.740635865,7.08837888779214e-153,4.32252124333991e-151
"MIR7457",-14.48728503,5.131341791,7.99859794996813e-153,4.8585233641408e-151
"PFN4",-15.64855062,6.292908648,2.32171233633372e-152,1.40477147198402e-150
"SPATA13",8.844329804,7.268178229,2.73513982579695e-152,1.64850481748615e-150
"OGDH",14.85464231,5.502683757,2.81337245056688e-152,1.68910971452953e-150
"LOC107054043",-14.46023759,5.104281444,6.8225227693047e-152,4.080393425488e-150
"PLGL",16.6809351,7.326525478,8.08209482219829e-152,4.81519442471967e-150
"MIR6643",-14.50212894,5.146190795,1.07238255408352e-151,6.36471325038122e-150
"MIR1747",-14.58706361,5.231155552,1.2634227807169e-151,7.47004723959994e-150
"TRABD",14.7760772,5.424314609,1.34071369896751e-151,7.89700682535787e-150
"PRDX6",11.40128952,8.177769479,1.39407380763098e-151,8.18031989006101e-150
"LOC107054783",-14.97556359,5.619768189,2.51323733392399e-151,1.46920453167361e-149
"PARK7",15.70294261,6.349471762,3.15511125209588e-151,1.83752733970378e-149
"USO1",15.80190444,6.448300215,3.65081563126629e-151,2.11829041291757e-149
"ARHGDIA",16.1518998,6.797924925,4.75633387878687e-151,2.7494792496333e-149
"MIR1772",-12.51118477,6.772835632,4.90868072304774e-151,2.82703649049601e-149
"ABCC2",16.024599,6.67072393,6.07410227978288e-151,3.48532437087173e-149
"MIR6637-1",-15.26752126,5.911798033,1.07116988430419e-150,6.12378371357725e-149
"MIR1710",-14.5421803,5.186259558,1.13109608876585e-150,6.44086099906559e-149
"DLD",15.78767155,6.434092429,1.13491698633053e-150,6.44086099906559e-149
"SF3B1",10.66431749,6.636816911,1.4006193896183e-150,7.91986600311438e-149
"IK",14.64692971,5.295498401,1.42272310156179e-150,8.01570443090065e-149
"LOC107054152",-9.825968829,6.464804001,1.43467712607971e-150,8.05387339730669e-149
"LOC112532080",-11.47563817,5.072016355,1.67103401420457e-150,9.34697083484928e-149
"SPTBN1",9.833547069,6.68472966,1.87138244248902e-150,1.04301064446968e-148
"PCK2",15.96164772,6.607841735,2.2797222475006e-150,1.2660600338798e-148
"RNF128",10.18174428,6.889857173,2.85913824738507e-150,1.58219216180918e-148
"HNMT",15.12374521,8.69378292,3.58873989336317e-150,1.978897352546e-148
"NIPA2",14.58182007,5.230571443,4.21189740899005e-150,2.31431112048746e-148
"APOV1",12.57816007,15.36194275,5.00957721112742e-150,2.74291991665604e-148
"VDAC1",15.11232471,5.759813275,5.67097414605434e-150,3.09416308670684e-148
"NGEF",14.91198508,5.559896217,7.43656901014111e-150,4.04330937439491e-148
"LOC107053785",-14.35757208,5.00158141,7.49982698849945e-150,4.06349511049361e-148
"MON2",14.6766647,5.325157246,7.91860817769473e-150,4.27549851260948e-148
"LOC107051250",-10.43836095,11.32501205,8.05496826878635e-150,4.33407462213245e-148
"HNRNPUL2",14.80333523,5.451504422,9.53168597773842e-150,5.1109557570287e-148
"CEP57L1",-8.882097237,6.168485621,1.13874974045543e-149,6.08507163714156e-148
"RANBP3L",-11.01393759,6.055121921,1.14331450690418e-149,6.08854129532876e-148
"ELAVL1",14.696855,5.345292744,1.86566233381034e-149,9.90138201049517e-148
"LOC107054484",-14.53215851,5.176231346,1.95809655845179e-149,1.03565991441923e-147
"RANGAP1",14.53191297,5.180816205,2.27805430007829e-149,1.20080489377008e-147
"FGFR4",14.68308741,5.331558839,2.62621621303406e-149,1.37965074704999e-147
"MIR1793",-14.41297037,5.056999711,2.72157024084043e-149,1.42492987357133e-147
"PSMA4",14.7802756,5.428498291,3.60060133664474e-149,1.87883727465858e-147
"MIR6706",-11.31458647,4.910917012,4.77558627185011e-149,2.48362429857088e-147
"RBP",20.51434345,11.15902136,6.25672193092999e-149,3.24306753419871e-147
"ERR2984226.25702",19.44016717,10.08492382,7.28060308207997e-149,3.76124179157288e-147
"LOC112531595",-15.73620885,6.380594391,9.32173476976219e-149,4.79976740628484e-147
"EIF3F",15.00834798,5.656049868,9.37216888067435e-149,4.80980944206225e-147
"SEC23A",11.1402356,6.365068111,1.00490433748104e-148,5.14021791047046e-147
"THRSP",15.12142138,9.581166978,1.01016172203537e-148,5.15016877955738e-147
"CLCN3",14.66126297,5.309794048,1.32752989379861e-148,6.74610779364982e-147
"SKP1",16.13395939,6.780003661,1.34645407542287e-148,6.81998725499208e-147
"TMEM132E",-11.79142475,8.141689114,1.70376761345618e-148,8.60181376274141e-147
"LOC101748739",-10.91339653,6.587387584,1.78867958796094e-148,9.00128401061248e-147
"LOC112532457",-9.884772478,6.415036707,2.19222204853935e-148,1.09964686628345e-146
"LOC112530293",-14.84154616,5.485716033,2.30614232134358e-148,1.15307116067179e-146
"TMEM59",16.17147932,6.817486735,2.52977469032372e-148,1.26083321905557e-146
"LOC112530255",-15.01697101,5.661199191,3.2679743134899e-148,1.62354634424178e-146
"ABCA12",-8.644988053,9.179203992,4.10539831892008e-148,2.03308738405118e-146
"PLPP3",15.24435639,5.89159922,4.40274740075917e-148,2.17341974862873e-146
"LOC112533322",-14.29617263,4.940153803,4.98289197510913e-148,2.44872553795905e-146
"ZNRF2",15.24004511,5.887290155,4.99193566259176e-148,2.44872553795905e-146
"RNF13",15.00857994,5.656281706,5.13751172793045e-148,2.51221092356347e-146
"UBE2H",14.78511047,5.433324301,6.18346777724507e-148,3.01419824251288e-146
"LOC112532952",-11.03129525,5.529992823,6.25918525893115e-148,3.04157283676186e-146
"CA3B",-16.60989794,7.254392374,6.3460594652408e-148,3.07418145434562e-146
"VAV2",15.14173972,5.789172294,6.55075917897474e-148,3.16348774015705e-146
"RDH16",16.30921737,6.955101236,7.93228339778187e-148,3.81879278128508e-146
"LOC112533124",-10.9152735,5.418040577,8.91802390363803e-148,4.28010097844356e-146
"VAT1",15.58223966,6.228940863,9.63864586029099e-148,4.61172132700077e-146
"LOC112532280",-8.898615019,5.696060782,9.69026823486683e-148,4.6221984985331e-146
"IDI1",17.14139123,7.786721235,1.43105266608848e-147,6.80515870265315e-146
"SELENOU",9.78718525,6.08400995,3.04587063955797e-147,1.44400269649776e-145
"TRIP12",11.66658075,5.754817541,3.12580948832746e-147,1.47739627791769e-145
"RPS4X",17.30179338,7.947048944,3.25537540877813e-147,1.53397235171212e-145
"SLC6A6",10.98152947,6.39688512,4.01839019936812e-147,1.88779358308684e-145
"SELENOP2",17.72407748,8.369169607,4.06345866762164e-147,1.90321633378062e-145
"PPIF",15.3385901,5.985670079,4.13406005088259e-147,1.93046948321995e-145
"LOC107055065",-14.71026481,5.354400849,9.14393663612907e-147,4.25713217640141e-145
"STT3A",8.606537728,6.388282094,2.04995977918952e-146,9.51548494519312e-145
