gene_id,CN_2w_2,CN_2w_1,CN_4w_1,HT_3hr_1,HT_3hr_2,HT_3hr_4
C5H14orf159|C5H14orf159,436,1082,1324,94,48,47
CCDC88C|CCDC88C,236,651,1521,785,280,364
TC2N|TC2N,13,17,55,0,0,0
LOC107053533|LOC107053533,0,0,5,0,0,0
PPP4R3A|PPP4R3A,377,944,1746,0,0,2
FBLN5|FBLN5,40,72,194,4,0,0
TRIP11|TRIP11,1380,1699,3792,529,158,226
SLC24A4|SLC24A4,76,84,646,0,0,0
RIN3|RIN3,86,86,403,55,21,34
ATXN3|ATXN3,341,574,1092,2536,895,1170
CPSF2|CPSF2,314,788,1225,0,0,0
NDUFB1|NDUFB1,1258,5331,3830,1349,487,780
GOLGA5|GOLGA5,261,591,1068,164,101,116
CHGA|CHGA,27,18,23,0,0,0
LGMN|LGMN,1759,3435,8608,0,0,0
LOC112532472|LOC112532472,0,0,0,0,0,0
ITPK1|ITPK1,291,581,1271,31,9,26
TMEM251|TMEM251,54,150,307,444,177,262
LOC101752260|LOC101752260,179,644,645,19,0,0
UBR7|UBR7,564,1781,2806,1015,408,494
BTBD7|BTBD7,193,662,963,26,8,10
UNC79|UNC79,29,39,128,1899,654,732
MIR1800,0,0,0,124,38,51
MIR6552|MIR6552,0,0,0,16336,5861,8085
MIR6552,0,0,0,623,179,245
MIR1800|MIR1800,1,0,0,2856,1289,1172
PRIMA1|PRIMA1,9,12,47,207,104,125
LOC107053538|LOC107053538,0,0,0,27,11,27
ASB2|ASB2,41,49,232,237,182,210
DDX24|DDX24,245,1367,1433,509,218,267
PPP4R4|PPP4R4,15,62,102,6611,2441,3551
SERPINA10|SERPINA10,1786,4791,7617,146,63,153
SPIA4|SPIA4,4974,15027,19245,916,357,365
SPIA1|SPIA1,7444,21541,23312,1861,634,801
LOC107053540|LOC107053540,0,0,0,96,66,81
DICER1|DICER1,154,171,557,95,37,22
SPIA5|SPIA5,1288,3821,3680,0,0,0
SERPINA3/4L|SERPINA3/4L,17,13,19,1748,1160,901
SPIA9|SPIA9,3002,7472,9831,14,13,8
SPIA3|SPIA3,233,1599,2885,10022,5136,3827
LOC112532519|LOC112532519,2,12,9,640,293,256
CLMN|CLMN,912,2171,3689,2092,1254,1026
C14orf132|C14orf132,17,54,197,2842,1240,1215
BDKRB2|BDKRB2,0,15,25,2556,1041,1254
LOC107053542|LOC107053542,6,11,7,0,0,0
BDKRB1|BDKRB1,12,37,134,3941,1910,1995
SYNE3|SYNE3,467,783,1816,73,40,31
LOC112532599|LOC112532599,2,1,1,648,260,253
GLRX5|GLRX5,694,2285,2383,1782,833,597
MIR6590,0,1,1,5,21,7
MIR6590|MIR6590,1,5,11,978,339,363
GSKIP|GSKIP,119,282,476,15,34,21
ATG2B|ATG2B,250,330,1142,3929,2005,1678
AK7|AK7,15,35,49,1260,768,1222
VRK1|VRK1,38,105,136,0,0,0
PAPOLA|PAPOLA,1061,3131,4736,1360,516,526
LOC107053544|LOC107053544,4,0,4,1085,430,509
LOC107053546|LOC107053546,0,0,0,411,184,165
BCL11B|BCL11B,29,22,215,0,0,0
HHIPL1|HHIPL1,123,543,753,0,0,0
SETD3|SETD3,272,905,1444,0,0,0
CCNK|CCNK,249,745,916,604,264,256
CCDC85C|CCDC85C,304,856,1285,650,275,314
PKDCCB|PKDCCB,0,0,0,2959,968,899
CYP46A1|CYP46A1,708,1941,2509,7,46,28
LOC107053548|LOC107053548,0,8,13,42,222,104
YY2|YY2,557,1408,2249,93,122,64
EML1|EML1,41,57,155,2779,2454,1885
EVL|EVL,149,235,572,638,458,382
LOC112532535|LOC112532535,0,0,0,329,159,179
DEGS2|DEGS2,20,31,118,11350,3429,4182
SLC25A29|SLC25A29,1156,4472,4756,690,326,266
WARS|WARS,162,354,573,150,53,66
SLC25A47|SLC25A47,695,1800,2358,18068,11221,12034
WDR25|WDR25,16,88,157,1297,665,755
LOC112532526|LOC112532526,5,0,0,4031,1375,2062
LOC101749701|LOC101749701,0,0,0,19,43,30
DLK1|DLK1,0,0,0,2685,1167,1195
LOC107053550|LOC107053550,8,0,3,489,232,188
LOC112532523|LOC112532523,0,0,0,6724,3060,3380
LOC112532524|LOC112532524,11,15,0,482,268,140
DIO3|DIO3,13,4,7,38076,11107,11901
LOC423462|LOC423462,10,22,61,7,0,4
PPP2R5C|PPP2R5C,657,1769,2097,28,26,10
DYNC1H1|DYNC1H1,2383,4788,11015,3214,2025,2043
LOC107053551|LOC107053551,0,6,8,0,0,0
ZNF839|ZNF839,200,487,740,0,0,0
WDR20|WDR20,267,870,1199,1100,919,1103
MOK|MOK,14,13,49,35,18,16
CINP|CINP,49,142,106,653,397,311
TECPR2|TECPR2,279,805,1216,6793,5377,3067
HSP90AA1|HSP90AA1,7939,29637,39245,2574,920,1260
ANKRD9|ANKRD9,1121,9088,3953,1406,670,559
LOC107053554|LOC107053554,12,78,55,1560,496,727
LOC107053553|LOC107053553,969,3754,2973,48,8,10
RCOR1|RCOR1,322,865,1841,6591,2614,2431
AMN|AMN,110,207,71,214,111,89
TRAF3|TRAF3,154,372,757,15,42,30
LOC423474|LOC423474,53,108,237,2631,1196,978
CDC42BPB|CDC42BPB,1574,3530,6201,4419,1460,1707
EXOC3L4|EXOC3L4,698,2428,2935,913,497,392
LOC107053556|LOC107053556,11,33,37,1257,479,585
EXOC3L|EXOC3L,8,23,55,155,101,76
TNFAIP2|TNFAIP2,448,602,2760,16677,7274,5803
LOC107053557|LOC107053557,0,0,7,10,9,3
CKB|CKB,62,137,227,251,323,214
TRMT61A|TRMT61A,79,399,326,9,10,20
LOC107053558|LOC107053558,0,0,5,190,169,103
EIF5|EIF5,3356,12796,14170,493,229,112
LOC112532591|LOC112532591,4,16,22,28,34,28
MARK3|MARK3,503,1507,2046,11,3,3
APOPT1|APOPT1,179,623,804,69,47,34
BAG5|BAG5,216,379,1146,2430,761,560
KLC1|KLC1,158,282,939,7657,4401,2576
XRCC3|XRCC3,218,860,850,631,147,257
ZFYVE21|ZFYVE21,321,953,1094,682,322,382
PPP1R13B|PPP1R13B,266,686,1143,8,0,0
TDRD9|TDRD9,4,3,0,306,150,163
RD3L|RD3L,0,0,2,76,21,22
C14orf2|C14orf2,848,3656,2108,6492,2363,2830
LOC101749505|LOC101749505,0,0,0,0,0,0
LOC100858688|LOC100858688,4,0,0,3685,1802,1460
C14orf180|C14orf180,0,0,12,1018,533,334
KIF26A|KIF26A,43,79,195,72,36,27
LOC101749814|LOC101749814,0,0,5,1091,352,478
ASPG|ASPG,833,2513,2603,0,0,0
LOC107053560|LOC107053560,4,4,11,29,6,9
LOC107049162|LOC107049162,0,0,0,288,92,216
LOC112532554|LOC112532554,0,0,0,1,0,1
SIVA1|SIVA1,30,170,112,15,13,5
INF2|INF2,704,840,4120,1252,440,549
LOC112532555|LOC112532555,304,41,1869,12621,5528,3139
ADSSL1|ADSSL1,375,792,1218,27,14,20
ZBTB42|ZBTB42,123,356,289,2143,699,1199
MIR1771|MIR1771,0,0,1,271,95,89
MIR1771,0,0,0,46,10,27
AKT1|AKT1,352,718,1425,34,10,32
PLD4|PLD4,15,37,108,1840,678,734
C5H14orf79|C5H14orf79,5,15,27,3436,1388,1013
AHNAK2|AHNAK2,14,40,59,25,8,16
CEP170B|CEP170B,268,662,1044,397,133,154
CDCA4L|CDCA4L,215,613,851,728,242,366
CDCA4|CDCA4,122,379,555,712,259,276
LOC101751389|LOC101751389,0,0,0,704,429,356
LOC101751553|LOC101751553,10,0,16,2022,1105,875
GPR132|GPR132,7,12,56,6,3,0
JAG2|JAG2,29,76,160,0,0,0
NUDT14|NUDT14,194,655,835,0,0,0
LOC101751780|LOC101751780,0,0,6,0,0,0
HSPA2|HSPA2,556,1932,2805,0,0,0
BRF1|BRF1,600,1055,1673,4848,3351,562
LOC107053568|LOC107053568,29,11,20,69,54,34
BTBD6|BTBD6,67,226,210,0,0,0
LOC112532471|LOC112532471,7,6,21,4283,1872,2046
ZBTB25|ZBTB25,126,513,378,4861,2102,2246
LOC101747645|LOC101747645,7,12,5,0,0,0
ZBTB1|ZBTB1,344,1087,1622,9803,3647,3797
ESR2|ESR2,119,488,382,0,0,0
LOC112532492|LOC112532492,0,0,0,217,84,117
AKAP5|AKAP5,42,236,133,105,57,45
MTHFD1|MTHFD1,7415,21334,24133,387,212,196
LOC112532491|LOC112532491,19,52,86,8,10,19
SYNE2|SYNE2,930,1740,3380,17,4,8
TRNAL-CAG_3,0,0,0,173,54,80
LOC107053571|LOC107053571,0,0,0,2261,1048,1363
LOC107053593|LOC107053593,8,0,0,1981,680,711
RHOJ|RHOJ,89,163,500,22,58,20
LOC107053572|LOC107053572,0,8,28,0,0,0
WDR89|WDR89,160,388,474,319,238,214
LOC101747773|LOC101747773,3,3,12,15,22,19
PPP2R5E|PPP2R5E,198,642,913,0,30,11
KCNH5|KCNH5,0,0,0,0,0,0
ERNI|ERNI,1,1,4,132,100,85
SNAPC1|SNAPC1,96,343,458,2760,1561,1647
SYT16|SYT16,17,27,18,0,0,0
LOC107053576|LOC107053576,0,9,29,0,0,0
HIF1A|HIF1A,499,1131,2122,18,4,15
PRKCH|PRKCH,80,108,452,632,246,310
SLC38A6|SLC38A6,423,754,2267,0,0,0
TRMT5|TRMT5,112,308,315,5424,2061,2211
SIX1|SIX1,0,11,22,12,0,0
LOC112532563|LOC112532563,0,0,0,0,0,0
C14ORF39|C14ORF39,0,0,0,279,145,113
SIX4|SIX4,236,415,724,12968,5889,5545
MNAT1|MNAT1,124,344,469,634,391,447
PPM1A|PPM1A,1571,4660,6578,1777,691,818
LOC101750580|LOC101750580,0,0,0,49,29,16
PCNX4|PCNX4,167,338,378,1327,655,721
LOC112532521|LOC112532521,0,0,0,1882,902,825
RTN1|RTN1,0,6,7,4,0,0
L3HYPDH|L3HYPDH,56,199,109,66,67,61
CCDC175|CCDC175,0,0,0,328,103,135
JKAMP|JKAMP,108,311,275,5034,1772,1817
LOC107053596|LOC107053596,0,0,0,4,0,0
LOC107056422|LOC107056422,0,0,0,1668,719,844
KCNK4|KCNK4,68,219,226,4894,2844,3019
DAAM1|DAAM1,348,1079,1479,1551,699,902
GPR135|GPR135,7,8,14,508,284,246
DACT1|DACT1,36,102,112,388,241,201
DHRS7|DHRS7,8175,31535,29643,1447,565,552
LOC107053579|LOC107053579,8,8,12,96,37,26
LOC107053581|LOC107053581,24,23,41,12260,5829,5270
MIR1578|MIR1578,0,0,0,0,0,0
MIR1578,0,0,0,1723,543,667
TA3|TA3,83,201,349,401,269,236
TIMM9|TIMM9,138,475,438,728,468,380
LOC101751092|LOC101751092,6,8,15,3264,1422,1453
ARID4A|ARID4A,258,514,1168,0,0,0
PSMA3|PSMA3,1073,3855,3429,1358,481,484
C5H14ORF105|C5H14ORF105,7,15,15,181,129,58
ACTR10|ACTR10,190,623,749,0,0,0
ACTR10L|ACTR10L,64,299,291,0,0,0
C5H14orf37|C5H14orf37,9,23,44,0,0,0
SLC35F4|SLC35F4,0,0,0,0,0,0
LOC112532494|LOC112532494,12,17,32,3,3,0
NAA30|NAA30,331,1096,1275,103,16,21
EXOC5|EXOC5,398,1068,1545,131,81,102
AP5M1|AP5M1,56,143,229,0,3,0
LOC107053584|LOC107053584,0,0,0,890,220,370
LOC101752106|LOC101752106,0,0,0,70,122,51
TMEM260|TMEM260,184,661,562,11246,7326,7132
PELI2|PELI2,117,218,290,32489,21103,15631
TBPL2|TBPL2,0,0,0,33189,17865,16696
TRNAG-UCC_1,0,0,0,9609,5330,7035
LOC112532516|LOC112532516,0,0,0,586,228,304
ATG14|ATG14,142,440,609,15434,7401,7981
DLGAP5|DLGAP5,39,25,101,2020,1689,1731
FBXO34|FBXO34,267,957,1346,24,8,15
KTN1|KTN1,451,961,1751,22,52,10
MIR1638|MIR1638,0,0,0,5108,1838,2113
MIR1638,0,0,0,154,24,65
LGALS3|LGALS3,141,295,1032,3,3,3
MAPK1IP1L|MAPK1IP1L,392,1365,1667,19,0,6
SOCS4|SOCS4,31,92,92,19,13,12
WDHD1|WDHD1,24,103,74,2478,1105,1160
TRNAG-UCC_2,0,0,0,1,1,1
GCH1|GCH1,522,1956,1675,3326,1807,1885
CGRRF1|CGRRF1,92,358,397,631,305,253
GMFB|GMFB,237,305,1093,14,7,11
MIR1676|MIR1676,0,0,0,1,1,1
MIR1676,0,0,0,1323,559,770
SAMD4A|SAMD4A,1012,4574,4134,78,65,25
CDKN3|CDKN3,9,55,42,139,67,66
CNIH1|CNIH1,495,2179,2183,5737,2570,2560
LOC101748344|LOC101748344,0,0,0,0,0,4
LOC112529938|LOC112529938,2,0,0,0,0,6
POLE2|POLE2,201,533,666,58,39,37
MGAT2|MGAT2,317,1511,1269,1750,663,729
DNAAF2|DNAAF2,98,257,150,1812,603,1031
LRR1|LRR1,60,855,265,1293,601,344
RPS29|RPS29,1472,13077,4027,555,278,360
RN7SL1|RN7SL1,6848,1608,3089,0,4,0
ARF6|ARF6,256,1463,1002,4646,1650,1851
KLHDC2|KLHDC2,894,3153,3127,206,70,76
KLHDC1|KLHDC1,174,254,556,545,382,289
NEMF|NEMF,273,1109,1356,0,0,0
ATP5S|ATP5S,34,88,95,123,32,41
VCPKMT|VCPKMT,137,948,602,3256,1289,1224
SOS2|SOS2,254,720,1185,13,5,3
L2HGDH|L2HGDH,838,2045,2379,7527,2679,2814
CDKL1|CDKL1,24,94,101,673,341,276
MAP4K5|MAP4K5,267,696,886,4862,1207,1785
ATL1|ATL1,44,115,210,171,102,116
LOC107051812|LOC107051812,0,0,0,0,10,0
SAV1|SAV1,444,1729,1819,0,0,7
NIN|NIN,24,49,124,0,0,0
LOC112532564|LOC112532564,0,6,0,29,31,164
TMX1|TMX1,8,19,5,11,12,194
TRIM9|TRIM9,60,412,274,31,14,13
MIR1703|MIR1703,0,0,3,3222,1980,1740
MIR1703,0,0,1,14279,4498,6624
GNG2|GNG2,69,156,229,19,4,15
FRMD6|FRMD6,152,661,609,1521,814,832
ABHD12B|ABHD12B,114,509,326,42,29,19
PYGL|PYGL,2773,8115,7650,881,337,349
C5H14orf166|C5H14orf166,613,2619,2099,152,76,72
NID2|NID2,115,187,356,1766,635,835
PTGDR|PTGDR,23,213,93,59747,14735,12815
PTGER2|PTGER2,4,32,23,4787,779,319
LOC107051814|LOC107051814,3,4,0,4086,600,522
TXNDC16|TXNDC16,107,369,452,206,33,48
GPR137C|GPR137C,129,744,579,1917,794,752
ERO1A|ERO1A,73,169,210,1130,416,361
STYX|STYX,93,244,294,468,118,39
PSMC6|PSMC6,1230,4098,4459,318,135,119
GNPNAT1|GNPNAT1,445,1740,1988,10410,4225,4794
FERMT2|FERMT2,640,2744,2078,5037,1638,1450
LOC112532540|LOC112532540,6,17,17,43,9,20
DDHD1|DDHD1,97,178,359,35,26,28
BMP4|BMP4,89,197,295,2834,1232,1127
LOC101751884|LOC101751884,10,6,0,0,0,4
MIS18BP1|MIS18BP1,100,387,351,206,356,75
LOC112532538|LOC112532538,19,174,107,22738,9192,9458
LOC107051820|LOC107051820,16,71,71,19,8,12
LRFN5|LRFN5,29,254,156,2740,1102,1024
LOC112532687|LOC112532687,31,46,98,317,121,150
LOC101748569|LOC101748569,47,230,265,0,0,2
FANCM|FANCM,183,524,631,1182,604,779
PRPF39|PRPF39,1167,3533,4666,1006,503,404
LOC112532565|LOC112532565,0,5,0,781,432,424
SOUL|SOUL,8,23,68,1042,402,420
FKBP3|FKBP3,573,2705,1858,1555,593,652
LOC112532596|LOC112532596,8,14,12,1557,892,815
FAM179B|FAM179B,650,2073,2888,8,0,0
KLHL28|KLHL28,173,571,781,2,2,3
LOC101752252|LOC101752252,0,0,0,2864,2019,1876
LOC112532670|LOC112532670,0,0,0,0,0,0
LOC112529935|LOC112529935,36,23,33,166,62,107
LOC107049798|LOC107049798,30,39,49,4329,1773,1497
LOC112532672|LOC112532672,11,14,12,10,0,4
LOC112529964|LOC112529964,5,0,0,13,9,20
LOC107049566|LOC107049566,0,3,0,5,0,0
LOC112532659|LOC112532659,19,12,15,0,0,0
LOC107049536|LOC107049536,3,0,0,0,0,0
LOC107049565|LOC107049565,54,54,83,5292,2125,2426
LOC777017|LOC777017,0,0,0,853,253,373
LOC112532666|LOC112532666,4,8,7,1906,600,762
LOC107056521|LOC107056521,0,3,0,141,100,54
LOC112532662|LOC112532662,18,25,38,2574,1052,1069
LOC107057413|LOC107057413,38,53,75,2,0,1
MANBAL14|MANBAL14,206,797,1174,1,0,1
LOC107049651|LOC107049651,0,1,0,611,267,320
LOC107049564|LOC107049564,110,131,132,63,51,33
LOC107050417|LOC107050417,0,0,0,41,55,22
LOC107050263|LOC107050263,0,0,0,12,6,4
LOC107049759|LOC107049759,0,0,0,1447,491,623
LOC107051278|LOC107051278,35,5,17,1011,540,347
LOC101747373|LOC101747373,256,598,868,0,0,0
LOC107056520|LOC107056520,13,26,34,621,366,270
LOC107049782|LOC107049782,18,42,36,11,6,6
LOC107049890|LOC107049890,21,10,12,19,31,27
FAM13C|FAM13C,0,7,9,149,138,57
PHYHIPL|PHYHIPL,0,0,5,1519,951,885
BICC1|BICC1,73,167,316,20,8,0
LOC112532704|LOC112532704,17,28,7,3263,770,766
CCSER2|CCSER2,321,475,753,137,58,23
LOC112532664|LOC112532664,0,0,5,390,140,94
LOC112532667|LOC112532667,0,0,0,9,0,0
LOC112532668|LOC112532668,0,0,0,2870,1270,1802
LOC107056550|LOC107056550,0,0,0,7,18,7
LOC107049106|LOC107049106,18,33,34,701,315,358
MANBAL17|MANBAL17,194,599,865,1858,657,787
MANBAL15|MANBAL15,159,556,694,0,0,0
LOC112532665|LOC112532665,15,9,9,13,0,11
LOC112532661|LOC112532661,17,30,55,5768,1777,3023
LOC112532663|LOC112532663,8,17,4,0,0,0
LOC107053614|LOC107053614,0,0,0,945,368,681
GRID1|GRID1,7,9,0,314,94,86
LOC768772|LOC768772,106,382,616,37770,12952,10910
MMRN2|MMRN2,66,90,166,97,12,61
SNCG|SNCG,3,6,2,0,0,0
BMPR1A|BMPR1A,342,750,1202,609,242,355
WAPL|WAPL,1506,3765,6661,15,0,8
OPN4|OPN4,0,0,0,1280,723,675
LOC112532684|LOC112532684,0,8,6,534,259,287
LDB3|LDB3,1742,4466,4664,66,19,17
LOC107053617|LOC107053617,0,0,6,0,0,0
LOC112532685|LOC112532685,280,1058,1016,4,6,1
LOC101749937|LOC101749937,15,14,30,95,51,23
SYT15|SYT15,0,16,0,488,241,215
FAM35A|FAM35A,401,2384,5562,22,6,11
NCOA4|NCOA4,1418,4907,6353,2262,867,809
GLUD1|GLUD1,10496,17766,25611,281,162,100
TIMM23B|TIMM23B,568,2932,2233,2559,964,1222
LOC112532735|LOC112532735,2,0,4,384,201,187
LRIT2|LRIT2,0,0,0,0,0,0
OGDHL|OGDHL,0,9,11,39,27,4
PARG|PARG,408,1096,1697,1288,445,668
GHITM|GHITM,3871,12498,13383,739,330,380
TSPAN14|TSPAN14,177,209,456,8868,3113,3081
RAP1GDS1L|RAP1GDS1L,17,135,167,0,0,0
NRG3|NRG3,0,0,0,496,261,358
LOC112532679|LOC112532679,0,0,0,11,0,6
LOC112532680|LOC112532680,0,0,0,0,0,0
LOC107053620|LOC107053620,0,0,0,491,333,289
LOC112532678|LOC112532678,4,0,0,221,130,29
EXOSC3|EXOSC3,42,211,147,321,142,112
DYDC1|DYDC1,4,6,7,2355,682,1333
SELENOU|SELENOU,1583,4807,4940,4,3,0
MAT1A|MAT1A,8997,21699,28507,10,0,4
SFTPA1|SFTPA1,9,18,29,216,78,38
SFTPA2|SFTPA2,31,34,12,51138,28479,24705
LOC423629|LOC423629,7991,19707,20814,20,11,16
LOC101752163|LOC101752163,323,681,988,44,5,0
LOC101752332|LOC101752332,9,15,53,6,0,13
CSGALNACT2|CSGALNACT2,92,302,452,1123,442,599
RASGEF1A|RASGEF1A,40,44,163,369,225,221
LOC107053621|LOC107053621,0,0,0,34,16,24
RET|RET,8,12,46,0,0,0
MBL2|MBL2,2454,4846,4912,0,0,0
BMS1|BMS1,300,1083,1266,447,216,307
SRRL|SRRL,54,173,140,548,320,372
PLAC9|PLAC9,3,21,17,1442,580,708
TMEM254|TMEM254,1995,8229,6440,20,11,6
ANXA11|ANXA11,335,849,1020,4546,2356,1984
TFAM|TFAM,311,1294,1327,59,30,14
ECD|ECD,258,639,920,1751,749,676
FAM149B1|FAM149B1,504,1399,1856,1903,954,795
DNAJC9|DNAJC9,131,628,503,294,148,119
UBE2D1|UBE2D1,133,488,519,0,0,9
LOC107053624|LOC107053624,0,0,0,6,0,0
CISD1|CISD1,3216,11971,11476,742,347,429
IPMK|IPMK,742,2374,2584,490,237,311
LOC107053632|LOC107053632,1,1,2,0,0,0
SLC22A15L|SLC22A15L,45,178,165,0,0,0
CTNNA3|CTNNA3,0,0,19,0,0,0
LRRTM3|LRRTM3,0,0,0,818,468,528
LOC112532658|LOC112532658,0,0,0,2273,1102,1188
PCDH15|PCDH15,4,0,8,0,0,0
SIRT1|SIRT1,279,454,1241,0,0,0
DNAJC12|DNAJC12,247,288,585,1628,795,691
REEP3|REEP3,647,1547,2218,117,46,30
NRBF2|NRBF2,360,1163,1526,550,435,210
LOC101748577|LOC101748577,24,25,15,2565,929,967
JMJD1C|JMJD1C,579,1184,2490,109,52,69
ADO|ADO,202,776,730,117,49,78
TMEM26|TMEM26,9,23,80,0,0,0
C6H10orf107|C6H10orf107,0,0,20,492,225,252
LOC112532733|LOC112532733,0,0,0,6222,1980,1701
LOC107053638|LOC107053638,0,0,0,2959,1466,1082
RHOBTB1|RHOBTB1,543,1148,1312,0,0,0
LOC101748938|LOC101748938,0,0,0,0,0,0
LOC112532726|LOC112532726,37,200,125,1151,554,629
CDK1|CDK1,55,101,103,2684,1329,1219
RTKN2|RTKN2,139,347,349,86,18,49
ZNF365|ZNF365,124,493,484,0,0,0
LOC107053635|LOC107053635,0,0,5,0,7,0
ARID5B|ARID5B,297,816,1342,390,47,105
LOC107053636|LOC107053636,0,5,18,0,0,0
LOC112532725|LOC112532725,95,303,184,0,0,0
LOC112532727|LOC112532727,10,5,34,0,0,0
LOC107053637|LOC107053637,17,13,57,22,7,9
SLC16A9|SLC16A9,12,28,54,843,375,243
FAM13AL|FAM13AL,0,29,21,257,149,119
CCDC6|CCDC6,411,1054,1415,2680,1322,1317
LOC101749147|LOC101749147,107,466,346,886,416,226
LOC770653|LOC770653,74,301,199,100,36,7
BKJ|BKJ,0,3,18,35,7,5
RNASE6|RNASE6,63,148,431,6,0,0
ANK3|ANK3,1639,3306,5696,770,205,299
RSFR|RSFR,420,895,2365,895,179,175
LOC112532738|LOC112532738,0,2,1,234,155,149
CWF19L1|CWF19L1,80,296,384,1015,472,351
CHUK|CHUK,300,995,1361,4307,1881,1923
ADAM8|ADAM8,0,12,44,0,0,0
ERLIN1|ERLIN1,348,1448,1514,0,0,0
TUBGCP2|TUBGCP2,244,984,1129,616,415,280
ZNF511|ZNF511,97,518,492,146,92,102
RNLS|RNLS,22,39,49,1149,356,424
LOC112532683|LOC112532683,0,12,15,231,142,116
ECHS1|ECHS1,1821,10742,6140,0,0,0
SPRN|SPRN,19,69,52,129,64,77
MTG1|MTG1,333,1609,1200,5,0,0
LOC107052116|LOC107052116,44,221,182,4683,3330,2839
PAOX|PAOX,301,1215,976,273,167,109
PTEN|PTEN,2122,7218,8429,1832,598,358
ATAD1|ATAD1,409,1201,1450,1705,1059,532
PAPSS2|PAPSS2,2030,8146,8116,424,256,93
SGMS1|SGMS1,495,1155,1583,761,430,393
MINPP1|MINPP1,67,85,181,1447,533,516
ASAH2|ASAH2,69,167,140,1604,590,378
A1CF|A1CF,3291,6913,11941,1786,647,556
LOC112532686|LOC112532686,16,24,77,4315,1821,2049
LOC112532614|LOC112532614,16,8,33,136,68,78
PRKG1|PRKG1,469,1661,2698,2369,1066,825
HERC4|HERC4,428,921,1727,650,375,439
MIR1772|MIR1772,0,2,5,16890,7070,6946
MIR1772,0,1,1,367,210,196
MYPN|MYPN,22,48,37,5860,2845,2916
ATOH7|ATOH7,1,0,0,2090,862,1203
RUFY2|RUFY2,40,116,122,0,0,0
LOC112532613|LOC112532613,8,5,45,14,21,8
DNA2|DNA2,0,41,35,4565,1112,1240
LOC112532637|LOC112532637,0,2,2,484,189,222
SLC25A16|SLC25A16,359,1300,1537,33,9,24
PBLD|PBLD,869,2243,2155,572,285,222
HNRNPH3|HNRNPH3,1875,6239,7016,445,150,271
DDX21|DDX21,391,1309,1661,70,25,67
TET1|TET1,152,201,450,52,21,22
LOC107052122|LOC107052122,138,546,705,927,276,368
LOC107052121|LOC107052121,5,21,17,5651,2125,2811
CCAR1|CCAR1,582,1617,2649,1087,369,397
LOC112532734|LOC112532734,0,1,1,0,0,0
LOC112532647|LOC112532647,0,8,0,66,41,12
STOX1|STOX1,3,39,46,2326,1328,1111
SRGN|SRGN,106,321,429,17,13,15
LOC423693|LOC423693,539,2746,2405,3516,1547,1490
KIF1BP|KIF1BP,164,543,810,93,107,40
VPS26A|VPS26A,495,1333,1757,153,43,48
SUPV3L1|SUPV3L1,331,797,748,381,120,133
TSPAN15|TSPAN15,5,0,7,66,49,24
HK1|HK1,73,114,376,0,4,0
TACR2|TACR2,0,0,0,0,0,0
LOC112532629|LOC112532629,6,0,19,254,162,65
LOC112532626|LOC112532626,2,0,8,1205,778,581
LOC112532634|LOC112532634,2,0,3,17,27,10
LOC112532632|LOC112532632,3,0,6,0,0,0
LOC112532631|LOC112532631,6,0,21,73,51,25
LOC112532621|LOC112532621,0,0,4,0,0,0
LOC112532641|LOC112532641,0,0,0,0,0,0
LOC112532622|LOC112532622,0,0,0,0,0,0
LOC112532642|LOC112532642,0,0,0,0,0,0
COL13A1|COL13A1,93,202,384,9,6,0
HKDC1|HKDC1,4994,1945,5984,19,22,4
LOC107053647|LOC107053647,0,5,4,0,0,0
NUDT13|NUDT13,38,144,136,1100,566,508
LOC112532643|LOC112532643,0,0,10,5,5,0
P4HA1|P4HA1,310,841,1895,238,142,59
LOC107053648|LOC107053648,21,25,52,0,0,0
PLA2G12B|PLA2G12B,1198,4148,3653,0,0,0
OIT3|OIT3,914,1309,3347,2,0,0
MCU|MCU,80,257,414,62,44,5
MICU1|MICU1,138,618,495,1021,501,448
DNAJB12|DNAJB12,426,1684,1949,20,4,3
ANAPC16|ANAPC16,308,1650,1302,0,0,0
ASCC1|ASCC1,163,539,657,680,380,346
DDIT4|DDIT4,70,482,225,0,0,0
LOC112532617|LOC112532617,5,3,9,0,0,0
SPOCK2|SPOCK2,47,134,101,0,0,0
TYSND1|TYSND1,140,541,314,0,0,0
SAR1A|SAR1A,506,2659,2576,65,7,22
LRRC20|LRRC20,16,77,37,803,535,359
EIF4EBP2|EIF4EBP2,209,1042,680,18,13,6
ADAMTS14|ADAMTS14,5,3,31,6,1,0
LOC112532644|LOC112532644,7,0,14,35,50,16
PALD1|PALD1,64,180,344,5,0,0
PPA1|PPA1,1463,11309,7174,26,0,0
SLC29A3|SLC29A3,83,275,336,48,6,20
UNC5B|UNC5B,102,149,428,14,13,2
PCBD1|PCBD1,2119,9254,6238,18,43,9
LOC423719|LOC423719,0,13,29,165,35,45
CDH23|CDH23,11,21,75,11,0,3
C6H10orf54|C6H10orf54,31,47,200,42,4,8
SGPL1|SGPL1,1727,4150,5961,84,43,33
MTTPL|MTTPL,11119,34639,35640,0,0,0
CHST3|CHST3,11,35,76,13,0,0
LOC112532616|LOC112532616,4,17,13,25,6,0
H2AFY2|H2AFY2,19,118,78,233,101,79
AIFM2|AIFM2,146,499,488,8,0,0
LOC101749404|LOC101749404,0,20,37,1657,675,631
LOC112532639|LOC112532639,0,0,0,256,611,208
